NON $ % + - . 0 1
#NON	b	d	e	c	a	f	g
26.51006711409396	0.015267040740446451	0.15905572754954056	0.2292160763154416	0.19076658401500377	0.11662231273796285	0.17942208852694044	0.013340225340675783
26.845637583892618	0.015267040747196583	0.15905572754895397	0.22921607631400415	0.19076658401365978	0.11662231272976374	0.1794220885257252	0.013340225344534188
27.181208053691275	0.015267040753946717	0.15905572754836736	0.2292160763125667	0.1907665840123158	0.11662231272156463	0.17942208852450994	0.013340225348392593
27.516778523489933	0.015267040760696848	0.15905572754778077	0.22921607631112925	0.1907665840109718	0.11662231271336554	0.1794220885232947	0.013340225352250998
27.85234899328859	0.015267040767446982	0.15905572754719416	0.2292160763096918	0.19076658400962782	0.11662231270516643	0.17942208852207944	0.013340225356109403
28.18791946308725	0.015267040774197113	0.15905572754660757	0.22921607630825433	0.19076658400828383	0.11662231269696732	0.17942208852086416	0.013340225359967808
28.52348993288591	0.015267040775779603	0.1590557275464761	0.2292160763079301	0.19076658400795776	0.11662231269502486	0.17942208852059155	0.013340225360872884
28.859060402684566	0.015267040776244844	0.159055727546443	0.22921607630784652	0.19076658400785174	0.11662231269443511	0.17942208852052272	0.013340225361139447
29.194630872483224	0.015267040776710084	0.15905572754640993	0.22921607630776294	0.19076658400774574	0.11662231269384535	0.17942208852045388	0.013340225361406008
29.53020134228188	0.015267040777175325	0.15905572754637684	0.22921607630767937	0.19076658400763974	0.11662231269325558	0.17942208852038505	0.013340225361672571
29.86577181208054	0.015267040777640566	0.15905572754634376	0.2292160763075958	0.19076658400753374	0.11662231269266583	0.1794220885203162	0.013340225361939134
30.201342281879196	0.015267040778105806	0.15905572754631067	0.22921607630751223	0.19076658400742774	0.11662231269207607	0.17942208852024735	0.013340225362205697
30.536912751677853	0.015267040778571045	0.1590557275462776	0.22921607630742866	0.19076658400732172	0.1166223126914863	0.17942208852017852	0.01334022536247226
30.87248322147651	0.015267040779036286	0.15905572754624453	0.22921607630734508	0.19076658400721572	0.11662231269089654	0.17942208852010968	0.013340225362738822
31.20805369127517	0.015267040779501527	0.15905572754621145	0.2292160763072615	0.19076658400710972	0.11662231269030679	0.17942208852004082	0.013340225363005385
31.543624161073826	0.015267040779966767	0.15905572754617836	0.2292160763071779	0.19076658400700372	0.11662231268971703	0.179422088519972	0.013340225363271948
31.879194630872483	0.015267040780432008	0.15905572754614528	0.22921607630709434	0.19076658400689772	0.11662231268912726	0.17942208851990316	0.01334022536353851
32.214765100671144	0.015267040780897249	0.1590557275461122	0.22921607630701077	0.1907665840067917	0.11662231268853751	0.17942208851983432	0.013340225363805074
32.5503355704698	0.01526704078136249	0.1590557275460791	0.2292160763069272	0.1907665840066857	0.11662231268794775	0.1794220885197655	0.013340225364071636
32.88590604026846	0.01526704078182773	0.15905572754604602	0.22921607630684362	0.1907665840065797	0.11662231268735798	0.17942208851969663	0.0133402253643382
33.22147651006711	0.015267040782292969	0.15905572754601294	0.22921607630676005	0.1907665840064737	0.11662231268676823	0.1794220885196278	0.013340225364604762
