NON $ % + - . 0 1 2 3
#NON	g	d	f	c	b	e	h	a	i
22.483221476510067	0.3243338894927224	0.013148921906917905	0.1828678318471033	0.22104797808597296	0.22715304760861804	0.187625039694016	0.036705525107022546	0.22908210738278834	0.27323521421109936
22.818791946308725	0.3243338894927301	0.013148921906856136	0.18286783185259908	0.22104797808698237	0.22715304760861346	0.18762503969415795	0.03670552522315678	0.22908210738276974	0.27323521421122504
23.154362416107382	0.32433388949273784	0.013148921906794368	0.18286783185809485	0.22104797808799181	0.2271530476086089	0.18762503969429992	0.03670552533929101	0.22908210738275114	0.27323521421135066
23.48993288590604	0.3243338894927456	0.013148921906732601	0.18286783186359062	0.22104797808900123	0.22715304760860436	0.18762503969444186	0.03670552545542524	0.22908210738273255	0.2732352142114763
23.8255033557047	0.3243338894927533	0.013148921906670833	0.1828678318690864	0.22104797809001067	0.2271530476085998	0.18762503969458383	0.036705525571559476	0.22908210738271398	0.2732352142116019
24.161073825503358	0.3243338894927552	0.01314892190665321	0.18286783187050648	0.22104797809027124	0.22715304760859853	0.18762503969462097	0.03670552560817921	0.22908210738270882	0.27323521421163527
24.496644295302016	0.3243338894927555	0.013148921906648266	0.18286783187075575	0.22104797809031668	0.22715304760859822	0.18762503969462802	0.03670552562195712	0.22908210738270754	0.27323521421164204
24.832214765100673	0.3243338894927557	0.013148921906643322	0.182867831871005	0.2210479780903621	0.22715304760859792	0.18762503969463504	0.03670552563573504	0.22908210738270623	0.2732352142116488
25.16778523489933	0.324333889492756	0.01314892190663838	0.18286783187125427	0.22104797809040755	0.22715304760859759	0.18762503969464206	0.036705525649512946	0.22908210738270496	0.27323521421165564
25.503355704697988	0.3243338894927562	0.013148921906633436	0.18286783187150354	0.22104797809045298	0.22715304760859728	0.1876250396946491	0.036705525663290856	0.22908210738270368	0.2732352142116624
25.838926174496645	0.32433388949275643	0.013148921906628492	0.18286783187175282	0.22104797809049842	0.22715304760859698	0.18762503969465613	0.036705525677068765	0.2290821073827024	0.2732352142116692
26.174496644295303	0.3243338894927567	0.01314892190662355	0.1828678318720021	0.22104797809054386	0.22715304760859664	0.18762503969466318	0.036705525690846674	0.2290821073827011	0.27323521421167596
26.51006711409396	0.32433388949275693	0.013148921906618606	0.18286783187225134	0.2210479780905893	0.22715304760859634	0.1876250396946702	0.03670552570462459	0.22908210738269982	0.2732352142116828
26.845637583892618	0.3243338894927572	0.013148921906613662	0.1828678318725006	0.2210479780906347	0.22715304760859603	0.18762503969467725	0.0367055257184025	0.22908210738269855	0.27323521421168956
27.181208053691275	0.32433388949275743	0.01314892190660872	0.18286783187274988	0.22104797809068014	0.2271530476085957	0.18762503969468428	0.03670552573218041	0.22908210738269727	0.27323521421169633
27.516778523489933	0.32433388949275765	0.013148921906603776	0.18286783187299915	0.22104797809072557	0.2271530476085954	0.1876250396946913	0.03670552574595832	0.229082107382696	0.2732352142117031
27.85234899328859	0.32433388949275793	0.013148921906598832	0.18286783187324843	0.221047978090771	0.2271530476085951	0.18762503969469835	0.03670552575973623	0.2290821073826947	0.27323521421170993
28.18791946308725	0.32433388949275815	0.01314892190659389	0.1828678318734977	0.22104797809081644	0.22715304760859475	0.18762503969470537	0.036705525773514144	0.2290821073826934	0.2732352142117167
28.52348993288591	0.32433388949275843	0.013148921906588945	0.18286783187374694	0.22104797809086188	0.22715304760859445	0.18762503969471242	0.036705525787292054	0.22908210738269214	0.2732352142117235
28.859060402684566	0.32433388949275865	0.013148921906584001	0.18286783187399622	0.22104797809090732	0.22715304760859414	0.18762503969471944	0.03670552580106996	0.22908210738269086	0.27323521421173025
29.194630872483224	0.3243338894927589	0.01314892190657906	0.1828678318742455	0.22104797809095272	0.2271530476085938	0.18762503969472646	0.03670552581484787	0.22908210738268955	0.2732352142117371
29.53020134228188	0.32433388949275915	0.013148921906574115	0.18286783187449476	0.22104797809099816	0.2271530476085935	0.18762503969473351	0.03670552582862578	0.22908210738268828	0.27323521421174385
29.86577181208054	0.3243338894927594	0.013148921906569171	0.18286783187474404	0.2210479780910436	0.2271530476085932	0.18762503969474054	0.0367055258424037	0.229082107382687	0.2732352142117506
30.201342281879196	0.32433388949275965	0.013148921906564229	0.18286783187499328	0.22104797809108903	0.22715304760859287	0.1876250396947476	0.03670552585618161	0.22908210738268572	0.2732352142117574
30.536912751677853	0.3243338894927599	0.013148921906559285	0.18286783187524255	0.22104797809113447	0.22715304760859256	0.1876250396947546	0.03670552586995952	0.22908210738268445	0.2732352142117642
30.87248322147651	0.3243338894927601	0.013148921906554341	0.18286783187549183	0.2210479780911799	0.22715304760859226	0.18762503969476163	0.036705525883737426	0.22908210738268314	0.273235214211771
31.20805369127517	0.3243338894927604	0.013148921906549399	0.1828678318757411	0.22104797809122534	0.22715304760859192	0.18762503969476868	0.03670552589751534	0.22908210738268187	0.27323521421177777
31.543624161073826	0.32433388949276043	0.013148921906547708	0.1828678318758202	0.22104797809123972	0.2271530476085918	0.18762503969477093	0.036705525902609074	0.22908210738268145	0.27323521421177993
31.879194630872483	0.32433388949276043	0.013148921906547312	0.18286783187583153	0.22104797809124177	0.22715304760859178	0.18762503969477126	0.03670552590424383	0.22908210738268134	0.2732352142117803
32.214765100671144	0.32433388949276043	0.013148921906546918	0.18286783187584285	0.22104797809124382	0.22715304760859178	0.18762503969477162	0.03670552590587858	0.22908210738268125	0.27323521421178065
32.5503355704698	0.32433388949276043	0.013148921906546523	0.18286783187585418	0.22104797809124585	0.22715304760859176	0.18762503969477196	0.03670552590751334	0.22908210738268117	0.27323521421178104
32.88590604026846	0.32433388949276043	0.013148921906546127	0.1828678318758655	0.2210479780912479	0.22715304760859173	0.18762503969477232	0.03670552590914809	0.2290821073826811	0.27323521421178143
33.22147651006711	0.32433388949276043	0.013148921906545732	0.18286783187587682	0.22104797809124993	0.2271530476085917	0.18762503969477265	0.03670552591078284	0.229082107382681	0.27323521421178176
