NON $ % + - . 0 1 2
#NON	f	c	e	b	g	d	a	h
0.0	0.7690112293971454	0.1796389414168723	0.1743631898290573	0.8587043194468185	0.21877679386421356	0.6245684890000807	0.704858497699801	0.4615290962100044
0.33557046979865773	0.5437848963939382	0.16642008139524425	0.17224124275140576	0.550692114952748	0.16686656158643154	0.33901886253085245	0.5043519597759683	0.24814905331158277
0.6711409395973155	0.39163935690909885	0.1475269286258682	0.1644414257221533	0.38473281675501925	0.13119485313927914	0.20638894464060772	0.36935919650787563	0.15037952525262868
1.0067114093959733	0.2891244090324718	0.12938890735158376	0.15457068430463455	0.2914099302597378	0.10643660657648185	0.1414997599643168	0.27759299054127073	0.1024270973546473
1.342281879194631	0.22029482357658697	0.11459072103705684	0.1450817440812372	0.23682090167292094	0.08963779423243796	0.10807348082330123	0.2150211433701154	0.0768278302495994
1.6778523489932886	0.17412634261367102	0.10360527799894206	0.13719790747659918	0.20363658644862806	0.07858162434741547	0.09009166990038325	0.1724375834130157	0.06196568484615897
2.0134228187919465	0.1430862384040222	0.09595832269197985	0.13125188803488913	0.18267927808980672	0.07152003355527495	0.0801184642451418	0.1436055922776145	0.05275041844838159
2.348993288590604	0.12212656125863654	0.09089019277941766	0.12708388063813789	0.16897863403634839	0.06713704807247942	0.07449645647236945	0.12422278653290487	0.046796831378171255
2.684563758389262	0.10791017907675136	0.08766804005975679	0.1243372983456063	0.1597842069664098	0.06449424736185815	0.07131992997078145	0.11130086831222424	0.04287495427596256
3.0201342281879198	0.09823833538479673	0.08569827247713147	0.12262998695170162	0.15352001911584973	0.06295085823051212	0.06954497692386172	0.10276507921944833	0.04028065554441623
3.3557046979865772	0.09165373188744678	0.08454266212577684	0.12163279018009576	0.14923395466476877	0.062083670671618955	0.06857794441582536	0.097181573503423	0.03857384822099164
3.691275167785235	0.087179281897424	0.08389654824099313	0.12109330809031273	0.14631398920409172	0.0616207148091061	0.06807339392367816	0.0935665077487809	0.037463322364713225
4.026845637583893	0.08415143252704226	0.08355746080599517	0.1208325955482795	0.14434483823053684	0.06139158000040785	0.06782853496474844	0.09125071626787506	0.03675103710660696
4.3624161073825505	0.08211482151617085	0.08339588863808325	0.12073139039805426	0.14303498279692964	0.061292240945470505	0.06772477407227509	0.08978352411029306	0.03630151640155934
4.697986577181208	0.0807550481108079	0.08333193628178258	0.12071449518422134	0.1421772275542797	0.061261036322326066	0.06769380428390419	0.0888645993871155	0.0360227340940731
5.033557046979866	0.07985471981724514	0.08331811280090819	0.1207370478930679	0.1416248216616202	0.06126266000835677	0.06769730458723061	0.08829596891958116	0.03585303524700794
5.369127516778524	0.07926393032333473	0.08332736627611396	0.12077392808565657	0.1412751668232483	0.061277781505937524	0.06771462043041024	0.08794859474686885	0.03575180488795526
5.704697986577181	0.0788798947560403	0.08334508412010755	0.12081219583489136	0.14105776988928662	0.06129645245685876	0.06773527144856474	0.08773932122533014	0.035692765090342665
6.0402684563758395	0.07863268157637872	0.08336394337512583	0.12084602388416865	0.1409251124775928	0.061314031421051025	0.06775445069775123	0.08761517768457086	0.03565922413347439
6.375838926174497	0.07847514276146438	0.08338071067698723	0.12087347977815138	0.14084577919921118	0.061328738126833496	0.06777037239793864	0.08754282320066946	0.03564077580369547
6.7114093959731544	0.0783757877068345	0.08339431417747772	0.12089457589042626	0.14079938506606113	0.06134022734235078	0.0677827464157258	0.08750151426960269	0.035631050507000384
7.046979865771813	0.07831380275628473	0.0834047417706772	0.1209101668714074	0.14077294839396515	0.061348802783069735	0.06779194710944028	0.08747852108457577	0.03562622849772503
7.38255033557047	0.07827557185897877	0.08341242336272786	0.12092135125607739	0.14075835746458978	0.06135499238201173	0.06779856801684377	0.0874661349407686	0.03562406892784003
7.718120805369128	0.07825227763726296	0.08341791424935954	0.12092918360468247	0.14075063382860553	0.0613593442023877	0.06780321161060485	0.08745975590216955	0.035623287115086506
8.053691275167786	0.07823827106185924	0.08342174603188679	0.12093455921965286	0.14074678326481582	0.06136233868979815	0.06780639998035656	0.08745668716543614	0.035623170470996175
8.389261744966444	0.0782299724380399	0.08342436668624709	0.12093818431099249	0.1407450436807376	0.061364361578616244	0.06780854984772673	0.08745537747468485	0.03562333634648051
8.724832214765101	0.07822513854486593	0.08342612806038797	0.1209405908955764	0.14074440253704193	0.061365705998511946	0.06780997613628918	0.08745495682571273	0.03562359202180804
9.060402684563758	0.07822237635577062	0.0834272934313041	0.12094216545106952	0.14074429347829012	0.06136658628952058	0.06781090855733735	0.08745494870532358	0.03562384608603631
9.395973154362416	0.07822083678007637	0.08342805358626985	0.12094318194627336	0.14074441543415514	0.06136715478887031	0.06781150983290118	0.08745510626943258	0.03562406309141048
9.731543624161075	0.0782200043431091	0.0834285428698328	0.12094382963308843	0.14074461078371805	0.06136751715391624	0.06781189242127572	0.08745530680894263	0.03562423445495987
10.067114093959733	0.07821957521080086	0.08342885286571637	0.12094423597727469	0.14074480945233445	0.061367744476529526	0.06781213211232841	0.08745549526653831	0.035624362365908824
10.40268456375839	0.07821936599166589	0.08342904707744289	0.12094448806174078	0.1407449793453898	0.061367885490543714	0.06781228055218827	0.08745565086442382	0.03562445450650196
10.738255033557047	0.07821927429594082	0.08342916716036732	0.12094464233281768	0.14074511342879012	0.061367971776390536	0.06781237122897497	0.08745577084418166	0.035624519072211036
11.073825503355705	0.07821924091439748	0.08342924153733337	0.12094473690088521	0.14074521474966303	0.06136802465160094	0.0678124267035881	0.08745585997130435	0.03562456378664782
11.409395973154362	0.0782192390363988	0.08342928540167359	0.1209447919096051	0.14074528839437853	0.061368055397941386	0.06781245888426018	0.08745592384309099	0.035624593784776365
11.74496644295302	0.07821924974338204	0.08342931070051669	0.12094482312857927	0.1407453401548222	0.06136807283791843	0.06781247708714741	0.0874559681871576	0.03562461349085198
12.080536912751679	0.07821926219633529	0.08342932530668912	0.12094484088142742	0.1407453750863205	0.06136808274648704	0.06781248740279723	0.08745599780808747	0.03562462615453898
12.416107382550337	0.07821927292176889	0.08342933375645126	0.12094485099780443	0.14074539816889506	0.06136808838660461	0.06781249325942997	0.08745601721634487	0.03562463420983106
12.751677852348994	0.0782192818210882	0.08342933845165344	0.12094485648980083	0.1407454133590724	0.06136809144492253	0.06781249642139135	0.08745602989450424	0.03562463929527422
13.087248322147651	0.07821928880498408	0.08342934095617212	0.12094485932063319	0.14074542325649586	0.06136809301889092	0.06781249803780522	0.08745603809862182	0.03562464247178198
13.422818791946309	0.0782192939847079	0.08342934223626337	0.12094486069663368	0.1407454296164533	0.06136809378177808	0.06781249881335995	0.08745604333109197	0.035624644429225
13.758389261744966	0.0782192976902828	0.0834293428451429	0.12094486129652637	0.14074543364918898	0.061368094112430084	0.06781249914316657	0.08745604662247593	0.03562464561801951
14.093959731543626	0.07821930030697152	0.08342934309116848	0.12094486148960545	0.14074543618687818	0.061368094216966027	0.06781249924113404	0.08745604867623623	0.0356246463309425
14.429530201342283	0.07821930208606805	0.08342934313522402	0.12094486146634617	0.1407454377045378	0.06136809420163384	0.06781249921729239	0.08745604989178095	0.03562464673110521
14.76510067114094	0.07821930325553997	0.08342934311173712	0.12094486138512878	0.1407454386142058	0.061368094154730816	0.06781249916301187	0.08745605061452288	0.03562464695851068
15.100671140939598	0.07821930399992012	0.08342934307972322	0.12094486131184384	0.14074543916549256	0.06136809411284069	0.0678124991157897	0.08745605105045459	0.03562464709199598
15.436241610738255	0.07821930446994528	0.08342934305000838	0.12094486125355101	0.1407454394985925	0.061368094079680406	0.0678124990789106	0.08745605131241922	0.03562464717002816
15.771812080536913	0.07821930476286343	0.08342934302436325	0.12094486120826888	0.14074543969501022	0.06136809405399407	0.06781249905067359	0.0874560514655406	0.035624647213843307
16.107382550335572	0.07821930504128152	0.08342934300097446	0.12094486116644032	0.14074543988317031	0.06136809403026882	0.06781249902454299	0.08745605161254838	0.03562464725621244
16.44295302013423	0.07821930530964631	0.08342934297976173	0.12094486112776148	0.14074544006653822	0.06136809400833133	0.06781249900031451	0.08745605175621998	0.03562464729801894
16.778523489932887	0.07821930550918578	0.08342934296181877	0.12094486109629339	0.14074544019936097	0.061368093990496045	0.06781249898071509	0.08745605185988056	0.03562464732760101
17.114093959731544	0.0782193056398999	0.08342934294714555	0.12094486107203604	0.14074544028163855	0.06136809397676298	0.06781249896574475	0.08745605192353015	0.03562464734495868
17.449664429530202	0.07821930570178869	0.08342934293574207	0.12094486105498946	0.14074544031337097	0.06136809396713212	0.06781249895540348	0.08745605194716873	0.03562464735009193
17.78523489932886	0.07821930569485214	0.08342934292760834	0.12094486104515362	0.1407454402945582	0.06136809396160348	0.06781249894969127	0.08745605193079628	0.03562464734300077
18.120805369127517	0.07821930561909025	0.08342934292274436	0.12094486104252852	0.1407454402252003	0.061368093960177054	0.06781249894860814	0.08745605187441284	0.0356246473236852
18.456375838926174	0.07821930561192038	0.08342934291736416	0.12094486103613743	0.14074544021066362	0.06136809395658741	0.06781249894491205	0.08745605186191252	0.035624647318456354
18.79194630872483	0.07821930563416601	0.0834293429125471	0.12094486102910972	0.14074544022090915	0.06136809395262077	0.06781249894066765	0.08745605186937785	0.03562464731981317
19.12751677852349	0.07821930563821916	0.0834293429096048	0.12094486102524825	0.14074544021943286	0.06136809395044779	0.06781249893838392	0.08745605186774386	0.03562464731864019
