NON $ % + - . 0 1 2
#NON	f	c	e	b	g	d	a	h
19.46308724832215	0.07821930562407983	0.08342934290853728	0.12094486102455303	0.14074544020623478	0.06136809395006846	0.06781249893806086	0.08745605185701052	0.03562464731493742
19.798657718120808	0.07821930559174803	0.08342934290934452	0.12094486102702408	0.14074544018131488	0.06136809395148278	0.06781249893969847	0.08745605183717786	0.03562464730870484
20.134228187919465	0.07821930554122374	0.08342934291202653	0.12094486103266136	0.14074544014467316	0.06136809395469075	0.06781249894329675	0.08745605180824587	0.035624647299942476
20.469798657718123	0.07821930547250695	0.08342934291658331	0.1209448610414649	0.14074544009630963	0.06136809395969237	0.0678124989488557	0.08745605177021454	0.035624647288650314
20.80536912751678	0.078219305447238	0.08342934291050469	0.12094486103500239	0.1407454400659185	0.06136809395608509	0.06781249894522305	0.08745605174497774	0.03562464727917038
21.140939597315437	0.07821930542696592	0.08342934291429545	0.12094486104066206	0.1407454400556471	0.061368093959278856	0.06781249894865554	0.08745605173731036	0.03562464727751753
21.476510067114095	0.07821930540669383	0.08342934291808622	0.12094486104632171	0.14074544004537573	0.06136809396247263	0.06781249895208803	0.08745605172964296	0.035624647275864695
21.812080536912752	0.07821930538642174	0.08342934292187698	0.12094486105198136	0.14074544003510434	0.0613680939656664	0.06781249895552054	0.08745605172197557	0.03562464727421185
22.14765100671141	0.07821930536614966	0.08342934292566774	0.12094486105764102	0.14074544002483294	0.061368093968860164	0.06781249895895303	0.08745605171430819	0.03562464727255901
22.483221476510067	0.07821930534587757	0.08342934292945851	0.12094486106330067	0.14074544001456155	0.061368093972053936	0.06781249896238552	0.0874560517066408	0.03562464727090617
22.818791946308725	0.07821930532560548	0.08342934293324927	0.12094486106896034	0.14074544000429015	0.06136809397524771	0.06781249896581801	0.0874560516989734	0.03562464726925333
23.154362416107382	0.07821930532419197	0.08342934293355848	0.12094486106941144	0.14074544000364717	0.06136809397550197	0.06781249896609044	0.08745605169850307	0.03562464726916832
23.48993288590604	0.07821930532362607	0.08342934293371122	0.12094486106962843	0.14074544000343692	0.06136809397562413	0.06781249896622084	0.0874560516983562	0.03562464726915379
23.8255033557047	0.07821930532306019	0.08342934293386395	0.12094486106984542	0.14074544000322667	0.06136809397574628	0.06781249896635123	0.08745605169820934	0.03562464726913926
24.161073825503358	0.0782193053224943	0.08342934293401667	0.1209448610700624	0.14074544000301642	0.06136809397586843	0.06781249896648162	0.08745605169806249	0.03562464726912473
24.496644295302016	0.0782193053219284	0.0834293429341694	0.1209448610702794	0.14074544000280617	0.061368093975990586	0.06781249896661201	0.08745605169791562	0.0356246472691102
24.832214765100673	0.07821930532136251	0.08342934293432214	0.12094486107049639	0.1407454400025959	0.06136809397611274	0.06781249896674241	0.08745605169776877	0.035624647269095665
25.16778523489933	0.07821930532079661	0.08342934293447486	0.12094486107071338	0.14074544000238565	0.0613680939762349	0.0678124989668728	0.0874560516976219	0.035624647269081135
25.503355704697988	0.07821930532023072	0.08342934293462759	0.12094486107093037	0.1407454400021754	0.06136809397635705	0.0678124989670032	0.08745605169747504	0.035624647269066605
25.838926174496645	0.07821930531966483	0.08342934293478031	0.12094486107114737	0.14074544000196515	0.0613680939764792	0.06781249896713358	0.08745605169732819	0.035624647269052075
26.174496644295303	0.07821930531909893	0.08342934293493305	0.12094486107136435	0.1407454400017549	0.061368093976601354	0.06781249896726398	0.08745605169718132	0.035624647269037545
26.51006711409396	0.07821930531853304	0.08342934293508578	0.12094486107158134	0.14074544000154462	0.06136809397672351	0.06781249896739437	0.08745605169703446	0.035624647269023015
26.845637583892618	0.07821930531796714	0.0834293429352385	0.12094486107179833	0.14074544000133438	0.061368093976845665	0.06781249896752477	0.0874560516968876	0.035624647269008484
27.181208053691275	0.07821930531740125	0.08342934293539123	0.12094486107201532	0.14074544000112413	0.06136809397696782	0.06781249896765516	0.08745605169674074	0.03562464726899395
27.516778523489933	0.07821930531683535	0.08342934293554397	0.12094486107223232	0.14074544000091388	0.06136809397708997	0.06781249896778556	0.08745605169659389	0.03562464726897942
27.85234899328859	0.07821930531626946	0.08342934293569669	0.12094486107244931	0.14074544000070363	0.06136809397721212	0.06781249896791594	0.08745605169644702	0.03562464726896489
28.18791946308725	0.07821930531570356	0.08342934293584942	0.12094486107266629	0.14074544000049335	0.06136809397733428	0.06781249896804634	0.08745605169630016	0.03562464726895036
28.52348993288591	0.07821930531513767	0.08342934293600214	0.12094486107288328	0.1407454400002831	0.061368093977456434	0.06781249896817673	0.0874560516961533	0.03562464726893583
28.859060402684566	0.07821930531457177	0.08342934293615488	0.12094486107310028	0.14074544000007286	0.061368093977578586	0.06781249896830713	0.08745605169600644	0.0356246472689213
29.194630872483224	0.07821930531400588	0.0834293429363076	0.12094486107331727	0.1407454399998626	0.06136809397770074	0.06781249896843752	0.08745605169585959	0.03562464726890677
29.53020134228188	0.07821930531343999	0.08342934293646033	0.12094486107353426	0.14074543999965236	0.06136809397782289	0.06781249896856792	0.08745605169571272	0.03562464726889223
29.86577181208054	0.07821930531287409	0.08342934293661305	0.12094486107375126	0.14074543999944208	0.06136809397794505	0.0678124989686983	0.08745605169556586	0.0356246472688777
30.201342281879196	0.0782193053123082	0.0834293429367658	0.12094486107396824	0.14074543999923184	0.0613680939780672	0.0678124989688287	0.08745605169541901	0.03562464726886317
30.536912751677853	0.0782193053117423	0.08342934293691852	0.12094486107418523	0.1407454399990216	0.061368093978189354	0.06781249896895909	0.08745605169527214	0.03562464726884864
30.87248322147651	0.07821930531117641	0.08342934293707124	0.12094486107440222	0.14074543999881134	0.06136809397831151	0.06781249896908949	0.08745605169512528	0.03562464726883411
31.20805369127517	0.07821930531061051	0.08342934293722398	0.12094486107461921	0.1407454399986011	0.061368093978433666	0.06781249896921988	0.08745605169497842	0.03562464726881958
31.543624161073826	0.07821930531004462	0.08342934293737671	0.12094486107483621	0.14074543999839084	0.06136809397855582	0.06781249896935027	0.08745605169483156	0.03562464726880505
31.879194630872483	0.07821930530947872	0.08342934293752943	0.1209448610750532	0.14074543999818057	0.06136809397867797	0.06781249896948066	0.0874560516946847	0.03562464726879051
32.214765100671144	0.07821930530891283	0.08342934293768216	0.12094486107527018	0.14074543999797032	0.06136809397880012	0.06781249896961106	0.08745605169453784	0.03562464726877598
32.5503355704698	0.07821930530834693	0.0834293429378349	0.12094486107548717	0.14074543999776007	0.061368093978922275	0.06781249896974145	0.08745605169439098	0.03562464726876145
32.88590604026846	0.07821930530778104	0.08342934293798762	0.12094486107570417	0.14074543999754982	0.061368093979044434	0.06781249896987185	0.08745605169424411	0.03562464726874692
33.22147651006711	0.07821930530721515	0.08342934293814035	0.12094486107592116	0.14074543999733957	0.06136809397916659	0.06781249897000224	0.08745605169409726	0.03562464726873239
