NON $ % + - . 0 1 2 3 4 5 6 7 8
#NON	a	c	i	j	f	k	m	g	b	h	d	l	n	e
19.46308724832215	0.04730849957579498	0.21065951517932532	0.17661641318345853	0.14433471403009368	0.20928927246974297	0.1811659047538147	0.02628003017343562	0.1962193449238426	0.20204815271720877	0.16162759172259117	0.15744334929619505	0.21448541405956997	0.20576067431008002	0.15055601868752616
19.798657718120808	0.047308499582001264	0.21065951518155754	0.17661641316761972	0.14433471403348022	0.20928927250738408	0.1811659047537995	0.026280030179106663	0.1962193449582298	0.20204815270419701	0.1616275917073845	0.15744334931130152	0.2144854140595955	0.20576067431758607	0.15055601868833285
20.134228187919465	0.04730849958892887	0.21065951518404938	0.17661641314993567	0.1443347140452107	0.2092892726029699	0.18116590475378336	0.02628003018543777	0.19621934503897048	0.20204815268966844	0.16162759169040478	0.15744334932816703	0.21448541405962745	0.20576067432597098	0.15055601868934257
20.469798657718123	0.04730849958998456	0.2106595151844283	0.17661641314723908	0.14433471403401393	0.20928927252902516	0.18116590475377828	0.026280030186402632	0.19621934498170418	0.20204815268745316	0.16162759168781682	0.1574433493307392	0.21448541405962598	0.20576067432724499	0.15055601868930943
20.80536912751678	0.04730849959104868	0.21065951518481035	0.1766164131445173	0.14433471402777995	0.20928927248842955	0.18116590475377353	0.02628003018737597	0.19621934495085758	0.20204815268521645	0.1616275916852036	0.15744334933333476	0.2144854140596266	0.20576067432853395	0.15055601868934457
21.140939597315437	0.04730849959212122	0.21065951518519554	0.1766164131417703	0.14433471402650877	0.209289272481183	0.18116590475376912	0.026280030188357777	0.19621934494643062	0.20204815268295834	0.16162759168256513	0.15744334933595375	0.2144854140596293	0.2057606743298379	0.150556018689448
21.476510067114095	0.047308499593202186	0.21065951518558387	0.1766164131389981	0.14433471403020035	0.20928927250728557	0.181165904753765	0.026280030189348054	0.19621934496842333	0.20204815268067877	0.16162759167990137	0.1574433493385961	0.21448541405963406	0.20576067433115683	0.15055601868961976
21.812080536912752	0.04730849959429158	0.2106595151859753	0.17661641313620066	0.14433471403885473	0.20928927256673724	0.18116590475376126	0.026280030190346804	0.19621934501683574	0.2020481526783778	0.16162759167721238	0.1574433493412619	0.2144854140596409	0.2057606743324907	0.15055601868985982
22.14765100671141	0.047308499595389394	0.2106595151863699	0.17661641313337806	0.14433471405247186	0.20928927265953798	0.18116590475375782	0.026280030191354022	0.1962193450916678	0.20204815267605541	0.1616275916744981	0.15744334934395107	0.2144854140596498	0.20576067433383957	0.1505560186901682
22.483221476510067	0.04730849959932706	0.2106595151877832	0.1766164131232895	0.14433471405966602	0.20928927271144307	0.18116590475374417	0.026280030194959298	0.19621934513799485	0.2020481526677612	0.16162759166480567	0.15744334935356574	0.21448541405966787	0.2057606743386345	0.1505560186907524
22.818791946308725	0.04730849959905832	0.21065951518768736	0.176616413123971	0.14433471406587417	0.20928927275338036	0.1811659047537449	0.02628003019471471	0.19621934517068298	0.2020481526683203	0.16162759166545895	0.15744334935291632	0.21448541405966806	0.20576067433831507	0.1505560186907858
23.154362416107382	0.04730849959878959	0.2106595151875915	0.1766164131246525	0.14433471407208232	0.20928927279531762	0.18116590475374564	0.026280030194470116	0.19621934520337114	0.20204815266887938	0.16162759166611226	0.1574433493522669	0.21448541405966826	0.20576067433799566	0.15055601869081917
23.48993288590604	0.04730849959852086	0.21065951518749565	0.176616413125334	0.1443347140782905	0.20928927283725487	0.1811659047537464	0.026280030194225527	0.1962193452360593	0.20204815266943846	0.16162759166676557	0.15744334935161747	0.21448541405966848	0.20576067433767622	0.15055601869085253
23.8255033557047	0.047308499598252125	0.21065951518739978	0.1766164131260155	0.14433471408449863	0.20928927287919216	0.1811659047537471	0.026280030193980935	0.19621934526874743	0.20204815266999757	0.16162759166741886	0.15744334935096804	0.21448541405966867	0.2057606743373568	0.15055601869088592
24.161073825503358	0.047308499597983396	0.21065951518730391	0.176616413126697	0.14433471409070678	0.20928927292112942	0.18116590475374786	0.026280030193736346	0.1962193453014356	0.20204815267055665	0.16162759166807217	0.1574433493503186	0.21448541405966887	0.20576067433703737	0.15055601869091928
24.496644295302016	0.047308499597714666	0.21065951518720807	0.17661641312737852	0.14433471409691495	0.20928927296306668	0.1811659047537486	0.026280030193491753	0.19621934533412372	0.20204815267111573	0.16162759166872545	0.15744334934966916	0.21448541405966906	0.20576067433671796	0.15055601869095264
24.832214765100673	0.04730849959751074	0.21065951518713533	0.1766164131278957	0.14433471410165705	0.20928927299512026	0.18116590475374916	0.026280030193306145	0.19621934535910276	0.20204815267154	0.16162759166922122	0.15744334934917634	0.21448541405966923	0.20576067433647557	0.1505560186909782
25.16778523489933	0.04730849959750724	0.2106595151871341	0.1766164131279046	0.14433471410186494	0.20928927299660563	0.1811659047537492	0.026280030193302956	0.1962193453602391	0.20204815267154733	0.16162759166922977	0.15744334934916787	0.21448541405966925	0.2057606743364714	0.15055601869097948
25.503355704697988	0.04730849959750374	0.21065951518713288	0.1766164131279135	0.14433471410207283	0.209289272998091	0.1811659047537492	0.026280030193299768	0.19621934536137542	0.20204815267155463	0.16162759166923832	0.1574433493491594	0.21448541405966925	0.20576067433646725	0.15055601869098076
25.838926174496645	0.04730849959750024	0.21065951518713166	0.17661641312792242	0.14433471410228071	0.20928927299957636	0.18116590475374922	0.02628003019329658	0.19621934536251173	0.20204815267156195	0.16162759166924687	0.15744334934915094	0.21448541405966928	0.20576067433646308	0.15055601869098206
26.174496644295303	0.047308499597496736	0.21065951518713041	0.17661641312793133	0.1443347141024886	0.20928927300106173	0.18116590475374922	0.02628003019329339	0.19621934536364805	0.20204815267156925	0.16162759166925542	0.15744334934914248	0.21448541405966928	0.20576067433645892	0.15055601869098334
26.51006711409396	0.04730849959749324	0.2106595151871292	0.17661641312794024	0.14433471410269652	0.2092892730025471	0.18116590475374925	0.0262800301932902	0.19621934536478436	0.20204815267157658	0.16162759166926396	0.15744334934913404	0.21448541405966928	0.20576067433645476	0.15055601869098462
26.845637583892618	0.047308499597489735	0.21065951518712797	0.17661641312794918	0.1443347141029044	0.20928927300403244	0.18116590475374927	0.02628003019328701	0.19621934536592067	0.20204815267158388	0.1616275916692725	0.15744334934912557	0.2144854140596693	0.20576067433645062	0.1505560186909859
27.181208053691275	0.04730849959748624	0.21065951518712675	0.1766164131279581	0.1443347141031123	0.2092892730055178	0.18116590475374927	0.026280030193283822	0.19621934536705699	0.2020481526715912	0.16162759166928106	0.1574433493491171	0.2144854140596693	0.20576067433644646	0.1505560186909872
27.516778523489933	0.047308499597482734	0.2106595151871255	0.176616413127967	0.1443347141033202	0.20928927300700317	0.1811659047537493	0.026280030193280634	0.1962193453681933	0.20204815267159854	0.1616275916692896	0.15744334934910864	0.2144854140596693	0.2057606743364423	0.15055601869098847
27.85234899328859	0.04730849959747923	0.21065951518712428	0.1766164131279759	0.14433471410352808	0.20928927300848854	0.18116590475374933	0.026280030193277445	0.1962193453693296	0.20204815267160584	0.16162759166929813	0.15744334934910018	0.21448541405966934	0.20576067433643813	0.15055601869098975
28.18791946308725	0.04730849959747573	0.21065951518712306	0.17661641312798482	0.14433471410373597	0.2092892730099739	0.18116590475374933	0.026280030193274257	0.19621934537046593	0.20204815267161316	0.16162759166930668	0.1574433493490917	0.21448541405966934	0.20576067433643397	0.15055601869099103
28.52348993288591	0.04730849959747223	0.2106595151871218	0.17661641312799373	0.14433471410394386	0.20928927301145925	0.18116590475374936	0.02628003019327107	0.19621934537160224	0.20204815267162046	0.16162759166931523	0.15744334934908324	0.21448541405966937	0.2057606743364298	0.15055601869099233
28.859060402684566	0.04730849959746873	0.2106595151871206	0.17661641312800264	0.14433471410415175	0.20928927301294462	0.18116590475374936	0.02628003019326788	0.19621934537273855	0.2020481526716278	0.16162759166932378	0.15744334934907478	0.21448541405966937	0.20576067433642564	0.1505560186909936
29.194630872483224	0.04730849959746523	0.21065951518711937	0.17661641312801155	0.14433471410435963	0.20928927301442998	0.18116590475374938	0.02628003019326469	0.19621934537387486	0.20204815267163512	0.16162759166933233	0.1574433493490663	0.21448541405966937	0.20576067433642148	0.15055601869099489
29.53020134228188	0.04730849959746173	0.21065951518711815	0.17661641312802046	0.14433471410456755	0.20928927301591535	0.1811659047537494	0.0262800301932615	0.19621934537501118	0.20204815267164242	0.16162759166934088	0.15744334934905785	0.2144854140596694	0.20576067433641734	0.15055601869099616
