NON $ % + - .
#NON	e	a	c	d	b
7.046979865771813	0.05410157080226853	0.0910587977519954	0.010561275532886412	0.013648558069624558	0.051470306910258515
7.38255033557047	0.05384374099441919	0.09051618978679805	0.010463932571873922	0.01353464733690329	0.051074254412091936
7.718120805369128	0.053640626077019124	0.09008746730278833	0.010387596107207285	0.013445305131084374	0.050764751441527596
8.053691275167786	0.05348065203253545	0.08974895174980342	0.010327686529249628	0.013375181983121459	0.050522548299748775
8.389261744966444	0.05335467853471857	0.08948180765492	0.010280637318022793	0.013320109086141016	0.05033278613645541
8.724832214765101	0.053255486451642506	0.08927108199331753	0.010243670593276662	0.013276836774014264	0.05018397704924316
9.060402684563758	0.05317738755280874	0.08910492342845894	0.010214615062453638	0.013242824468906737	0.050067197956751276
9.395973154362416	0.05311590822075553	0.08897395136583769	0.01019176977060984	0.013216082216204326	0.04997550009889759
9.731543624161075	0.0530675090299549	0.08887073933183458	0.010173803662019688	0.013195051496131429	0.04990346210070252
10.067114093959733	0.05302941189652783	0.08878942682782827	0.010159672895258707	0.013178510511587135	0.04984685119058404
10.40268456375839	0.0529994241617145	0.08872537644047092	0.010148556578966	0.0131654983330863	0.04980234817175674
10.738255033557047	0.052975820414122306	0.08867493191039058	0.010139810874748235	0.013155261210189038	0.049767355593791224
11.073825503355705	0.05295724033342756	0.0886352045762419	0.010132929048961884	0.013147205922646964	0.049739833300481845
11.409395973154362	0.052942613928940285	0.08860391851937871	0.010127513129065723	0.013140866581628441	0.04971818166246931
11.74496644295302	0.052931103560515606	0.08857929003580901	0.010123252131021094	0.01313587911256141	0.04970115230545398
12.080536912751679	0.05292204426994068	0.08855990089679415	0.010119899033741307	0.013131954380384487	0.0496877547186331
12.416107382550337	0.05291491441147522	0.0885446370504331	0.01011726014418255	0.013128865682110592	0.04967721316791628
12.751677852348994	0.05290930265582121	0.08853262159070065	0.010115183510220116	0.01312643506915206	0.04966891886690258
13.087248322147651	0.052904885663449086	0.08852316561380896	0.010113549932705669	0.013124522933375725	0.049662394138491044
13.422818791946309	0.05290140892281701	0.08851572369911881	0.010112264726525584	0.013123018524208753	0.04965726060603575
13.758389261744966	0.05289867154608399	0.08850986129726274	0.01011125204554013	0.01312183326907716	0.049653216685796406
14.093959731543626	0.05289652235919438	0.08850524843877285	0.010110454187779994	0.013120899814451067	0.0496500343441682
14.429530201342283	0.05289483535972443	0.08850162114467967	0.01010982624204453	0.013120165295833925	0.04964753224062014
14.76510067114094	0.05289350298102643	0.08849876619129074	0.010109333218861845	0.013119588241733876	0.04964556433937021
15.100671140939598	0.05289244964858909	0.0884965191875121	0.010108946382694436	0.01311913511120257	0.04964401673727823
15.436241610738255	0.05289161899315925	0.08849474873301108	0.010108641735938013	0.013118778225486707	0.04964279731036286
15.771812080536913	0.05289096745553922	0.08849335510349864	0.010108401347611692	0.013118496799383874	0.049641836837264336
16.107382550335572	0.05289045709642388	0.08849225827623718	0.01010821154876146	0.01311827478721881	0.049641080332743184
16.44295302013423	0.05289005621526666	0.08849139478128118	0.01010806192500839	0.013118099825498053	0.049640484710655325
16.778523489932887	0.05288973885765172	0.08849071449430283	0.010107944440760712	0.013117962326640524	0.049640015899618944
17.114093959731544	0.052889487921484894	0.08849017895116955	0.010107852237224511	0.013117854329914276	0.049639647139456344
17.449664429530202	0.05288928966614707	0.08848975733132593	0.010107779818907559	0.013117769457912999	0.049639356950083084
17.78523489932886	0.05288913483525694	0.0884894256510957	0.010107722561479196	0.013117702442729268	0.049639128355760495
18.120805369127517	0.05288901357681296	0.0884891645925425	0.010107677341218285	0.01311764956244213	0.049638948278794934
18.456375838926174	0.05288891857935648	0.08848895907798693	0.010107641625779337	0.013117607831513927	0.04963880641063022
18.79194630872483	0.052888843478318216	0.08848879715619969	0.010107613552242897	0.013117575008577614	0.04963869472670902
19.12751677852349	0.05288878407218482	0.08848866968510616	0.010107591524774218	0.013117549232669536	0.049638606887431165
19.46308724832215	0.052888736558072746	0.0884885693099758	0.010107574366111887	0.013117529098571662	0.049638537902906725
19.798657718120808	0.0528886991871323	0.08848849041067859	0.010107560885964905	0.013117513279152655	0.049638483681004694
20.134228187919465	0.052888669840831765	0.08848842847704204	0.01010755030730762	0.01311750086464193	0.04963844110702696
20.469798657718123	0.05288864712031034	0.08848837971417493	0.010107541880500176	0.013117491004873513	0.049638407486715136
20.80536912751678	0.05288862959573454	0.08848834141909644	0.010107535180604518	0.013117483190305224	0.049638380993986535
21.140939597315437	0.05288861564318607	0.0884883109880492	0.010107529861402051	0.013117476984105154	0.04963835995042412
21.476510067114095	0.052888604712454025	0.08848828695047596	0.010107525635671522	0.013117472060499619	0.04963834330625331
21.812080536912752	0.05288859568957185	0.08848826778055596	0.010107522343272156	0.013117468201532968	0.04963833011248178
22.14765100671141	0.05288858840347963	0.08848825265367626	0.010107519788094694	0.013117465193649949	0.04963831974930951
22.483221476510067	0.05288858257202542	0.08848824076586206	0.010107517808747819	0.01311746285509667	0.04963831163602945
22.818791946308725	0.05288857742820758	0.08848823148830218	0.010107516415552478	0.01311746116185199	0.04963830546717599
23.154362416107382	0.05288857366793824	0.0884882243516934	0.010107515296176225	0.013117459818047251	0.049638300676978116
23.48993288590604	0.052888571436260134	0.0884882189087671	0.010107514283151238	0.013117458654736083	0.04963829686262168
23.8255033557047	0.05288856916509272	0.08848821467536752	0.010107513631559376	0.01311745786874192	0.049638294037352704
24.161073825503358	0.05288856773223888	0.08848821136303082	0.010107513033726982	0.013117457177223457	0.04963829173415765
24.496644295302016	0.05288856707024258	0.08848820870891722	0.010107512429513668	0.013117456514133386	0.04963828975529899
24.832214765100673	0.052888566354608015	0.0884882065231128	0.010107511974682694	0.01311745600532598	0.04963828816689231
25.16778523489933	0.05288856576759018	0.08848820467410887	0.010107511583164027	0.013117455568884759	0.04963828681066374
25.503355704697988	0.052888565214997664	0.0884882030792813	0.010107511255124735	0.01311745520065076	0.04963828564551944
25.838926174496645	0.052888564735672904	0.08848820167463368	0.010107510964083683	0.013117454874417442	0.04963828461593949
26.174496644295303	0.05288856423245079	0.08848820051295779	0.010107510750348138	0.013117454627937872	0.04963828379160165
26.51006711409396	0.05288856365743228	0.0884881995360171	0.010107510609529066	0.013117454454385644	0.04963828313937481
26.845637583892618	0.05288856325509547	0.08848819876453418	0.010107510485122559	0.01311745430583354	0.04963828261065986
27.181208053691275	0.05288856292678166	0.08848819819093483	0.010107510400920627	0.013117454202580215	0.04963828222860309
27.516778523489933	0.052888562574223315	0.08848819767502814	0.010107510340026417	0.013117454122577041	0.04963828190124952
27.85234899328859	0.052888562033254906	0.08848819700483138	0.010107510280904992	0.013117454035963065	0.049638281493864844
28.18791946308725	0.05288856161118614	0.08848819648200516	0.010107510235205196	0.013117453968771555	0.04963828117778479
28.52348993288591	0.052888561386925236	0.08848819615938072	0.010107510198500319	0.013117453919958387	0.04963828097607252
28.859060402684566	0.05288856143938042	0.08848819608978925	0.010107510166363652	0.013117453888479428	0.04963828091179118
29.194630872483224	0.052888561683492104	0.08848819620249423	0.010107510139357083	0.013117453871085134	0.049638280948068096
29.53020134228188	0.052888561601182014	0.08848819610043199	0.010107510131216755	0.01311745385870171	0.049638280889747505
29.86577181208054	0.05288856157960788	0.0884881960687336	0.010107510128137707	0.013117453854431086	0.049638280872568274
30.201342281879196	0.052888561627263735	0.08848819610716542	0.010107510127835527	0.013117453856282038	0.04963828089385475
30.536912751677853	0.05288856175264356	0.08848819621549385	0.010107510128025804	0.013117453862263343	0.04963828095093129
30.87248322147651	0.05288856195547489	0.08848819638793376	0.010107510127045777	0.013117453870627028	0.0496382810389696
31.20805369127517	0.052888562053590785	0.08848819650351351	0.010107510136131155	0.013117453884672179	0.04963828110847648
31.543624161073826	0.0528885621470199	0.08848819661996474	0.010107510146506637	0.01311745389986774	0.04963828117925298
31.879194630872483	0.052888562226972434	0.08848819672610865	0.010107510157113439	0.013117453914702069	0.04963828124437935
32.214765100671144	0.05288856228465856	0.08848819681076646	0.010107510166892777	0.01311745392766352	0.04963828129693582
32.5503355704698	0.05288856231128846	0.08848819686275938	0.010107510174785872	0.01311745393724045	0.04963828133000265
32.88590604026846	0.05288856232061698	0.08848819687742661	0.01010751017664362	0.013117453939617345	0.04963828133922143
33.22147651006711	0.05288856238183313	0.08848819697782183	0.010107510189988423	0.013117453956474885	0.04963828140309495
