Networkname,Timepoints,TP,TN,FP,FN,Pre,Rec,ACC,BACC,MCC
Gold_4_14_10_2018_10_23.sif,Namespace(dir='100'),1,7,2,6,0.3333333333333333,0.14285714285714285,0.5,0.46031746031746035,-0.10087125544480041
Gold_5_14_10_2018_10_23.sif,Namespace(dir='100'),1,15,4,5,0.2,0.16666666666666666,0.64,0.4780701754385965,-0.0468292905790847
