NON $ % + - .
#NON	e	d	a	b	c
13.131313131313131	0.11609071400168454	0.2040089148925174	0.04509548043674397	0.11364231603888073	0.038201478267219556
13.636363636363637	0.11609085130098035	0.20400891686619924	0.045095484101643026	0.11364230497213271	0.03820148079014971
14.141414141414142	0.11609092429656663	0.20400891130367238	0.04509548397755436	0.1136422931808538	0.038201480414614304
14.646464646464647	0.1160909613034588	0.2040089025804533	0.045095482006921	0.11364228186931974	0.038201478606716965
15.151515151515152	0.1160909781175502	0.20400889424817983	0.04509547968332235	0.11364227277088257	0.03820147656287168
15.656565656565657	0.1160909849355816	0.20400888790985336	0.04509547783382695	0.11364226646590804	0.03820147499294925
16.161616161616163	0.11609098675254556	0.20400888336480508	0.04509547650989353	0.11364226230281278	0.03820147392589374
16.666666666666668	0.11609098706444178	0.20400888053405522	0.045095475684577786	0.11364225979991047	0.038201473277354
17.171717171717173	0.11609098693353494	0.2040088789242641	0.04509547515975059	0.1136422583544164	0.03820147283416812
17.67676767676768	0.11609098663414348	0.20400887796879755	0.04509547481001919	0.1136422574852102	0.038201472517755485
18.181818181818183	0.11609098641727436	0.20400887706550985	0.04509547449146877	0.11364225666606892	0.0382014722370134
18.68686868686869	0.11609098619348042	0.204008876458691	0.045095474283804136	0.1136422561317069	0.03820147205857492
19.191919191919194	0.11609098596276168	0.20400887614834104	0.04509547418702529	0.11364225588212415	0.03820147198244004
19.6969696969697	0.11609098572511813	0.20400887613445992	0.045095474201132225	0.11364225591732066	0.03820147200860877
20.202020202020204	0.11609098556999092	0.20400887600536577	0.04509547416360415	0.11364225582337537	0.03820147198173231
20.70707070707071	0.11609098546125488	0.2040088759273365	0.045095474140083025	0.11364225576747053	0.03820147196455586
21.212121212121215	0.11609098538683117	0.20400887595596873	0.04509547415251691	0.11364225580550522	0.03820147197805892
21.71717171717172	0.1160909853467198	0.20400887609126242	0.0450954742009058	0.11364225593747942	0.03820147202224147
22.222222222222225	0.11609098518450482	0.20400887609345528	0.04509547420752499	0.11364225596486403	0.03820147203378057
22.72727272727273	0.11609098523674652	0.20400887619140157	0.04509547423924641	0.11364225604731243	0.03820147205979536
23.232323232323235	0.11609098528898823	0.20400887628934788	0.045095474270967835	0.11364225612976081	0.03820147208581015
23.73737373737374	0.11609098534122993	0.20400887638729417	0.04509547430268926	0.1136422562122092	0.03820147211182494
24.242424242424242	0.11609098537300394	0.20400887644522941	0.0450954743214734	0.11364225626089713	0.03820147212722763
24.747474747474747	0.11609098537792023	0.20400887645066218	0.045095474323281225	0.11364225626528458	0.03820147212870514
25.252525252525253	0.11609098538283653	0.20400887645609495	0.04509547432508905	0.11364225626967205	0.038201472130182636
25.757575757575758	0.11609098538775282	0.2040088764615277	0.04509547432689687	0.1136422562740595	0.03820147213166014
26.262626262626263	0.11609098539266913	0.20400887646696048	0.04509547432870469	0.11364225627844696	0.03820147213313765
26.767676767676768	0.11609098539758542	0.20400887647239324	0.04509547433051252	0.1136422562828344	0.038201472134615146
27.272727272727273	0.11609098540250172	0.204008876477826	0.04509547433232034	0.11364225628722185	0.03820147213609265
27.77777777777778	0.11609098540741801	0.20400887648325877	0.045095474334128166	0.11364225629160932	0.03820147213757016
28.282828282828284	0.11609098541233431	0.20400887648869154	0.04509547433593599	0.11364225629599677	0.038201472139047656
28.78787878787879	0.1160909854172506	0.2040088764941243	0.045095474337743816	0.11364225630038423	0.03820147214052516
29.292929292929294	0.1160909854221669	0.20400887649955707	0.04509547433955163	0.11364225630477168	0.03820147214200267
29.7979797979798	0.1160909854270832	0.2040088765049898	0.04509547434135946	0.11364225630915914	0.038201472143480165
30.303030303030305	0.11609098543199949	0.20400887651042257	0.04509547434316728	0.11364225631354659	0.03820147214495767
30.80808080808081	0.11609098543691579	0.20400887651585534	0.04509547434497511	0.11364225631793405	0.03820147214643517
31.313131313131315	0.11609098544183208	0.2040088765212881	0.04509547434678293	0.1136422563223215	0.038201472147912675
31.81818181818182	0.11609098544674838	0.20400887652672087	0.04509547434859076	0.11364225632670896	0.03820147214939018
32.323232323232325	0.11609098545166467	0.20400887653215363	0.04509547435039858	0.11364225633109641	0.03820147215086768
32.82828282828283	0.11609098545658098	0.2040088765375864	0.0450954743522064	0.11364225633548387	0.038201472152345185
33.333333333333336	0.11609098546149726	0.20400887654301916	0.045095474354014224	0.11364225633987132	0.03820147215382269
33.83838383838384	0.11609098546641357	0.20400887654845193	0.04509547435582205	0.11364225634425877	0.03820147215530019
34.343434343434346	0.11609098547132986	0.2040088765538847	0.045095474357629874	0.11364225634864623	0.038201472156777695
34.84848484848485	0.11609098547624616	0.20400887655931746	0.0450954743594377	0.11364225635303368	0.0382014721582552
35.35353535353536	0.11609098548116245	0.20400887656475022	0.04509547436124552	0.11364225635742115	0.0382014721597327
35.85858585858586	0.11609098548607875	0.20400887657018296	0.04509547436305335	0.1136422563618086	0.038201472161210205
36.36363636363637	0.11609098549099504	0.20400887657561573	0.045095474364861166	0.11364225636619606	0.03820147216268771
36.86868686868687	0.11609098549591135	0.2040088765810485	0.04509547436666899	0.1136422563705835	0.03820147216416521
37.37373737373738	0.11609098550082764	0.20400887658648126	0.045095474368476815	0.11364225637497097	0.038201472165642715
37.87878787878788	0.11609098550574393	0.20400887659191402	0.04509547437028464	0.11364225637935842	0.038201472167120214
38.38383838383839	0.11609098551066023	0.2040088765973468	0.045095474372092464	0.11364225638374588	0.03820147216859772
38.88888888888889	0.11609098551557652	0.20400887660277955	0.04509547437390029	0.11364225638813333	0.038201472170075225
39.3939393939394	0.11609098551998448	0.20400887660763728	0.04509547437551704	0.11364225639205527	0.03820147217139653
39.8989898989899	0.1160909855203496	0.20400887660792194	0.045095474375614196	0.11364225639227514	0.0382014721714756
40.40404040404041	0.11609098552071474	0.20400887660820657	0.04509547437571136	0.113642256392495	0.03820147217155466
40.909090909090914	0.11609098552107987	0.20400887660849124	0.04509547437580853	0.11364225639271489	0.03820147217163373
41.41414141414142	0.11609098552144499	0.20400887660877587	0.045095474375905685	0.11364225639293475	0.03820147217171279
41.919191919191924	0.11609098552181013	0.2040088766090605	0.04509547437600285	0.11364225639315462	0.03820147217179185
42.42424242424243	0.11609098552217526	0.20400887660934516	0.045095474376100016	0.1136422563933745	0.03820147217187092
42.929292929292934	0.11609098552254038	0.2040088766096298	0.045095474376197174	0.11364225639359436	0.03820147217194998
43.43434343434344	0.11609098552290552	0.20400887660991443	0.04509547437629434	0.11364225639381423	0.03820147217202905
43.939393939393945	0.11609098552327064	0.2040088766101991	0.045095474376391505	0.1136422563940341	0.03820147217210811
44.44444444444445	0.11609098552363577	0.20400887661048372	0.04509547437648866	0.11364225639425397	0.03820147217218718
44.949494949494955	0.1160909855240009	0.20400887661076839	0.04509547437658583	0.11364225639447384	0.03820147217226624
45.45454545454546	0.11609098552436603	0.20400887661105302	0.045095474376682994	0.1136422563946937	0.03820147217234531
45.959595959595966	0.11609098552473116	0.20400887661133765	0.04509547437678015	0.11364225639491357	0.038201472172424374
46.46464646464647	0.1160909855250963	0.20400887661162231	0.04509547437687732	0.11364225639513345	0.038201472172503435
46.969696969696976	0.11609098552546142	0.20400887661190695	0.045095474376974476	0.11364225639535332	0.038201472172582504
47.47474747474748	0.11609098552582654	0.20400887661219158	0.04509547437707164	0.11364225639557318	0.038201472172661566
47.979797979797986	0.11609098552619167	0.20400887661247624	0.04509547437716881	0.11364225639579306	0.038201472172740635
48.484848484848484	0.1160909855265568	0.20400887661276088	0.045095474377265965	0.11364225639601293	0.038201472172819696
48.98989898989899	0.11609098552692193	0.20400887661304554	0.04509547437736313	0.1136422563962328	0.038201472172898765
49.494949494949495	0.11609098552728706	0.20400887661333017	0.045095474377460296	0.11364225639645266	0.03820147217297783
50.0	0.1160909855276522	0.2040088766136148	0.045095474377557454	0.11364225639667254	0.03820147217305689
