NON $ % + - .
#NON	e	d	a	b	c
0.0	0.8136190372962515	0.05748117346867743	0.1558562324350946	0.12922801587491695	0.7050416401901425
0.5050505050505051	0.49738465596069453	0.16695082881657788	0.07374544792795788	0.10778356114006657	0.21671209063545094
1.0101010101010102	0.3215857296070359	0.18827818126357024	0.05132402070875144	0.10038397575569906	0.08497509232539548
1.5151515151515151	0.22474992564853233	0.19199148796142268	0.04482290775474572	0.0995573930447364	0.049115260361318774
2.0202020202020203	0.17212758829849853	0.1935897545849004	0.04312088456457107	0.10153271785830961	0.03951696703415889
2.5252525252525255	0.1440527726547004	0.19550976291358219	0.042981404140689135	0.10433233312391857	0.037215639670156064
3.0303030303030303	0.12942842211016983	0.1975858395287422	0.043331429146424245	0.10699101234110266	0.03693099687990535
3.5353535353535355	0.12204238030408866	0.199448427522805	0.043776453067755336	0.10913622544481764	0.03715340226376641
4.040404040404041	0.11846255474486778	0.20092428471325183	0.044172501653315925	0.1107113244839463	0.037446595659218665
4.545454545454546	0.11682654801773903	0.20200099024283794	0.04447914528961115	0.11179708609898772	0.03769329683374815
5.050505050505051	0.11614630411050048	0.20274212862265012	0.04469847546849891	0.11251197401699536	0.03787380044753759
5.555555555555556	0.11591199532286287	0.20323063702217625	0.04484717986471315	0.11296626705763299	0.03799683652187066
6.0606060606060606	0.11586965770932904	0.20354183291656175	0.044944061609453835	0.11324672115696134	0.038076974440442675
6.565656565656566	0.11589863249378371	0.20373456644992688	0.04500520914532254	0.11341561090798687	0.038127448422020524
7.070707070707071	0.11594543038946295	0.20385105225889086	0.04504278662373531	0.11351506599257959	0.03815838386390035
7.575757575757576	0.11598901847173428	0.20391991721206693	0.045065343407684304	0.11357241169454017	0.03817690098181568
8.080808080808081	0.11602310486044769	0.20395978889868377	0.04507859497900269	0.1136047986070988	0.0381877486967663
8.585858585858587	0.11604746269316711	0.20398240638234877	0.04508622120855154	0.11362270413623725	0.03819397362575764
9.090909090909092	0.11606390299504485	0.2039949709908316	0.04509052116999458	0.11363237986746005	0.038197473019545326
9.595959595959597	0.11607455621180673	0.2040017956685423	0.04509289441174505	0.11363747431661063	0.03819939826835759
10.101010101010102	0.11608124131991492	0.20400541055945004	0.04509417424618071	0.11364007514400326	0.03820043281987182
10.606060606060607	0.11608532411798876	0.2040072675930919	0.04509484593117516	0.1136413505032553	0.038200973537843234
11.111111111111112	0.11608776197920276	0.2040081910820187	0.045095188854224665	0.11364194650560476	0.03820124819024546
11.616161616161618	0.11608918759377367	0.20400862743812676	0.045095356881910756	0.11364220247070556	0.03820138185737805
12.121212121212121	0.11609000470952845	0.20400881992061484	0.04509543513441832	0.11364229774188793	0.038201443513152994
12.626262626262626	0.1160904635083958	0.20400889425154248	0.04509546847258048	0.11364232108300565	0.038201469332138444
