NON $ % + - . 0
#NON	e	f	b	d	c	a
44.44444444444445	0.059947415439108205	0.23794824397548925	0.22672601956387406	0.2673726794955196	0.16921702332478336	0.20467537024070304
44.949494949494955	0.059947415438980696	0.23794824397548925	0.2267260195630504	0.267372679495522	0.16921702332436975	0.20467537023985602
45.45454545454546	0.05994741543885319	0.23794824397548928	0.22672601956222674	0.26737267949552446	0.16921702332395613	0.20467537023900897
45.959595959595966	0.05994741543872567	0.2379482439754893	0.2267260195614031	0.26737267949552684	0.16921702332354252	0.20467537023816196
46.46464646464647	0.05994741543859816	0.23794824397548933	0.22672601956057944	0.26737267949552923	0.1692170233231289	0.2046753702373149
46.969696969696976	0.05994741543847065	0.23794824397548936	0.2267260195597558	0.2673726794955317	0.1692170233227153	0.2046753702364679
47.47474747474748	0.05994741543834314	0.2379482439754894	0.22672601955893215	0.26737267949553406	0.16921702332230168	0.20467537023562085
47.979797979797986	0.05994741543821563	0.23794824397548942	0.22672601955810848	0.26737267949553645	0.16921702332188807	0.20467537023477383
48.484848484848484	0.05994741543808812	0.23794824397548942	0.22672601955728483	0.2673726794955389	0.16921702332147445	0.2046753702339268
48.98989898989899	0.05994741543796061	0.23794824397548944	0.22672601955646118	0.2673726794955413	0.1692170233210608	0.20467537023307977
49.494949494949495	0.05994741543783309	0.23794824397548947	0.22672601955563754	0.26737267949554366	0.1692170233206472	0.20467537023223273
50.0	0.059947415437705584	0.2379482439754895	0.2267260195548139	0.26737267949554605	0.16921702332023358	0.2046753702313857
