NON $ % + - . 0
#NON	d	b	f	c	e	a
0.0	0.42508708343115076	0.7532292332158703	0.060790467465664855	0.6122611002255443	0.5555766928161923	0.09744684320108354
0.5050505050505051	0.18424635187315247	0.27788860407636534	0.12395244390527568	0.16788623306466893	0.34227328745427305	0.13222220101464707
1.0101010101010102	0.1027102729460705	0.11813146670953194	0.12328899700363662	0.058323990143242604	0.23560420048992664	0.13883941800117466
1.5151515151515151	0.07116937020416761	0.06152086936304621	0.11205433928474975	0.028944176459452686	0.1799754524610244	0.13458285392054875
2.0202020202020203	0.05721495787572836	0.0401136594202843	0.10271324010714872	0.01983742130145935	0.1504674570209277	0.12759871258271102
2.5252525252525255	0.050343240145481534	0.031381811128687515	0.09662965212718415	0.01642264032423997	0.13460697657377563	0.12103454581708742
3.0303030303030303	0.04672039999448983	0.027527629576027095	0.09295382516623382	0.01489451545763512	0.12595416598601103	0.11580606398784406
3.5353535353535355	0.044735785985449424	0.025697134089609493	0.09079175438451866	0.014123409293902434	0.12116575454869284	0.11196174540610258
4.040404040404041	0.04362594318377251	0.024773442224863752	0.08953388050088584	0.013707808867441251	0.11848521716031774	0.10926692813344423
4.545454545454546	0.04299835699502216	0.024285756777990573	0.0888059551348056	0.013476446810020954	0.11697213292709235	0.10743748275187436
5.050505050505051	0.04264130940700494	0.02402012442629348	0.0883860227003156	0.013345662173853514	0.11611321571671485	0.1062239119105355
5.555555555555556	0.04243749173115585	0.02387249311147195	0.08814425898777717	0.013271197565635953	0.11562384646350822	0.10543284998841973
6.0606060606060606	0.042320923980625445	0.023789406204870068	0.08800526358804188	0.013228652372459727	0.11534437292422324	0.10492421834053102
6.565656565656566	0.04225418578230838	0.023742288160139693	0.08792542758504547	0.013204303223642442	0.11518453329275365	0.10460076496765174
7.070707070707071	0.04221595332454345	0.023715445691217314	0.0878796009849931	0.013190355952329029	0.11509303136559919	0.10439692467908906
7.575757575757576	0.04219404379642627	0.02370011402749631	0.08785330540385466	0.013182364090366095	0.11504061868246053	0.10426942928473645
8.080808080808081	0.04218148437425574	0.023691341971116553	0.08783822457936083	0.013177781929497267	0.11501058796222802	0.1041901940687986
8.585858585858587	0.042174285561505875	0.02368631958641007	0.08782957323756573	0.01317515618524719	0.11499337493367377	0.1041412191316098
9.090909090909092	0.04217015898427981	0.023683442412517065	0.08782461268735084	0.013173651011942383	0.11498350930451091	0.10411109405641858
9.595959595959597	0.042167793557272626	0.0236817937530538	0.08782176922876443	0.013172788112931213	0.11497785519915997	0.1040926426279502
10.101010101010102	0.042166437348256466	0.023680848693094544	0.08782013871546705	0.01317229338204604	0.11497461355350867	0.10408138102523391
10.606060606060607	0.04216565871245232	0.02368030617223221	0.08781920257514061	0.013172009335045474	0.11497275254762016	0.10407452392207471
11.111111111111112	0.042165212864265146	0.02367999554905949	0.0878186664889854	0.013171846694080148	0.11497168693047438	0.1040703660079252
11.616161616161618	0.042164957738025435	0.023679817809651355	0.08781835956374752	0.013171753656877573	0.11497107699254644	0.10406785310876776
12.121212121212121	0.04216481099986347	0.02367971557650749	0.08781818339287219	0.013171700075402344	0.11497072657768462	0.10406633548759668
12.626262626262626	0.04216472718473306	0.023679657193942275	0.08781808236016778	0.013171669547968876	0.11497052599050152	0.10406542162998798
13.131313131313131	0.042164679449730465	0.02367962394250335	0.0878180239884769	0.013171652326294983	0.11497041082348458	0.1040648732324524
13.636363636363637	0.042164651512076344	0.02367960446400007	0.08781799124336875	0.01317164197113115	0.1149703449768841	0.10406454397618853
14.141414141414142	0.04216463490705115	0.023679592893396502	0.08781797382962697	0.013171635408327479	0.11497030813064597	0.10406434679332216
14.646464646464647	0.04216462646658747	0.023679587030206686	0.08781796137904391	0.013171632778930699	0.11497028541473513	0.10406422856323673
15.151515151515152	0.042164623341667526	0.023679584867242424	0.08781795013267571	0.01317163312245393	0.11497026962642076	0.10406415698215044
15.656565656565657	0.0421646203075462	0.023679582748153266	0.08781794608626442	0.013171632100096755	0.11497026192743218	0.10406411334790912
16.161616161616163	0.042164614400728315	0.023679578592612244	0.08781795380734286	0.013171627011796057	0.11497026426123773	0.10406409107224521
16.666666666666668	0.0421646150358078	0.02367957905486078	0.08781794888581425	0.013171628366130991	0.11497025947454831	0.1040640752983851
17.171717171717173	0.04216461475449804	0.023679578861763126	0.0878179474976906	0.013171628470774696	0.1149702576370793	0.10406406605025012
17.67676767676768	0.04216461448004338	0.023679578671619694	0.08781794671570274	0.013171628459832954	0.1149702564793123	0.1040640595712962
18.181818181818183	0.04216461427636358	0.023679578529518835	0.08781794651005011	0.013171628377799607	0.11497025603594893	0.10406405632732818
18.68686868686869	0.04216461413769873	0.023679578432964105	0.08781794630650669	0.013171628334485737	0.11497025566361636	0.10406405380810378
19.191919191919194	0.0421646140660071	0.02367957838280426	0.08781794630029958	0.013171628292557445	0.11497025558105045	0.10406405286706272
19.6969696969697	0.04216461398924118	0.02367957832915827	0.08781794626782193	0.01317162825275721	0.11497025546396615	0.10406405176079135
20.202020202020204	0.042164614012669126	0.023679578345426437	0.0878179463318838	0.013171628254225751	0.11497025555984729	0.10406405222006752
20.70707070707071	0.042164614026636904	0.02367957835513454	0.08781794636555215	0.013171628255993863	0.11497025561198544	0.10406405247934779
