NON $ % + - . 0
#NON	d	b	f	c	e	a
21.212121212121215	0.042164614033840184	0.023679578360151877	0.0878179463774876	0.013171628257976187	0.1149702556328452	0.10406405259562099
21.71717171717172	0.04216461404104346	0.023679578365169214	0.08781794638942306	0.01317162825995851	0.11497025565370494	0.1040640527118942
22.222222222222225	0.04216461404824674	0.02367957837018655	0.08781794640135851	0.013171628261940833	0.1149702556745647	0.1040640528281674
22.72727272727273	0.04216461405545002	0.02367957837520389	0.08781794641329396	0.013171628263923157	0.11497025569542445	0.10406405294444061
23.232323232323235	0.0421646140626533	0.023679578380221226	0.08781794642522942	0.01317162826590548	0.1149702557162842	0.10406405306071383
23.73737373737374	0.04216461406486655	0.023679578381763475	0.08781794642837519	0.013171628266617372	0.11497025572211382	0.10406405309563495
24.242424242424242	0.042164614066747236	0.02367957838307412	0.08781794643093514	0.013171628267244592	0.1149702557269417	0.10406405312513414
24.747474747474747	0.04216461406862791	0.023679578384384763	0.08781794643349511	0.013171628267871813	0.11497025573176957	0.10406405315463334
25.252525252525253	0.04216461407050859	0.023679578385695406	0.08781794643605506	0.013171628268499033	0.11497025573659744	0.10406405318413253
25.757575757575758	0.04216461407238927	0.023679578387006052	0.08781794643861503	0.013171628269126254	0.11497025574142532	0.10406405321363174
26.262626262626263	0.042164614073746075	0.023679578387951608	0.08781794644045915	0.013171628269579301	0.11497025574490533	0.10406405323492629
26.767676767676768	0.04216461407383242	0.023679578388011782	0.0878179464405673	0.013171628269609948	0.11497025574511653	0.1040640532363235
27.272727272727273	0.04216461407391878	0.023679578388071956	0.08781794644067545	0.013171628269640596	0.11497025574532775	0.10406405323772074
27.77777777777778	0.042164614074005125	0.023679578388132134	0.0878179464407836	0.013171628269671245	0.11497025574553896	0.10406405323911797
28.282828282828284	0.04216461407409147	0.023679578388192308	0.08781794644089175	0.013171628269701892	0.11497025574575018	0.1040640532405152
28.78787878787879	0.04216461407417782	0.023679578388252482	0.0878179464409999	0.013171628269732541	0.11497025574596138	0.10406405324191242
29.292929292929294	0.042164614074264174	0.02367957838831266	0.08781794644110805	0.013171628269763189	0.1149702557461726	0.10406405324330964
29.7979797979798	0.04216461407435052	0.023679578388372834	0.0878179464412162	0.013171628269793838	0.11497025574638381	0.10406405324470687
30.303030303030305	0.04216461407443687	0.023679578388433008	0.08781794644132435	0.013171628269824485	0.11497025574659503	0.1040640532461041
30.80808080808081	0.04216461407452322	0.023679578388493185	0.0878179464414325	0.013171628269855132	0.11497025574680624	0.10406405324750133
31.313131313131315	0.042164614074609565	0.02367957838855336	0.08781794644154065	0.013171628269885782	0.11497025574701746	0.10406405324889854
31.81818181818182	0.04216461407469592	0.023679578388613537	0.0878179464416488	0.013171628269916429	0.11497025574722866	0.10406405325029577
32.323232323232325	0.04216461407478227	0.02367957838867371	0.08781794644175694	0.013171628269947078	0.11497025574743988	0.104064053251693
32.82828282828283	0.042164614074868614	0.023679578388733885	0.0878179464418651	0.013171628269977725	0.1149702557476511	0.10406405325309023
33.333333333333336	0.04216461407495496	0.023679578388794063	0.08781794644197326	0.013171628270008373	0.11497025574786231	0.10406405325448746
33.83838383838384	0.042164614075041316	0.023679578388854237	0.08781794644208141	0.013171628270039022	0.11497025574807353	0.10406405325588468
34.343434343434346	0.042164614075127664	0.02367957838891441	0.08781794644218956	0.01317162827006967	0.11497025574828473	0.10406405325728191
34.84848484848485	0.04216461407521401	0.02367957838897459	0.0878179464422977	0.013171628270100318	0.11497025574849595	0.10406405325867914
35.35353535353536	0.04216461407530036	0.023679578389034762	0.08781794644240586	0.013171628270130966	0.11497025574870716	0.10406405326007637
35.85858585858586	0.042164614075386714	0.023679578389094937	0.087817946442514	0.013171628270161613	0.11497025574891838	0.1040640532614736
36.36363636363637	0.04216461407547306	0.023679578389155114	0.08781794644262216	0.013171628270192262	0.11497025574912959	0.10406405326287081
36.86868686868687	0.04216461407555941	0.023679578389215288	0.0878179464427303	0.01317162827022291	0.1149702557493408	0.10406405326426804
37.37373737373738	0.04216461407564576	0.023679578389275466	0.08781794644283845	0.013171628270253559	0.11497025574955201	0.10406405326566527
37.87878787878788	0.04216461407573211	0.02367957838933564	0.0878179464429466	0.013171628270284206	0.11497025574976323	0.1040640532670625
38.38383838383839	0.04216461407581846	0.023679578389395814	0.08781794644305475	0.013171628270314853	0.11497025574997444	0.10406405326845973
38.88888888888889	0.042164614075904806	0.02367957838945599	0.0878179464431629	0.013171628270345502	0.11497025575018566	0.10406405326985695
39.3939393939394	0.042164614075991154	0.023679578389516166	0.08781794644327105	0.01317162827037615	0.11497025575039686	0.10406405327125418
39.8989898989899	0.04216461407607751	0.02367957838957634	0.0878179464433792	0.013171628270406799	0.11497025575060808	0.1040640532726514
40.40404040404041	0.042164614076163856	0.023679578389636517	0.08781794644348737	0.013171628270437446	0.11497025575081929	0.10406405327404863
40.909090909090914	0.042164614076250204	0.02367957838969669	0.08781794644359552	0.013171628270468094	0.11497025575103051	0.10406405327544586
41.41414141414142	0.04216461407633655	0.023679578389756865	0.08781794644370366	0.013171628270498743	0.11497025575124172	0.10406405327684308
41.919191919191924	0.042164614076422906	0.023679578389817043	0.08781794644381181	0.01317162827052939	0.11497025575145293	0.10406405327824031
42.42424242424243	0.04216461407650925	0.023679578389877217	0.08781794644391996	0.013171628270560039	0.11497025575166414	0.10406405327963754
42.929292929292934	0.0421646140765956	0.023679578389937395	0.08781794644402811	0.013171628270590686	0.11497025575187536	0.10406405328103477
43.43434343434344	0.04216461407668195	0.02367957838999757	0.08781794644413626	0.013171628270621334	0.11497025575208657	0.104064053282432
43.939393939393945	0.042164614076768296	0.023679578390057743	0.08781794644424441	0.013171628270651983	0.11497025575229779	0.10406405328382921
44.44444444444445	0.04216461407685465	0.02367957839011792	0.08781794644435256	0.01317162827068263	0.11497025575250899	0.10406405328522644
44.949494949494955	0.042164614076941	0.023679578390178094	0.08781794644446071	0.01317162827071328	0.11497025575272021	0.10406405328662367
45.45454545454546	0.042164614077027346	0.02367957839023827	0.08781794644456886	0.013171628270743927	0.11497025575293142	0.1040640532880209
45.959595959595966	0.04216461407705304	0.023679578390256174	0.08781794644460095	0.013171628270753064	0.11497025575299416	0.10406405328843896
46.46464646464647	0.04216461407705692	0.02367957839025888	0.08781794644460568	0.013171628270754469	0.11497025575300351	0.10406405328850499
46.969696969696976	0.042164614077060805	0.023679578390261587	0.08781794644461041	0.013171628270755874	0.11497025575301287	0.104064053288571
47.47474747474748	0.04216461407706469	0.023679578390264293	0.08781794644461514	0.013171628270757277	0.11497025575302222	0.10406405328863703
47.979797979797986	0.04216461407706858	0.023679578390267	0.08781794644461988	0.013171628270758682	0.11497025575303157	0.10406405328870307
48.484848484848484	0.042164614077072456	0.023679578390269705	0.08781794644462461	0.013171628270760087	0.11497025575304093	0.1040640532887691
48.98989898989899	0.04216461407707634	0.02367957839027241	0.08781794644462934	0.01317162827076149	0.11497025575305027	0.10406405328883513
49.494949494949495	0.04216461407708023	0.023679578390275118	0.08781794644463407	0.013171628270762896	0.11497025575305962	0.10406405328890116
50.0	0.042164614077084106	0.023679578390277824	0.0878179464446388	0.013171628270764301	0.11497025575306898	0.10406405328896719
