,,,Slide ID,b,c,a,d
,,,Antibody Name,b,c,a,d
,,,HUGO ID,b,c,a,d
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.9771104065234711,0.7687563164736225,0.5223519933809183,0.8035956863436888
C1,no,Insulin,0.5050505050505051,0.4414385198325546,0.40644168980202233,0.28852013419733025,0.4448985626117007
C1,no,Insulin,1.0101010101010102,0.2860570838239212,0.25983181649352727,0.1923420635162977,0.29399799135148497
C1,no,Insulin,1.5151515151515151,0.23262897814129818,0.19565633168595434,0.14816140090403726,0.2250615045318637
C1,no,Insulin,2.0202020202020203,0.21009541732959786,0.1654542217058127,0.12611514395978435,0.1913496497051163
C1,no,Insulin,2.5252525252525255,0.19906132172086424,0.150461642021166,0.11458503129220919,0.17410909111130465
C1,no,Insulin,3.0303030303030303,0.19324334082190808,0.1427554777641298,0.10841587146681461,0.1650572222510539
C1,no,Insulin,3.5353535353535355,0.19009107222788862,0.13870925855733718,0.10508234410742144,0.16023491305666826
C1,no,Insulin,4.040404040404041,0.18837131807010168,0.1365577776358882,0.10327437316411137,0.1576456772718862
C1,no,Insulin,4.545454545454546,0.1874331755452086,0.13540529718697436,0.10229281926375036,0.15624967807829165
C1,no,Insulin,5.050505050505051,0.18692233281256654,0.1347852646764401,0.10175996404622904,0.1554953794589518
C1,no,Insulin,5.555555555555556,0.18664466268111554,0.1344508359049213,0.101470815690718,0.1550873530548122
C1,no,Insulin,6.0606060606060606,0.18649393536774156,0.13427017372488104,0.1013139838111938,0.15486650528419507
C1,no,Insulin,6.565656565656566,0.1864121884925184,0.1341724856930398,0.10122895273717436,0.1547469321749014
C1,no,Insulin,7.070707070707071,0.18636787734557586,0.13411963211537922,0.10118286429684512,0.15468218076076978
C1,no,Insulin,7.575757575757576,0.18634386563247807,0.13409102446264434,0.10115788833070674,0.15464711231856554
C1,no,Insulin,8.080808080808081,0.18633085706487026,0.134075537235449,0.10114435624017455,0.15462811969770507
C1,no,Insulin,8.585858585858587,0.18632381120744837,0.1340671526247311,0.1011370261970051,0.15461783448171013
C1,no,Insulin,9.090909090909092,0.1863199937935871,0.13406261120552393,0.10113305453531499,0.1546122625735967
C1,no,Insulin,9.595959595959597,0.186317928818117,0.13406015506965768,0.10113090599531768,0.1546092487117904
C1,no,Insulin,10.101010101010102,0.18631680843750964,0.1340588224851416,0.10112974015591497,0.15460761341818208
C1,no,Insulin,10.606060606060607,0.18631620363935894,0.13405810332146767,0.1011291108987868,0.15460673083007523
C1,no,Insulin,11.111111111111112,0.18631587608689598,0.1340577137182334,0.10112876998490594,0.15460625267598951
C1,no,Insulin,11.616161616161618,0.18631569286035232,0.13405749574289189,0.10112857925313752,0.15460598515852128
C1,no,Insulin,12.121212121212121,0.1863155989165836,0.13405738419206029,0.10112848162894826,0.15460584824658866
C1,no,Insulin,12.626262626262626,0.18631554612621828,0.13405732148545546,0.10112842674759868,0.1546057712806163
C1,no,Insulin,13.131313131313131,0.18631551912766864,0.13405728931354688,0.10112839859285373,0.15460573179257495
C1,no,Insulin,13.636363636363637,0.1863155045591886,0.13405727189006184,0.10112838334711896,0.15460571040727686
C1,no,Insulin,14.141414141414142,0.18631549623158142,0.13405726196950685,0.10112837466596715,0.15460569823128764
C1,no,Insulin,14.646464646464647,0.18631549148896648,0.134057256399464,0.10112836979048102,0.1546056913953023
C1,no,Insulin,15.151515151515152,0.18631548886032406,0.13405725334290544,0.10112836711472578,0.15460568764428145
C1,no,Insulin,15.656565656565657,0.18631548745367335,0.134057251666986,0.10112836564811217,0.1546056855872495
C1,no,Insulin,16.161616161616163,0.18631548672522413,0.13405725074213035,0.10112836483918737,0.15460568445149153
C1,no,Insulin,16.666666666666668,0.18631548608449133,0.13405724994976842,0.10112836414607516,0.15460568347868298
C1,no,Insulin,17.171717171717173,0.18631548562380978,0.134057249391399,0.10112836365756997,0.154605682793272
C1,no,Insulin,17.67676767676768,0.1863154853988301,0.13405724912751202,0.10112836342660488,0.15460568246942225
C1,no,Insulin,18.181818181818183,0.1863154854095523,0.13405724915810738,0.10112836345317987,0.15460568250713372
C1,no,Insulin,18.68686868686869,0.18631548534900155,0.1340572490929733,0.10112836339610193,0.1546056824272512
C1,no,Insulin,19.191919191919194,0.18631548530418715,0.13405724904271193,0.10112836335207917,0.15460568236558697
C1,no,Insulin,19.6969696969697,0.18631548533588563,0.1340572490845795,0.10112836338866288,0.15460568241700684
C1,no,Insulin,20.202020202020204,0.186315485444097,0.13405724921857595,0.10112836350585304,0.15460568258151078
C1,no,Insulin,20.70707070707071,0.18631548545727136,0.13405724924084048,0.10112836352525191,0.15460568260889074
C1,no,Insulin,21.212121212121215,0.18631548551732163,0.1340572493120214,0.10112836358754265,0.15460568269625216
C1,no,Insulin,21.71717171717172,0.1863154855773719,0.13405724938320232,0.1011283636498334,0.1546056827836136
C1,no,Insulin,22.222222222222225,0.18631548563742215,0.13405724945438324,0.10112836371212414,0.15460568287097506
C1,no,Insulin,22.72727272727273,0.18631548565361128,0.13405724947357675,0.10112836372892049,0.1546056828945316
C1,no,Insulin,23.232323232323235,0.18631548565594794,0.1340572494763513,0.1011283637313486,0.154605682897937
C1,no,Insulin,23.73737373737374,0.1863154856582846,0.13405724947912587,0.1011283637337767,0.15460568290134236
C1,no,Insulin,24.242424242424242,0.18631548566062128,0.1340572494819004,0.10112836373620482,0.15460568290474772
C1,no,Insulin,24.747474747474747,0.18631548566295794,0.13405724948467496,0.10112836373863292,0.15460568290815307
C1,no,Insulin,25.252525252525253,0.1863154856652946,0.13405724948744951,0.10112836374106102,0.15460568291155846
C1,no,Insulin,25.757575757575758,0.1863154856676313,0.13405724949022407,0.10112836374348913,0.15460568291496382
C1,no,Insulin,26.262626262626263,0.18631548566996795,0.13405724949299863,0.10112836374591723,0.15460568291836918
C1,no,Insulin,26.767676767676768,0.1863154856723046,0.1340572494957732,0.10112836374834534,0.15460568292177454
