,,,Slide ID,b,c,a,d
C1,no,Insulin,27.272727272727273,0.1863154856746413,0.13405724949854775,0.10112836375077344,0.15460568292517993
C1,no,Insulin,27.77777777777778,0.18631548567697795,0.1340572495013223,0.10112836375320156,0.1546056829285853
C1,no,Insulin,28.282828282828284,0.1863154856793146,0.13405724950409684,0.10112836375562965,0.15460568293199065
C1,no,Insulin,28.78787878787879,0.18631548568165127,0.1340572495068714,0.10112836375805775,0.15460568293539603
C1,no,Insulin,29.292929292929294,0.18631548568398795,0.13405724950964595,0.10112836376048587,0.1546056829388014
C1,no,Insulin,29.7979797979798,0.1863154856863246,0.1340572495124205,0.10112836376291397,0.15460568294220675
C1,no,Insulin,30.303030303030305,0.18631548568866127,0.13405724951519507,0.10112836376534208,0.1546056829456121
C1,no,Insulin,30.80808080808081,0.18631548569099796,0.13405724951796963,0.10112836376777018,0.1546056829490175
C1,no,Insulin,31.313131313131315,0.18631548569333461,0.1340572495207442,0.10112836377019829,0.15460568295242286
C1,no,Insulin,31.81818181818182,0.18631548569567127,0.13405724952351875,0.10112836377262639,0.15460568295582822
C1,no,Insulin,32.323232323232325,0.18631548569800793,0.1340572495262933,0.10112836377505449,0.15460568295923358
C1,no,Insulin,32.82828282828283,0.18631548570034462,0.13405724952906783,0.1011283637774826,0.15460568296263896
C1,no,Insulin,33.333333333333336,0.18631548570268128,0.1340572495318424,0.1011283637799107,0.15460568296604432
C1,no,Insulin,33.83838383838384,0.18631548570501794,0.13405724953461695,0.10112836378233882,0.15460568296944968
C1,no,Insulin,34.343434343434346,0.18631548570735462,0.1340572495373915,0.10112836378476692,0.15460568297285504
C1,no,Insulin,34.84848484848485,0.18631548570969128,0.13405724954016607,0.10112836378719503,0.15460568297626043
C1,no,Insulin,35.35353535353536,0.18631548571202794,0.13405724954294063,0.10112836378962313,0.1546056829796658
C1,no,Insulin,35.85858585858586,0.18631548571436463,0.13405724954571518,0.10112836379205123,0.15460568298307115
C1,no,Insulin,36.36363636363637,0.18631548571670128,0.13405724954848974,0.10112836379447934,0.15460568298647653
C1,no,Insulin,36.86868686868687,0.18631548571903794,0.1340572495512643,0.10112836379690744,0.1546056829898819
C1,no,Insulin,37.37373737373738,0.1863154857213746,0.13405724955403883,0.10112836379933555,0.15460568299328725
C1,no,Insulin,37.87878787878788,0.1863154857237113,0.1340572495568134,0.10112836380176365,0.1546056829966926
C1,no,Insulin,38.38383838383839,0.18631548572604795,0.13405724955958795,0.10112836380419177,0.154605683000098
C1,no,Insulin,38.88888888888889,0.1863154857283846,0.1340572495623625,0.10112836380661987,0.15460568300350336
C1,no,Insulin,39.3939393939394,0.1863154857307213,0.13405724956513707,0.10112836380904797,0.15460568300690872
C1,no,Insulin,39.8989898989899,0.18631548573305795,0.13405724956791162,0.10112836381147608,0.15460568301031408
C1,no,Insulin,40.40404040404041,0.1863154857353946,0.13405724957068618,0.10112836381390418,0.15460568301371946
C1,no,Insulin,40.909090909090914,0.1863154857377313,0.13405724957346074,0.10112836381633229,0.15460568301712482
C1,no,Insulin,41.41414141414142,0.18631548574006795,0.1340572495762353,0.10112836381876039,0.15460568302053018
C1,no,Insulin,41.919191919191924,0.1863154857424046,0.13405724957900983,0.1011283638211885,0.15460568302393554
C1,no,Insulin,42.42424242424243,0.18631548574474127,0.1340572495817844,0.1011283638236166,0.15460568302734093
C1,no,Insulin,42.929292929292934,0.18631548574582205,0.1340572495830677,0.10112836382473966,0.154605683028916
C1,no,Insulin,43.43434343434344,0.18631548574591306,0.13405724958317586,0.10112836382483432,0.15460568302904876
C1,no,Insulin,43.939393939393945,0.18631548574600407,0.13405724958328402,0.10112836382492899,0.1546056830291815
C1,no,Insulin,44.44444444444445,0.18631548574609508,0.13405724958339219,0.10112836382502363,0.15460568302931427
C1,no,Insulin,44.949494949494955,0.1863154857461861,0.13405724958350032,0.10112836382511829,0.15460568302944702
C1,no,Insulin,45.45454545454546,0.18631548574627713,0.13405724958360848,0.10112836382521294,0.15460568302957975
C1,no,Insulin,45.959595959595966,0.18631548574636814,0.13405724958371665,0.1011283638253076,0.1546056830297125
C1,no,Insulin,46.46464646464647,0.18631548574645915,0.1340572495838248,0.10112836382540226,0.15460568302984526
C1,no,Insulin,46.969696969696976,0.18631548574655016,0.13405724958393295,0.1011283638254969,0.154605683029978
C1,no,Insulin,47.47474747474748,0.1863154857466412,0.1340572495840411,0.10112836382559157,0.15460568303011077
C1,no,Insulin,47.979797979797986,0.1863154857467322,0.13405724958414927,0.10112836382568623,0.15460568303024352
C1,no,Insulin,48.484848484848484,0.18631548574682322,0.13405724958425744,0.10112836382578087,0.15460568303037628
C1,no,Insulin,48.98989898989899,0.18631548574691423,0.1340572495843656,0.10112836382587553,0.15460568303050903
C1,no,Insulin,49.494949494949495,0.18631548574700527,0.13405724958447374,0.10112836382597018,0.1546056830306418
C1,no,Insulin,50.0,0.18631548574709628,0.1340572495845819,0.10112836382606484,0.15460568303077454
