NON $ % + -
#NON	a	c	d	b
0.0	0.19282663564381863	0.7801624364008777	0.6697616182359953	0.5681295675926861
0.5050505050505051	0.1947726026732283	0.46359869755503974	0.25666358633004965	0.4426027850976408
1.0101010101010102	0.1894333161363582	0.3304291253229773	0.11694727135688993	0.3748474387314417
1.5151515151515151	0.18346766650209437	0.2722569745534487	0.06871612759001182	0.33738932705644126
2.0202020202020203	0.17874881809495966	0.24572705392349883	0.05148685130152326	0.31632569317564485
2.5252525252525255	0.17546919262484753	0.23307108165097998	0.044999648078952	0.3043477593986544
3.0303030303030303	0.17333729543987866	0.22676836923986554	0.042375166266010435	0.2974885632661711
3.5353535353535355	0.17200522540215227	0.22350858202556267	0.04122011194881479	0.29354390263970714
4.040404040404041	0.17119350635485242	0.22176957387284146	0.040667716033026734	0.2912696243777902
4.545454545454546	0.17070695748022235	0.2208194203428867	0.04038461584482574	0.28995644946174964
5.050505050505051	0.1704185310630767	0.22029104548039918	0.04023212657016447	0.28919755943576425
5.555555555555556	0.17024883662906232	0.21999350199816153	0.040147321819306685	0.2887587709882754
6.0606060606060606	0.17014951334870168	0.21982447346583794	0.0400992569191683	0.28850499082779757
6.565656565656566	0.1700915854663205	0.21972787323794404	0.04007172543435564	0.28835818745568004
7.070707070707071	0.17005788371499356	0.2196724413761014	0.04005586664596428	0.28827325883621746
7.575757575757576	0.1700383095684457	0.21964054474615688	0.04004670507530656	0.2882241222791404
8.080808080808081	0.17002695416168503	0.21962215754855852	0.04004140564108618	0.2881956930357228
8.585858585858587	0.17002037184475488	0.21961154477137307	0.04003833851454568	0.2881792438875303
9.090909090909092	0.17001655790766868	0.21960541305158965	0.040036562444715894	0.2881697247904696
9.595959595959597	0.17001434996736287	0.21960187056494998	0.04003553483963851	0.2881642190065125
10.101010101010102	0.1700130709140913	0.2195998209045036	0.04003493943732372	0.28816103129322734
10.606060606060607	0.170012332375746	0.2195986389408624	0.040034595921208525	0.2881591917110486
11.111111111111112	0.17001190468295	0.21959795440466426	0.04003439683335208	0.2881581264163543
11.616161616161618	0.17001165670179064	0.21959755757589017	0.04003428122592973	0.2881575088100162
12.121212121212121	0.17001151358055036	0.219597328949494	0.04003421486823059	0.2881571525985771
12.626262626262626	0.17001143078863748	0.21959719645781603	0.0400341765390116	0.28815694640548883
13.131313131313131	0.1700113818932815	0.21959711803045515	0.040034153501991965	0.2881568245367421
13.636363636363637	0.1700113533917743	0.21959707254880442	0.040034139958331896	0.2881567536330416
14.141414141414142	0.17001133698624912	0.21959704650923115	0.04003413250264281	0.2881567128939075
14.646464646464647	0.1700113279057523	0.21959703201982	0.04003412860216211	0.2881566903002656
15.151515151515152	0.1700113229280217	0.21959702398240977	0.04003412632853711	0.2881566778665907
15.656565656565657	0.1700113199867208	0.21959701922175076	0.040034124731089776	0.28815667051668437
