,,,Slide ID,d,b,c,a
,,,Antibody Name,d,b,c,a
,,,HUGO ID,d,b,c,a
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.8227825345253351,0.7349425700869354,0.2922330850135577,0.20018647624532915
C1,no,Insulin,0.5050505050505051,0.531245037062331,0.22621432369654984,0.10392274945785915,0.16735325515501293
C1,no,Insulin,1.0101010101010102,0.34565326495148674,0.07497533181074628,0.03918240087707974,0.15347573178247054
C1,no,Insulin,1.5151515151515151,0.22584395888978437,0.02673355399204682,0.015335611393570701,0.14943247040923377
C1,no,Insulin,2.0202020202020203,0.14788599857483034,0.010181620669634196,0.006159006908613037,0.15048178068934975
C1,no,Insulin,2.5252525252525255,0.09696698058101194,0.004100102009640835,0.0025256458702913927,0.15398718765867786
C1,no,Insulin,3.0303030303030303,0.06366501836924787,0.0017280743968744483,0.0010558613163324485,0.15843738320498305
C1,no,Insulin,3.5353535353535355,0.04187987806264273,0.0007557605522651061,0.0004499023957359639,0.16298193920338233
C1,no,Insulin,4.040404040404041,0.027626053717495012,0.0003407418646465124,0.0001954188186852435,0.16717667409658407
C1,no,Insulin,4.545454545454546,0.018292483540828342,0.00015764278270425532,8.653587534927208e-05,0.17082594871771992
C1,no,Insulin,5.050505050505051,0.012170303924402208,7.460751029485879e-05,3.9067922956920896e-05,0.1738796755996266
C1,no,Insulin,5.555555555555556,0.008143470243617768,3.604670659205553e-05,1.7980703510610844e-05,0.17636656964230388
C1,no,Insulin,6.0606060606060606,0.0054846899911549125,1.7754644962919233e-05,8.434257195530695e-06,0.17835237318691302
C1,no,Insulin,6.565656565656566,0.0037207775249930384,8.907196110701652e-06,4.031373338379361e-06,0.17991513185378002
C1,no,Insulin,7.070707070707071,0.002543950965987189,4.5495612637400995e-06,1.9635082794846943e-06,0.18113167152901186
C1,no,Insulin,7.575757575757576,0.0017539201164932627,2.3663021620231262e-06,9.750397976481225e-07,0.1820709851826176
C1,no,Insulin,8.080808080808081,0.0012198120088985692,1.2515869202001255e-06,4.928106170547626e-07,0.18279187013633144
C1,no,Insulin,8.585858585858587,0.0008559581680544372,6.732846081819888e-07,2.536245537358119e-07,0.18334278759154835
C1,no,Insulin,9.090909090909092,0.0006061341490457782,3.6829527374534134e-07,1.328847766751308e-07,0.18376256810521538
C1,no,Insulin,9.595959595959597,0.00043321700808722627,2.0495148762842146e-07,7.093172646462764e-08,0.18408183831456668
C1,no,Insulin,10.101010101010102,0.000312554289795976,1.1594200705941648e-07,3.852853592183097e-08,0.18432441941478422
C1,no,Insulin,10.606060606060607,0.0002276106805043648,6.668033113349768e-08,2.1305170830283148e-08,0.1845087391790522
C1,no,Insulin,11.111111111111112,0.0001672993374261868,3.896764920135295e-08,1.1983390220336575e-08,0.1846488852689424
C1,no,Insulin,11.616161616161618,0.00012413921720919927,2.314779358718574e-08,6.859343718108708e-09,0.18475554999655663
C1,no,Insulin,12.121212121212121,9.29518645683211e-05,1.3968091715991445e-08,3.993211960246434e-09,0.18483691877752492
C1,no,Insulin,12.626262626262626,7.024148559946798e-05,8.56054423644625e-09,2.363237140505684e-09,0.18489912335656963
C1,no,Insulin,13.131313131313131,5.3544833306964774e-05,5.329441908255159e-09,1.423386846263708e-09,0.18494683483323812
C1,no,Insulin,13.636363636363637,4.117433944917628e-05,3.3684625876164004e-09,8.709449360618162e-10,0.18498354870340547
C1,no,Insulin,14.141414141414142,3.1954926681950914e-05,2.161223332355999e-09,5.411886072443359e-10,0.18501187873876326
C1,no,Insulin,14.646464646464647,2.500757259020876e-05,1.4076018575839125e-09,3.422482419746048e-10,0.18503385030300776
C1,no,Insulin,15.151515151515152,1.9738143962694877e-05,9.309995394203841e-10,2.2020904313420784e-10,0.1850509589005595
C1,no,Insulin,15.656565656565657,1.5712094397281615e-05,6.232190277516948e-10,1.4310417801049834e-10,0.18506434529892418
C1,no,Insulin,16.161616161616163,1.2609877069369559e-05,4.216659726601029e-10,9.385332444743037e-11,0.1850748723828053
C1,no,Insulin,16.666666666666668,1.0209382881522182e-05,2.891777264305934e-10,6.25087398626593e-11,0.18508317902188645
C1,no,Insulin,17.171717171717173,8.324838361360155e-06,2.0138224076949565e-10,4.2436430026004896e-11,0.18508979016068444
C1,no,Insulin,17.67676767676768,6.82110827251344e-06,1.4215526587225974e-10,2.926864981268231e-11,0.18509510808177748
C1,no,Insulin,18.181818181818183,5.621964860225226e-06,1.0141189114541688e-10,2.03804762694998e-11,0.18509940153039392
