,,,Slide ID,d,c,a,b,e
,,,Antibody Name,d,c,a,b,e
,,,HUGO ID,d,c,a,b,e
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,19.6969696969697,0.2001059995686198,0.16452399439768833,0.23882149525343288,0.18680888384647926,0.16067802591454408
C1,no,Insulin,20.202020202020204,0.2001059995671698,0.16452399439211446,0.23882149524182938,0.18680888383389987,0.16067802588237945
C1,no,Insulin,20.70707070707071,0.20010599956571978,0.16452399438654056,0.23882149523022592,0.18680888382132046,0.16067802585021485
C1,no,Insulin,21.212121212121215,0.2001059995655369,0.16452399438584997,0.23882149522877189,0.18680888381973954,0.16067802584609014
C1,no,Insulin,21.71717171717172,0.20010599956550149,0.1645239943857278,0.2388214952284992,0.18680888381943866,0.160678025845229
C1,no,Insulin,22.222222222222225,0.20010599956546607,0.16452399438560558,0.23882149522822646,0.18680888381913782,0.16067802584436783
C1,no,Insulin,22.72727272727273,0.20010599956543065,0.16452399438548337,0.23882149522795373,0.18680888381883695,0.16067802584350668
C1,no,Insulin,23.232323232323235,0.20010599956539524,0.16452399438536117,0.238821495227681,0.1868088838185361,0.1606780258426455
C1,no,Insulin,23.73737373737374,0.20010599956535982,0.164523994385239,0.23882149522740828,0.18680888381823524,0.16067802584178437
C1,no,Insulin,24.242424242424242,0.2001059995653244,0.16452399438511678,0.23882149522713556,0.18680888381793437,0.16067802584092322
C1,no,Insulin,24.747474747474747,0.200105999565289,0.16452399438499457,0.23882149522686283,0.18680888381763353,0.16067802584006205
C1,no,Insulin,25.252525252525253,0.20010599956525357,0.16452399438487236,0.2388214952265901,0.18680888381733265,0.1606780258392009
C1,no,Insulin,25.757575757575758,0.20010599956521818,0.16452399438475018,0.23882149522631738,0.18680888381703178,0.16067802583833976
C1,no,Insulin,26.262626262626263,0.20010599956518277,0.16452399438462798,0.23882149522604465,0.18680888381673094,0.1606780258374786
C1,no,Insulin,26.767676767676768,0.20010599956514735,0.16452399438450577,0.23882149522577192,0.18680888381643007,0.16067802583661744
C1,no,Insulin,27.272727272727273,0.20010599956511194,0.16452399438438356,0.2388214952254992,0.1868088838161292,0.16067802583575627
C1,no,Insulin,27.77777777777778,0.20010599956507652,0.16452399438426138,0.2388214952252265,0.18680888381582836,0.16067802583489513
C1,no,Insulin,28.282828282828284,0.2001059995650411,0.16452399438413917,0.23882149522495377,0.1868088838155275,0.16067802583403398
C1,no,Insulin,28.78787878787879,0.2001059995650057,0.16452399438401696,0.23882149522468105,0.18680888381522665,0.1606780258331728
C1,no,Insulin,29.292929292929294,0.20010599956497027,0.16452399438389476,0.23882149522440832,0.18680888381492577,0.16067802583231167
C1,no,Insulin,29.7979797979798,0.20010599956493486,0.16452399438377258,0.2388214952241356,0.1868088838146249,0.1606780258314505
C1,no,Insulin,30.303030303030305,0.20010599956489944,0.16452399438365037,0.23882149522386287,0.18680888381432406,0.16067802583058935
C1,no,Insulin,30.80808080808081,0.20010599956486402,0.16452399438352816,0.23882149522359014,0.1868088838140232,0.1606780258297282
C1,no,Insulin,31.313131313131315,0.2001059995648286,0.16452399438340595,0.23882149522331741,0.18680888381372232,0.16067802582886703
C1,no,Insulin,31.81818181818182,0.2001059995647932,0.16452399438328377,0.2388214952230447,0.18680888381342148,0.1606780258280059
C1,no,Insulin,32.323232323232325,0.2001059995647578,0.16452399438316156,0.23882149522277196,0.1868088838131206,0.16067802582714472
C1,no,Insulin,32.82828282828283,0.2001059995647224,0.16452399438303936,0.23882149522249924,0.18680888381281976,0.16067802582628357
C1,no,Insulin,33.333333333333336,0.20010599956468697,0.16452399438291715,0.23882149522222654,0.1868088838125189,0.16067802582542243
C1,no,Insulin,33.83838383838384,0.20010599956465155,0.16452399438279494,0.2388214952219538,0.18680888381221802,0.16067802582456125
C1,no,Insulin,34.343434343434346,0.20010599956461614,0.16452399438267276,0.23882149522168108,0.18680888381191718,0.1606780258237001
C1,no,Insulin,34.84848484848485,0.20010599956458072,0.16452399438255055,0.23882149522140836,0.1868088838116163,0.16067802582283897
C1,no,Insulin,35.35353535353536,0.2001059995645453,0.16452399438242835,0.23882149522113563,0.18680888381131544,0.1606780258219778
C1,no,Insulin,35.85858585858586,0.2001059995645099,0.16452399438230614,0.2388214952208629,0.1868088838110146,0.16067802582111665
C1,no,Insulin,36.36363636363637,0.20010599956447447,0.16452399438218396,0.23882149522059018,0.18680888381071373,0.16067802582025548
C1,no,Insulin,36.86868686868687,0.20010599956443906,0.16452399438206175,0.23882149522031745,0.18680888381041286,0.16067802581939433
C1,no,Insulin,37.37373737373738,0.20010599956440364,0.16452399438193954,0.23882149522004473,0.18680888381011201,0.1606780258185332
C1,no,Insulin,37.87878787878788,0.20010599956436823,0.16452399438181733,0.238821495219772,0.18680888380981114,0.16067802581767202
C1,no,Insulin,38.38383838383839,0.20010599956433284,0.16452399438169515,0.23882149521949927,0.1868088838095103,0.16067802581681087
C1,no,Insulin,38.88888888888889,0.20010599956429742,0.16452399438157295,0.23882149521922658,0.18680888380920943,0.1606780258159497
C1,no,Insulin,39.3939393939394,0.200105999564262,0.16452399438145074,0.23882149521895385,0.18680888380890856,0.16067802581508855
C1,no,Insulin,39.8989898989899,0.2001059995642266,0.16452399438132853,0.23882149521868112,0.18680888380860772,0.1606780258142274
C1,no,Insulin,40.40404040404041,0.20010599956419117,0.16452399438120635,0.2388214952184084,0.18680888380830685,0.16067802581336624
C1,no,Insulin,40.909090909090914,0.20010599956415576,0.16452399438108414,0.23882149521813567,0.18680888380800598,0.1606780258125051
C1,no,Insulin,41.41414141414142,0.20010599956412034,0.16452399438096194,0.23882149521786294,0.18680888380770513,0.16067802581164392
C1,no,Insulin,41.919191919191924,0.20010599956408492,0.16452399438083973,0.23882149521759022,0.18680888380740426,0.16067802581078278
C1,no,Insulin,42.42424242424243,0.2001059995640495,0.16452399438071755,0.2388214952173175,0.1868088838071034,0.16067802580992163
C1,no,Insulin,42.929292929292934,0.2001059995640141,0.16452399438059534,0.23882149521704477,0.18680888380680255,0.16067802580906046
C1,no,Insulin,43.43434343434344,0.20010599956397868,0.16452399438047313,0.23882149521677204,0.18680888380650168,0.16067802580819932
C1,no,Insulin,43.939393939393945,0.20010599956394326,0.16452399438035092,0.2388214952164993,0.18680888380620084,0.16067802580733817
C1,no,Insulin,44.44444444444445,0.20010599956393987,0.1645239943803397,0.2388214952164738,0.1868088838061724,0.16067802580725413
C1,no,Insulin,44.949494949494955,0.200105999563939,0.16452399438033727,0.23882149521646784,0.18680888380616548,0.16067802580723148
C1,no,Insulin,45.45454545454546,0.20010599956393815,0.1645239943803348,0.23882149521646184,0.18680888380615857,0.16067802580720883
C1,no,Insulin,45.959595959595966,0.2001059995639373,0.16452399438033236,0.23882149521645588,0.18680888380615165,0.16067802580718618
C1,no,Insulin,46.46464646464647,0.20010599956393643,0.16452399438032989,0.2388214952164499,0.18680888380614477,0.16067802580716353
C1,no,Insulin,46.969696969696976,0.20010599956393554,0.16452399438032744,0.2388214952164439,0.18680888380613786,0.16067802580714088
C1,no,Insulin,47.47474747474748,0.20010599956393468,0.16452399438032497,0.23882149521643795,0.18680888380613095,0.16067802580711824
C1,no,Insulin,47.979797979797986,0.20010599956393382,0.16452399438032253,0.23882149521643198,0.18680888380612404,0.1606780258070956
C1,no,Insulin,48.484848484848484,0.20010599956393296,0.1645239943803201,0.23882149521642598,0.18680888380611713,0.16067802580707294
C1,no,Insulin,48.98989898989899,0.2001059995639321,0.16452399438031762,0.23882149521642002,0.18680888380611024,0.16067802580705032
C1,no,Insulin,49.494949494949495,0.20010599956393124,0.16452399438031517,0.23882149521641402,0.18680888380610333,0.16067802580702767
C1,no,Insulin,50.0,0.20010599956393038,0.1645239943803127,0.23882149521640805,0.18680888380609642,0.16067802580700502
