NON A B C D				
#NON A B C D				
0	0	0	0	0
2.51188643150958E-05	2.5118548839065E-05	1.40745514292296E-22	2.49860897216072E-102	5.023709767813E-05
5.02377286301916E-05	5.02364667366343E-05	4.32320772498794E-22	1.9069560852717E-102	0.0001004729
7.53565929452874E-05	7.53537537085561E-05	3.00767000596079E-21	-3.22089241590008E-102	0.0001507075
0.0001004755	0.0001004704	1.31049856571488E-20	-8.38223534893326E-104	0.0002009408
0.0002260698	0.0002260442	1.15429218337077E-18	5.69328900628013E-83	0.0004520885
0.0003516641	0.0003516023	6.95111024180875E-18	4.30026970726E-83	0.0007032045
0.0004772584	0.0004771446	3.13499477111559E-17	-7.30758700835418E-83	0.0009542891
0.0006028527	0.0006026711	1.01818251443376E-16	5.15590235473143E-84	0.0012053421
0.0012308244	0.0012300672	4.83751858550175E-15	3.5758344844082E-65	0.0024601344
0.001858796	0.0018570695	2.85353679518072E-14	2.67867257158987E-65	0.0037141389
0.0024867676	0.0024836781	1.20240036802515E-13	-4.59648039851872E-65	0.0049673562
0.0031147392	0.0031098934	3.732868104566E-13	5.54718766019607E-66	0.0062197868
0.0062545972	0.0062350779	1.57087925130453E-11	1.10705201466472E-47	0.0124701559
0.0093944553	0.0093504652	9.28634425396669E-11	8.26818060084903E-48	0.0187009304
0.0125343133	0.012456086	3.84963516948766E-10	-1.42395768388221E-47	0.0249121719
0.0156741713	0.0155519708	1.17948935854143E-09	1.9657453291156E-48	0.0311039416
0.0313734615	0.0308864215	4.45114341249103E-08	1.95083964144163E-30	0.061772843
0.0470727517	0.0459820119	0.000000275	1.44899557451797E-30	0.0919640238
0.0627720419	0.0608424624	1.11773707761751E-06	-2.51230491774764E-30	0.1216849248
0.0784713321	0.0754714362	3.34046548498567E-06	4.26527807529703E-31	0.1509428723
0.1261870587	0.1185501503	3.29517118996147E-05	6.56243443626449E-18	0.2371003005
0.1739027853	0.1596215535	0.0001521957	4.29335037394642E-18	0.319243107
0.221618512	0.1987790953	0.0004735772	-8.72131685312099E-18	0.3975581907
0.2693342386	0.2361120937	0.001159224	6.96505660940506E-18	0.4722241875
0.3125810784	0.2684437226	0.0022685906	5.77551654883686E-14	0.5368874452
0.3558279182	0.2994068897	0.0040302173	7.51043142796547E-15	0.5988137794
0.399074758	0.3290594752	0.0066391255	-1.38578119692791E-14	0.6581189503
0.4423215978	0.3574570199	0.0102963863	7.59797046478756E-13	0.7149140399
0.5062352155	0.3972397165	0.0180435596	3.86223827550595E-10	0.794479433
0.5701488332	0.4345591637	0.0291155934	1.8302171648514E-10	0.8691183275
0.6340624509	0.4695676007	0.0440040765	6.3849842538297E-10	0.9391352013
0.6979760686	0.5024085511	0.0630712284	7.37295087269259E-09	1.0048171022
0.7898000934	0.54606599	0.0982155837	3.77779921771335E-07	1.0921319799
0.8816241183	0.5858924918	0.1426041198	6.0387423382557E-07	1.1717849837
0.9734481432	0.6222226628	0.1959981652	2.29880078586964E-06	1.2444453256
1.065272168	0.6553654815	0.2578406683	0.000010923	1.310730963
1.1406153065	0.6803776546	0.314339647	3.23726995972185E-05	1.3607553092
1.2159584449	0.7035743981	0.3755401322	0.000081234	1.4071487961
1.2913015834	0.7250871135	0.4409786313	0.0001898388	1.4501742269
1.3666447218	0.745038571	0.5102018189	0.0004157971	1.4900771421
1.4419878602	0.7635426356	0.582775431	0.0008505242	1.5270852713
1.5173309987	0.7807036411	0.6583034593	0.0016343912	1.5614072822
1.5926741371	0.7966187987	0.7364215423	0.0029811115	1.5932375974
1.6680172756	0.811378934	0.816797259	0.0051893482	1.6227578679
1.7586469559	0.8277224016	0.9160492385	0.0095346789	1.655444778
1.8492766362	0.8426495621	1.0176780926	0.0165727443	1.6852991261
1.9399063166	0.8562826013	1.1212813666	0.0273005973	1.7125651594
2.0305359969	0.868734437	1.226504203	0.0427616439	1.7374682188
2.1555769273	0.8841654328	1.3737513387	0.0736731572	1.7683165819
2.2806178578	0.8977818449	1.5228417368	0.1171094286	1.7955406726
2.4056587882	0.909794777	1.6730585862	0.1734396101	1.8193609588
2.5306997186	0.9203956827	1.8234495877	0.2417516654	1.8396316793
2.7300104741	0.934796726	2.0612607006	0.3707221883	1.8632578106
2.9293212296	0.9465902258	2.2777212497	0.5165569976	1.8591353063
3.1286319851	0.9562288522	2.4499300984	0.6715691541	1.8089547432
3.3279427406	0.9641241102	2.5613694886	0.8302112793	1.702962026
3.5257605713	0.9705701305	2.6083684746	0.9877190868	1.5487227173
3.723578402	0.9758569548	2.6102504448	1.1433337018	1.3712546914
3.9213962326	0.9801846403	2.5847702505	1.2959071237	1.1910946128
4.1192140633	0.9837348979	2.545318896	1.444775005	1.0216616979
4.3105209386	0.9865696305	2.5018268121	1.584957288	0.8739681193
4.501827814	0.9889099104	2.4562876411	1.7212768138	0.7435371382
4.6931346893	0.9908388403	2.4104520298	1.8536467688	0.6302959977
4.8844415647	0.9924316585	2.3651179253	1.982003057	0.5330319132
5.1448057659	0.9941733017	2.3044897234	2.1501678066	0.4227583144
5.4051699672	0.9955138168	2.2453026085	2.3107415807	0.334639573
5.6655341685	0.9965368648	2.1876038603	2.4636449592	0.2650916121
5.9258983698	0.997324383	2.1313869976	2.6087843095	0.2101076006
6.1345994137	0.9978290678	2.0873668432	2.7194562866	0.1741841517
6.3433004576	0.9982384687	2.0442551593	2.8250451264	0.1444993283
6.5520015015	0.998569722	2.0020336207	2.9255116805	0.1200445275
6.7607025455	0.9988385035	1.9606840393	3.0208177003	0.0998632771
6.9663918623	0.9990547224	1.9207668286	3.1096648103	0.0833689711
7.1720811791	0.9992306543	1.8816622679	3.1934375317	0.0697280293
7.377770496	0.999373465	1.8433538258	3.2721129658	0.0584708332
7.5834598128	0.9994896954	1.8058252956	3.345673699	0.0491594815
7.7893548359	0.9995847775	1.7690244063	3.4141750103	0.0414212666
7.9952498589	0.9996621273	1.7329734824	3.4775390158	0.0350205986
8.2011448819	0.9997249013	1.6976572429	3.5357730039	0.0297356909
8.407039905	0.9997759811	1.6630607119	3.5888940198	0.025360866
8.6151959748	0.9998181364	1.6288008977	3.6374290386	0.0216887905
8.8233520447	0.9998523517	1.5952468526	3.6808070787	0.0186541624
9.0315081146	0.9998800521	1.5623840395	3.7190813517	0.016151045
9.2396641844	0.9999025408	1.530198215	3.7523179833	0.0140813329
9.4526109776	0.9999212621	1.4979576268	3.7811893296	0.0123278347
9.6655577708	0.9999363837	1.4663963347	3.8049706932	0.010885376
9.8785045639	0.9999485629	1.4355000282	3.8237753952	0.0097025132
10.0914513571	0.9999584029	1.4052546925	3.8377306616	0.0087315715
10.3132573556	0.999966693	1.3744284337	3.8472619498	0.0079032974
