NON $ % + - . 0
#NON	d	a	f	e	c	b
0.0	0.8532414920700506	0.9429689262078779	0.7174440802463047	0.06766039200731722	0.7719786468430873	0.29259936590318547
0.5050505050505051	0.3706718659154566	0.47634836523292007	0.4282342890860355	0.14972544512412223	0.40700887737436775	0.2193300883904833
1.0101010101010102	0.18017896912385445	0.24683955378054365	0.3056023447533157	0.1852367386376376	0.25508924100467123	0.18856082993967274
1.5151515151515151	0.09881578060913333	0.13209299072395672	0.25226721534507895	0.1969259291664879	0.19080942323480496	0.17262490263326186
2.0202020202020203	0.06072473826854085	0.07370551384208629	0.2283418655519697	0.1987141385512152	0.16301343282926234	0.16467063170741167
2.5252525252525255	0.04101061724489628	0.04331432186073703	0.21754110687265232	0.19747048052422436	0.1509036051745637	0.16149872866453402
3.0303030303030303	0.029776454876096443	0.027030215634861264	0.21289923975245592	0.1959568543347713	0.14578678243765833	0.1609625295275204
3.5353535353535355	0.022856082777111313	0.01800189220746474	0.21121252068308485	0.19500461158885318	0.1438560274119999	0.16170003616938702
4.040404040404041	0.018356212510104653	0.012807991456122686	0.21091924155448916	0.19468212516142128	0.1433692459730187	0.16293438800663185
4.545454545454546	0.015329390001641675	0.00970710510112889	0.2112375009835851	0.19482298591367808	0.14350615181196863	0.16425934598518097
5.050505050505051	0.013251626365228633	0.0077901230573086825	0.21177703689900335	0.19523469683193587	0.14387719753653014	0.16548196825745023
5.555555555555556	0.011807740433538227	0.0065677764139165885	0.21234945544179853	0.19576571920671818	0.14430049045065846	0.16652583983139924
6.0606060606060606	0.01079656935350271	0.005767687030403698	0.21287094502566278	0.19631590472335494	0.14469599771397446	0.1673753991592974
6.565656565656566	0.010084792549261248	0.0052327397376981	0.2133111710247705	0.19682780380956902	0.1450337145707755	0.1680445667293286
7.070707070707071	0.009581950561024339	0.004869041072454068	0.2136661170190121	0.19727407211684822	0.14530765259609393	0.16855931936640184
7.575757575757576	0.009225795347952934	0.004618590191275677	0.21394365473816201	0.19764642113683775	0.1455226056431064	0.16894835997988011
8.080808080808081	0.008973062227811779	0.0044444626239571045	0.214155974972588	0.19794742304065843	0.14568741791454967	0.1692384740691192
8.585858585858587	0.008793471161817073	0.004322538549438832	0.21431580169610387	0.19818502011040562	0.14581167243321164	0.1694525984298322
9.090909090909092	0.008665731567591435	0.004236727661293541	0.21443464690527106	0.19836913149419577	0.14590416777314946	0.1696093902699735
9.595959595959597	0.00857479847557932	0.00417610016189588	0.21452219453043309	0.1985097183715687	0.1459723598129926	0.1697235063340389
10.101010101010102	0.008510038043526189	0.004133156677098041	0.214586217129265	0.19861581093023029	0.14602225862511287	0.16980617109112167
10.606060606060607	0.00846390295239005	0.0041026787149308925	0.21463277327081834	0.19869510139963323	0.1460585611939559	0.16986582945947182
11.111111111111112	0.008431025127808462	0.0040810209894656104	0.21466647327766322	0.19875389543509148	0.14608484900166058	0.16990876707174898
11.616161616161618	0.008407600602389664	0.00406561408893615	0.21469078933440652	0.19879719990965017	0.14610382187405818	0.16993959215972917
12.121212121212121	0.008390901682119584	0.004054642880563746	0.21470829085740492	0.19882892254953616	0.14611748022014598	0.1699616908667034
12.626262626262626	0.008378975878435412	0.004046830534903852	0.21472084011560988	0.19885206651581616	0.14612727692229843	0.16997752963815144
13.131313131313131	0.008370497295311008	0.0040412640805284105	0.21472985986744622	0.19886887825892594	0.14613431770587856	0.16998884947676432
13.636363636363637	0.00836444077326239	0.004037297319819084	0.21473630802081115	0.19888105771824333	0.14613935228039066	0.1699969449173338
14.141414141414142	0.008360123218389954	0.00403447001525964	0.21474092088600555	0.19888985610856316	0.14614295417766734	0.17000272783886117
14.646464646464647	0.00835704396311614	0.004032453693362007	0.21474421998978357	0.19889620071493344	0.14614553037470263	0.17000685881752922
15.151515151515152	0.008354846721479254	0.004031015078466187	0.21474657877574307	0.19890076923861819	0.1461473723861296	0.17000980975708155
15.656565656565657	0.008353288503357235	0.004029994950147475	0.21474825420321364	0.19890403475059742	0.14614868080259708	0.17001190421580395
16.161616161616163	0.008352172579460086	0.004029264413881259	0.21474945514117896	0.19890638666797933	0.1461496186961647	0.17001340510862645
16.666666666666668	0.00835137622049529	0.004028743106944518	0.21475031281486612	0.19890807356159712	0.14615028852839856	0.17001447675185688
17.171717171717173	0.008350809072324472	0.0040283718813965	0.21475092420407935	0.19890928045147074	0.14615076601911806	0.17001524001553564
17.67676767676768	0.008350405760406332	0.004028107911099987	0.2147513595610566	0.1989101416052868	0.14615110601684123	0.17001578228052297
18.181818181818183	0.00835011583167885	0.0040279181425864514	0.21475167327979133	0.19891076163751464	0.14615135098899087	0.1700161710417343
18.68686868686869	0.008349908555494693	0.004027782451295323	0.2147518987301806	0.19891120578354848	0.1461515269891576	0.17001644751286038
19.191919191919194	0.008349756045742318	0.004027682622245173	0.2147520658825919	0.19891153306478349	0.1461516574247856	0.17001664916926906
19.6969696969697	0.008349656711731917	0.004027617614480425	0.2147521765628903	0.19891174703486547	0.1461517437180469	0.17001677811766777
20.202020202020204	0.00834958215511951	0.004027568835492142	0.21475225423824615	0.1989119087451731	0.1461518045112052	0.17001688271947313
20.70707070707071	0.008349529317121362	0.004027534225053152	0.2147523046931564	0.19891202459206875	0.14615184421560276	0.17001696390945026
21.212121212121215	0.00834949163038424	0.004027509565282038	0.21475234562095316	0.19891210609753757	0.1461518761717379	0.17001701429588825
21.71717171717172	0.00834946476548564	0.0040274919835972065	0.2147523746334055	0.19891216427375466	0.146151898831598	0.17001705047903756
22.222222222222225	0.008349445603807735	0.0040274794426359605	0.214752395332155	0.19891220578643642	0.14615191499786762	0.1700170762842802
22.72727272727273	0.008349431837506	0.004027470432533863	0.2147524101916662	0.19891223562362761	0.14615192660402787	0.17001709484241515
23.232323232323235	0.008349422051371532	0.004027464027159207	0.21475242074067644	0.198912256845862	0.14615193484406253	0.17001710805854434
23.73737373737374	0.008349415263017832	0.004027459583418891	0.2147524280148613	0.19891227158402217	0.14615194052799807	0.17001711729455665
24.242424242424242	0.008349410522791742	0.0040274564795596	0.2147524330006826	0.19891228190151716	0.14615194442804402	0.1700171238894427
24.747474747474747	0.008349407090763816	0.004027454230220865	0.21475243631722699	0.19891228944271444	0.14615194703578566	0.17001712911522518
25.252525252525253	0.00834940463392715	0.004027452617707296	0.21475243832522264	0.1989122949276852	0.14615194863294362	0.17001713341684002
25.757575757575758	0.008349402668340535	0.004027451329076423	0.21475244012294273	0.19891229926873183	0.14615195005156575	0.17001713656350687
26.262626262626263	0.00834940111366577	0.0040274503127128115	0.2147524419781668	0.1989123025978815	0.14615195149267515	0.17001713838770946
26.767676767676768	0.008349400041168303	0.0040274496141909375	0.21475244359938878	0.19891230481028266	0.14615195273823087	0.17001713911964075
27.272727272727273	0.008349399318241184	0.004027449145114276	0.21475244492072285	0.19891230624513503	0.14615195374610523	0.17001713926043424
27.77777777777778	0.008349398669457397	0.00402744872188165	0.214752445805323	0.19891230760696282	0.1461519544287984	0.17001713985095343
28.282828282828284	0.008349398283186128	0.004027448470061005	0.2147524463467805	0.19891230841393007	0.14615195484615295	0.1700171401793342
28.78787878787879	0.00834939759630316	0.004027448022532393	0.21475244734342488	0.19891230984052283	0.1461519556132036	0.170017140711065
29.292929292929294	0.008349397681518229	0.004027448077992429	0.2147524472060415	0.19891230966676968	0.14615195550793014	0.17001714066592463
29.7979797979798	0.0083493977667333	0.004027448133452464	0.21475244706865812	0.19891230949301653	0.14615195540265669	0.1700171406207843
30.303030303030305	0.00834939785194837	0.0040274481889125	0.21475244693127474	0.1989123093192634	0.14615195529738323	0.17001714057564393
30.80808080808081	0.008349397882296562	0.004027448208709656	0.21475244688900533	0.19891230925575543	0.14615195526479377	0.17001714054934272
31.313131313131315	0.008349397902095435	0.004027448221649867	0.2147524468650236	0.19891230921344444	0.14615195524617935	0.17001714052666367
31.81818181818182	0.008349397921894307	0.004027448234590078	0.21475244684104186	0.19891230917113345	0.14615195522756494	0.17001714050398464
32.323232323232325	0.00834939794169318	0.004027448247530289	0.21475244681706016	0.19891230912882246	0.14615195520895055	0.17001714048130562
32.82828282828283	0.008349397961492052	0.0040274482604705	0.21475244679307842	0.19891230908651147	0.14615195519033614	0.17001714045862656
33.333333333333336	0.008349397981290925	0.004027448273410711	0.2147524467690967	0.19891230904420049	0.14615195517172172	0.17001714043594754
33.83838383838384	0.008349398001089796	0.004027448286350922	0.21475244674511498	0.1989123090018895	0.1461519551531073	0.1700171404132685
34.343434343434346	0.008349398020888668	0.004027448299291133	0.21475244672113325	0.1989123089595785	0.1461519551344929	0.1700171403905895
34.84848484848485	0.008349398040687541	0.0040274483122313435	0.21475244669715152	0.19891230891726752	0.14615195511587847	0.17001714036791044
35.35353535353536	0.008349398058153296	0.0040274483236471615	0.21475244667606627	0.19891230887992503	0.14615195509950948	0.17001714034779564
35.85858585858586	0.008349398062776354	0.004027448326671925	0.21475244667092477	0.1989123088699318	0.1461519550955004	0.1700171403417958
36.36363636363637	0.008349398067399413	0.0040274483296966895	0.21475244666578328	0.19891230885993857	0.14615195509149137	0.17001714033579593
36.86868686868687	0.008349398072022472	0.004027448332721453	0.21475244666064178	0.19891230884994537	0.1461519550874823	0.17001714032979606
37.37373737373738	0.008349398076645531	0.004027448335746217	0.21475244665550028	0.19891230883995215	0.14615195508347323	0.17001714032379622
37.87878787878788	0.00834939808126859	0.00402744833877098	0.21475244665035878	0.19891230882995892	0.14615195507946416	0.17001714031779636
38.38383838383839	0.008349398085891647	0.004027448341795745	0.21475244664521725	0.1989123088199657	0.14615195507545511	0.1700171403117965
38.88888888888889	0.008349398090514706	0.004027448344820508	0.21475244664007576	0.19891230880997246	0.14615195507144604	0.17001714030579665
39.3939393939394	0.008349398095137765	0.004027448347845272	0.21475244663493426	0.19891230879997923	0.14615195506743697	0.17001714029979678
39.8989898989899	0.008349398099760824	0.004027448350870036	0.21475244662979276	0.198912308789986	0.14615195506342793	0.17001714029379694
40.40404040404041	0.008349398102288665	0.004027448352523961	0.21475244662698326	0.19891230878452132	0.14615195506123718	0.1700171402905134
40.909090909090914	0.008349398102441861	0.004027448352624223	0.21475244662681683	0.19891230878418914	0.1461519550611072	0.17001714029030854
41.41414141414142	0.008349398102595058	0.0040274483527244845	0.21475244662665038	0.198912308783857	0.14615195506097725	0.17001714029010367
41.919191919191924	0.008349398102748257	0.004027448352824745	0.21475244662648393	0.1989123087835248	0.1461519550608473	0.1700171402898988
42.42424242424243	0.008349398102901454	0.004027448352925007	0.21475244662631748	0.19891230878319266	0.14615195506071735	0.17001714028969395
42.929292929292934	0.00834939810305465	0.004027448353025269	0.21475244662615103	0.1989123087828605	0.1461519550605874	0.17001714028948908
43.43434343434344	0.008349398103207848	0.004027448353125531	0.21475244662598458	0.19891230878252833	0.14615195506045744	0.1700171402892842
43.939393939393945	0.008349398103361045	0.004027448353225793	0.21475244662581813	0.19891230878219618	0.14615195506032747	0.17001714028907933
44.44444444444445	0.008349398103514242	0.0040274483533260545	0.21475244662565168	0.198912308781864	0.1461519550601975	0.17001714028887446
44.949494949494955	0.008349398103667438	0.004027448353426316	0.21475244662548523	0.19891230878153185	0.14615195506006756	0.1700171402886696
45.45454545454546	0.008349398103820635	0.004027448353526578	0.21475244662531878	0.19891230878119967	0.1461519550599376	0.17001714028846474
45.959595959595966	0.008349398103973832	0.00402744835362684	0.21475244662515236	0.19891230878086752	0.14615195505980766	0.17001714028825987
46.46464646464647	0.008349398104127029	0.004027448353727102	0.2147524466249859	0.19891230878053534	0.14615195505967768	0.170017140288055
46.969696969696976	0.008349398104280226	0.0040274483538273636	0.21475244662481946	0.1989123087802032	0.14615195505954773	0.17001714028785014
47.47474747474748	0.008349398104433423	0.004027448353927625	0.214752446624653	0.198912308779871	0.14615195505941778	0.17001714028764525
47.979797979797986	0.00834939810458662	0.004027448354027887	0.21475244662448656	0.19891230877953886	0.14615195505928782	0.1700171402874404
48.484848484848484	0.008349398104739817	0.004027448354128149	0.2147524466243201	0.19891230877920668	0.14615195505915787	0.17001714028723552
48.98989898989899	0.008349398104893014	0.004027448354228411	0.21475244662415366	0.19891230877887453	0.14615195505902792	0.17001714028703066
49.494949494949495	0.00834939810504621	0.004027448354328673	0.2147524466239872	0.19891230877854235	0.14615195505889794	0.1700171402868258
50.0	0.008349398105199407	0.004027448354428934	0.21475244662382076	0.1989123087782102	0.146151955058768	0.17001714028662093
