NON $ % + - . 0 1 2 3 4 5 6 7
#NON	i	c	h	j	d	f	e	l	b	g	a	k	m
0.0	0.33957527858077263	0.45167911891099777	0.5569913553958452	0.4917943024031235	0.27377860375108143	0.5299163968534383	0.5602608004549416	0.6097861204378914	0.6335231107875596	0.08550935602213372	0.5428450532016493	0.905948897030274	0.921170275264557
0.5050505050505051	0.21886457322244732	0.15914290497523986	0.29217615015810755	0.1767060117937431	0.20495706717948306	0.24363648887002742	0.3248382904106856	0.3875857720426106	0.43501149949230333	0.18629403368253414	0.3827199117722099	0.40643649448025626	0.42309659977591413
1.0101010101010102	0.176500857003161	0.07542028256498244	0.2037647977594337	0.08403344440175826	0.16703993202442927	0.1721932064031515	0.22171161374087106	0.2692960277836759	0.32069221344752286	0.2266851405785023	0.30560755493076464	0.25079550614472856	0.26373617699096624
1.5151515151515151	0.15818391372334675	0.04896664677751123	0.17222424928330007	0.053954226067067484	0.14526172853576458	0.15118885499229484	0.17483306983246819	0.20552294283699218	0.2520768292549167	0.23708759983573074	0.2688153296693149	0.1941610642379437	0.20883567976885054
2.0202020202020203	0.14844720975867587	0.039714709334206476	0.15954003678030076	0.04316790033359679	0.13222140422329903	0.1429405035957992	0.1524135652600487	0.17059102233966428	0.20948357624848415	0.2342875028402449	0.2517730144687056	0.16842127839329282	0.1887730207534473
2.5252525252525255	0.14251227122522175	0.036099762449566676	0.15353704447814603	0.03884938540652157	0.12412557374093593	0.13859309182948457	0.1410073123361932	0.15110360067317116	0.1823259753735856	0.22681354529893802	0.24385196266451023	0.15402214796953495	0.18087080484655743
3.0303030303030303	0.13865115483457838	0.03449383071219185	0.15022095222142268	0.036885537066675335	0.11896231882361856	0.1358829424837298	0.13481389400743135	0.1400209621051099	0.16464125062625468	0.2186256546016884	0.23998576231454447	0.1448571246680404	0.17738948009968108
3.5353535353535355	0.13607792352552261	0.03367845743012976	0.1481877157738946	0.035869066476043654	0.11560984254797607	0.13408667078853412	0.13124506887294396	0.1335964728851026	0.15293566783125356	0.21133310349881435	0.23793997391376642	0.13866649888216667	0.17563230537157937
4.040404040404041	0.1343515486442987	0.033215097137399466	0.14687190161905403	0.03528399948118552	0.11340871592566486	0.132877815576413	0.1290876214707682	0.1298030721172425	0.14509105832479546	0.2054153051013625	0.23676124324414657	0.13439067064843904	0.17463010664501827
4.545454545454546	0.13319270987825538	0.03293076199023682	0.14600047618044693	0.03492250236634933	0.11195385121733198	0.13206350439296308	0.1277368523961301	0.1275240808996671	0.13978499121629978	0.20085550461950985	0.23603510791949509	0.1314172206788414	0.17400922303311092
5.050505050505051	0.1324157200495719	0.03274839218244716	0.1454185488089856	0.03468993287540676	0.11098844856157548	0.1315161933864535	0.12687072001107538	0.12613285837696242	0.13617133638710321	0.19745296184509736	0.23556847483803997	0.12934694004389788	0.17360691260133268
5.555555555555556	0.1318954322538784	0.032628742380510195	0.14502908627929362	0.034537186170343584	0.11034635451706543	0.13114917362054002	0.12630669072655043	0.12527121930752488	0.13369788134011762	0.19496701521777834	0.23526170713632263	0.12790617343615177	0.17334077781616455
6.0606060606060606	0.13154739911292743	0.03254940199004854	0.1447684243425029	0.03443588081261986	0.10991870879213814	0.13090346548868648	0.12593580974200536	0.12473069108511024	0.1319985984762754	0.19317676538760734	0.23505785386527353	0.1269042671069962	0.17316326790839978
6.565656565656566	0.13131476391020172	0.03249654694651272	0.14459406585018952	0.03436840268503554	0.10963365565963333	0.1307391534990066	0.1256904746091186	0.12438780691065138	0.13082799214294202	0.19190046041309444	0.2349217850755381	0.12620797986932475	0.17304455583443612
