NON $ % + - .
#NON	a	c	b	d	e
0.0	0.5907248132693813	0.587688047637096	0.4675158163785188	0.18627156760484798	0.2818356096376984
0.5050505050505051	0.31752323091396345	0.4369336256550173	0.2604502574093019	0.18685619847981225	0.23381304912274076
1.0101010101010102	0.21195290960331267	0.34576871026205913	0.1513937543692548	0.15459875112102686	0.18774888392043626
1.5151515151515151	0.15917165326485147	0.28269877302572755	0.09237752119694885	0.12246975870065775	0.14969614153071895
2.0202020202020203	0.12661473882810487	0.23580692095937975	0.059487931856842986	0.09693136404489827	0.11993331381945786
2.5252525252525255	0.10417214332813556	0.2000048050386385	0.0405352289788157	0.07795033271369076	0.09733821401427584
3.0303030303030303	0.08799120676625564	0.1725390719723352	0.029207891117020764	0.06416506146100703	0.08048698580919779
3.5353535353535355	0.07612408910003399	0.1515185919003565	0.022179849484991337	0.05420738175435455	0.06803535440169023
4.040404040404041	0.06734757825515533	0.13547796950563423	0.017658739748299557	0.04699211973419174	0.0588600731631394
4.545454545454546	0.06081429745630907	0.12325345518641138	0.014652045307250377	0.0417254854495778	0.05208637384889755
5.050505050505051	0.05591955930213456	0.11393227933009725	0.012592925343033674	0.037846124984094405	0.047061635941122684
5.555555555555556	0.05222889347371788	0.10681146865568941	0.011146808229882538	0.03496179611632543	0.04331075188395363
6.0606060606060606	0.04942919016691216	0.10135714599796156	0.010109548551369809	0.03279843381172087	0.04049182165458029
6.565656565656566	0.047293684501805947	0.09716697159396119	0.009352474234791795	0.03116317542510634	0.038359383060993305
7.070707070707071	0.04565703006742356	0.09393860886706304	0.008792020419132268	0.029918885559552005	0.036736650787206906
7.575757575757576	0.04439767630540764	0.09144471486539353	0.008372344613221306	0.028966864534999075	0.035495410323135704
8.080808080808081	0.04342538478747945	0.08951364357542936	0.008055179719879324	0.028235132467405943	0.03454178211166698
8.585858585858587	0.04267265419281172	0.08801535859757369	0.007813724698895916	0.027670630492802824	0.03380643720316921
9.090909090909092	0.04208865847209607	0.086850984149398	0.007628836767983683	0.027233880129774297	0.033237748135437506
9.595959595959597	0.04163475592837244	0.08594484512151984	0.007486609303468948	0.026895158288334785	0.03279687332892296
10.101010101010102	0.04128147807303838	0.08523890220849045	0.007376803003775767	0.026631976074761945	0.032454433442994104
10.606060606060607	0.041006201723028254	0.0846884176507513	0.007291780826244548	0.02642717658144636	0.032188032055825926
11.111111111111112	0.04079152040787787	0.08425886082709502	0.007225801858858078	0.02626762578130378	0.03198053647905543
11.616161616161618	0.04062397089255432	0.08392346639311397	0.007174509537693092	0.026143204966992586	0.03181875986968392
12.121212121212121	0.0404931576362978	0.08366150883399201	0.007134582522352875	0.026046128553893332	0.031692550418554837
12.626262626262626	0.040390959974061	0.08345680480981238	0.007103463041137588	0.025970323468936695	0.03159401051787083
13.131313131313131	0.0403110962898466	0.08329680271687742	0.007079189933937737	0.025911108595118	0.03151704310973564
13.636363636363637	0.040248669691288846	0.08317171493829485	0.007060244470139172	0.025864836767218524	0.03145690374767661
14.141414141414142	0.04019986360887681	0.08307390685588606	0.007045449502684424	0.02582866950762328	0.03140989993703961
14.646464646464647	0.04016169908845806	0.08299741701176479	0.007033890708322058	0.025800393421859226	0.03137315334234398
15.151515151515152	0.040131849299931535	0.08293758686640679	0.007024856378521892	0.025778280984578957	0.031344417731595256
15.656565656565657	0.04010850317324828	0.08289079021854032	0.007017794677903965	0.02576098846451214	0.031321946652039676
16.161616161616163	0.040090242513113	0.08285418618169266	0.007012273742342407	0.0257474638435801	0.03130437261739058
16.666666666666668	0.04007596098433902	0.08282555436691193	0.007007956129184671	0.02573688727559545	0.031290627946808876
17.171717171717173	0.04006478702801841	0.08280315238618008	0.007004579218667738	0.025728613089931022	0.03127987518957628
17.67676767676768	0.04005603917348841	0.08278562250486102	0.007001938991506044	0.025722134866880145	0.03127146107976631
18.181818181818183	0.040049192698432254	0.08277190726068683	0.006999874289311052	0.02571706256196078	0.03126487741698683
18.68686868686869	0.04004385163237531	0.0827611888316315	0.00699825762131347	0.025713106917675185	0.031259733797554624
19.191919191919194	0.040039671031259466	0.08275280182982488	0.006996993044210223	0.025710013667936293	0.03125570961826259
19.6969696969697	0.0400363964669006	0.08274623694340938	0.006996004193674869	0.025707589609542822	0.03125255932783864
20.202020202020204	0.04003383406188593	0.08274109983005347	0.006995230508489444	0.02570569244076365	0.03125009417818425
20.70707070707071	0.040031830272599635	0.08273708248147858	0.006994625479849468	0.025704208821453696	0.031248166400243704
21.212121212121215	0.04003026436715486	0.08273394291576315	0.006994152644778889	0.025703049430488255	0.031246659864348682
21.71717171717172	0.04002903765517303	0.0827314831184583	0.006993782131784654	0.02570214125740497	0.031245479556550344
22.222222222222225	0.04002807769667161	0.08272955808373308	0.006993492148406873	0.025701430599120126	0.031244555867387357
22.72727272727273	0.04002732640265876	0.08272805190119283	0.00699326535901789	0.02570087429704801	0.03124383312127149
23.232323232323235	0.04002673837188654	0.08272687447472706	0.006993088388215147	0.025700438524205796	0.031243267995623235
23.73737373737374	0.04002627620330561	0.08272594995936154	0.006992949619392813	0.02570009582425484	0.03124282417659783
24.242424242424242	0.04002591814337608	0.08272522950421991	0.006992840577929004	0.025699831353021944	0.031242478718173452
