NON $ % + - .
#NON	a	c	b	d	e
24.747474747474747	0.040025636292622284	0.08272466423636365	0.006992755416930701	0.025699622725041185	0.03124220749852248
25.252525252525253	0.04002541513105809	0.0827242208598182	0.006992688658476775	0.025699458974076116	0.03124199474667809
25.757575757575758	0.04002524268239308	0.08272387544658916	0.006992636714384359	0.02569933122048767	0.03124182897382879
26.262626262626263	0.04002510706676617	0.08272360347837869	0.0069925957468162025	0.025699230827255757	0.031241698479914506
26.767676767676768	0.040025004359128896	0.08272339626876563	0.006992564279592149	0.025699155068318002	0.03124159917199108
27.272727272727273	0.040024925992221246	0.08272323599385664	0.006992539495313132	0.025699097743597455	0.03124152255697435
27.77777777777778	0.040024866296443605	0.08272311592130355	0.006992521335107476	0.025699053630932386	0.03124146497761398
28.282828282828284	0.040024816498842944	0.0827230176626404	0.006992506865094735	0.025699016411878942	0.031241417683958432
28.78787878787879	0.04002477523200066	0.08272293730396578	0.006992495254522935	0.025698985332830417	0.031241378905938363
29.292929292929294	0.0400247410482204	0.0827228707945309	0.006992485656995647	0.025698959575421818	0.031241346805599337
29.7979797979798	0.0400247145423291	0.08272281852179089	0.006992477965146928	0.025698939757749468	0.031241321643048485
30.303030303030305	0.040024694469318514	0.08272277735362381	0.006992471576389392	0.025698925098453028	0.031241301973964967
30.80808080808081	0.040024679361069786	0.08272274578570853	0.0069924665603200925	0.025698914193427406	0.031241286944068476
31.313131313131315	0.04002466809561507	0.08272272163813482	0.006992462602949116	0.02569890619679651	0.031241275500981606
31.81818181818182	0.04002465886662285	0.08272270261177467	0.006992459630208939	0.025698899479557055	0.031241266419720835
32.323232323232325	0.040024651754809876	0.08272268818290027	0.0069924574222783534	0.025698894252262378	0.031241259512045875
32.82828282828283	0.04002464680875818	0.08272267786911307	0.006992455787345702	0.025698890678272416	0.031241254599792122
33.333333333333336	0.04002464238742906	0.08272266933873633	0.006992454571491898	0.02569888733141521	0.03124125047591397
33.83838383838384	0.04002463793712229	0.0827226615458383	0.006992453630455895	0.025698883787505372	0.031241246632612765
34.343434343434346	0.04002463545919068	0.08272265696957831	0.006992453021968846	0.025698881866559338	0.031241244400702122
34.84848484848485	0.04002463341445784	0.08272265320440769	0.006992452523861929	0.025698880278809913	0.03124124256323623
35.35353535353536	0.040024631481498346	0.08272264952485368	0.006992452010236808	0.025698878804087628	0.031241240779561023
35.85858585858586	0.04002463005826535	0.08272264683891044	0.006992451640374175	0.02569887771307324	0.031241239475274706
36.36363636363637	0.04002462902157796	0.08272264487125192	0.006992451366964616	0.025698876920864564	0.031241238520885086
36.86868686868687	0.040024628077629666	0.0827226429591186	0.006992451075058592	0.025698876226137195	0.031241237605156597
37.37373737373738	0.040024626926456607	0.08272264061572218	0.006992450714916202	0.025698875381606923	0.031241236483969915
37.87878787878788	0.04002462650147935	0.08272263967685305	0.006992450555718287	0.0256988750859726	0.03124123604144201
38.38383838383839	0.04002462599475008	0.08272263860324407	0.006992450382198244	0.025698874723484293	0.03124123553159221
38.88888888888889	0.040024625406268804	0.08272263739489526	0.006992450194356073	0.025698874294142	0.03124123495442051
39.3939393939394	0.040024625061625685	0.08272263666048814	0.006992450074853673	0.025698874048486118	0.031241234606015373
39.8989898989899	0.04002462474298251	0.0827226359927804	0.006992449968385567	0.02569887381889098	0.031241234288276902
40.40404040404041	0.04002462444077612	0.08272263537389397	0.0069924498725238236	0.025698873597997753	0.031241233992508444
40.909090909090914	0.0400246241550065	0.08272263480382884	0.006992449787268444	0.025698873385806443	0.031241233718709998
41.41414141414142	0.04002462388567366	0.08272263428258501	0.006992449712619428	0.02569887318231705	0.031241233466881558
41.919191919191924	0.04002462363547057	0.08272263381240379	0.006992449648266692	0.02569887299021291	0.031241233238388295
42.42424242424243	0.040024623442205136	0.08272263342475199	0.006992449589856791	0.02569887284716685	0.031241233052396438
42.929292929292934	0.040024623277646894	0.08272263309613391	0.006992449540640364	0.025698872725049282	0.031241232894594916
43.43434343434344	0.04002462314179585	0.08272263282654958	0.006992449500617406	0.0256988726238602	0.031241232764983737
43.939393939393945	0.040024623034652006	0.08272263261599899	0.006992449469787918	0.02569887254359961	0.031241232663562893
44.44444444444445	0.04002462295621535	0.08272263246448214	0.006992449448151901	0.025698872484267506	0.031241232590332388
44.949494949494955	0.0400246226441869	0.08272263185207278	0.0069924493586397485	0.025698872250365885	0.031241232295267755
45.45454545454546	0.04002462265725693	0.08272263187781885	0.006992449362423379	0.025698872260140535	0.031241232307663312
45.959595959595966	0.04002462267032697	0.08272263190356491	0.0069924493662070104	0.025698872269915185	0.031241232320058866
46.46464646464647	0.040024622683397	0.08272263192931097	0.006992449369990642	0.025698872279689835	0.031241232332454422
46.969696969696976	0.04002462269646703	0.08272263195505702	0.006992449373774273	0.025698872289464485	0.031241232344849976
47.47474747474748	0.04002462270953707	0.08272263198080308	0.006992449377557905	0.025698872299239135	0.031241232357245532
47.979797979797986	0.04002462271936951	0.0827226320001866	0.006992449380409615	0.025698872306589276	0.03124123236657642
48.484848484848484	0.040024622721165505	0.0827226320037769	0.006992449380948094	0.02569887230792126	0.03124123236830012
48.98989898989899	0.0400246227229615	0.08272263200736718	0.006992449381486572	0.025698872309253242	0.031241232370023825
49.494949494949495	0.0400246227247575	0.08272263201095746	0.00699244938202505	0.025698872310585225	0.031241232371747526
50.0	0.040024622726553494	0.08272263201454776	0.006992449382563529	0.025698872311917205	0.03124123237347123
