NON $ % + - . 0 1 2 3 4 5 6 7
#NON	G9	G10	G12	G2	G11	G5	G4	G7	G8	G1	G6	G3	G13
0.0	0.4253702221788622	0.9018001771711214	0.24950996201973452	0.7022046792263212	0.9145722632817218	0.4313653174222267	0.98462776333842	0.09613504410316254	0.025476010857418685	0.22289358206423926	0.05050173841341965	0.25850422623377567	0.4325034934879155
0.5050505050505051	0.603192602474202	0.6294530198468451	0.2817785063560043	0.27417483798728126	0.28568045292625865	0.15692646174021396	0.41975547073146513	0.47097982879911277	0.6114134692887985	0.20713081142647413	0.1008038093183372	0.5370858798036418	0.8130741277775532
1.0101010101010102	0.6279298009156948	0.4887850390080425	0.3100063408378679	0.1902340856772092	0.09853843957209193	0.08646408739610423	0.18687915229756663	0.605361196521869	0.8450530812048911	0.22318287346761004	0.13160703580169536	0.6194037033938801	0.9384290832839057
1.5151515151515151	0.6284936187855948	0.4128876526477415	0.32358119931287094	0.1744341055782491	0.040761422858101595	0.06467852336901184	0.08904176925225284	0.6551846819097853	0.9382156968040455	0.2339368559613318	0.148158524290828	0.6445794890540135	0.9797193508608331
2.0202020202020203	0.6267829839229546	0.37118371108055676	0.32926243556653073	0.1714876439638777	0.021703041468619004	0.05703021463343913	0.04703231054978029	0.6739596611833841	0.9753638218991603	0.23874348752064398	0.1566153726253548	0.6523411629258025	0.9933198227940684
2.5252525252525255	0.6257347546237392	0.3480479853660317	0.33148845689572237	0.17092723548930303	0.014740890323356199	0.05413891012454379	0.028541737845827055	0.6811178988620664	0.9901764491654107	0.24060252326905324	0.16084156270466812	0.6547399844378414	0.9977996384347773
3.0303030303030303	0.6252656267592922	0.3351455282428386	0.33232659794320657	0.1708146743872266	0.011877373120860787	0.05299517900481007	0.020194463871855542	0.6838727687541967	0.9960829111065614	0.2412661142438085	0.1629318277902001	0.6554820694360458	0.9992752313728421
3.5353535353535355	0.6250797049732552	0.3279290662106748	0.33263373189437784	0.17079008052181385	0.010579703489193135	0.05252704485277166	0.016341456761192787	0.684941100707336	0.9984380816683566	0.24148825722443976	0.16396057140984382	0.6557117676161586	0.9997612711601637
4.040404040404041	0.6250105688446668	0.3238863603749943	0.3327440770712678	0.17078436416896978	0.009958332116097902	0.05232971872953762	0.014532571911639945	0.6853579490859387	0.9993771934430915	0.2415574478285719	0.1644656669702074	0.6557829081810248	0.9999213660107471
4.545454545454546	0.6249858115616782	0.321619622712618	0.33278312862889875	0.17078313995447864	0.00965434679625398	0.0522443435855009	0.013673216637812242	0.6855213893259566	0.9997516585586474	0.24157674214317626	0.16471337118023502	0.6558049586216271	0.9999740988230568
