NON $ % + - . 0 1 2 3
#NON	e	h	g	f	d	c	i	b	a
29.292929292929294	0.03206934564083148	0.048636723012781956	0.0016216341207520276	0.012886551034744148	0.0007058207051159332	0.0005145266082424018	0.01204592266926023	0.0004397623847819457	0.00756822799263112
29.7979797979798	0.032069167506497596	0.04863652324041742	0.0016216190521393778	0.012886458200936006	0.0007058146795811759	0.000514520998226006	0.012045845605658299	0.00043975757163053846	0.007568187675011224
30.303030303030305	0.032069023961406734	0.0486363621643449	0.0016216069137259747	0.012886383442456475	0.000705809825887552	0.000514516479768313	0.012045783570061003	0.0004397536936699019	0.007568155198133048
30.80808080808081	0.032068909684486446	0.0486362339050411	0.0016215972498581394	0.012886323922134742	0.0007058059614646359	0.0005145128828059725	0.012045734179867635	0.00043975060632140143	0.0075681293382913175
31.313131313131315	0.03206881750116994	0.04863613042274248	0.0016215894569015705	0.01288627593469719	0.000705802845537222	0.0005145099823270884	0.012045694368799159	0.00043974811644698634	0.007568108488184028
31.81818181818182	0.03206874297816013	0.0486360467555797	0.0016215831596536193	0.01288623716707992	0.0007058003280592079	0.0005145076385634028	0.012045662214979944	0.0004397461042459075	0.007568091644134211
32.323232323232325	0.03206868301269962	0.04863597944731846	0.0016215780929193175	0.012886205973201257	0.0007057983025994452	0.0005145057527059176	0.012045636341229222	0.00043974448532833334	0.007568078092606659
32.82828282828283	0.03206863422592788	0.04863592474467373	0.0016215739689924033	0.012886180572456753	0.000705796654004865	0.0005145042173361866	0.012045615260617551	0.0004397431680313929	0.007568067063502058
33.333333333333336	0.03206859491754196	0.04863588068292719	0.0016215706463001852	0.012886160106067775	0.0007057953257284381	0.0005145029801378459	0.012045598273719248	0.00043974210668793444	0.007568058177963612
33.83838383838384	0.03206856317205117	0.0486358450999815	0.0016215679611296886	0.012886143561628052	0.0007057942519589356	0.0005145019803099388	0.012045584537602525	0.0004397412490383267	0.007568050993930727
34.343434343434346	0.0320685377120066	0.048635816573919695	0.0016215658065811727	0.01288613028318659	0.0007057933902680775	0.0005145011779440358	0.012045573509398718	0.0004397405609430122	0.007568045228716966
34.84848484848485	0.03206851724917951	0.04863579361053107	0.0016215640755612387	0.012886119621535172	0.0007057926979526991	0.0005145005335486285	0.01204556466127522	0.0004397400078785786	0.0075680405959331455
35.35353535353536	0.03206850102101652	0.04863577538302936	0.0016215627024831732	0.0128861111657038	0.0007057921487143402	0.0005145000225234635	0.012045557645324506	0.0004397395691143669	0.007568036919850451
35.85858585858586	0.0320684879982484	0.04863576074743361	0.0016215616012431613	0.012886104386206116	0.0007057917083462898	0.0005144996127525559	0.012045552022720766	0.0004397392171897601	0.007568033972487584
36.36363636363637	0.032068477857688904	0.04863574932539624	0.0016215607445354682	0.012886099116837904	0.0007057913658437196	0.0005144992941830191	0.012045547657763295	0.00043973894328509154	0.007568031679654169
36.86868686868687	0.032068470118165285	0.04863574058628954	0.0016215600912143793	0.012886095101850957	0.0007057911046811777	0.0005144990514277293	0.012045544335862215	0.00043973873430931925	0.007568029930811882
37.37373737373738	0.032068463765066585	0.0486357334458712	0.0016215595546625388	0.012886091798936496	0.0007057908902786503	0.0005144988518505058	0.012045541597536808	0.00043973856290731956	0.007568028495975657
37.87878787878788	0.03206845851358672	0.04863572758014418	0.0016215591108605498	0.012886089061127426	0.0007057907130105414	0.0005144986865306575	0.012045539321705335	0.0004397384213616771	0.007568027310652004
38.38383838383839	0.03206845463834018	0.048635723240805416	0.001621558784187391	0.012886087049040911	0.0007057905826037079	0.0005144985649324573	0.012045537652418007	0.0004397383170920238	0.007568026438712189
38.88888888888889	0.032068451295569254	0.048635719515591015	0.001621558501896688	0.012886085307408332	0.0007057904698267113	0.000514498459694307	0.01204553620411057	0.0004397382270474281	0.007568025685028832
39.3939393939394	0.03206844819524785	0.0486357160743478	0.00162155823920451	0.012886083683914622	0.0007057903647037869	0.0005144983616068258	0.012045534850621131	0.00043973814327276286	0.007568024982597392
39.8989898989899	0.032068445741501965	0.04863571336135471	0.0016215580313723517	0.012886082398565478	0.0007057902815653912	0.0005144982839186251	0.012045533777834802	0.00043973807702930764	0.007568024427480482
40.40404040404041	0.03206844357963961	0.04863571096116242	0.0016215578480967229	0.012886081266661145	0.0007057902081872022	0.0005144982154518834	0.012045532834440896	0.0004397380185298336	0.007568023937189949
40.909090909090914	0.03206844166474366	0.048635708803869714	0.0016215576858950563	0.012886080269797647	0.0007057901432079816	0.0005144981550639426	0.012045532008532405	0.00043973796657412656	0.0075680235021205414
41.41414141414142	0.03206844000287321	0.048635706938551244	0.0016215575447299903	0.012886079400703453	0.0007057900866087789	0.0005144981024413816	0.01204553128675159	0.00043973792138840773	0.007568023123240356
41.919191919191924	0.032068438613369686	0.048635705368650264	0.0016215574267374622	0.012886078675476583	0.0007057900393226196	0.0005144980585421981	0.012045530685894848	0.0004397378835921812	0.007568022806397321
42.42424242424243	0.03206843754288491	0.04863570415252754	0.0016215573361195923	0.01288607811903895	0.0007057900031173689	0.0005144980249236511	0.012045530226024498	0.00043973785460089883	0.007568022563685311
42.929292929292934	0.032068436692823825	0.048635703176622934	0.0016215572641749443	0.012886077678460409	0.0007057899743742729	0.000514497998312221	0.012045529863319407	0.00043973783154764806	0.007568022370682415
43.43434343434344	0.03206843605941608	0.04863570244764013	0.0016215572106704716	0.012886077350777158	0.0007057899530338346	0.0005144979785554199	0.012045529593829695	0.00043973781442405374	0.007568022227356611
43.939393939393945	0.032068435586603924	0.048635701916036535	0.0016215571708023705	0.012886077104628581	0.0007057899371605957	0.0005144979637613319	0.012045529389548828	0.0004397378017467029	0.00756802212115337
44.44444444444445	0.032068435287295034	0.04863570158558577	0.0016215571457238284	0.012886076948766298	0.0007057899272189209	0.0005144979544353056	0.01204552925943607	0.00043973779382910254	0.0075680220548646916
44.949494949494955	0.03206843511755111	0.04863570140131446	0.0016215571316821823	0.012886076861083392	0.0007057899216849298	0.0005144979492080305	0.01204552918601606	0.0004397377894258845	0.007568022018106469
45.45454545454546	0.03206843495522466	0.048635701228272536	0.0016215571181781567	0.012886076776902039	0.0007057899163021977	0.0005144979441270238	0.012045529115222546	0.0004397377851533051	0.007568021982413285
45.959595959595966	0.032068434930656205	0.048635701219800695	0.0016215571163962308	0.012886076763723558	0.0007057899156128884	0.0005144979433397095	0.012045529102068457	0.0004397377846667876	0.007568021978448327
46.46464646464647	0.03206843515537334	0.04863570150542017	0.0016215571359113477	0.012886076879517825	0.0007057899235101724	0.0005144979504112737	0.012045529194030055	0.00043973779109222037	0.007568022032442993
46.969696969696976	0.032068435405269644	0.048635701818367356	0.0016215571575079748	0.01288607700855731	0.0007057899322113984	0.0005144979582486501	0.012045529297181628	0.00043973779815228856	0.007568022091769288
47.47474747474748	0.03206843558701738	0.04863570204315862	0.0016215571732029399	0.012886077103223452	0.0007057899384981518	0.0005144979639444493	0.012045529373481379	0.00043973780323187234	0.007568022134533374
47.979797979797986	0.03206843557884145	0.048635702028244944	0.0016215571725866195	0.012886077101526715	0.0007057899381758184	0.0005144979637151064	0.01204552937353732	0.000439737802918756	0.0075680221321750216
48.484848484848484	0.032068435449490416	0.048635701861486545	0.0016215571615295667	0.012886077037931445	0.0007057899336221079	0.0005144979596841874	0.012045529324377767	0.00043973779916082486	0.007568022100957362
48.98989898989899	0.032068435536064116	0.048635701968064174	0.0016215571688324836	0.012886077082749447	0.0007057899364709104	0.0005144979622940219	0.012045529360650103	0.0004397378014552259	0.007568022120274193
49.494949494949495	0.03206843556075453	0.04863570199930916	0.001621557170778828	0.012886077095136981	0.0007057899371712065	0.0005144979629493106	0.012045529370605915	0.0004397378020179992	0.007568022125008159
50.0	0.03206843550140964	0.04863570192790495	0.00162155716550141	0.012886077063684375	0.0007057899349934779	0.0005144979609824112	0.012045529345036731	0.0004397378002598421	0.007568022110208384
