NON $ % + - . 0 1
#NON	c	b	a	d	f	g	e
8.585858585858587	0.16471915686376523	0.24943946537750275	0.06100545153771686	0.2818953955947713	0.0515870311201474	0.03304173377629841	0.21713120279275236
9.090909090909092	0.1647215059323574	0.2494428683367496	0.06099302078914404	0.28188941182370836	0.05158494365328861	0.03303695719875053	0.21712385767775802
9.595959595959597	0.16472299250239156	0.24944510084159272	0.06098628530285109	0.2818863696243793	0.05158387771625738	0.03303444979281599	0.21712024410210368
10.101010101010102	0.1647239019786431	0.24944650348572087	0.06098265458960837	0.2818848551463105	0.05158334617872206	0.03303314270090599	0.21711851499341628
10.606060606060607	0.16472444391379298	0.24944735699064552	0.06098070807561599	0.2818841190154671	0.05158308290438298	0.03303246700956886	0.21711771606742078
11.111111111111112	0.16472475993019045	0.24944786351552858	0.06097967185774285	0.28188377255070757	0.051582964082554736	0.033032121623636196	0.21711736548608998
11.616161616161618	0.1647249408756674	0.24944815805249082	0.06097912515426186	0.28188361778955173	0.05158290742732971	0.03303194788223182	0.21711722393345723
12.121212121212121	0.16472504230542756	0.24944832541153136	0.0609788380780161	0.2818835513275078	0.0515828817731796	0.03303186129011939	0.21711717386003654
12.626262626262626	0.1647250984946297	0.24944841929655537	0.060978688362811506	0.2818835258079267	0.051582873722918456	0.03303181888578353	0.2171171614975221
13.131313131313131	0.1647251292044444	0.2494484712462549	0.06097861099363205	0.2818835178395624	0.05158287101842969	0.03303179860083627	0.21711716306409204
13.636363636363637	0.1647251456727607	0.24944849945455452	0.06097857162202321	0.28188351685430163	0.05158287054129042	0.03303178924955577	0.2171171684744812
14.141414141414142	0.16472515438941587	0.2494485145769403	0.060978551770291996	0.28188351813657125	0.05158287090646972	0.03303178510717304	0.21711717384286844
14.646464646464647	0.16472515882055447	0.24944852238433105	0.06097854222636932	0.28188351991574984	0.051582871472638805	0.03303178349564621	0.21711717813758857
15.151515151515152	0.1647251610408028	0.2494485263574936	0.060978537653791146	0.28188352138289696	0.0515828719475506	0.033031782930233844	0.217117181089108
15.656565656565657	0.164725162173405	0.24944852840886428	0.06097853534713933	0.28188352236237296	0.05158287227090713	0.03303178273025399	0.21711718291560633
16.161616161616163	0.16472516274764468	0.24944852946306265	0.060978534191138536	0.28188352299199165	0.05158287248729231	0.033031782680276726	0.2171171840262799
16.666666666666668	0.16472516303124343	0.24944852999351108	0.06097853363869672	0.28188352339525163	0.051582872628411776	0.03303178269322283	0.21711718470297328
17.171717171717173	0.164725163220445	0.24944853035109393	0.06097853327689223	0.28188352369904873	0.051582872734699685	0.03303178271605069	0.21711718520270457
17.67676767676768	0.16472516338834584	0.24944853066794545	0.06097853295496382	0.28188352396420735	0.05158287282952334	0.03303178273446602	0.21711718563998825
18.181818181818183	0.1647251634807997	0.24944853084513233	0.06097853278065444	0.2818835241357311	0.051582872889224946	0.03303178275469515	0.21711718591622317
18.68686868686869	0.16472516349780666	0.24944853088265462	0.060978532753964095	0.2818835242136199	0.05158287291380449	0.03303178277673808	0.2171171860314094
19.191919191919194	0.1647251634393667	0.2494485307805123	0.06097853287489279	0.2818835241978738	0.05158287290326198	0.033031782800594815	0.21711718598554688
19.6969696969697	0.16472516343749738	0.24944853078088108	0.06097853288215314	0.2818835242315561	0.051582872913259234	0.03303178281482437	0.21711718603156935
20.202020202020204	0.16472516343831575	0.24944853078491697	0.06097853288238948	0.2818835242562755	0.0515828729210779	0.033031782824096384	0.217117186066242
20.70707070707071	0.16472516342126053	0.2494485307549019	0.06097853291629654	0.28188352424975033	0.051582872918048826	0.033031782830192744	0.21711718605017116
21.212121212121215	0.1647251633863317	0.24944853069083583	0.0609785329838743	0.2818835242119806	0.051582872904172	0.03303178283311346	0.21711718598335686
21.71717171717172	0.16472516333630616	0.24944853060271865	0.06097853308443796	0.2818835241921035	0.05158287289508195	0.03303178285080399	0.21711718593519325
22.222222222222225	0.16472516332485695	0.2494485305798183	0.060978533104342425	0.2818835241618542	0.05158287288489516	0.033031782844684436	0.21711718588847206
22.72727272727273	0.16472516331340772	0.24944853055691796	0.06097853312424689	0.2818835241316049	0.05158287287470838	0.03303178283856488	0.2171171858417509
23.232323232323235	0.16472516330195852	0.2494485305340176	0.06097853314415136	0.2818835241013556	0.051582872864521595	0.03303178283244533	0.21711718579502973
23.73737373737374	0.1647251632905093	0.24944853051111726	0.060978533164055826	0.2818835240711063	0.05158287285433481	0.033031782826325774	0.21711718574830857
24.242424242424242	0.1647251632857696	0.24944853050160423	0.060978533172273586	0.2818835240582749	0.05158287285001092	0.033031782823671495	0.21711718572853816
24.747474747474747	0.16472516328552778	0.24944853050106566	0.060978533172656925	0.28188352405711997	0.05158287284961732	0.033031782823340246	0.2171171857268348
25.252525252525253	0.16472516328528594	0.2494485305005271	0.060978533173040264	0.28188352405596506	0.05158287284922373	0.033031782823009004	0.21711718572513142
25.757575757575758	0.1647251632850441	0.24944853049998852	0.0609785331734236	0.2818835240548102	0.05158287284883014	0.033031782822677755	0.21711718572342803
26.262626262626263	0.1647251632848023	0.24944853049944998	0.06097853317380694	0.2818835240536553	0.051582872848436545	0.033031782822346506	0.21711718572172467
26.767676767676768	0.16472516328456047	0.2494485304989114	0.060978533174190275	0.2818835240525004	0.05158287284804295	0.03303178282201526	0.21711718572002128
27.272727272727273	0.16472516328431863	0.24944853049837284	0.060978533174573614	0.28188352405134554	0.05158287284764936	0.03303178282168401	0.2171171857183179
27.77777777777778	0.1647251632840768	0.2494485304978343	0.06097853317495695	0.2818835240501906	0.05158287284725577	0.03303178282135276	0.21711718571661454
28.282828282828284	0.16472516328383496	0.24944853049729573	0.06097853317534029	0.2818835240490357	0.05158287284686217	0.03303178282102151	0.21711718571491115
28.78787878787879	0.16472516328359316	0.24944853049675716	0.06097853317572363	0.2818835240478808	0.051582872846468585	0.03303178282069026	0.21711718571320776
29.292929292929294	0.16472516328335132	0.24944853049621862	0.060978533176106964	0.28188352404672595	0.05158287284607499	0.03303178282035902	0.2171171857115044
29.7979797979798	0.1647251632831095	0.24944853049568005	0.0609785331764903	0.28188352404557104	0.051582872845681395	0.03303178282002777	0.217117185709801
30.303030303030305	0.16472516328286765	0.24944853049514149	0.06097853317687364	0.28188352404441613	0.05158287284528781	0.03303178281969652	0.21711718570809765
30.80808080808081	0.16472516328262582	0.24944853049460294	0.06097853317725698	0.2818835240432612	0.05158287284489421	0.03303178281936527	0.21711718570639427
31.313131313131315	0.164725163282384	0.24944853049406437	0.06097853317764032	0.28188352404210637	0.05158287284450062	0.033031782819034024	0.21711718570469088
31.81818181818182	0.16472516328214218	0.2494485304935258	0.06097853317802365	0.28188352404095146	0.05158287284410703	0.033031782818702775	0.21711718570298752
32.323232323232325	0.16472516328190034	0.24944853049298726	0.06097853317840699	0.28188352403979655	0.051582872843713434	0.033031782818371526	0.21711718570128413
32.82828282828283	0.1647251632816585	0.2494485304924487	0.06097853317879033	0.2818835240386417	0.05158287284331984	0.03303178281804028	0.21711718569958074
33.333333333333336	0.16472516328141668	0.24944853049191013	0.06097853317917367	0.2818835240374868	0.05158287284292625	0.033031782817709035	0.21711718569787739
33.83838383838384	0.16472516328117484	0.24944853049137158	0.06097853317955701	0.2818835240363319	0.05158287284253266	0.033031782817377786	0.217117185696174
34.343434343434346	0.16472516328093303	0.24944853049083301	0.06097853317994034	0.28188352403517697	0.05158287284213906	0.03303178281704654	0.2171171856944706
34.84848484848485	0.1647251632806912	0.24944853049029445	0.06097853318032368	0.2818835240340221	0.051582872841745474	0.03303178281671529	0.21711718569276725
35.35353535353536	0.16472516328044937	0.2494485304897559	0.06097853318070702	0.2818835240328672	0.05158287284135188	0.03303178281638404	0.21711718569106386
35.85858585858586	0.16472516328020753	0.24944853048921733	0.06097853318109036	0.2818835240317123	0.051582872840958284	0.03303178281605279	0.2171171856893605
36.36363636363637	0.1647251632799657	0.24944853048867877	0.0609785331814737	0.2818835240305574	0.051582872840564696	0.03303178281572154	0.21711718568765712
36.86868686868687	0.1647251632797239	0.24944853048814022	0.06097853318185704	0.28188352402940253	0.0515828728401711	0.0330317828153903	0.21711718568595373
37.37373737373738	0.16472516327948206	0.24944853048760166	0.06097853318224037	0.2818835240282476	0.051582872839777506	0.03303178281505905	0.21711718568425037
37.87878787878788	0.16472516327924022	0.24944853048706309	0.06097853318262371	0.2818835240270927	0.05158287283938392	0.0330317828147278	0.21711718568254698
38.38383838383839	0.1647251632789984	0.24944853048652454	0.06097853318300705	0.28188352402593786	0.051582872838990323	0.03303178281439655	0.2171171856808436
38.88888888888889	0.16472516327875655	0.24944853048598598	0.06097853318339039	0.28188352402478295	0.05158287283859673	0.033031782814065304	0.21711718567914023
39.3939393939394	0.16472516327851475	0.2494485304854474	0.06097853318377373	0.28188352402362804	0.05158287283820314	0.033031782813734055	0.21711718567743685
39.8989898989899	0.1647251632782729	0.24944853048490886	0.06097853318415706	0.28188352402247313	0.051582872837809546	0.033031782813402806	0.2171171856757335
40.40404040404041	0.16472516327803108	0.2494485304843703	0.0609785331845404	0.2818835240213183	0.05158287283741595	0.03303178281307156	0.2171171856740301
40.909090909090914	0.16472516327778924	0.24944853048383173	0.06097853318492374	0.28188352402016337	0.05158287283702236	0.033031782812740315	0.2171171856723267
41.41414141414142	0.1647251632775474	0.24944853048329318	0.06097853318530708	0.28188352401900846	0.05158287283662877	0.033031782812409066	0.21711718567062335
41.919191919191924	0.1647251632773056	0.24944853048275462	0.060978533185690416	0.28188352401785355	0.05158287283623517	0.03303178281207782	0.21711718566891997
42.42424242424243	0.16472516327706377	0.24944853048221605	0.06097853318607375	0.2818835240166987	0.051582872835841585	0.03303178281174657	0.21711718566721658
42.929292929292934	0.16472516327682193	0.2494485304816775	0.06097853318645709	0.2818835240155438	0.05158287283544799	0.03303178281141532	0.21711718566551322
43.43434343434344	0.1647251632765801	0.24944853048113894	0.060978533186840427	0.2818835240143889	0.051582872835054396	0.03303178281108407	0.21711718566380983
43.939393939393945	0.16472516327633827	0.24944853048060037	0.060978533187223766	0.281883524013234	0.05158287283466081	0.03303178281075282	0.21711718566210644
44.44444444444445	0.16472516327609646	0.24944853048006183	0.060978533187607105	0.2818835240120791	0.05158287283426721	0.03303178281042158	0.21711718566040308
44.949494949494955	0.16472516327585462	0.24944853047952326	0.06097853318799044	0.2818835240109242	0.05158287283387362	0.03303178281009033	0.2171171856586997
45.45454545454546	0.1647251632756128	0.2494485304789847	0.060978533188373776	0.2818835240097693	0.05158287283348003	0.03303178280975908	0.21711718565699634
45.959595959595966	0.16472516327537096	0.24944853047844615	0.060978533188757116	0.28188352400861444	0.051582872833086435	0.03303178280942783	0.21711718565529295
46.46464646464647	0.16472516327512912	0.24944853047790758	0.060978533189140455	0.28188352400745953	0.05158287283269284	0.033031782809096584	0.21711718565358956
46.969696969696976	0.1647251632748873	0.249448530477369	0.060978533189523794	0.2818835240063046	0.05158287283229925	0.033031782808765335	0.2171171856518862
47.47474747474748	0.16472516327473924	0.24944853047703813	0.06097853318975798	0.28188352400558675	0.051582872832054545	0.03303178280855832	0.21711718565082827
47.979797979797986	0.1647251632747362	0.24944853047702845	0.06097853318976151	0.28188352400554473	0.051582872832040126	0.03303178280854343	0.21711718565076865
48.484848484848484	0.1647251632747332	0.24944853047701876	0.060978533189765025	0.2818835240055027	0.0515828728320257	0.03303178280852854	0.21711718565070903
48.98989898989899	0.16472516327473016	0.2494485304770091	0.06097853318976855	0.2818835240054607	0.05158287283201128	0.03303178280851365	0.21711718565064944
49.494949494949495	0.1647251632747271	0.2494485304769994	0.06097853318977207	0.28188352400541866	0.051582872831996855	0.03303178280849876	0.21711718565058982
50.0	0.16472516327472408	0.24944853047698973	0.06097853318977559	0.28188352400537664	0.051582872831982436	0.033031782808483866	0.2171171856505302
