NON $ % + -
#NON	d	c	a	b
20.202020202020204	1.972899858362745e-05	0.1410658629652986	0.16282504545354215	9.381087925660208e-09
20.70707070707071	1.8823420600446452e-05	0.14106586296549667	0.16282504545371365	8.690823495659173e-09
21.212121212121215	1.8025503785953625e-05	0.14106586296568321	0.16282504545387516	8.09953281565981e-09
21.71717171717172	1.732056561407055e-05	0.14106586296573634	0.16282504545392118	7.590499236968732e-09
22.222222222222225	1.6696934809743242e-05	0.1410658629657098	0.16282504545389817	7.150498526397873e-09
22.72727272727273	1.614375878164464e-05	0.14106586296559817	0.16282504545380153	6.7684295829625785e-09
23.232323232323235	1.565259832496112e-05	0.14106586296550694	0.16282504545372253	6.436253010587013e-09
23.73737373737374	1.5214820989676784e-05	0.1410658629654215	0.16282504545364856	6.145494776007588e-09
24.242424242424242	1.4824152841044265e-05	0.14106586296540566	0.16282504545363483	5.890974879231146e-09
24.747474747474747	1.4474261429081946e-05	0.14106586296541157	0.16282504545363996	5.666542786889118e-09
25.252525252525253	1.4160314000654569e-05	0.141065862965439	0.16282504545366366	5.468281019810146e-09
25.757575757575758	1.3877452054049e-05	0.1410658629654909	0.16282504545370863	5.291692334536767e-09
26.262626262626263	1.3622558825606528e-05	0.14106586296552048	0.16282504545373425	5.134578891331251e-09
26.767676767676768	1.339255402050197e-05	0.14106586296551984	0.1628250454537337	4.994450360385429e-09
27.272727272727273	1.3184341466339545e-05	0.14106586296552973	0.16282504545374227	4.868497361613812e-09
27.77777777777778	1.2996649741115837e-05	0.14106586296551515	0.16282504545372967	4.756173756494736e-09
28.282828282828284	1.282684406836302e-05	0.14106586296548995	0.16282504545370785	4.655357788739104e-09
28.78787878787879	1.2672948060572547e-05	0.14106586296546825	0.16282504545368903	4.564574244957583e-09
29.292929292929294	1.253421275433695e-05	0.14106586296545642	0.16282504545367882	4.483579897409199e-09
29.7979797979798	1.24081778308758e-05	0.14106586296544227	0.16282504545366655	4.410356918052984e-09
30.303030303030305	1.229396617948959e-05	0.1410658629654359	0.16282504545366105	4.344474103734062e-09
30.80808080808081	1.2190523716222816e-05	0.14106586296544088	0.16282504545366533	4.285283322650508e-09
31.313131313131315	1.2096415864533315e-05	0.14106586296544543	0.16282504545366927	4.231661925325287e-09
31.81818181818182	1.2010870242488238e-05	0.14106586296545096	0.16282504545367407	4.183184769660335e-09
32.323232323232325	1.1932959197839395e-05	0.14106586296545812	0.16282504545368026	4.139226832887656e-09
32.82828282828283	1.1861808428452056e-05	0.1410658629654694	0.16282504545369003	4.0991896696340096e-09
33.333333333333336	1.1796900995683549e-05	0.14106586296547757	0.1628250454536971	4.0627867016873214e-09
33.83838383838384	1.1737746632133843e-05	0.1410658629654782	0.16282504545369766	4.029732892460922e-09
34.343434343434346	1.1683762208466468e-05	0.14106586296547313	0.16282504545369325	3.999658703370881e-09
34.84848484848485	1.1634162693113233e-05	0.1410658629654738	0.16282504545369383	3.972020850658642e-09
35.35353535353536	1.1588863232945335e-05	0.14106586296547224	0.1628250454536925	3.946840606265257e-09
35.85858585858586	1.1547636790963916e-05	0.1410658629654683	0.1628250454536891	3.92401437298347e-09
36.36363636363637	1.1510152599018928e-05	0.14106586296546256	0.16282504545368412	3.903347130931088e-09
36.86868686868687	1.1475586370469872e-05	0.14106586296545773	0.16282504545367993	3.884237285355315e-09
37.37373737373738	1.1444069613491848e-05	0.14106586296545362	0.16282504545367638	3.866848470394936e-09
37.87878787878788	1.1415456148589997e-05	0.14106586296545146	0.16282504545367452	3.851112249592954e-09
38.38383838383839	1.1389561405942536e-05	0.14106586296545182	0.16282504545367485	3.836930287091811e-09
38.88888888888889	1.1365684432813397e-05	0.14106586296545057	0.16282504545367377	3.823831260736807e-09
39.3939393939394	1.1343929664567743e-05	0.14106586296545026	0.1628250454536735	3.811919584561965e-09
39.8989898989899	1.1324150705866749e-05	0.14106586296545096	0.16282504545367407	3.801117290690338e-09
40.40404040404041	1.130621266860459e-05	0.14106586296545265	0.16282504545367557	3.791352469865558e-09
40.909090909090914	1.1289741043914688e-05	0.14106586296545415	0.16282504545367685	3.78238120040367e-09
41.41414141414142	1.1274712000537156e-05	0.14106586296545556	0.16282504545367807	3.774206119804548e-09
41.919191919191924	1.1261001912608707e-05	0.14106586296545645	0.16282504545367885	3.766757001746048e-09
42.42424242424243	1.1248503604411719e-05	0.14106586296545634	0.16282504545367874	3.759973183470934e-09
42.929292929292934	1.123697199473938e-05	0.14106586296545845	0.16282504545368057	3.7537154707997025e-09
43.43434343434344	1.1226398064912007e-05	0.14106586296546042	0.1628250454536823	3.7479795719170015e-09
43.939393939393945	1.1216705419142576e-05	0.14106586296546197	0.16282504545368362	3.7427229160638435e-09
44.44444444444445	1.1207830455730126e-05	0.14106586296546278	0.16282504545368434	3.7379104094328316e-09
44.949494949494955	1.1199724180426848e-05	0.1410658629654625	0.1628250454536841	3.733515470106403e-09
45.45454545454546	1.1192352206438074e-05	0.14106586296546073	0.16282504545368257	3.72952002805683e-09
45.959595959595966	1.1185521077160211e-05	0.1410658629654594	0.16282504545368143	3.7258148401165485e-09
46.46464646464647	1.1179148808442806e-05	0.14106586296545903	0.1628250454536811	3.722354772328301e-09
46.969696969696976	1.1173291763973502e-05	0.1410658629654585	0.16282504545368065	3.719174225531157e-09
47.47474747474748	1.1167930012903274e-05	0.14106586296545787	0.1628250454536801	3.7162639377050473e-09
47.979797979797986	1.1163054466050366e-05	0.14106586296545714	0.16282504545367948	3.7136209972826386e-09
48.484848484848484	1.1158666875900287e-05	0.14106586296545645	0.16282504545367887	3.7112488431493324e-09
48.98989898989899	1.1154708614783793e-05	0.14106586296545576	0.1628250454536783	3.7091138587501173e-09
49.494949494949495	1.1150892288891847e-05	0.14106586296545498	0.16282504545367762	3.70704274983324e-09
50.0	1.1147395817738408e-05	0.14106586296545431	0.16282504545367704	3.7051455487787576e-09
