,,,Slide ID,d,a,b,c
C1,no,Insulin,43.939393939393945,0.2686627692191404,0.03044475770515829,0.21005759132383908,0.12050673076286587
C1,no,Insulin,44.44444444444445,0.26866276922005633,0.030444757705276354,0.2100575913247971,0.12050673076437167
C1,no,Insulin,44.949494949494955,0.2686627692209722,0.030444757705394416,0.21005759132575508,0.12050673076587745
C1,no,Insulin,45.45454545454546,0.26866276922188814,0.03044475770551248,0.2100575913267131,0.12050673076738323
C1,no,Insulin,45.959595959595966,0.2686627692228041,0.030444757705630543,0.21005759132767107,0.12050673076888901
C1,no,Insulin,46.46464646464647,0.26866276922372,0.030444757705748608,0.21005759132862908,0.12050673077039481
C1,no,Insulin,46.969696969696976,0.26866276922463594,0.030444757705866674,0.21005759132958707,0.12050673077190059
C1,no,Insulin,47.47474747474748,0.2686627692255519,0.030444757705984735,0.21005759133054505,0.12050673077340637
C1,no,Insulin,47.979797979797986,0.2686627692264678,0.0304447577061028,0.21005759133150306,0.12050673077491215
C1,no,Insulin,48.484848484848484,0.26866276922738375,0.030444757706220862,0.21005759133246105,0.12050673077641795
C1,no,Insulin,48.98989898989899,0.2686627692282997,0.030444757706338928,0.21005759133341906,0.12050673077792373
C1,no,Insulin,49.494949494949495,0.26866276922921556,0.030444757706456993,0.21005759133437704,0.12050673077942951
C1,no,Insulin,50.0,0.268662769229987,0.030444757706556424,0.21005759133518387,0.12050673078069768
