,,,Slide ID,d,c,a,b,e
,,,Antibody Name,d,c,a,b,e
,,,HUGO ID,d,c,a,b,e
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,19.6969696969697,0.15385129487661345,0.09721458313226904,0.16012330002880776,0.17577935097110295,0.18897949909659265
C1,no,Insulin,20.202020202020204,0.15385129442125284,0.09721458293601097,0.1601232995624141,0.17577935090661512,0.18897949910004355
C1,no,Insulin,20.70707070707071,0.1538512941037316,0.09721458278991366,0.1601232992319303,0.17577935086707058,0.18897949909458425
C1,no,Insulin,21.212121212121215,0.15385129392404973,0.09721458269397706,0.16012329903735628,0.17577935085246935,0.18897949908021475
C1,no,Insulin,21.71717171717172,0.15385129388220717,0.09721458264820121,0.16012329897869204,0.17577935086281143,0.18897949905693504
C1,no,Insulin,22.222222222222225,0.153851293978204,0.09721458265258609,0.16012329905593764,0.17577935089809685,0.18897949902474512
C1,no,Insulin,22.72727272727273,0.15385129404540912,0.09721458265410834,0.16012329910809103,0.17577935092389446,0.18897949900194094
C1,no,Insulin,23.232323232323235,0.15385129402134945,0.09721458263288855,0.16012329907478956,0.17577935092729538,0.18897949899538202
C1,no,Insulin,23.73737373737374,0.15385129403033085,0.09721458262848184,0.16012329907613984,0.17577935093398506,0.18897949899141966
C1,no,Insulin,24.242424242424242,0.15385129407235332,0.0972145826408882,0.16012329911214188,0.1757793509439635,0.18897949899005384
C1,no,Insulin,24.747474747474747,0.15385129414741683,0.09721458267010763,0.1601232991827957,0.17577935095723068,0.1889794989912846
C1,no,Insulin,25.252525252525253,0.15385129426583397,0.09721458269878751,0.1601232992775957,0.175779350990022,0.1889794989855064
C1,no,Insulin,25.757575757575758,0.15385129429130995,0.09721458271532303,0.16012329930808314,0.17577935098990863,0.1889794989886238
C1,no,Insulin,26.262626262626263,0.1538512943167859,0.09721458273185854,0.1601232993385706,0.17577935098979525,0.1889794989917412
C1,no,Insulin,26.767676767676768,0.15385129434226186,0.09721458274839406,0.1601232993690581,0.17577935098968187,0.1889794989948586
C1,no,Insulin,27.272727272727273,0.1538512943677378,0.09721458276492957,0.16012329939954556,0.17577935098956846,0.18897949899797603
C1,no,Insulin,27.77777777777778,0.15385129439321377,0.0972145827814651,0.16012329943003303,0.17577935098945507,0.18897949900109343
C1,no,Insulin,28.282828282828284,0.15385129440541082,0.097214582789429,0.16012329944473336,0.17577935098935657,0.18897949900254676
C1,no,Insulin,28.78787878787879,0.15385129440604875,0.09721458278993145,0.16012329944569123,0.175779350989271,0.18897949900255157
C1,no,Insulin,29.292929292929294,0.1538512944066867,0.0972145827904339,0.1601232994466491,0.17577935098918546,0.18897949900255637
C1,no,Insulin,29.7979797979798,0.15385129440732465,0.09721458279093635,0.16012329944760698,0.1757793509890999,0.18897949900256117
C1,no,Insulin,30.303030303030305,0.15385129440796258,0.0972145827914388,0.16012329944856485,0.17577935098901432,0.18897949900256597
C1,no,Insulin,30.80808080808081,0.15385129440860051,0.09721458279194124,0.16012329944952272,0.17577935098892877,0.18897949900257077
C1,no,Insulin,31.313131313131315,0.15385129440923848,0.09721458279244369,0.1601232994504806,0.1757793509888432,0.18897949900257557
C1,no,Insulin,31.81818181818182,0.1538512944098764,0.09721458279294613,0.16012329945143847,0.17577935098875766,0.18897949900258038
C1,no,Insulin,32.323232323232325,0.15385129441051434,0.09721458279344858,0.16012329945239634,0.1757793509886721,0.18897949900258518
C1,no,Insulin,32.82828282828283,0.15385129441115228,0.09721458279395102,0.1601232994533542,0.17577935098858652,0.18897949900258998
C1,no,Insulin,33.333333333333336,0.15385129441179024,0.09721458279445347,0.16012329945431208,0.17577935098850098,0.18897949900259478
C1,no,Insulin,33.83838383838384,0.15385129441242817,0.09721458279495591,0.16012329945526996,0.1757793509884154,0.18897949900259958
C1,no,Insulin,34.343434343434346,0.1538512944130661,0.09721458279545836,0.16012329945622783,0.17577935098832984,0.18897949900260438
C1,no,Insulin,34.84848484848485,0.15385129441370404,0.0972145827959608,0.1601232994571857,0.1757793509882443,0.18897949900260919
C1,no,Insulin,35.35353535353536,0.153851294414342,0.09721458279646325,0.16012329945814358,0.17577935098815872,0.188979499002614
C1,no,Insulin,35.85858585858586,0.15385129441497994,0.0972145827969657,0.16012329945910148,0.17577935098807318,0.1889794990026188
C1,no,Insulin,36.36363636363637,0.15385129441561787,0.09721458279746814,0.16012329946005935,0.1757793509879876,0.1889794990026236
C1,no,Insulin,36.86868686868687,0.15385129441625583,0.0972145827979706,0.16012329946101722,0.17577935098790204,0.1889794990026284
C1,no,Insulin,37.37373737373738,0.15385129441689377,0.09721458279847305,0.1601232994619751,0.1757793509878165,0.1889794990026332
C1,no,Insulin,37.87878787878788,0.1538512944175317,0.09721458279897549,0.16012329946293297,0.17577935098773093,0.188979499002638
C1,no,Insulin,38.38383838383839,0.15385129441816964,0.09721458279947794,0.16012329946389084,0.17577935098764536,0.1889794990026428
C1,no,Insulin,38.88888888888889,0.1538512944188076,0.09721458279998038,0.1601232994648487,0.1757793509875598,0.1889794990026476
C1,no,Insulin,39.3939393939394,0.15385129441944553,0.09721458280048283,0.16012329946580658,0.17577935098747424,0.1889794990026524
C1,no,Insulin,39.8989898989899,0.15385129442008347,0.09721458280098527,0.16012329946676446,0.1757793509873887,0.1889794990026572
C1,no,Insulin,40.40404040404041,0.1538512944207214,0.09721458280148772,0.16012329946772233,0.17577935098730313,0.188979499002662
C1,no,Insulin,40.909090909090914,0.15385129442135936,0.09721458280199016,0.1601232994686802,0.17577935098721756,0.1889794990026668
C1,no,Insulin,41.41414141414142,0.1538512944219973,0.09721458280249261,0.16012329946963808,0.17577935098713202,0.1889794990026716
C1,no,Insulin,41.919191919191924,0.15385129442263523,0.09721458280299505,0.16012329947059595,0.17577935098704645,0.1889794990026764
C1,no,Insulin,42.42424242424243,0.15385129442327317,0.0972145828034975,0.16012329947155382,0.17577935098696088,0.1889794990026812
C1,no,Insulin,42.929292929292934,0.15385129442391113,0.09721458280399994,0.1601232994725117,0.17577935098687533,0.188979499002686
C1,no,Insulin,43.43434343434344,0.15385129442454906,0.09721458280450239,0.16012329947346957,0.17577935098678976,0.18897949900269082
C1,no,Insulin,43.939393939393945,0.153851294425187,0.09721458280500483,0.16012329947442744,0.17577935098670422,0.18897949900269562
C1,no,Insulin,44.44444444444445,0.15385129442582496,0.0972145828055073,0.1601232994753853,0.17577935098661865,0.18897949900270042
C1,no,Insulin,44.949494949494955,0.1538512944264629,0.09721458280600974,0.16012329947634318,0.17577935098653308,0.1889794990027052
C1,no,Insulin,45.45454545454546,0.15385129442710083,0.09721458280651218,0.16012329947730106,0.17577935098644754,0.18897949900271
C1,no,Insulin,45.959595959595966,0.15385129442773876,0.09721458280701463,0.16012329947825893,0.17577935098636197,0.1889794990027148
C1,no,Insulin,46.46464646464647,0.15385129442837672,0.09721458280751707,0.1601232994792168,0.1757793509862764,0.1889794990027196
C1,no,Insulin,46.969696969696976,0.15385129442901466,0.09721458280801952,0.16012329948017467,0.17577935098619085,0.1889794990027244
C1,no,Insulin,47.47474747474748,0.1538512944296526,0.09721458280852197,0.16012329948113255,0.17577935098610528,0.1889794990027292
C1,no,Insulin,47.979797979797986,0.15385129443029052,0.09721458280902441,0.16012329948209042,0.17577935098601974,0.188979499002734
C1,no,Insulin,48.484848484848484,0.1538512944309285,0.09721458280952686,0.1601232994830483,0.17577935098593417,0.1889794990027388
C1,no,Insulin,48.98989898989899,0.15385129443156642,0.0972145828100293,0.16012329948400617,0.1757793509858486,0.1889794990027436
C1,no,Insulin,49.494949494949495,0.15385129443220436,0.09721458281053175,0.16012329948496404,0.17577935098576306,0.1889794990027484
C1,no,Insulin,50.0,0.1538512944328423,0.09721458281103419,0.1601232994859219,0.17577935098567748,0.1889794990027532
