NON $ % + - . 0
#NON	b	f	a	e	d	c
21.008403361344538	3.785724669543427e-10	0.2899937865671514	0.26062792829618797	0.27143609493184706	7.760765400709393e-10	0.15749617990164197
21.42857142857143	2.64896568535471e-10	0.2899990254120654	0.2606309969938893	0.2714380009128005	5.398125259459552e-10	0.157496179780363
21.84873949579832	1.8612492242200034e-10	0.29000339180031826	0.2606335424974823	0.27143958366674104	3.771468276713122e-10	0.1574961796976632
22.26890756302521	1.3106150651258143e-10	0.290007044340303	0.2606356602677775	0.2714409022361699	2.6411394068248553e-10	0.1574961796408161
22.689075630252102	9.239288165655377e-11	0.29001008312658844	0.26063741679852465	0.2714419991363407	1.8512899919277941e-10	0.15749617960155052
23.10924369747899	6.514715174076029e-11	0.29001263539477157	0.26063888296491916	0.2714429153883031	1.297970033772137e-10	0.1574961795744002
23.529411764705884	4.595520631849738e-11	0.290014774321851	0.26064010570783286	0.271443681107564	9.104193980415743e-11	0.157496179555653
23.949579831932773	3.244975615857386e-11	0.2900165652889302	0.2606411252215712	0.27144432110466965	6.392469606482089e-11	0.1574961795427391
24.369747899159663	2.305522008126821e-11	0.29001806752984094	0.2606419759544586	0.27144485604105545	4.5187155552127007e-11	0.15749617953398304
24.789915966386555	1.6449036148995896e-11	0.29001932874553843	0.26064268690449566	0.2714453040412201	3.2088872488806735e-11	0.1574961795279778
25.210084033613445	1.1763060084770457e-11	0.29002038733588664	0.26064328128413605	0.2714456795697386	2.2843364554312552e-11	0.157496179523818
25.630252100840337	8.432003930373578e-12	0.29002127652650145	0.2606437784270281	0.2714459941607641	1.630306433391839e-11	0.1574961795209325
26.050420168067227	6.04018755306702e-12	0.29002202220084855	0.26064419404256234	0.2714462578741367	1.1623945687092859e-11	0.15749617951890543
26.47058823529412	4.309122003458933e-12	0.2900226443344555	0.2606445402307947	0.27144647805259847	8.244915074670276e-12	0.1574961795174644
26.89075630252101	3.0161184831556347e-12	0.2900231632424262	0.26064482896049446	0.2714466621209169	5.721890886945001e-12	0.15749617951639852
27.310924369747898	1.9755460404425057e-12	0.29002360933847365	0.26064507474337023	0.2714468183985629	3.689290274778467e-12	0.15749617951553382
27.73109243697479	1.2745606626679132e-12	0.2900239972589525	0.2606452847784864	0.27144695142815356	2.342328932224138e-12	0.15749617951498598
28.15126050420168	7.37729039320079e-13	0.29002433907319836	0.26064546693902196	0.2714470670567392	1.3160817701004582e-12	0.1574961795145727
28.571428571428573	4.414970716920463e-13	0.29002464208313394	0.26064562532273927	0.2714471682896893	7.730562365053552e-13	0.15749617951438555
28.991596638655462	2.54534312733894e-13	0.29002490519276347	0.2606457620604474	0.2714472567721172	4.3860914442111726e-13	0.15749617951428546
29.411764705882355	1.7175625350093857e-13	0.2900251245735901	0.2606458771197655	0.27144733272017757	3.01124724791215e-13	0.15749617951426914
29.831932773109244	1.322802866323684e-13	0.29002529098883567	0.260645968331175	0.27144739416678865	2.383393658626797e-13	0.15749617951427644
30.252100840336134	nan	nan	nan	nan	nan	nan
30.672268907563026	nan	nan	nan	nan	nan	nan
31.092436974789916	nan	nan	nan	nan	nan	nan
31.51260504201681	nan	nan	nan	nan	nan	nan
31.932773109243698	nan	nan	nan	nan	nan	nan
32.35294117647059	nan	nan	nan	nan	nan	nan
32.773109243697476	nan	nan	nan	nan	nan	nan
33.19327731092437	nan	nan	nan	nan	nan	nan
33.61344537815126	nan	nan	nan	nan	nan	nan
34.03361344537815	nan	nan	nan	nan	nan	nan
34.45378151260504	nan	nan	nan	nan	nan	nan
34.87394957983194	nan	nan	nan	nan	nan	nan
35.294117647058826	nan	nan	nan	nan	nan	nan
35.714285714285715	nan	nan	nan	nan	nan	nan
36.134453781512605	nan	nan	nan	nan	nan	nan
36.554621848739494	nan	nan	nan	nan	nan	nan
36.97478991596639	nan	nan	nan	nan	nan	nan
37.39495798319328	nan	nan	nan	nan	nan	nan
37.81512605042017	nan	nan	nan	nan	nan	nan
38.23529411764706	nan	nan	nan	nan	nan	nan
38.65546218487395	nan	nan	nan	nan	nan	nan
39.075630252100844	nan	nan	nan	nan	nan	nan
39.49579831932773	nan	nan	nan	nan	nan	nan
39.91596638655462	nan	nan	nan	nan	nan	nan
40.33613445378151	nan	nan	nan	nan	nan	nan
40.7563025210084	nan	nan	nan	nan	nan	nan
41.1764705882353	nan	nan	nan	nan	nan	nan
41.596638655462186	nan	nan	nan	nan	nan	nan
