,,,Slide ID,Rb,CycA,CycB,p27,CycE,CycD,Cdc20,E2F,UbcH10,cdh1
C1,no,Insulin,12.121212121212121,0.5299620245944805,0.09180963951774351,0.5501105967436803,0.04819295139900174,0.25216399876515916,0.34700684806482923,0.34913964350268883,0.38754185735101987,0.058469687913051606,0.7050265629853669
C1,no,Insulin,12.626262626262626,0.529962066677172,0.09180959085928901,0.5501105902817022,0.048192967731987876,0.2521639104593302,0.34700684895431266,0.3491396413053341,0.38754175723894163,0.058468975898266135,0.7050265933019345
C1,no,Insulin,13.131313131313131,0.5299620897086927,0.09180956437796156,0.5501105867834343,0.04819297697892629,0.2521638623740011,0.34700684934815795,0.34913964003265174,0.3875417030946749,0.05846855251782154,0.7050266100935091
C1,no,Insulin,13.636363636363637,0.5299621021514394,0.09180955017041063,0.5501105847925121,0.04819298217665551,0.2521638365817491,0.3470068494938116,0.34913963948730986,0.38754167429094244,0.05846830205103416,0.7050266186729058
C1,no,Insulin,14.141414141414142,0.5299621088004877,0.0918095424679343,0.5501105835565532,0.048192985026960115,0.2521638226928909,0.34700684963734185,0.34913963942528337,0.38754165871142965,0.058468153728497084,0.7050266225704115
C1,no,Insulin,14.646464646464647,0.5299621125425985,0.09180953812133168,0.5501105829075273,0.04819298664459027,0.25216381485188444,0.3470068497253141,0.3491396393223619,0.3875416499203665,0.05846806443178122,0.7050266250034981
C1,no,Insulin,15.151515151515152,0.5299621147425289,0.09180953568293783,0.5501105828267276,0.04819298760566238,0.2521638103477175,0.3470068497168924,0.3491396388255489,0.3875416450099685,0.05846801008888005,0.7050266278044819
C1,no,Insulin,15.656565656565657,0.5299621158539854,0.09180953453003103,0.5501105830431718,0.04819298811817094,0.25216380813972883,0.3470068496798121,0.3491396381845117,0.38754164270624536,0.058467979371449,0.7050266304507922
C1,no,Insulin,16.161616161616163,0.5299621165126908,0.09180953381538809,0.5501105830670234,0.04819298843754068,0.2521638068111689,0.34700684967441503,0.3491396379519796,0.3875416412904862,0.058467958688827655,0.7050266315533535
C1,no,Insulin,16.666666666666668,0.5299621169902945,0.09180953329922267,0.5501105830497852,0.04819298866539511,0.25216380585537956,0.3470068496659637,0.349139637840119,0.38754164027523713,0.05846794363014869,0.7050266321654622
C1,no,Insulin,17.171717171717173,0.5299621171393534,0.09180953310414612,0.5501105828303395,0.04819298874269733,0.2521638055497999,0.34700684967210593,0.34913963812854687,0.3875416399184051,0.05846793683181391,0.7050266313199026
C1,no,Insulin,17.67676767676768,0.5299621172278587,0.09180953298360063,0.5501105826778153,0.0481929887903252,0.25216380536614236,0.3470068496774215,0.34913963833303396,0.38754163970020383,0.058467932238099575,0.7050266307123202
C1,no,Insulin,18.181818181818183,0.5299621172620284,0.09180953293186556,0.5501105825984567,0.048192988811083325,0.25216380529214955,0.3470068496815525,0.3491396384423452,0.3875416396085733,0.05846792970850018,0.7050266303820576
C1,no,Insulin,18.68686868686869,0.5299621172649487,0.09180953290126953,0.5501105824503146,0.048192988820694754,0.2521638052764463,0.34700684969002227,0.34913963866421405,0.3875416395677667,0.0584679270445945,0.7050266296759521
C1,no,Insulin,19.191919191919194,0.5299621171950681,0.091809532976916,0.550110582464057,0.048192988788139185,0.25216380541461664,0.3470068496919261,0.34913963866305825,0.3875416397150495,0.058467928879907205,0.7050266296436282
C1,no,Insulin,19.6969696969697,0.5299621171251877,0.09180953305256247,0.5501105824777992,0.04819298875558361,0.25216380555278695,0.34700684969382983,0.34913963866190245,0.38754163986233237,0.05846793071521991,0.7050266296113042
C1,no,Insulin,20.202020202020204,0.5299621170750413,0.0918095331068893,0.5501105824875062,0.048192988732104536,0.2521638056520089,0.3470068496951634,0.3491396386613259,0.38754163996806607,0.05846793205917729,0.7050266295872137
C1,no,Insulin,20.70707070707071,0.5299621170562621,0.0918095331273288,0.5501105824907989,0.04819298872305249,0.25216380568932273,0.34700684969559054,0.34913963866167,0.3875416400077578,0.05846793262212942,0.7050266295762103
C1,no,Insulin,21.212121212121215,0.5299621170374829,0.0918095331477683,0.5501105824940917,0.04819298871400044,0.25216380572663655,0.34700684969601764,0.3491396386620142,0.3875416400474496,0.058467933185081554,0.7050266295652069
C1,no,Insulin,21.71717171717172,0.5299621170187037,0.0918095331682078,0.5501105824973845,0.04819298870494839,0.2521638057639504,0.3470068496964448,0.34913963866235836,0.38754164008714137,0.05846793374803368,0.7050266295542035
C1,no,Insulin,22.222222222222225,0.5299621170009337,0.09180953318755075,0.5501105825004967,0.048192988696377614,0.2521638057992614,0.3470068496968476,0.3491396386626906,0.38754164012470116,0.058467934282288046,0.7050266295437676
C1,no,Insulin,22.72727272727273,0.5299621169958817,0.091809533193075,0.5501105825013328,0.04819298869387191,0.2521638058093329,0.3470068496969434,0.34913963866287234,0.3875416401353935,0.05846793445489104,0.7050266295404831
C1,no,Insulin,23.232323232323235,0.5299621169908297,0.09180953319859925,0.550110582502169,0.048192988691366206,0.2521638058194044,0.34700684969703927,0.3491396386630541,0.38754164014608583,0.05846793462749403,0.7050266295371987
C1,no,Insulin,23.73737373737374,0.5299621169857777,0.09180953320412351,0.5501105825030052,0.04819298868886051,0.2521638058294759,0.34700684969713513,0.3491396386632359,0.38754164015677817,0.05846793480009702,0.7050266295339143
C1,no,Insulin,24.242424242424242,0.5299621169807257,0.09180953320964776,0.5501105825038414,0.048192988686354805,0.25216380583954734,0.34700684969723095,0.34913963866341763,0.38754164016747056,0.05846793497270001,0.7050266295306299
C1,no,Insulin,24.747474747474747,0.5299621169791614,0.09180953321136001,0.5501105825040986,0.04819298868557369,0.2521638058426676,0.3470068496972593,0.34913963866347747,0.3875416401707813,0.0584679350283078,0.7050266295295992
C1,no,Insulin,25.252525252525253,0.5299621169786933,0.09180953321187413,0.5501105825041739,0.04819298868533462,0.25216380584360315,0.3470068496972664,0.349139638663499,0.38754164017177195,0.05846793504714379,0.705026629529277
C1,no,Insulin,25.757575757575758,0.5299621169782254,0.09180953321238826,0.5501105825042493,0.04819298868509555,0.2521638058445386,0.3470068496972735,0.34913963866352055,0.38754164017276266,0.05846793506597978,0.7050266295289547
C1,no,Insulin,26.262626262626263,0.5299621169777573,0.09180953321290239,0.5501105825043247,0.048192988684856476,0.25216380584547415,0.34700684969728063,0.3491396386635421,0.3875416401737533,0.05846793508481577,0.7050266295286325
C1,no,Insulin,26.767676767676768,0.5299621169772892,0.0918095332134165,0.5501105825044,0.04819298868461741,0.2521638058464096,0.34700684969728773,0.3491396386635636,0.387541640174744,0.05846793510365176,0.7050266295283102
C1,no,Insulin,27.272727272727273,0.5299621169768213,0.09180953321393064,0.5501105825044753,0.04819298868437834,0.25216380584734516,0.34700684969729484,0.34913963866358516,0.38754164017573467,0.05846793512248775,0.705026629527988
C1,no,Insulin,27.77777777777778,0.5299621169763532,0.09180953321444477,0.5501105825045507,0.04819298868413927,0.25216380584828063,0.34700684969730194,0.34913963866360676,0.3875416401767254,0.058467935141323736,0.7050266295276658
C1,no,Insulin,28.282828282828284,0.5299621169758852,0.09180953321495888,0.5501105825046261,0.0481929886839002,0.25216380584921616,0.34700684969730905,0.3491396386636283,0.38754164017771603,0.058467935160159724,0.7050266295273435
C1,no,Insulin,28.78787878787879,0.5299621169754172,0.09180953321547301,0.5501105825047014,0.048192988683661134,0.25216380585015163,0.34700684969731616,0.34913963866364983,0.38754164017870674,0.05846793517899571,0.7050266295270213
C1,no,Insulin,29.292929292929294,0.5299621169749491,0.09180953321598714,0.5501105825047767,0.04819298868342206,0.25216380585108716,0.34700684969732326,0.34913963866367137,0.3875416401796974,0.0584679351978317,0.705026629526699
C1,no,Insulin,29.7979797979798,0.5299621169744811,0.09180953321650126,0.5501105825048521,0.048192988683182995,0.25216380585202264,0.3470068496973304,0.3491396386636929,0.3875416401806881,0.058467935216667696,0.7050266295263768
C1,no,Insulin,30.303030303030305,0.5299621169740131,0.09180953321701539,0.5501105825049275,0.04819298868294392,0.25216380585295817,0.3470068496973375,0.34913963866371445,0.38754164018167875,0.058467935235503685,0.7050266295260545
C1,no,Insulin,30.80808080808081,0.5299621169735451,0.09180953321752952,0.5501105825050028,0.04819298868270486,0.25216380585389364,0.34700684969734463,0.34913963866373604,0.38754164018266946,0.05846793525433967,0.7050266295257324
C1,no,Insulin,31.313131313131315,0.529962116973077,0.09180953321804364,0.5501105825050782,0.048192988682465784,0.25216380585482917,0.34700684969735174,0.3491396386637576,0.3875416401836601,0.05846793527317566,0.7050266295254101
C1,no,Insulin,31.81818181818182,0.529962116972609,0.09180953321855777,0.5501105825051535,0.04819298868222672,0.25216380585576464,0.34700684969735884,0.3491396386637791,0.3875416401846508,0.05846793529201165,0.7050266295250879
C1,no,Insulin,32.323232323232325,0.5299621169722276,0.09180953321897685,0.5501105825052149,0.04819298868203175,0.2521638058565272,0.3470068496973646,0.3491396386637967,0.3875416401854583,0.05846793530742741,0.705026629524825
C1,no,Insulin,32.82828282828283,0.5299621169721842,0.09180953321902466,0.5501105825052219,0.04819298868200904,0.252163805856614,0.3470068496973651,0.34913963866379893,0.38754164018555,0.05846793530948193,0.7050266295247942
C1,no,Insulin,33.333333333333336,0.5299621169721408,0.09180953321907247,0.5501105825052288,0.04819298868198633,0.25216380585670084,0.34700684969736567,0.3491396386638011,0.3875416401856417,0.058467935311536455,0.7050266295247636
C1,no,Insulin,33.83838383838384,0.5299621169720975,0.09180953321912028,0.5501105825052358,0.04819298868196362,0.25216380585678766,0.34700684969736617,0.3491396386638033,0.3875416401857334,0.05846793531359098,0.7050266295247328
C1,no,Insulin,34.343434343434346,0.5299621169720541,0.09180953321916809,0.5501105825052427,0.048192988681940906,0.2521638058568745,0.3470068496973667,0.34913963866380554,0.3875416401858251,0.0584679353156455,0.7050266295247022
C1,no,Insulin,34.84848484848485,0.5299621169720107,0.0918095332192159,0.5501105825052497,0.048192988681918195,0.2521638058569613,0.3470068496973672,0.34913963866380776,0.3875416401859168,0.058467935317700025,0.7050266295246714
C1,no,Insulin,35.35353535353536,0.5299621169719674,0.0918095332192637,0.5501105825052566,0.048192988681895484,0.2521638058570481,0.3470068496973677,0.3491396386638099,0.3875416401860085,0.05846793531975455,0.7050266295246408
C1,no,Insulin,35.85858585858586,0.529962116971924,0.09180953321931151,0.5501105825052635,0.04819298868187277,0.252163805857135,0.3470068496973683,0.34913963866381215,0.3875416401861002,0.05846793532180907,0.70502662952461
C1,no,Insulin,36.36363636363637,0.5299621169718807,0.09180953321935932,0.5501105825052705,0.04819298868185006,0.2521638058572218,0.3470068496973688,0.34913963866381437,0.3875416401861919,0.058467935323863594,0.7050266295245793
C1,no,Insulin,36.86868686868687,0.5299621169718373,0.09180953321940713,0.5501105825052773,0.04819298868182735,0.25216380585730863,0.34700684969736934,0.3491396386638166,0.3875416401862836,0.058467935325918124,0.7050266295245486
C1,no,Insulin,37.37373737373738,0.5299621169717939,0.09180953321945494,0.5501105825052843,0.04819298868180464,0.25216380585739545,0.34700684969736983,0.34913963866381875,0.3875416401863753,0.05846793532797265,0.7050266295245179
C1,no,Insulin,37.87878787878788,0.5299621169717506,0.09180953321950273,0.5501105825052912,0.04819298868178193,0.25216380585748227,0.3470068496973704,0.349139638663821,0.38754164018646703,0.05846793533002717,0.7050266295244872
C1,no,Insulin,38.38383838383839,0.5299621169717071,0.09180953321955054,0.5501105825052982,0.04819298868175922,0.2521638058575691,0.3470068496973709,0.3491396386638232,0.38754164018655873,0.058467935332081694,0.7050266295244565
C1,no,Insulin,38.88888888888889,0.5299621169716637,0.09180953321959835,0.5501105825053051,0.04819298868173651,0.2521638058576559,0.34700684969737144,0.3491396386638254,0.38754164018665044,0.05846793533413622,0.7050266295244259
C1,no,Insulin,39.3939393939394,0.5299621169716204,0.09180953321964616,0.5501105825053121,0.048192988681713796,0.25216380585774273,0.34700684969737194,0.3491396386638276,0.38754164018674214,0.05846793533619074,0.7050266295243951
C1,no,Insulin,39.8989898989899,0.529962116971577,0.09180953321969397,0.550110582505319,0.048192988681691085,0.25216380585782955,0.3470068496973725,0.3491396386638298,0.3875416401868338,0.058467935338245264,0.7050266295243645
C1,no,Insulin,40.40404040404041,0.5299621169715614,0.0918095332197112,0.5501105825053214,0.048192988681682904,0.25216380585786086,0.34700684969737267,0.3491396386638306,0.3875416401868669,0.058467935338988516,0.7050266295243532
C1,no,Insulin,40.909090909090914,0.5299621169715608,0.09180953321971173,0.5501105825053215,0.04819298868168265,0.2521638058578618,0.34700684969737267,0.34913963866383063,0.3875416401868679,0.0584679353390156,0.7050266295243529
C1,no,Insulin,41.41414141414142,0.5299621169715604,0.09180953321971226,0.5501105825053216,0.04819298868168239,0.2521638058578628,0.34700684969737267,0.34913963866383063,0.3875416401868689,0.05846793533904268,0.7050266295243526
C1,no,Insulin,41.919191919191924,0.5299621169715599,0.09180953321971279,0.5501105825053216,0.04819298868168213,0.25216380585786374,0.3470068496973727,0.3491396386638307,0.38754164018686993,0.058467935339069764,0.7050266295243522
C1,no,Insulin,42.42424242424243,0.5299621169715594,0.09180953321971332,0.5501105825053217,0.04819298868168188,0.2521638058578647,0.3470068496973727,0.3491396386638307,0.38754164018687093,0.058467935339096846,0.7050266295243519
C1,no,Insulin,42.929292929292934,0.5299621169715589,0.09180953321971384,0.5501105825053219,0.04819298868168162,0.25216380585786563,0.3470068496973727,0.34913963866383074,0.3875416401868719,0.058467935339123936,0.7050266295243516
C1,no,Insulin,43.43434343434344,0.5299621169715585,0.09180953321971437,0.5501105825053219,0.04819298868168136,0.25216380585786663,0.3470068496973727,0.34913963866383074,0.3875416401868729,0.05846793533915102,0.7050266295243512
C1,no,Insulin,43.939393939393945,0.5299621169715579,0.0918095332197149,0.550110582505322,0.048192988681681106,0.2521638058578676,0.3470068496973727,0.3491396386638308,0.3875416401868739,0.0584679353391781,0.7050266295243509
C1,no,Insulin,44.44444444444445,0.5299621169715575,0.09180953321971543,0.5501105825053221,0.04819298868168085,0.2521638058578685,0.3470068496973727,0.3491396386638308,0.3875416401868749,0.05846793533920518,0.7050266295243506
C1,no,Insulin,44.949494949494955,0.529962116971557,0.09180953321971595,0.5501105825053222,0.04819298868168059,0.25216380585786946,0.3470068496973727,0.34913963866383085,0.387541640186876,0.058467935339232266,0.7050266295243502
C1,no,Insulin,45.45454545454546,0.5299621169715565,0.09180953321971648,0.5501105825053222,0.048192988681680336,0.25216380585787046,0.3470068496973727,0.34913963866383085,0.387541640186877,0.05846793533925935,0.7050266295243498
C1,no,Insulin,45.959595959595966,0.529962116971556,0.09180953321971702,0.5501105825053223,0.04819298868168008,0.2521638058578714,0.3470068496973727,0.34913963866383085,0.387541640186878,0.05846793533928643,0.7050266295243495
C1,no,Insulin,46.46464646464647,0.5299621169715556,0.09180953321971755,0.5501105825053224,0.04819298868167982,0.25216380585787235,0.3470068496973727,0.3491396386638309,0.387541640186879,0.05846793533931351,0.7050266295243491
C1,no,Insulin,46.969696969696976,0.5299621169715552,0.09180953321971808,0.5501105825053224,0.04819298868167957,0.2521638058578733,0.3470068496973728,0.3491396386638309,0.38754164018688,0.0584679353393406,0.7050266295243488
C1,no,Insulin,47.47474747474748,0.5299621169715546,0.0918095332197186,0.5501105825053225,0.048192988681679316,0.2521638058578743,0.3470068496973728,0.34913963866383096,0.38754164018688103,0.058467935339367685,0.7050266295243485
C1,no,Insulin,47.979797979797986,0.5299621169715542,0.09180953321971913,0.5501105825053226,0.04819298868167906,0.25216380585787523,0.3470068496973728,0.34913963866383096,0.38754164018688203,0.05846793533939477,0.7050266295243481
C1,no,Insulin,48.484848484848484,0.5299621169715537,0.09180953321971966,0.5501105825053226,0.0481929886816788,0.2521638058578762,0.3470068496973728,0.349139638663831,0.38754164018688303,0.05846793533942185,0.7050266295243478
C1,no,Insulin,48.98989898989899,0.5299621169715532,0.09180953321972019,0.5501105825053227,0.048192988681678546,0.2521638058578772,0.3470068496973728,0.349139638663831,0.38754164018688403,0.05846793533944893,0.7050266295243475
C1,no,Insulin,49.494949494949495,0.5299621169715527,0.09180953321972071,0.5501105825053229,0.04819298868167829,0.2521638058578781,0.3470068496973728,0.3491396386638311,0.38754164018688503,0.058467935339476015,0.7050266295243471
C1,no,Insulin,50.0,0.5299621169715523,0.09180953321972124,0.5501105825053229,0.04819298868167803,0.25216380585787906,0.3470068496973728,0.3491396386638311,0.3875416401868861,0.0584679353395031,0.7050266295243468
