NON $ % + - . 0
#NON	d	c	f	e	a	b
0.0	0.8280507676231028	0.31800938381870336	0.09498158011876834	0.5084005487090861	0.7065480211919059	0.6260337485617531
0.42016806722689076	0.35265538320639817	0.31111431366932074	0.1801452439995371	0.43267931849896435	0.5600397029593627	0.49939215058998815
0.8403361344537815	0.16162626673442834	0.27491464912924574	0.21070556298596085	0.38173537852646783	0.4443020352593254	0.4135488435152407
1.2605042016806722	0.08150275906598538	0.2314734837133525	0.21784992927268465	0.34708339055720777	0.3532066560395832	0.3550366931062781
1.680672268907563	0.04605490732866244	0.1912496139105665	0.21469670458392945	0.32329820601107156	0.2824399807671188	0.31496307505935156
2.100840336134454	0.029346072495442875	0.15826934200055218	0.2072111192966244	0.3068535928174589	0.22848510560424484	0.2874065756095845
2.5210084033613445	0.020911246842569682	0.13312031966117321	0.19839071531475902	0.29542052140616903	0.18815694678804906	0.26839322890955913
2.9411764705882355	0.016354502059114703	0.11481535253470225	0.1898318817255483	0.2874382377441333	0.15854788139247028	0.25523731267940625
3.361344537815126	0.013734545746067972	0.10187897304620606	0.18233707606435687	0.2818478488679741	0.13711802555383246	0.24611273279143384
3.7815126050420167	0.012144872102768342	0.09289202677927183	0.17620545881704905	0.27792371768300483	0.121768861082637	0.23977151061999918
4.201680672268908	0.011137126029272993	0.08669952283566033	0.1714268149965611	0.2751646752192291	0.11085096589481391	0.2353571144240523
4.621848739495799	0.010476425339882623	0.08244108803578111	0.16783008537653984	0.27322251108014567	0.10311756519580388	0.23227957278849423
5.042016806722689	0.010032538705462921	0.07950749985935424	0.16518795222016336	0.2718542150893391	0.09765226421354424	0.2301313135368764
5.46218487394958	0.00972922247489013	0.07747921776030497	0.16327835417386488	0.27088964319220066	0.09379394726517298	0.22863007381412437
5.882352941176471	0.009519596422695172	0.07607096846072309	0.16191239969144916	0.27020938496579244	0.09107110270245426	0.22757995813845902
6.302521008403361	0.009373643570215797	0.07508932690876512	0.16094137645153422	0.2697294960538914	0.0891496104176982	0.22684477216939278
6.722689075630252	0.009271528718654883	0.0744027293742527	0.1602535335367226	0.2693908797587355	0.08779343199934468	0.22632965895112292
7.142857142857143	0.009199864285466187	0.07392120468963155	0.15976715932193483	0.2691519127803598	0.086836086782638	0.22596849264701108
7.563025210084033	0.009149466563191261	0.07358281308176312	0.1594235472448596	0.2689832505024181	0.0861601745095173	0.22571510318256438
7.983193277310924	0.009113976874021814	0.07334465716396218	0.15918088275289152	0.26886420102227604	0.08568290630026495	0.22553722906100573
8.403361344537815	0.009088963485556444	0.07317687253139347	0.15900953177744545	0.2687801688028823	0.08534588206875326	0.22541230538761572
8.823529411764707	0.009071321404081902	0.07305856709180167	0.1588885308628477	0.2687208476848233	0.08510786024095462	0.22532452205500897
9.243697478991598	0.009058873742162516	0.07297510858466284	0.15880307904323712	0.2686789714926984	0.08493975621103272	0.22526281378377627
9.663865546218487	0.009050088281407532	0.07291621202515912	0.15874273236067749	0.2686494097101432	0.0848210295903978	0.225219418700143
10.084033613445378	0.00904388627323501	0.0728746349539996	0.15870010834161732	0.2686285401151328	0.08473717111906219	0.22518889018803656
10.504201680672269	0.009039506863444883	0.07284528312586316	0.15867000868365094	0.2686138070141176	0.08467794283325844	0.22516740684488687
10.92436974789916	0.009036414830575705	0.07282455434592099	0.15864874356665434	0.26860340593988596	0.0846361072080685	0.22515228431817272
11.344537815126051	0.009034230803843201	0.07280991820879733	0.15863372943228474	0.2685960630185303	0.08460655889984312	0.22514163632089576
11.764705882352942	0.00903268857743891	0.07279958064276314	0.15862312080877036	0.2685908790861197	0.08458568734317923	0.22513413715853847
12.184873949579831	0.009031599347143607	0.07279227995993304	0.15861562753214525	0.26858721940078484	0.08457094543782127	0.22512885456568799
12.605042016806722	0.009030830094469667	0.07278712412643142	0.158610335639533	0.2685846360087908	0.0845605338294208	0.22512513297055048
13.025210084033613	0.009030286804960987	0.07278348283351323	0.15860659805306893	0.2685828123307368	0.08455318032198306	0.22512251055437346
13.445378151260504	0.009029903081099194	0.07278091101993903	0.15860395808536865	0.26858152489390874	0.0845479864440367	0.22512066227952662
13.865546218487395	0.009029632023919086	0.0727790943582439	0.15860209321500862	0.26858061592156074	0.0845443175435395	0.22511935928134372
14.285714285714286	0.009029440320089127	0.07277780953543925	0.15860077424349384	0.2685799733738478	0.08454172271372455	0.22511843942344248
14.705882352941178	0.009029304842452159	0.07277690156001754	0.15859984212227035	0.26857951951785036	0.08453988895532594	0.22511779049136033
15.126050420168067	0.009029209494260311	0.07277626255864944	0.1585991861020901	0.2685792002760767	0.08453859839748505	0.2251173346046569
15.546218487394958	0.009029142144494845	0.07277581117947382	0.15859872264955888	0.26857897488826454	0.08453768678007088	0.22511701306394705
15.966386554621849	0.00902909444651611	0.07277549148156497	0.15859839441347845	0.26857881534118294	0.0845370411437118	0.22511678562786697
16.386554621848738	0.009029060789168335	0.07277526593125978	0.15859816287157286	0.2685787028309984	0.08453658562197448	0.22511662538094096
16.80672268907563	0.00902903709067786	0.0727751071758076	0.1585979998275284	0.2685786236631769	0.08453626493708491	0.2251165127229044
17.22689075630252	0.009029020369729739	0.07277499516397169	0.15859788466139157	0.26857856782643075	0.08453603864199974	0.2251164333276837
17.647058823529413	0.009029008432835474	0.07277491508035883	0.15859780229652953	0.2685785279543858	0.08453587694685127	0.22511637664672726
18.067226890756302	0.009028999723606022	0.07277485663843099	0.15859774238365537	0.2685784988873797	0.08453575901198834	0.22511633533876757
18.487394957983195	0.009028993992937245	0.07277481818362477	0.1585977032979402	0.2685784798008745	0.08453568150288383	0.22511630823150916
18.907563025210084	0.00902898969580211	0.0727747896550972	0.15859767422456253	0.2685784655571636	0.08453562372595508	0.22511628801867545
19.327731092436974	0.009028986704792361	0.07277477004823174	0.1585976538588961	0.26857845567670596	0.08453558370565452	0.22511627400900835
19.747899159663866	0.009028984656563148	0.07277475654561105	0.1585976392337022	0.26857844885509197	0.08453555605068876	0.2251162643425526
20.168067226890756	0.009028983313207398	0.07277474731940226	0.15859762858686732	0.2685784442541035	0.08453553729451722	0.2251162578251313
20.58823529411765	0.009028982395020549	0.07277474028011845	0.1585976204770125	0.2685784409436585	0.08453552358349348	0.22511625313504344
21.008403361344538	0.009028981751533346	0.07277473488300941	0.15859761506255826	0.26857843857681285	0.08453551362243984	0.2251162497807365
21.42857142857143	0.009028981221295309	0.07277473081247947	0.15859761269831846	0.2685784368342854	0.08453550631661949	0.22511624731066082
21.84873949579832	0.009028980727641618	0.07277472836394652	0.15859761268918715	0.2685784355664945	0.08453550132346746	0.22511624551382992
22.26890756302521	0.009028980402054621	0.0727747257680763	0.15859761052385932	0.268578434430866	0.08453549655955268	0.22511624390429588
22.689075630252102	0.009028980160799107	0.0727747240731258	0.15859760871761644	0.26857843360808403	0.0845354931847727	0.22511624273849165
23.10924369747899	0.009028980003875078	0.07277472327909504	0.1585976072704585	0.2685784330981486	0.08453549119912751	0.22511624201641722
23.529411764705884	0.009028979901585783	0.07277472298031806	0.15859760616341012	0.26857843278585103	0.08453549006123347	0.22511624157456964
23.949579831932773	0.009028979798822777	0.07277472242399813	0.15859760536125858	0.26857843245739804	0.08453548876644164	0.22511624110953535
24.369747899159663	0.009028979737626699	0.07277472218442209	0.15859760489086663	0.26857843227588635	0.08453548808116962	0.22511624085277976
24.789915966386555	0.009028979717997546	0.07277472226158996	0.1585976047522343	0.268578432241316	0.08453548800541742	0.22511624080430284
25.210084033613445	0.009028979632243462	0.07277472195389913	0.15859760406862924	0.26857843198921105	0.08453548706424809	0.22511624044770498
25.630252100840337	0.009028979655932171	0.07277472213920572	0.15859760430781972	0.2685784320775235	0.08453548742935832	0.22511624057299795
26.050420168067227	0.00902897967962088	0.0727747223245123	0.15859760454701016	0.268578432165836	0.08453548779446855	0.22511624069829095
26.47058823529412	0.00902897970290721	0.07277472250656833	0.1585976047818808	0.268578432252614	0.0845354881532145	0.22511624082140655
26.89075630252101	0.009028979708621624	0.0727747225466729	0.15859760482810534	0.268578432272386	0.0845354882340328	0.2251162408494361
27.310924369747898	0.009028979714336038	0.07277472258677749	0.15859760487432986	0.26857843229215794	0.08453548831485111	0.22511624087746562
27.73109243697479	0.009028979720050451	0.07277472262688206	0.15859760492055439	0.2685784323119299	0.08453548839566942	0.22511624090549515
