NON $ % + - . 0
#NON	d	c	f	e	a	b
28.15126050420168	0.009028979725764864	0.07277472266698665	0.1585976049667789	0.26857843233170187	0.08453548847648773	0.2251162409335247
28.571428571428573	0.00902897973147928	0.07277472270709122	0.15859760501300343	0.26857843235147383	0.08453548855730603	0.22511624096155422
28.991596638655462	0.009028979737193693	0.07277472274719579	0.158597605059228	0.2685784323712458	0.08453548863812434	0.22511624098958377
29.411764705882355	0.009028979742908106	0.07277472278730038	0.1585976051054525	0.26857843239101775	0.08453548871894265	0.2251162410176133
29.831932773109244	0.00902897974862252	0.07277472282740495	0.15859760515167703	0.2685784324107897	0.08453548879976096	0.22511624104564282
30.252100840336134	0.009028979754336933	0.07277472286750952	0.15859760519790156	0.2685784324305617	0.08453548888057925	0.22511624107367237
30.672268907563026	0.009028979759760632	0.0727747229055527	0.15859760524170843	0.2685784324493195	0.08453548895724909	0.22511624110026393
31.092436974789916	0.009028979761076127	0.07277472291446559	0.1585976052513506	0.2685784324537462	0.08453548897529548	0.22511624110653536
31.51260504201681	0.00902897976239162	0.07277472292337846	0.15859760526099279	0.26857843245817287	0.08453548899334185	0.22511624111280676
31.932773109243698	0.009028979763707114	0.07277472293229134	0.15859760527063496	0.26857843246259955	0.08453548901138823	0.22511624111907816
32.35294117647059	0.009028979765022609	0.07277472294120423	0.1585976052802771	0.26857843246702623	0.0845354890294346	0.2251162411253496
32.773109243697476	0.009028979766338102	0.0727747229501171	0.15859760528991929	0.26857843247145285	0.08453548904748098	0.225116241131621
33.19327731092437	0.009028979767653596	0.07277472295902998	0.15859760529956146	0.26857843247587954	0.08453548906552737	0.22511624113789241
33.61344537815126	0.009028979768969091	0.07277472296794285	0.15859760530920364	0.2685784324803062	0.08453548908357374	0.22511624114416381
34.03361344537815	0.009028979770284584	0.07277472297685574	0.1585976053188458	0.2685784324847329	0.08453548910162012	0.22511624115043521
34.45378151260504	0.009028979771600078	0.07277472298576862	0.158597605328488	0.2685784324891595	0.08453548911966649	0.22511624115670664
34.87394957983194	0.009028979772777853	0.07277472299374793	0.1585976053371186	0.2685784324931225	0.08453548913582262	0.2251162411623211
35.294117647058826	0.009028979772838962	0.07277472299415766	0.1585976053375475	0.2685784324933258	0.08453548913665189	0.22511624116260895
35.714285714285715	0.00902897977290007	0.07277472299456739	0.15859760533797637	0.26857843249352914	0.08453548913748116	0.22511624116289677
36.134453781512605	0.009028979772961179	0.07277472299497713	0.15859760533840525	0.2685784324937324	0.08453548913831044	0.22511624116318463
36.554621848739494	0.009028979773022286	0.07277472299538686	0.15859760533883413	0.2685784324939357	0.0845354891391397	0.22511624116347245
36.97478991596639	0.009028979773083395	0.07277472299579658	0.158597605339263	0.268578432494139	0.08453548913996897	0.2251162411637603
37.39495798319328	0.009028979773144504	0.07277472299620633	0.1585976053396919	0.2685784324943423	0.08453548914079824	0.22511624116404813
37.81512605042017	0.009028979773205612	0.07277472299661605	0.15859760534012077	0.2685784324945456	0.0845354891416275	0.22511624116433598
38.23529411764706	0.009028979773266721	0.07277472299702578	0.15859760534054967	0.2685784324947489	0.08453548914245679	0.2251162411646238
38.65546218487395	0.00902897977332783	0.07277472299743552	0.15859760534097855	0.2685784324949522	0.08453548914328606	0.22511624116491166
39.075630252100844	0.009028979773388937	0.07277472299784525	0.15859760534140743	0.2685784324951555	0.08453548914411532	0.2251162411651995
39.49579831932773	0.009028979773450047	0.07277472299825498	0.1585976053418363	0.2685784324953588	0.08453548914494459	0.22511624116548734
39.91596638655462	0.009028979773511154	0.07277472299866472	0.1585976053422652	0.2685784324955621	0.08453548914577386	0.22511624116577517
40.33613445378151	0.009028979773572263	0.07277472299907445	0.15859760534269407	0.2685784324957654	0.08453548914660312	0.22511624116606302
40.7563025210084	0.009028979773633372	0.07277472299948418	0.15859760534312295	0.2685784324959687	0.0845354891474324	0.22511624116635084
41.1764705882353	0.00902897977369448	0.07277472299989392	0.15859760534355183	0.26857843249617197	0.08453548914826167	0.2251162411666387
41.596638655462186	0.009028979773755589	0.07277472300030365	0.1585976053439807	0.2685784324963753	0.08453548914909094	0.22511624116692652
