,,,Slide ID,a,d,b,c
,,,Antibody Name,a,d,b,c
,,,HUGO ID,a,d,b,c
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.03631452411533043,0.8272820969433672,0.17719617891624606,0.5549628921791752
C1,no,Insulin,0.5050505050505051,0.10534478066619075,0.4757518341114701,0.09118343151502635,0.3345395283630069
C1,no,Insulin,1.0101010101010102,0.14767098938526307,0.30073210299243697,0.05408039829493106,0.23756697534741375
C1,no,Insulin,1.5151515151515151,0.17125557993212617,0.2093294988398359,0.03657233668442692,0.1956523051862422
C1,no,Insulin,2.0202020202020203,0.18446593158913488,0.15916603334177573,0.027793981518755468,0.17828756514238556
C1,no,Insulin,2.5252525252525255,0.19201880384247785,0.13033609447396047,0.023144443014507236,0.17167128222118
C1,no,Insulin,3.0303030303030303,0.19642536399696667,0.11311064777714903,0.020544787034586884,0.1695886132506575
C1,no,Insulin,3.5353535353535355,0.19904709658829703,0.10250228854313005,0.01901923447930237,0.16929110699703798
C1,no,Insulin,4.040404040404041,0.20063765793414626,0.0958215697521966,0.018089244959596972,0.16960274654127824
C1,no,Insulin,4.545454545454546,0.20162074272176106,0.09154702812474283,0.01750666582252488,0.17004830659443523
C1,no,Insulin,5.050505050505051,0.2022384247691351,0.08878176745428866,0.017134958049956888,0.17045592272788468
C1,no,Insulin,5.555555555555556,0.20263179482048688,0.0869793698250265,0.016894920634538325,0.1707788819982237
C1,no,Insulin,6.0606060606060606,0.20288495290403188,0.08579856164759189,0.016738686631164804,0.1710177646869907
C1,no,Insulin,6.565656565656566,0.20304915763927706,0.08502230976242302,0.016636467157954537,0.17118776647646525
C1,no,Insulin,7.070707070707071,0.20315627395149505,0.08451082957045976,0.016569353512235853,0.17130592346667384
C1,no,Insulin,7.575757575757576,0.20322643395104475,0.08417329798378186,0.01652518491935661,0.17138680315970994
C1,no,Insulin,8.080808080808081,0.20327252664088558,0.08395031197222727,0.016496066388281574,0.17144160311243253
C1,no,Insulin,8.585858585858587,0.20330287019791146,0.08380290103992447,0.016476847554299942,0.17147847783805048
C1,no,Insulin,9.090909090909092,0.2033228744479446,0.08370540576277087,0.01646415095098225,0.17150317140234195
C1,no,Insulin,9.595959595959597,0.20333608132029446,0.0836409007428339,0.016455760219893017,0.17151965072635386
C1,no,Insulin,10.101010101010102,0.20334480276904432,0.08359821502860458,0.01645020986108854,0.1715306239873708
C1,no,Insulin,10.606060606060607,0.20335056987064773,0.08356996409698585,0.016446540076347858,0.17153791738715835
C1,no,Insulin,11.111111111111112,0.20335438138495773,0.08355126405810412,0.0164441104360968,0.1715427600800285
C1,no,Insulin,11.616161616161618,0.20335690076897803,0.08353888598756354,0.016442501986848976,0.17154597277784495
C1,no,Insulin,12.121212121212121,0.20335857082497097,0.08353069219395612,0.016441439138517096,0.17154810202892293
C1,no,Insulin,12.626262626262626,0.20335967519309422,0.0835252684045416,0.01644073535390495,0.17154951302567234
C1,no,Insulin,13.131313131313131,0.20336040565082164,0.08352167889430727,0.016440269524422187,0.17155044753311371
C1,no,Insulin,13.636363636363637,0.20336088900625932,0.08351930364773184,0.01643996135632073,0.17155106619317384
C1,no,Insulin,14.141414141414142,0.20336120931469245,0.08351772896451588,0.01643975701828527,0.17155147648193364
C1,no,Insulin,14.646464646464647,0.20336142116219635,0.08351668617553748,0.01643962157499887,0.17155174829740122
C1,no,Insulin,15.151515151515152,0.2033615611379231,0.083515997910652,0.016439532271227957,0.17155192770399666
C1,no,Insulin,15.656565656565657,0.20336165494232886,0.08351553859248553,0.016439472889656075,0.17155204736836996
C1,no,Insulin,16.161616161616163,0.20336171732076627,0.08351523373290393,0.016439433543955998,0.1715521267789435
C1,no,Insulin,16.666666666666668,0.20336175816387164,0.08351503162653108,0.016439407182936225,0.1715521795217243
C1,no,Insulin,17.171717171717173,0.2033617840025926,0.08351489982193946,0.016439389556460637,0.17155221405670945
C1,no,Insulin,17.67676767676768,0.20336180064082415,0.08351481073445619,0.016439377190807663,0.1715522375337504
C1,no,Insulin,18.181818181818183,0.20336181063924674,0.08351475352551783,0.016439368875439477,0.1715522527226119
C1,no,Insulin,18.68686868686869,0.20336181665085099,0.08351471711333522,0.016439363391113338,0.1715522624489407
C1,no,Insulin,19.191919191919194,0.2033618214525378,0.08351469280167018,0.01643936016002314,0.17155226881267466
C1,no,Insulin,19.6969696969697,0.20336182876772307,0.08351467635596467,0.016439360196028624,0.1715522724372066
C1,no,Insulin,20.202020202020204,0.2033618321533642,0.08351466521613829,0.01643935936287634,0.17155227515477947
C1,no,Insulin,20.70707070707071,0.20336183364530402,0.08351465737479863,0.016439358289477252,0.1715522772167496
C1,no,Insulin,21.212121212121215,0.20336183476825803,0.08351465133330022,0.016439357447961232,0.17155227880985652
C1,no,Insulin,21.71717171717172,0.20336183554879356,0.0835146476375593,0.01643935698434148,0.17155227976871015
C1,no,Insulin,22.222222222222225,0.20336183609846947,0.08351464523123105,0.016439356705137912,0.171552280386072
