NON $ % + - . 0
#NON	c	f	d	a	b	e
0.0	0.027691372841008755	0.9850615531037398	0.49384418634932414	0.18708486486934728	0.9763449223412325	0.7591545051632888
0.5050505050505051	0.3268547381924158	0.5710731153386983	0.3385096244506178	0.12700647646509325	0.4224746315553778	0.4682834957905295
1.0101010101010102	0.5172089958593546	0.3539178640853462	0.26040467639231163	0.0901518279007127	0.222148981954524	0.3763171372779779
1.5151515151515151	0.6381577012217092	0.24076456788966513	0.2191889588214439	0.06724706275528697	0.14906696032683045	0.35183594219444425
2.0202020202020203	0.7148070565187685	0.1828591736686862	0.19663218813429098	0.05310064632467848	0.12345149992993934	0.350391354885813
2.5252525252525255	0.7632322491584421	0.1542883037752662	0.18397298540190785	0.04458460075267694	0.11539685772490034	0.35555488455553597
3.0303030303030303	0.7937286651338391	0.14077338133142175	0.17675175604725527	0.03965178137096103	0.11356926072521309	0.3614962192069256
3.5353535353535355	0.8128750537904982	0.13464902114551444	0.1725905226835135	0.03690963329253588	0.11373429869478512	0.36643960138231096
4.040404040404041	0.824860933246333	0.13200258629037312	0.1701777901757015	0.03544065403273527	0.11437564978671722	0.3700906753213702
4.545454545454546	0.8323442624274893	0.13092889606396602	0.16877369321281968	0.03467771454254673	0.1150000503208687	0.3726293821124483
5.050505050505051	0.837005042226152	0.13053634325968586	0.1679547874156528	0.034291516725469394	0.11548384369110712	0.3743330530174169
5.555555555555556	0.8399013978289553	0.1304225343470708	0.16747656539752456	0.03410029316282079	0.11582551592140759	0.3754505135690681
6.0606060606060606	0.8416976125373248	0.13041282746371052	0.16719708317800122	0.0340075205821626	0.1160555397703594	0.3761720874037481
6.565656565656566	0.8428094804122356	0.13043519907343515	0.16703367513764567	0.03396343864605419	0.11620612795847317	0.3766328259633241
7.070707070707071	0.843496553749065	0.1304622585508189	0.16693810871553572	0.03394298778931099	0.11630298580327267	0.3769245714209645
7.575757575757576	0.8439204573085668	0.13048514209561896	0.1668822098573966	0.03393379007054706	0.11636454942226128	0.37710812914390907
8.080808080808081	0.8441816134458595	0.13050214930570497	0.16684951032302636	0.03392983677326494	0.11640335450856848	0.377223038229864
8.585858585858587	0.8443422886040756	0.13051399097479444	0.166830380879302	0.03392826147478832	0.11642766493720118	0.37729468137674205
9.090909090909092	0.8444410200899998	0.13052192635368462	0.16681918967197515	0.033927722794254794	0.11644282398867258	0.37733920065972665
9.595959595959597	0.8445016139065298	0.1305271152122118	0.1668126431136617	0.033927608335899875	0.11645224143162404	0.37736678634264775
10.101010101010102	0.8445387692465699	0.13053045085835824	0.16680881186421553	0.03392764648588916	0.11645807517894248	0.37738384130746505
10.606060606060607	0.8445615265337647	0.1305325732674885	0.16680657067039	0.03392772637276126	0.11646168074802181	0.37739436419455186
11.111111111111112	0.8445754519111673	0.13053391069004738	0.16680525944402483	0.03392780405541967	0.11646390381416581	0.37740084457508166
11.616161616161618	0.8445839648617386	0.13053474918738034	0.16680449257119367	0.03392786688746439	0.11646527263625812	0.3774048294513937
12.121212121212121	0.8445891653192394	0.13053527139043342	0.16680404385129277	0.03392791312633295	0.11646611360164585	0.37740727617442044
12.626262626262626	0.8445923387609199	0.1305355956938117	0.16680378149931233	0.033927945628566596	0.1164666297985052	0.37740877639262393
13.131313131313131	0.8445942769905858	0.13053579651922437	0.1668036276703939	0.03392796766435081	0.11646694727034355	0.3774096966716686
13.636363636363637	0.8445954571899199	0.1305359203292445	0.16680353781620746	0.03392798238666996	0.1164671407706308	0.3774102590707058
14.141414141414142	0.8445961733379376	0.1305359971096072	0.166803485679213	0.033927992105477464	0.11646725827943472	0.3774106017297138
14.646464646464647	0.8445966104111328	0.1305360436182486	0.16680345497790583	0.033927998299673745	0.11646733111128618	0.37741081159073775
15.151515151515152	0.8445968763553207	0.13053607213715593	0.16680343697823205	0.03392800235971498	0.11646737526988592	0.37741093957780236
15.656565656565657	0.8445970396716331	0.13053609029934307	0.16680342632316134	0.0339280048511412	0.11646740224978433	0.3774110184042971
16.161616161616163	0.8445971373011129	0.13053610084356015	0.16680342020622674	0.03392800651221686	0.11646741863868472	0.3774110656692082
16.666666666666668	0.8445971973425476	0.1305361075376292	0.16680341657819625	0.03392800752129895	0.11646742867065255	0.37741109480950025
17.171717171717173	0.8445972339264637	0.13053611160959758	0.16680341444939098	0.03392800816874888	0.11646743481899108	0.37741111261020854
17.67676767676768	0.8445972555654863	0.1305361140160546	0.1668034132473859	0.03392800857977394	0.11646743847729148	0.37741112317041864
18.181818181818183	0.8445972684212559	0.1305361154607071	0.16680341256360834	0.033928008831060535	0.11646744065545174	0.3774111294606949
18.68686868686869	0.8445972763419424	0.13053611637236612	0.16680341215122427	0.033928008976720436	0.11646744199197799	0.37741113334085835
19.191919191919194	0.8445972813266599	0.1305361169595589	0.16680341189328612	0.033928009058493455	0.11646744282838264	0.37741113578340385
19.6969696969697	0.8445972844398825	0.13053611732620737	0.16680341173400826	0.03392800910853195	0.11646744335144388	0.37741113730980913
20.202020202020204	0.8445972863519287	0.13053611754190858	0.16680341163895782	0.03392800914698856	0.11646744367720739	0.377411138248818
20.70707070707071	0.8445972875220108	0.1305361176651615	0.1668034115828953	0.03392800917953091	0.11646744388042628	0.3774111388246392
21.212121212121215	0.8445972882429567	0.1305361177405908	0.16680341154931916	0.03392800920215215	0.116467444006057	0.3774111391799621
21.71717171717172	0.8445972888172804	0.13053611780106708	0.16680341152279818	0.03392800922014227	0.11646744410606513	0.37741113946314264
22.222222222222225	0.8445972894183688	0.13053611785917094	0.1668034114949241	0.03392800924264299	0.11646744421258257	0.37741113975947743
22.72727272727273	0.8445972898602686	0.13053611790333644	0.1668034114745897	0.03392800925792205	0.11646744429043379	0.37741113997741166
23.232323232323235	0.84459729014298	0.1305361179335635	0.16680341146179506	0.03392800926597942	0.11646744433961882	0.3774111401169453
23.73737373737374	0.8445972902665029	0.1305361179498522	0.1668034114565401	0.033928009266815114	0.11646744436013765	0.3774111401780784
24.242424242424242	0.8445972902308372	0.13053611795220252	0.16680341145882488	0.03392800926042913	0.11646744435199027	0.3774111401608109
24.747474747474747	0.8445972900359829	0.1305361179406144	0.16680341146864938	0.033928009246821475	0.11646744431517671	0.3774111400651428
25.252525252525253	0.8445972900619269	0.13053611794597234	0.16680341146777103	0.033928009245342214	0.11646744431887723	0.3774111400780953
25.757575757575758	0.8445972900993223	0.1305361179512611	0.16680341146624028	0.03392800924533078	0.11646744432497821	0.37741114009663235
26.262626262626263	0.8445972900965842	0.13053611795228798	0.16680341146653363	0.03392800924416032	0.11646744432408816	0.3774111400953652
26.767676767676768	0.8445972900537129	0.130536117949053	0.16680341146865105	0.03392800924183083	0.11646744431620705	0.37741114007429377
27.272727272727273	0.844597289970708	0.13053611794155615	0.16680341147259253	0.03392800923834231	0.1164674443013349	0.3774111400334181
27.77777777777778	0.84459728984757	0.1305361179297974	0.1668034114783581	0.033928009233694774	0.11646744427947171	0.3774111399727382
28.282828282828284	0.844597289733903	0.13053611792244632	0.16680341148423702	0.033928009226536375	0.11646744425823248	0.3774111399170076
28.78787878787879	0.8445972896938977	0.13053611791765762	0.16680341148592714	0.033928009225810477	0.11646744425141096	0.3774111398971999
29.292929292929294	0.8445972896538924	0.1305361179128689	0.16680341148761724	0.03392800922508458	0.11646744424458945	0.3774111398773922
29.7979797979798	0.844597289613887	0.13053611790808017	0.16680341148930733	0.03392800922435867	0.11646744423776793	0.3774111398575845
30.303030303030305	0.8445972895738817	0.13053611790329148	0.16680341149099742	0.033928009223632774	0.11646744423094642	0.37741113983777685
30.80808080808081	0.8445972895338764	0.13053611789850275	0.16680341149268751	0.033928009222906876	0.1164674442241249	0.37741113981796914
31.313131313131315	0.844597289493871	0.13053611789371403	0.1668034114943776	0.03392800922218098	0.11646744421730339	0.3774111397981615
31.81818181818182	0.8445972894857616	0.13053611789274402	0.16680341149471775	0.0339280092220314	0.11646744421591959	0.3774111397941449
32.323232323232325	0.8445972894845784	0.13053611789260325	0.16680341149476477	0.03392800922200698	0.11646744421571663	0.3774111397935575
32.82828282828283	0.8445972894833951	0.13053611789246244	0.16680341149481176	0.03392800922198256	0.11646744421551367	0.3774111397929701
33.333333333333336	0.8445972894822118	0.13053611789232167	0.16680341149485875	0.033928009221958134	0.1164674442153107	0.3774111397923826
33.83838383838384	0.8445972894810285	0.1305361178921809	0.16680341149490577	0.033928009221933716	0.11646744421510774	0.3774111397917952
34.343434343434346	0.8445972894798452	0.1305361178920401	0.16680341149495276	0.03392800922190929	0.11646744421490478	0.3774111397912077
34.84848484848485	0.844597289478662	0.1305361178918993	0.16680341149499978	0.033928009221884874	0.11646744421470182	0.3774111397906203
35.35353535353536	0.8445972894774787	0.13053611789175854	0.16680341149504677	0.033928009221860456	0.11646744421449885	0.3774111397900328
35.85858585858586	0.8445972894762955	0.13053611789161773	0.16680341149509376	0.03392800922183603	0.11646744421429589	0.3774111397894454
36.36363636363637	0.8445972894751123	0.13053611789147695	0.16680341149514077	0.03392800922181161	0.11646744421409293	0.37741113978885793
36.86868686868687	0.844597289473929	0.13053611789133618	0.16680341149518776	0.03392800922178719	0.11646744421388996	0.3774111397882705
37.37373737373738	0.8445972894727457	0.13053611789119537	0.16680341149523478	0.03392800922176277	0.116467444213687	0.37741113978768304
37.87878787878788	0.8445972894715624	0.1305361178910546	0.16680341149528177	0.033928009221738345	0.11646744421348404	0.3774111397870956
38.38383838383839	0.8445972894703792	0.1305361178909138	0.1668034114953288	0.03392800922171393	0.11646744421328108	0.3774111397865082
38.88888888888889	0.8445972894691959	0.13053611789077302	0.16680341149537578	0.03392800922168951	0.11646744421307811	0.3774111397859207
39.3939393939394	0.8445972894680126	0.13053611789063224	0.16680341149542277	0.033928009221665084	0.11646744421287515	0.3774111397853333
39.8989898989899	0.8445972894668294	0.13053611789049144	0.1668034114954698	0.033928009221640666	0.11646744421267219	0.37741113978474583
40.40404040404041	0.8445972894656462	0.13053611789035066	0.16680341149551678	0.03392800922161624	0.11646744421246923	0.3774111397841584
40.909090909090914	0.8445972894644629	0.13053611789020989	0.1668034114955638	0.03392800922159182	0.11646744421226626	0.37741113978357094
41.41414141414142	0.8445972894632796	0.13053611789006908	0.1668034114956108	0.033928009221567405	0.1164674442120633	0.3774111397829835
41.919191919191924	0.8445972894620963	0.1305361178899283	0.16680341149565778	0.03392800922154298	0.11646744421186034	0.37741113978239604
42.42424242424243	0.8445972894609131	0.13053611788978753	0.1668034114957048	0.03392800922151856	0.11646744421165738	0.3774111397818086
42.929292929292934	0.8445972894597298	0.13053611788964672	0.16680341149575179	0.03392800922149414	0.11646744421145441	0.3774111397812212
43.43434343434344	0.8445972894585465	0.13053611788950595	0.1668034114957988	0.03392800922146972	0.11646744421125144	0.37741113978063373
43.939393939393945	0.8445972894573632	0.13053611788936514	0.1668034114958458	0.033928009221445295	0.11646744421104847	0.3774111397800463
44.44444444444445	0.8445972894561801	0.13053611788922437	0.16680341149589278	0.03392800922142088	0.11646744421084551	0.37741113977945884
44.949494949494955	0.8445972894549968	0.1305361178890836	0.1668034114959398	0.03392800922139646	0.11646744421064255	0.3774111397788714
45.45454545454546	0.8445972894538135	0.1305361178889428	0.1668034114959868	0.033928009221372034	0.11646744421043959	0.37741113977828394
45.959595959595966	0.8445972894526302	0.130536117888802	0.1668034114960338	0.033928009221347616	0.11646744421023662	0.3774111397776965
46.46464646464647	0.844597289451447	0.13053611788866123	0.1668034114960808	0.03392800922132319	0.11646744421003366	0.37741113977710905
46.969696969696976	0.8445972894502637	0.13053611788852043	0.1668034114961278	0.03392800922129877	0.1164674442098307	0.37741113977652163
47.47474747474748	0.8445972894490804	0.13053611788837965	0.1668034114961748	0.03392800922127435	0.11646744420962774	0.37741113977593416
47.979797979797986	0.8445972894478971	0.13053611788823888	0.1668034114962218	0.03392800922124993	0.11646744420942477	0.37741113977534674
48.484848484848484	0.8445972894467139	0.13053611788809807	0.16680341149626882	0.03392800922122551	0.11646744420922181	0.3774111397747593
48.98989898989899	0.8445972894455307	0.1305361178879573	0.1668034114963158	0.03392800922120109	0.11646744420901885	0.37741113977417184
49.494949494949495	0.8445972894443474	0.1305361178878165	0.1668034114963628	0.03392800922117667	0.11646744420881588	0.3774111397735844
50.0	0.8445972894431641	0.13053611788767572	0.16680341149640981	0.033928009221152244	0.11646744420861292	0.37741113977299695
