NON $ % + -
#NON	c	d	a	b
32.323232323232325	0.10976947933205482	0.005464573492429313	0.006143284728158475	0.037847338640895435
32.82828282828283	0.10976947933331463	0.005464546536184564	0.006143262483053291	0.0378472510470574
33.333333333333336	0.10976947933598305	0.005464524451364497	0.00614324425843552	0.03784717925922359
33.83838383838384	0.10976947933905314	0.005464506196343169	0.006143229191980016	0.03784711992203982
34.343434343434346	0.10976947934141136	0.00546449102135101	0.006143216664258709	0.03784707061888882
34.84848484848485	0.10976947934388089	0.005464478528540019	0.006143206350346726	0.03784703002710314
35.35353535353536	0.1097694793441539	0.005464468195652089	0.006143197821289322	0.03784699647193156
35.85858585858586	0.10976947934356582	0.0054644597029498854	0.006143190810784364	0.03784696890596744
36.36363636363637	0.10976947934235563	0.005464452727040263	0.006143185053891989	0.037846946263507035
36.86868686868687	0.10976947934108842	0.005464447008424955	0.006143180336566655	0.03784692769209915
37.37373737373738	0.1097694793395745	0.005464442358244835	0.006143176500995661	0.037846912592670666
37.87878787878788	0.109769479339365	0.005464438504216425	0.006143173320654948	0.03784690006867499
38.38383838383839	0.10976947933832817	0.005464435541363731	0.006143170878919427	0.0378468904316239
38.88888888888889	0.109769479337823	0.005464433175708907	0.006143168929220297	0.03784688273128513
39.3939393939394	0.10976947933807343	0.005464431191179996	0.006143167291118881	0.037846876277088146
39.8989898989899	0.1097694793390647	0.005464429475784169	0.006143165871888952	0.03784687070831648
40.40404040404041	0.1097694793403314	0.005464428233224699	0.006143164844846739	0.0378468666602331
40.909090909090914	0.10976947934161221	0.005464427179553315	0.0061431639732973465	0.03784686323135417
41.41414141414142	0.10976947934224893	0.005464426181043942	0.006143163147699025	0.03784685999330664
41.919191919191924	0.10976947934282813	0.005464425312723385	0.006143162429463102	0.03784685718177094
42.42424242424243	0.1097694793435015	0.005464424596591355	0.006143161836872755	0.037846854863094644
42.929292929292934	0.10976947934365727	0.005464423948459833	0.00614316130161194	0.03784685276472997
43.43434343434344	0.10976947934309086	0.005464423353679562	0.006143160812400504	0.037846850834427494
43.939393939393945	0.10976947934247076	0.005464422828482059	0.006143160380056299	0.03784684913535566
44.44444444444445	0.10976947934169835	0.005464422371364069	0.006143160004111041	0.03784684765551546
44.949494949494955	0.10976947934108806	0.00546442199501622	0.006143159694377452	0.03784684643426838
45.45454545454546	0.10976947934072386	0.005464421699301525	0.0061431594505963645	0.03784684547122679
45.959595959595966	0.10976947934014442	0.0054644214544551225	0.006143159249262797	0.03784684467364024
46.46464646464647	0.10976947933983436	0.005464421268384667	0.006143159095888766	0.03784684406641364
46.969696969696976	0.10976947933995708	0.005464421125514416	0.006143158977317263	0.03784684360097852
47.47474747474748	0.10976947934027749	0.005464421034085862	0.006143158900918439	0.037846843301899594
47.979797979797986	0.10976947934066808	0.005464420982368918	0.006143158857349326	0.03784684313115552
48.484848484848484	0.10976947934106177	0.005464420940114101	0.006143158821854085	0.03784684299242019
48.98989898989899	0.10976947934131165	0.005464420887096671	0.006143158778099515	0.03784684282063443
49.494949494949495	0.10976947934250496	0.005464420959310961	0.006143158835625956	0.03784684305330295
50.0	0.10976947934377984	0.005464421052377381	0.006143158910342837	0.03784684335417211
