,,,Slide ID,Cdc20,CycB,UbcH10,CycE,CycA,E2F,CycD,cdh1,p27,Rb
C1,no,Insulin,10.033444816053512,0.25958289913270927,0.45239807472312316,0.02083506431480988,0.1872771788465512,0.09291553689812306,0.34817089482115215,0.13913850473721753,0.7627280610491823,0.02533023367176891,0.5765541313834872
C1,no,Insulin,10.200668896321071,0.25958305966092504,0.4523987248899507,0.020829284642519527,0.18727438686771847,0.09291411734058967,0.34816237013453344,0.13913699058660867,0.7627235723786009,0.02528756025923397,0.5765589958482562
C1,no,Insulin,10.367892976588628,0.25958320648975636,0.4523993188129846,0.02082425547331347,0.18727189347681633,0.09291284915006638,0.3481546761256791,0.13913572524398832,0.7627194760133517,0.025248802307365998,0.5765631695225716
C1,no,Insulin,10.535117056856187,0.2595833401182725,0.4523998615915439,0.020819878821939503,0.18726966434259024,0.09291171443671303,0.3481477286205493,0.139134667466244,0.7627157381259806,0.025213596533851565,0.5765667540761258
C1,no,Insulin,10.702341137123746,0.259583461676665,0.4524003571115994,0.020816070059693617,0.18726766995601596,0.09291069775036578,0.3481414522523828,0.13913378340563698,0.762712327649985,0.025181614726347848,0.5765698356277447
C1,no,Insulin,10.869565217391305,0.25958357253065323,0.4524008084131097,0.020812755115920345,0.18726588449086823,0.09290978525147106,0.34813577900115766,0.13913304441460153,0.7627092159475101,0.025152558738182264,0.5765724885042627
C1,no,Insulin,11.036789297658864,0.2595836740469551,0.4524012195559629,0.020809870136301253,0.18726428499745731,0.09290896629574809,0.34813064937363974,0.13913242695897976,0.7627063773960636,0.02512615949948035,0.576574774770698
C1,no,Insulin,11.20401337792642,0.2595837675985285,0.45240159498965044,0.02080735877811351,0.1872628508641465,0.09290823242809365,0.3481260102595201,0.13913191078872827,0.7627037887753723,0.02510217172651297,0.5765767483772927
C1,no,Insulin,11.37123745819398,0.25958385269922724,0.45240193828397296,0.020805172656883104,0.18726156361010524,0.0929075739431698,0.34812181342790277,0.13913147938700046,0.7627014285303186,0.025080373957562695,0.5765784536064504
C1,no,Insulin,11.538461538461538,0.25958392957420956,0.4524022519132846,0.020803269491379475,0.18726040720010326,0.09290698194631024,0.3481180151242114,0.1391311187942297,0.7626992766625983,0.025060564934177083,0.576579928773647
C1,no,Insulin,11.705685618729097,0.2595839997277872,0.45240253719307844,0.020801612688778653,0.18725936811336447,0.09290644870319446,0.34811457586549405,0.13913081743934927,0.7626973146432544,0.02504256251594512,0.5765812069469838
C1,no,Insulin,11.872909698996656,0.2595840642016247,0.4524027970857157,0.020800170188510516,0.18725843379117996,0.09290596864167391,0.34811146106274204,0.13913056556559716,0.7626955260534336,0.025026201010492896,0.5765823161844935
C1,no,Insulin,12.040133779264213,0.25958412331286285,0.45240303426180833,0.020798914164985024,0.18725759300110162,0.09290553656435459,0.34810863958349375,0.13913035504872118,0.7626938959207653,0.025011330189195942,0.5765832801918419
C1,no,Insulin,12.207357859531772,0.2595841767486973,0.45240325084637795,0.020797820429181695,0.18725683571661372,0.09290514732195553,0.3481060831696243,0.13913017909955955,0.7626924104863285,0.024997813657786767,0.576584119052372
C1,no,Insulin,12.37458193979933,0.25958422530751607,0.4524034480641305,0.020796868028971034,0.18725615341368002,0.09290479617422637,0.3481037661707073,0.13913003206375288,0.7626910569277844,0.02498552797479126,0.576584850149703
C1,no,Insulin,12.54180602006689,0.2595842697497123,0.45240362760996794,0.020796038673409022,0.18725553839053405,0.09290447924673251,0.3481016656970001,0.13912990920248983,0.7626898236394909,0.024974360851139576,0.576585488341493
C1,no,Insulin,12.709030100334449,0.2595843104579365,0.45240379126709385,0.02079531635276502,0.18725498366246,0.09290419319696622,0.34809976116258706,0.13912980652430618,0.762688700087798,0.024964209967088393,0.5765860463499991
C1,no,Insulin,12.876254180602007,0.2595843474702031,0.4524039404861963,0.02079468709010217,0.18725448296427907,0.09290393489699082,0.3480980338803766,0.13912972068023696,0.7626876766257943,0.02495498212250144,0.5765865350630694
C1,no,Insulin,13.043478260869565,0.25958438114762183,0.4524040764124221,0.020794138881272347,0.18725403084410905,0.09290370150449671,0.3480964670431699,0.13912964892349303,0.762686744413365,0.024946593291335084,0.5765869637282943
C1,no,Insulin,13.210702341137123,0.2595844118584519,0.45240420022591665,0.020793661260651297,0.1872536224176567,0.09290349052731499,0.3480950455127532,0.139129588949011,0.7626858953914859,0.024938967111351795,0.5765873403000004
C1,no,Insulin,13.377926421404682,0.25958443986199753,0.4524043130128005,0.020793245151839192,0.1872532533201729,0.09290329975376738,0.3480937556726978,0.1391295388361276,0.7626851222405531,0.024932034414494854,0.576587671578609
C1,no,Insulin,13.545150501672241,0.25958446537571755,0.45240441575968426,0.020792882488399597,0.1872529195803837,0.0929031271671991,0.348092585030846,0.1391294969346885,0.7626844181898828,0.024925731455954715,0.5765879635450843
C1,no,Insulin,13.7123745819398,0.2595844886088685,0.4524045093339831,0.020792566388407506,0.18725261770015184,0.09290297097923136,0.3480915224333098,0.13912946190524325,0.7626837771223428,0.024920001001274672,0.5765882212342407
C1,no,Insulin,13.879598662207357,0.25958450977011815,0.4524045945371907,0.02079229094773742,0.18725234458372458,0.092902829605511,0.34809055790954996,0.13912943264638492,0.7626831935130945,0.024914791609288348,0.5765884489263988
C1,no,Insulin,14.046822742474916,0.2595845290529074,0.4524046721320845,0.02079205071484138,0.18725209732386042,0.09290270155851185,0.3480896820548231,0.13912940816308472,0.7626826621263211,0.024910054626865772,0.5765886505564566
C1,no,Insulin,14.214046822742475,0.25958454661836655,0.452404742790022,0.020791841229831354,0.18725187343275237,0.09290258556534707,0.34808888672976906,0.13912938768820388,0.7626821783776933,0.024905747669318076,0.5765888293095583
C1,no,Insulin,14.381270903010034,0.25958456262002805,0.45240480713341064,0.02079165839712517,0.1872516705918127,0.09290248043757474,0.3480881643193422,0.13912937052632404,0.7626817379641962,0.024901831025823485,0.5765889881119779
C1,no,Insulin,14.548494983277592,0.25958457718724853,0.45240486572146504,0.020791498870657794,0.18725148679373177,0.09290238514651308,0.34808750814076517,0.13912935615921612,0.7626813370579595,0.024898269574517625,0.5765891293166321
C1,no,Insulin,14.715719063545151,0.2595845904375002,0.45240491905713187,0.020791359806149896,0.1872513202595157,0.092902298779228,0.34808691221401344,0.1391293441740334,0.762680972204219,0.024895031745658085,0.5765892549091561
C1,no,Insulin,14.882943143812708,0.2595846024973484,0.45240496762073334,0.020791238332940155,0.18725116923792118,0.09290222043469189,0.3480863706788187,0.13912933412696354,0.7626806400380091,0.024892086735746177,0.5765893669255883
C1,no,Insulin,15.050167224080267,0.2595846134635952,0.4524050118062204,0.020791132539197375,0.18725103238081983,0.09290214941800741,0.3480858788870679,0.1391293257966859,0.7626803378160771,0.024889409734306398,0.5765894666743822
C1,no,Insulin,15.217391304347826,0.25958462343290994,0.4524050519855731,0.020791040618184604,0.1872509084174879,0.0929020850736239,0.3480854324715167,0.13912931895879424,0.7626800629656844,0.024886977463077758,0.5765895554202628
C1,no,Insulin,15.384615384615385,0.2595846325167556,0.4524050885471469,0.02079096039987003,0.187250795975766,0.09290202669433462,0.3480850268398995,0.13912931326008124,0.7626798128402638,0.02488476575118859,0.5765896347626026
C1,no,Insulin,15.551839464882944,0.259584640809247,0.4524051218122599,0.020790890364976555,0.187250693969262,0.09290197371822984,0.34808465826950935,0.1391293084909645,0.762679585247995,0.024882754781896468,0.5765897058158315
C1,no,Insulin,15.719063545150501,0.2595846483876921,0.4524051520814307,0.020790829180230837,0.1872506014077213,0.09290192563356481,0.34808432335243095,0.13912930447963506,0.7626793781719395,0.024880926349018583,0.5765897695526626
C1,no,Insulin,15.88628762541806,0.2595846553070735,0.4524051796430448,0.020790775642927323,0.18725051736961862,0.0929018819654976,0.3480840189084707,0.13912930108690932,0.762679189721859,0.024879263396314927,0.5765898268322833
C1,no,Insulin,16.05351170568562,0.2595846616171437,0.4524052047484395,0.020790728833361437,0.18725044107916927,0.09290184231321483,0.34808374223176014,0.13912929821781353,0.7626790182717916,0.024877751329913406,0.5765898783272224
C1,no,Insulin,16.220735785953178,0.25958466735795943,0.45240522761774526,0.020790687916075218,0.18725037181833037,0.0929018063065723,0.3480834908001631,0.13912929579453645,0.7626788623048111,0.02487637654441835,0.5765899246412725
C1,no,Insulin,16.387959866220736,0.2595846725602797,0.4524052484391738,0.020790652111962987,0.18725030891516442,0.09290177360030004,0.3480832622362716,0.13912929375194671,0.7626787203926282,0.02487512622970492,0.5765899663273363
C1,no,Insulin,16.555183946488295,0.2595846772431623,0.4524052673735327,0.020790620864262168,0.18725025181299804,0.09290174390844476,0.348083054539403,0.13912929206427183,0.7626785913168698,0.024873989519560134,0.5765900037812066
C1,no,Insulin,16.722408026755854,0.2595846814500276,0.45240528457520013,0.02079059356464809,0.18725019995753905,0.09290171694568485,0.34808286574333464,0.13912929067317759,0.7626784738907734,0.02487295581396711,0.5765900374663612
C1,no,Insulin,16.889632107023413,0.2595846852349647,0.4524053001832162,0.02079056963363531,0.187250152829892,0.09290169244473576,0.3480826940128448,0.13912928951158038,0.7626783670094142,0.024872015250502828,0.5765900678431825
C1,no,Insulin,17.05685618729097,0.259584688632199,0.45240531430141867,0.020790548699852154,0.18725011002017436,0.09290167019515963,0.34808253785897525,0.1391292885567417,0.7626782697616981,0.024871159755435045,0.5765900952111385
C1,no,Insulin,17.224080267558527,0.2595846916733318,0.45240532700965924,0.020790530498818648,0.18725007118595136,0.09290165002145259,0.3480823960174892,0.13912928780028988,0.7626781813671274,0.024870382450251503,0.5765901197978902
C1,no,Insulin,17.391304347826086,0.25958469440817306,0.45240533840930997,0.020790514744845615,0.18725003598927004,0.09290163174887113,0.34808226726195507,0.13912928722158485,0.7626781010694038,0.024869676668710792,0.5765901418525582
C1,no,Insulin,17.558528428093645,0.2595846969316089,0.45240534868195154,0.02079050096582971,0.1872500040154553,0.0929016151593603,0.34808215016268923,0.1391292867533684,0.7626780279992116,0.024869034689184496,0.5765901617660016
C1,no,Insulin,17.725752508361204,0.2595846993196172,0.45240535794960807,0.020790488896688174,0.1872499749664966,0.09290160009651058,0.3480820436608319,0.13912928636356808,0.7626779615009972,0.02486845075357736,0.5765901797843731
C1,no,Insulin,17.892976588628763,0.2595847016535622,0.4524053663278155,0.02079047832997284,0.1872499485876195,0.09290158642570608,0.348081946850372,0.1391292860242367,0.7626779010088921,0.024867919921052386,0.576590196117881
C1,no,Insulin,18.06020066889632,0.2595847040040917,0.45240537394026487,0.020790469092980254,0.18724992465134166,0.09290157402510871,0.3480818589283682,0.1391292857123337,0.7626778460189303,0.02486743779020113,0.5765902109481849
C1,no,Insulin,18.22742474916388,0.2595847063338664,0.45240538098688526,0.02079046095933592,0.18724990288758392,0.09290156274568644,0.34808177897369147,0.13912928542254724,0.7626777959662213,0.02486699924510331,0.5765902244405609
C1,no,Insulin,18.39464882943144,0.25958470863181454,0.4524053876498745,0.020790453771027437,0.18724988308013216,0.09290155246638312,0.34808170625240875,0.13912928514959705,0.7626777503944786,0.02486660018603944,0.5765902367271106
C1,no,Insulin,18.561872909698998,0.2595847108864914,0.4524053941123464,0.02079044741418841,0.1872498650474957,0.09290154308317065,0.3480816401571828,0.1391292848917464,0.7626777089223787,0.024866237186050782,0.5765902479100934
C1,no,Insulin,18.729096989966557,0.25958471306961917,0.45240540055861383,0.020790441806236116,0.18724984863306846,0.09290153450382013,0.3480815801733192,0.13912928465215418,0.7626776712255111,0.024865907306492237,0.5765902580650332
C1,no,Insulin,18.896321070234112,0.2595847150129075,0.45240540695040715,0.020790436841794286,0.18724983367144213,0.09290152663962131,0.34808152569473083,0.13912928443256448,0.7626776369562172,0.024865607274115034,0.5765902672850625
C1,no,Insulin,19.06354515050167,0.25958471651514853,0.4524054132214357,0.020790432439709156,0.18724982001769436,0.09290151941258191,0.3480814761839426,0.139129284238793,0.7626776058132844,0.0248653341965312,0.576590275642369
C1,no,Insulin,19.23076923076923,0.25958471737342104,0.4524054193340734,0.020790428556747932,0.187249807555922,0.0929015127575252,0.34808143121871027,0.13912928408232567,0.7626775775622507,0.024865085770669305,0.5765902831769629
C1,no,Insulin,19.39799331103679,0.25958471734883254,0.4524054252171251,0.020790425172559666,0.18724979618987272,0.09290150661978709,0.34808139044083924,0.13912928397856364,0.7626775520131124,0.02486486005391719,0.5765902899090087
C1,no,Insulin,19.565217391304348,0.2595847162371193,0.4524054309999083,0.0207904221977629,0.18724978574987589,0.09290150089755354,0.3480813532869245,0.13912928393641216,0.762677528838058,0.024864653862734714,0.5765902959082536
C1,no,Insulin,19.732441471571907,0.25958471481680884,0.4524054351017129,0.020790419651976946,0.18724977638066287,0.09290149578018332,0.348081319685857,0.13912928390039753,0.7626775079786183,0.02486446812810734,0.5765903013106034
C1,no,Insulin,19.899665551839465,0.2595847127199288,0.4524054380066964,0.02079041740810418,0.18724976783751185,0.09290149110195103,0.34808128893249096,0.13912928388901422,0.7626774890225806,0.02486429860912729,0.5765903061874674
C1,no,Insulin,20.066889632107024,0.25958471014392603,0.4524054390491914,0.020790415448149618,0.18724976011037595,0.09290148690119752,0.3480812607465956,0.13912928388640958,0.7626774718064641,0.024864144314368872,0.5765903106182357
C1,no,Insulin,20.234113712374583,0.2595847081816043,0.4524054383135053,0.020790413736020155,0.18724975319135964,0.092901483263046,0.3480812348987159,0.13912928387418577,0.7626774560581799,0.02486400413371361,0.5765903147058645
C1,no,Insulin,20.401337792642142,0.2595847111727409,0.4524054388339088,0.020790412167132104,0.18724974706813127,0.09290148042529739,0.34808121136891257,0.13912928382671982,0.7626774411158501,0.02486387649271728,0.5765903186316812
C1,no,Insulin,20.568561872909697,0.25958471548886924,0.4524054405415944,0.020790410753616866,0.187249741519354,0.09290147794601902,0.34808119007906463,0.13912928377215675,0.7626774273473417,0.024863760347397054,0.5765903222572667
C1,no,Insulin,20.735785953177256,0.259584717851465,0.45240544219775025,0.02079040951564885,0.18724973639425782,0.09290147548480045,0.3480811707913108,0.13912928373192177,0.7626774150391589,0.024863654760888306,0.5765903254806499
C1,no,Insulin,20.903010033444815,0.2595847188052012,0.4524054429204892,0.020790408433473895,0.18724973170241574,0.09290147311087003,0.3480811531696749,0.13912928369936828,0.7626774039638757,0.024863558714706205,0.5765903283709964
C1,no,Insulin,21.070234113712374,0.25958471961862956,0.45240544361828655,0.02079040747986569,0.18724972743393495,0.0929014709425028,0.3480811371596601,0.13912928367193697,0.7626773939041644,0.024863471412501982,0.5765903309897987
