,,,Slide ID,Cdc20,CycB,UbcH10,CycE,CycA,E2F,CycD,cdh1,p27,Rb
C1,no,Insulin,21.237458193979933,0.25958472046585584,0.45240544466332105,0.020790406632847667,0.18724972353850622,0.09290146897438421,0.3480811226450896,0.1391292836486232,0.7626773847514386,0.024863391940842007,0.5765903333693134
C1,no,Insulin,21.40468227424749,0.2595847210995499,0.4524054457361566,0.020790405884428955,0.18724971998499573,0.09290146716391388,0.34808110947040155,0.13912928362914095,0.7626773764517563,0.024863319675492317,0.5765903355230728
C1,no,Insulin,21.57190635451505,0.25958472155364004,0.45240544670181765,0.020790405224255258,0.18724971674881322,0.09290146550050053,0.3480810974950206,0.13912928361288604,0.7626773689207179,0.02486325397550137,0.5765903374732623
C1,no,Insulin,21.73913043478261,0.2595847219146406,0.45240544757717804,0.020790404641224537,0.18724971380357053,0.09290146397978613,0.34808108660516174,0.1391292835993002,0.7626773620776096,0.02486319422561757,0.5765903392418917
C1,no,Insulin,21.906354515050168,0.2595847222130155,0.4524054483938718,0.020790404126011477,0.18724971112367578,0.09290146259253672,0.34808107670793065,0.13912928358795498,0.7626773558600562,0.02486313989899266,0.5765903408461717
C1,no,Insulin,22.073578595317727,0.2595847224640683,0.452405449158279,0.02079040366999911,0.18724970868395371,0.09290146132746921,0.3480810677077416,0.13912928357846205,0.7626773502068313,0.024863090473618888,0.5765903423026971
C1,no,Insulin,22.240802675585286,0.25958472267740185,0.4524054498715026,0.02079040326724177,0.18724970646655756,0.09290146017626798,0.3480810595359548,0.1391292835705605,0.7626773450742782,0.024863045577722002,0.5765903436232194
C1,no,Insulin,22.40802675585284,0.25958472286324213,0.45240545053012104,0.02079040291059221,0.1872497044491092,0.09290145912800661,0.3480810521052254,0.13912928356395157,0.7626773404072823,0.024863004742598456,0.5765903448224341
C1,no,Insulin,22.5752508361204,0.2595847230199645,0.4524054511443535,0.020790402591268554,0.18724970259786167,0.09290145816467059,0.3480810452923259,0.1391292835583678,0.7626773361290882,0.024862967290931456,0.5765903459204885
C1,no,Insulin,22.74247491638796,0.2595847231461825,0.4524054517204078,0.0207904023043525,0.18724970089370493,0.09290145727601669,0.3480810390277083,0.13912928355366283,0.7626773321964055,0.02486293283998147,0.5765903469287361
C1,no,Insulin,22.909698996655518,0.25958472324189613,0.4524054522582839,0.020790402049844052,0.18724969933663901,0.0929014564620449,0.34808103331137263,0.13912928354983667,0.7626773286092343,0.024862901389748497,0.576590347847177
C1,no,Insulin,23.076923076923077,0.2595847233071054,0.4524054527579819,0.020790401827743207,0.1872496979266639,0.09290145572275522,0.3480810281433188,0.13912928354688933,0.7626773253675747,0.02486287294023254,0.576590348675811
C1,no,Insulin,23.244147157190636,0.2595847233418103,0.4524054532195017,0.020790401638049964,0.18724969666377958,0.09290145505814768,0.3480810235235469,0.1391292835448208,0.7626773224714265,0.024862847491433596,0.5765903494146385
C1,no,Insulin,23.411371237458194,0.2595847233458707,0.45240545364286344,0.020790401480677453,0.18724969554766127,0.0929014544680337,0.3480810194508782,0.13912928354362797,0.7626773199200727,0.024862825036914296,0.5765903500638483
C1,no,Insulin,23.578595317725753,0.25958472330140986,0.4524054540306349,0.0207904013445416,0.18724969453687149,0.09290145392835844,0.3480810157749147,0.13912928354291854,0.7626773176220162,0.024862804755312863,0.5765903506475767
C1,no,Insulin,23.745819397993312,0.2595847231959748,0.4524054543846048,0.020790401221921165,0.18724969360254456,0.09290145342236508,0.3480810123908882,0.1391292835424192,0.7626773155135195,0.02486278607446377,0.5765903511826371
C1,no,Insulin,23.91304347826087,0.2595847230295654,0.452405454704773,0.02079040111281616,0.18724969274468048,0.09290145295005363,0.3480810092987988,0.13912928354212994,0.7626773135945825,0.024862768994367013,0.5765903516690297
C1,no,Insulin,24.080267558528426,0.2595847228021818,0.4524054549911396,0.02079040101722657,0.18724969196327929,0.09290145251142409,0.34808100649864643,0.13912928354205073,0.7626773118652053,0.024862753515022592,0.5765903521067542
C1,no,Insulin,24.247491638795985,0.25958472251382386,0.45240545524370457,0.020790400935152407,0.18724969125834096,0.09290145210647648,0.3480810039904312,0.13912928354218163,0.7626773103253879,0.02486273963643051,0.5765903524958109
C1,no,Insulin,24.414715719063544,0.25958472216438927,0.4524054554623107,0.0207904008665831,0.18724969062981614,0.09290145173516708,0.3480810017739435,0.1391292835425221,0.7626773089750184,0.024862727357576362,0.5765903528362275
C1,no,Insulin,24.581939799331103,0.25958472170951447,0.4524054555788763,0.02079040080694565,0.1872496900563488,0.09290145137858152,0.34808099975849277,0.13912928354286366,0.762677307765687,0.024862716239351986,0.5765903531400822
C1,no,Insulin,24.74916387959866,0.2595847211126774,0.4524054555373531,0.020790400752475326,0.1872496895203576,0.09290145102114859,0.34808099786941804,0.1391292835430347,0.7626773066575403,0.024862705920261536,0.5765903534173187
C1,no,Insulin,24.91638795986622,0.25958472037387803,0.45240545533774124,0.020790400703172132,0.18724968902184247,0.09290145066286827,0.3480809961067192,0.13912928354303514,0.7626773056505782,0.024862696400305015,0.5765903536679365
C1,no,Insulin,25.08361204013378,0.25958471949311646,0.4524054549800406,0.020790400659036062,0.18724968856080346,0.09290145030374056,0.34808099447039637,0.13912928354286502,0.7626773047448009,0.02486268767948242,0.5765903538919361
C1,no,Insulin,25.25083612040134,0.25958471847039255,0.45240545446425123,0.020790400620067123,0.18724968813724055,0.09290144994376547,0.3480809929604495,0.13912928354252435,0.7626773039402082,0.024862679757793753,0.5765903540893172
C1,no,Insulin,25.418060200668897,0.2595847173057116,0.45240545379037217,0.020790400586265294,0.1872496877511539,0.09290144958294351,0.3480809915768774,0.13912928354201312,0.7626773032367989,0.024862672635234968,0.5765903542600802
C1,no,Insulin,25.585284280936456,0.25958471623604407,0.45240545291351575,0.020790400556930332,0.1872496874086747,0.09290144924544302,0.3480809902682498,0.13912928354132834,0.7626773025790964,0.024862666128259908,0.5765903544178625
C1,no,Insulin,25.752508361204015,0.25958471549394585,0.45240545178963043,0.02079040053137504,0.18724968711582,0.09290144895498212,0.34808098898409434,0.1391292835404671,0.7626773019126571,0.024862660056741648,0.5765903545760478
C1,no,Insulin,25.91973244147157,0.259584715079417,0.4524054504187163,0.020790400509599412,0.18724968687258972,0.09290144871156077,0.34808098772441104,0.13912928353942947,0.7626773012374813,0.024862654420680187,0.5765903547346357
C1,no,Insulin,26.08695652173913,0.2595847149924575,0.4524054488007734,0.020790400491603453,0.18724968667898395,0.092901448515179,0.34808098648919983,0.13912928353821535,0.7626773005535689,0.024862649220075524,0.5765903548936264
C1,no,Insulin,26.254180602006688,0.2595847151109092,0.45240544762331664,0.02079040046995767,0.1872496864979852,0.09290144837396808,0.34808098540134935,0.13912928353694218,0.7626772999187089,0.024862644437076076,0.5765903550450434
C1,no,Insulin,26.421404682274247,0.2595847151812932,0.4524054483129429,0.02079040042924584,0.18724968625278213,0.09290144830480049,0.34808098471585347,0.13912928353585355,0.7626772994528143,0.024862640034639734,0.5765903551723356
C1,no,Insulin,26.588628762541806,0.2595847151958042,0.45240545091358164,0.02079040036899325,0.1872496859410095,0.09290144830819579,0.34808098444056446,0.13912928353495693,0.7626772991595774,0.024862636011625843,0.5765903552749931
C1,no,Insulin,26.755852842809364,0.2595847151544421,0.4524054554252329,0.020790400289199897,0.1872496855626673,0.09290144838415397,0.3480809845754822,0.13912928353425238,0.7626772990389983,0.024862632368034404,0.5765903553530162
C1,no,Insulin,26.923076923076923,0.2595847155887084,0.4524054603828685,0.020790400207287067,0.18724968521208685,0.09290144853852635,0.348080984831844,0.1391292835337052,0.7626772989221324,0.024862629085681133,0.5765903554347949
C1,no,Insulin,27.090301003344482,0.2595847182442097,0.45240546044916236,0.020790400186598605,0.18724968522088867,0.09290144877043811,0.34808098416473404,0.139129283533182,0.7626772982184216,0.02486262608676624,0.5765903556172883
C1,no,Insulin,27.25752508361204,0.2595847207049869,0.4524054594901256,0.020790400180450832,0.187249685275835,0.09290144894723203,0.34808098337383947,0.1391292835327331,0.7626772975061652,0.024862623356058686,0.5765903557911217
C1,no,Insulin,27.4247491638796,0.25958472219228446,0.4524054587953151,0.020790400172956715,0.18724968527207514,0.09290144903149339,0.34808098272383114,0.13912928353235834,0.7626772969741007,0.02486262087405123,0.5765903559205451
C1,no,Insulin,27.59197324414716,0.25958472304937935,0.45240545830714385,0.02079040016464078,0.1872496852321137,0.09290144905829201,0.34808098218290556,0.13912928353204512,0.7626772965681525,0.024862618617318755,0.5765903560192086
C1,no,Insulin,27.759197324414714,0.2595847235702201,0.45240545795041087,0.020790400156287994,0.1872496851765093,0.09290144905610022,0.3480809817189418,0.13912928353178342,0.7626772962401608,0.024862616565574272,0.5765903560990688
C1,no,Insulin,27.926421404682273,0.25958472391606224,0.4524054576935601,0.020790400148146496,0.18724968511573561,0.09290144904093728,0.3480809813149359,0.13912928353156512,0.7626772959636423,0.02486261470116896,0.5765903561667881
C1,no,Insulin,28.093645484949832,0.2595847242286073,0.4524054574584354,0.02079040014044905,0.18724968505735745,0.0929014490253058,0.348080980935975,0.1391292835313635,0.7626772957052748,0.02486261294378452,0.576590356230089
C1,no,Insulin,28.26086956521739,0.25958472455182485,0.4524054572121467,0.020790400133298897,0.1872496850036118,0.09290144901270324,0.3480809805681584,0.13912928353116805,0.7626772954532137,0.02486261125974486,0.5765903562916481
C1,no,Insulin,28.42809364548495,0.25958472480365463,0.4524054570179767,0.020790400126496526,0.18724968495034816,0.0929014489966863,0.34808098023810335,0.13912928353099888,0.7626772952298954,0.024862609713824795,0.5765903563464085
C1,no,Insulin,28.59531772575251,0.25958472498409674,0.4524054568759253,0.02079040012004194,0.18724968489756652,0.09290144897725501,0.34808097994581,0.139129283530856,0.7626772950353193,0.02486260830602433,0.5765903563943704
C1,no,Insulin,28.762541806020067,0.2595847250931511,0.4524054567859926,0.020790400113935133,0.18724968484526686,0.09290144895440933,0.34808097969127827,0.13912928353073942,0.762677294869486,0.024862607036343458,0.5765903564355338
C1,no,Insulin,28.929765886287626,0.2595847251308178,0.4524054567481785,0.020790400108176108,0.18724968479344922,0.09290144892814929,0.34808097947450817,0.1391292835306491,0.7626772947323951,0.02486260590478218,0.5765903564698985
C1,no,Insulin,29.096989966555185,0.2595847250970968,0.4524054567624831,0.020790400102764867,0.18724968474211356,0.09290144889847486,0.34808097929549964,0.1391292835305851,0.7626772946240467,0.0248626049113405,0.5765903564974648
C1,no,Insulin,29.264214046822744,0.25958472499198804,0.45240545682890637,0.020790400097701403,0.1872496846912599,0.09290144886538608,0.34808097915425273,0.13912928353054735,0.7626772945444408,0.024862604056018412,0.5765903565182325
C1,no,Insulin,29.431438127090303,0.2595847249595143,0.452405456848213,0.020790400093033266,0.1872496846464403,0.09290144883947216,0.3480809790008687,0.13912928353049753,0.7626772944516609,0.024862603197468993,0.5765903565418987
C1,no,Insulin,29.598662207357858,0.25958472498596175,0.45240545682985217,0.020790400088755923,0.18724968460712607,0.09290144881972477,0.348080978840099,0.1391292835304392,0.7626772943496983,0.02486260234915135,0.5765903565675402
C1,no,Insulin,29.765886287625417,0.25958472499537444,0.4524054568261594,0.02079040008484431,0.18724968457038912,0.0929014488005593,0.3480809786982595,0.13912928353039267,0.7626772942606593,0.024862601585610156,0.5765903565900428
C1,no,Insulin,29.933110367892976,0.2595847249877525,0.45240545683713473,0.020790400081298413,0.18724968453622948,0.09290144878197575,0.3480809785753502,0.13912928353035794,0.7626772941845439,0.024862600906845406,0.5765903566094063
C1,no,Insulin,30.100334448160535,0.2595847249630957,0.45240545686277817,0.020790400078118245,0.18724968450464713,0.09290144876397412,0.3480809784713712,0.13912928353033502,0.7626772941213521,0.0248626003128571,0.576590356625631
C1,no,Insulin,30.267558528428093,0.2595847249214043,0.45240545690308964,0.0207904000753038,0.18724968447564208,0.09290144874655439,0.34808097838632246,0.13912928353032386,0.7626772940710839,0.024862599803645236,0.5765903566387166
C1,no,Insulin,30.434782608695652,0.2595847248626781,0.4524054569580692,0.020790400072855077,0.1872496844492143,0.09290144872971658,0.34808097832020396,0.1391292835303245,0.7626772940337391,0.02486259937920982,0.5765903566486634
C1,no,Insulin,30.60200668896321,0.2595847247869172,0.4524054570277169,0.020790400070772076,0.18724968442536385,0.09290144871346069,0.3480809782730157,0.13912928353033696,0.762677294009318,0.024862599039550844,0.5765903566554712
C1,no,Insulin,30.76923076923077,0.25958472474344096,0.45240545705762847,0.020790400062507007,0.18724968434775666,0.09290144866946315,0.3480809780027742,0.13912928353024398,0.7626772938445681,0.024862597534363613,0.5765903566974784
C1,no,Insulin,30.93645484949833,0.25958472472674227,0.4524054570829373,0.020790400062153123,0.18724968434165606,0.0929014486657353,0.3480809779921558,0.13912928353026088,0.7626772938385888,0.024862597449455348,0.5765903566991978
C1,no,Insulin,31.103678929765888,0.25958472471004357,0.45240545710824615,0.02079040006179924,0.1872496843355555,0.09290144866200746,0.3480809779815375,0.13912928353027781,0.7626772938326096,0.024862597364547087,0.5765903567009172
C1,no,Insulin,31.270903010033443,0.25958472469334487,0.45240545713355496,0.020790400061445356,0.1872496843294549,0.09290144865827961,0.3480809779709191,0.13912928353029472,0.7626772938266304,0.024862597279638826,0.5765903567026367
C1,no,Insulin,31.438127090301002,0.25958472467664623,0.45240545715886377,0.020790400061091473,0.18724968432335432,0.09290144865455176,0.34808097796030074,0.13912928353031165,0.7626772938206512,0.02486259719473056,0.5765903567043561
C1,no,Insulin,31.60535117056856,0.25958472465994753,0.4524054571841726,0.020790400060737586,0.18724968431725372,0.0929014486508239,0.34808097794968235,0.13912928353032855,0.762677293814672,0.0248625971098223,0.5765903567060755
C1,no,Insulin,31.77257525083612,0.25958472464324883,0.4524054572094814,0.020790400060383702,0.18724968431115313,0.09290144864709605,0.348080977939064,0.13912928353034548,0.7626772938086928,0.02486259702491404,0.576590356707795
C1,no,Insulin,31.93979933110368,0.25958472462655013,0.4524054572347902,0.02079040006002982,0.18724968430505257,0.0929014486433682,0.3480809779284456,0.13912928353036239,0.7626772938027135,0.024862596940005775,0.5765903567095144
C1,no,Insulin,32.10702341137124,0.25958472462433513,0.45240545723944947,0.020790400059934575,0.1872496843031544,0.09290144864232669,0.348080977923328,0.13912928353036688,0.7626772937995532,0.02486259690746767,0.5765903567103453
C1,no,Insulin,32.274247491638796,0.25958472462304427,0.45240545724279113,0.020790400059855836,0.1872496843015244,0.09290144864145658,0.3480809779185613,0.13912928353037055,0.7626772937965727,0.024862596878271213,0.5765903567111195
C1,no,Insulin,32.441471571906355,0.2595847246217534,0.45240545724613274,0.020790400059777094,0.1872496842998944,0.09290144864058647,0.34808097791379466,0.1391292835303742,0.7626772937935921,0.024862596849074752,0.5765903567118936
C1,no,Insulin,32.608695652173914,0.2595847246204626,0.4524054572494744,0.020790400059698354,0.18724968429826438,0.09290144863971637,0.348080977909028,0.1391292835303779,0.7626772937906116,0.024862596819878294,0.5765903567126678
C1,no,Insulin,32.77591973244147,0.25958472461917176,0.45240545725281606,0.020790400059619615,0.18724968429663438,0.09290144863884627,0.3480809779042613,0.13912928353038156,0.762677293787631,0.024862596790681837,0.5765903567134419
C1,no,Insulin,32.94314381270903,0.2595847246178809,0.45240545725615766,0.020790400059540876,0.1872496842950044,0.09290144863797616,0.34808097789949466,0.13912928353038523,0.7626772937846505,0.02486259676148538,0.5765903567142161
C1,no,Insulin,33.11036789297659,0.25958472461659005,0.4524054572594993,0.020790400059462134,0.1872496842933744,0.09290144863710605,0.34808097789472797,0.13912928353038892,0.7626772937816699,0.02486259673228892,0.5765903567149904
C1,no,Insulin,33.27759197324415,0.2595847246152992,0.452405457262841,0.020790400059383395,0.1872496842917444,0.09290144863623594,0.3480809778899613,0.13912928353039258,0.7626772937786894,0.024862596703092463,0.5765903567157645
C1,no,Insulin,33.44481605351171,0.25958472461400833,0.4524054572661826,0.020790400059304655,0.1872496842901144,0.09290144863536583,0.34808097788519465,0.13912928353039627,0.7626772937757089,0.024862596673896002,0.5765903567165387
C1,no,Insulin,33.61204013377927,0.25958472461271753,0.45240545726952425,0.020790400059225913,0.1872496842884844,0.09290144863449573,0.34808097788042797,0.13912928353039994,0.7626772937727283,0.024862596644699544,0.5765903567173128
C1,no,Insulin,33.779264214046826,0.2595847246114267,0.4524054572728659,0.020790400059147174,0.1872496842868544,0.09290144863362562,0.34808097787566133,0.1391292835304036,0.7626772937697478,0.024862596615503087,0.576590356718087
C1,no,Insulin,33.94648829431438,0.2595847246101358,0.4524054572762075,0.020790400059068435,0.1872496842852244,0.09290144863275551,0.34808097787089465,0.1391292835304073,0.7626772937667673,0.02486259658630663,0.5765903567188612
C1,no,Insulin,34.11371237458194,0.25958472460884496,0.4524054572795492,0.020790400058989696,0.1872496842835944,0.0929014486318854,0.34808097786612796,0.13912928353041096,0.7626772937637868,0.02486259655711017,0.5765903567196353
C1,no,Insulin,34.280936454849495,0.2595847246075541,0.45240545728289083,0.020790400058910953,0.1872496842819644,0.0929014486310153,0.34808097786136133,0.13912928353041462,0.7626772937608062,0.02486259652791371,0.5765903567204095
C1,no,Insulin,34.448160535117054,0.2595847246062633,0.45240545728623244,0.020790400058832214,0.1872496842803344,0.09290144863014518,0.34808097785659464,0.1391292835304183,0.7626772937578257,0.024862596498717252,0.5765903567211837
C1,no,Insulin,34.61538461538461,0.25958472460497245,0.4524054572895741,0.020790400058753475,0.1872496842787044,0.09290144862927509,0.34808097785182796,0.13912928353042198,0.7626772937548452,0.024862596469520794,0.5765903567219579
C1,no,Insulin,34.78260869565217,0.2595847246036816,0.45240545729291576,0.020790400058674732,0.18724968427707442,0.09290144862840498,0.3480809778470613,0.13912928353042564,0.7626772937518645,0.024862596440324337,0.5765903567227321
C1,no,Insulin,34.94983277591973,0.25958472460239074,0.4524054572962574,0.020790400058595993,0.18724968427544442,0.09290144862753487,0.34808097784229464,0.13912928353042933,0.762677293748884,0.02486259641112788,0.5765903567235062
C1,no,Insulin,35.11705685618729,0.2595847246010999,0.452405457299599,0.020790400058517254,0.18724968427381442,0.09290144862666476,0.34808097783752795,0.139129283530433,0.7626772937459035,0.024862596381931418,0.5765903567242804
C1,no,Insulin,35.28428093645485,0.259584724599809,0.4524054573029407,0.020790400058438515,0.1872496842721844,0.09290144862579465,0.3480809778327613,0.13912928353043666,0.7626772937429229,0.02486259635273496,0.5765903567250545
C1,no,Insulin,35.45150501672241,0.25958472459955584,0.4524054573038847,0.020790400058405538,0.18724968427149558,0.09290144862543409,0.348080977830524,0.1391292835304379,0.7626772937415149,0.024862596339687123,0.5765903567254149
C1,no,Insulin,35.618729096989966,0.25958472459949633,0.4524054573043812,0.020790400058381103,0.1872496842709824,0.09290144862516862,0.34808097782875874,0.1391292835304387,0.7626772937404004,0.024862596329653243,0.5765903567256982
C1,no,Insulin,35.785953177257525,0.2595847245994368,0.4524054573048777,0.020790400058356667,0.1872496842704692,0.09290144862490317,0.34808097782699354,0.13912928353043952,0.7626772937392858,0.024862596319619363,0.5765903567259815
C1,no,Insulin,35.953177257525084,0.2595847245993773,0.45240545730537424,0.020790400058332232,0.187249684269956,0.0929014486246377,0.3480809778252283,0.1391292835304403,0.7626772937381713,0.024862596309585483,0.5765903567262647
C1,no,Insulin,36.12040133779264,0.2595847245993178,0.45240545730587073,0.020790400058307797,0.1872496842694428,0.09290144862437223,0.34808097782346303,0.1391292835304411,0.7626772937370568,0.024862596299551603,0.5765903567265479
C1,no,Insulin,36.2876254180602,0.2595847245992583,0.4524054573063673,0.020790400058283358,0.18724968426892963,0.09290144862410676,0.3480809778216978,0.1391292835304419,0.7626772937359423,0.024862596289517723,0.5765903567268311
C1,no,Insulin,36.45484949832776,0.25958472459919874,0.45240545730686377,0.020790400058258923,0.18724968426841643,0.0929014486238413,0.3480809778199325,0.1391292835304427,0.7626772937348277,0.024862596279483843,0.5765903567271145
C1,no,Insulin,36.62207357859532,0.2595847245991392,0.4524054573073603,0.020790400058234487,0.18724968426790323,0.09290144862357583,0.34808097781816727,0.1391292835304435,0.7626772937337132,0.024862596269449963,0.5765903567273977
C1,no,Insulin,36.78929765886288,0.2595847245990797,0.4524054573078568,0.020790400058210052,0.18724968426739003,0.09290144862331036,0.34808097781640207,0.1391292835304443,0.7626772937325986,0.024862596259416083,0.5765903567276809
C1,no,Insulin,36.95652173913044,0.2595847245990202,0.4524054573083533,0.020790400058185617,0.18724968426687685,0.09290144862304489,0.3480809778146368,0.1391292835304451,0.7626772937314841,0.024862596249382207,0.5765903567279641
C1,no,Insulin,37.123745819397996,0.2595847245989607,0.45240545730884985,0.02079040005816118,0.18724968426636365,0.09290144862277942,0.34808097781287156,0.13912928353044587,0.7626772937303695,0.024862596239348327,0.5765903567282474
C1,no,Insulin,37.290969899665555,0.25958472459890114,0.45240545730934634,0.020790400058136746,0.18724968426585045,0.09290144862251395,0.3480809778111063,0.13912928353044668,0.762677293729255,0.024862596229314447,0.5765903567285307
C1,no,Insulin,37.458193979933114,0.25958472459884163,0.4524054573098429,0.02079040005811231,0.18724968426533725,0.09290144862224849,0.34808097780934105,0.13912928353044748,0.7626772937281404,0.024862596219280567,0.5765903567288139
C1,no,Insulin,37.625418060200666,0.2595847245987821,0.4524054573103394,0.020790400058087875,0.18724968426482408,0.09290144862198302,0.34808097780757585,0.13912928353044826,0.7626772937270259,0.024862596209246687,0.5765903567290971
C1,no,Insulin,37.792642140468224,0.2595847245987226,0.4524054573108359,0.02079040005806344,0.18724968426431088,0.09290144862171756,0.3480809778058106,0.13912928353044907,0.7626772937259113,0.024862596199212807,0.5765903567293803
C1,no,Insulin,37.95986622073578,0.2595847245986631,0.4524054573113324,0.020790400058039,0.18724968426379768,0.0929014486214521,0.34808097780404534,0.13912928353044987,0.7626772937247968,0.024862596189178927,0.5765903567296636
C1,no,Insulin,38.12709030100334,0.2595847245986036,0.45240545731182896,0.020790400058014566,0.18724968426328448,0.09290144862118663,0.3480809778022801,0.13912928353045068,0.7626772937236823,0.024862596179145047,0.5765903567299469
C1,no,Insulin,38.2943143812709,0.25958472459854404,0.45240545731232545,0.02079040005799013,0.1872496842627713,0.09290144862092116,0.34808097780051483,0.13912928353045145,0.7626772937225678,0.024862596169111167,0.5765903567302301
C1,no,Insulin,38.46153846153846,0.25958472459848453,0.45240545731282195,0.020790400057965695,0.1872496842622581,0.09290144862065569,0.34808097779874964,0.13912928353045226,0.7626772937214532,0.02486259615907729,0.5765903567305133
C1,no,Insulin,38.62876254180602,0.259584724598425,0.4524054573133185,0.02079040005794126,0.1872496842617449,0.09290144862039022,0.3480809777969844,0.13912928353045306,0.7626772937203387,0.02486259614904341,0.5765903567307965
C1,no,Insulin,38.79598662207358,0.2595847245984115,0.4524054573134572,0.020790400057933745,0.18724968426158975,0.09290144862030995,0.34808097779644603,0.13912928353045328,0.7626772937199989,0.024862596145996136,0.5765903567308828
C1,no,Insulin,38.96321070234114,0.2595847245984136,0.4524054573134737,0.02079040005793201,0.1872496842615569,0.09290144862029293,0.34808097779632674,0.1391292835304533,0.7626772937199237,0.02486259614533504,0.5765903567309018
C1,no,Insulin,39.130434782608695,0.2595847245984157,0.45240545731349024,0.020790400057930272,0.18724968426152402,0.09290144862027591,0.3480809777962075,0.13912928353045334,0.7626772937198485,0.024862596144673947,0.5765903567309208
C1,no,Insulin,39.297658862876254,0.25958472459841775,0.45240545731350673,0.020790400057928538,0.18724968426149116,0.0929014486202589,0.3480809777960882,0.13912928353045337,0.7626772937197733,0.024862596144012854,0.5765903567309398
C1,no,Insulin,39.46488294314381,0.25958472459841986,0.4524054573135233,0.0207904000579268,0.1872496842614583,0.09290144862024187,0.34808097779596897,0.1391292835304534,0.7626772937196982,0.02486259614335176,0.5765903567309588
C1,no,Insulin,39.63210702341137,0.25958472459842197,0.45240545731353976,0.020790400057925065,0.1872496842614254,0.09290144862022486,0.3480809777958497,0.13912928353045342,0.762677293719623,0.02486259614269067,0.5765903567309778
C1,no,Insulin,39.79933110367893,0.2595847245984241,0.4524054573135563,0.02079040005792333,0.18724968426139255,0.09290144862020784,0.34808097779573044,0.13912928353045345,0.7626772937195478,0.024862596142029573,0.5765903567309968
C1,no,Insulin,39.96655518394649,0.2595847245984262,0.4524054573135728,0.02079040005792159,0.18724968426135968,0.09290144862019081,0.34808097779561115,0.13912928353045348,0.7626772937194727,0.02486259614136848,0.5765903567310158
C1,no,Insulin,40.13377926421405,0.2595847245984283,0.45240545731358933,0.020790400057919857,0.18724968426132682,0.0929014486201738,0.3480809777954919,0.1391292835304535,0.7626772937193975,0.024862596140707387,0.5765903567310348
C1,no,Insulin,40.30100334448161,0.2595847245984304,0.4524054573136058,0.02079040005791812,0.18724968426129393,0.09290144862015677,0.3480809777953726,0.13912928353045353,0.7626772937193224,0.024862596140046295,0.5765903567310537
C1,no,Insulin,40.468227424749166,0.2595847245984325,0.45240545731362236,0.020790400057916384,0.18724968426126107,0.09290144862013976,0.3480809777952534,0.13912928353045356,0.7626772937192472,0.024862596139385202,0.5765903567310728
C1,no,Insulin,40.635451505016725,0.25958472459843457,0.4524054573136389,0.020790400057914646,0.1872496842612282,0.09290144862012274,0.3480809777951341,0.1391292835304536,0.7626772937191719,0.024862596138724106,0.5765903567310918
C1,no,Insulin,40.802675585284284,0.2595847245984367,0.4524054573136554,0.02079040005791291,0.18724968426119534,0.09290144862010571,0.34808097779501485,0.13912928353045362,0.7626772937190968,0.024862596138063013,0.5765903567311108
C1,no,Insulin,40.96989966555184,0.2595847245984388,0.45240545731367193,0.020790400057911176,0.18724968426116245,0.0929014486200887,0.34808097779489555,0.13912928353045365,0.7626772937190216,0.02486259613740192,0.5765903567311298
C1,no,Insulin,41.137123745819395,0.2595847245984409,0.4524054573136884,0.020790400057909438,0.1872496842611296,0.09290144862007169,0.3480809777947763,0.13912928353045367,0.7626772937189464,0.024862596136740828,0.5765903567311488
C1,no,Insulin,41.30434782608695,0.259584724598443,0.45240545731370496,0.020790400057907703,0.18724968426109673,0.09290144862005466,0.348080977794657,0.1391292835304537,0.7626772937188713,0.024862596136079735,0.5765903567311678
C1,no,Insulin,41.47157190635451,0.2595847245984451,0.45240545731372145,0.020790400057905965,0.18724968426106386,0.09290144862003764,0.3480809777945378,0.13912928353045373,0.7626772937187961,0.02486259613541864,0.5765903567311867
C1,no,Insulin,41.63879598662207,0.2595847245984472,0.452405457313738,0.02079040005790423,0.187249684261031,0.09290144862002062,0.3480809777944185,0.13912928353045376,0.762677293718721,0.024862596134757546,0.5765903567312058
C1,no,Insulin,41.80602006688963,0.25958472459844933,0.4524054573137545,0.020790400057902496,0.1872496842609981,0.0929014486200036,0.34808097779429925,0.13912928353045378,0.7626772937186458,0.024862596134096453,0.5765903567312248
C1,no,Insulin,41.97324414715719,0.2595847245984514,0.452405457313771,0.020790400057900758,0.18724968426096525,0.09290144861998659,0.34808097779417996,0.1391292835304538,0.7626772937185706,0.02486259613343536,0.5765903567312438
C1,no,Insulin,42.14046822742475,0.2595847245984535,0.4524054573137875,0.020790400057899023,0.1872496842609324,0.09290144861996956,0.3480809777940607,0.13912928353045384,0.7626772937184955,0.024862596132774268,0.5765903567312628
C1,no,Insulin,42.30769230769231,0.2595847245984556,0.45240545731380405,0.020790400057897285,0.18724968426089952,0.09290144861995255,0.3480809777939414,0.13912928353045387,0.7626772937184202,0.024862596132113172,0.5765903567312818
C1,no,Insulin,42.474916387959865,0.2595847245984577,0.45240545731382054,0.02079040005789555,0.18724968426086663,0.09290144861993553,0.3480809777938222,0.1391292835304539,0.762677293718345,0.02486259613145208,0.5765903567313008
C1,no,Insulin,42.642140468227424,0.2595847245984598,0.4524054573138371,0.020790400057893812,0.18724968426083377,0.0929014486199185,0.3480809777937029,0.13912928353045392,0.7626772937182699,0.024862596130790986,0.5765903567313198
