NON $ % + -
#NON	a	c	b	d
0.0	0.2944216467515952	0.5846977516541656	0.7870137246224874	0.48728378833429375
0.5050505050505051	0.24119823270352395	0.2646573297567584	0.41702602768766855	0.3735897840618669
1.0101010101010102	0.2129893515984963	0.14505867695578178	0.25232480511481664	0.30835912569345325
1.5151515151515151	0.19841130323884693	0.09602536116317052	0.17887394430635142	0.2698787773029522
2.0202020202020203	0.1910784883576241	0.07438289251039756	0.14609394248665072	0.24668265777764659
2.5252525252525255	0.1874808317112745	0.06445033143867157	0.13147248796829694	0.23247796317444913
3.0303030303030303	0.185745833604873	0.059838758563448516	0.12495603990596962	0.22368363808795824
3.5353535353535355	0.18491444768720475	0.05770120509868862	0.12205202214251394	0.21819870523912452
4.040404040404041	0.18451410574085303	0.056715573671180956	0.12075598145371347	0.21476118641041383
4.545454545454546	0.18431827949057153	0.05626295269256111	0.12017547714312943	0.21260003882490186
5.050505050505051	0.18422000034113567	0.05605527798512097	0.11991377183127194	0.21123859026351857
5.555555555555556	0.18416896004848024	0.05595965006045418	0.11979455946910354	0.2103798162550337
6.0606060606060606	0.1841413681004067	0.05591521821351914	0.11973941244839478	0.2098376750515788
6.565656565656566	0.18412580818130753	0.055894249825664453	0.11971334076906713	0.20949524233430122
7.070707070707071	0.18411667240462867	0.05588412488914224	0.1197006533495531	0.20927888036120565
7.575757575757576	0.1841111156704787	0.0558790826241584	0.11969425092788259	0.20914214606747922
8.080808080808081	0.18410763760772864	0.05587647430036938	0.11969088098070574	0.20905572250559382
8.585858585858587	0.18410541231739969	0.055875065676723096	0.11968902515926069	0.20900109108456322
9.090909090909092	0.1841039659703543	0.055874271451991774	0.11968795813037283	0.20896655682569185
9.595959595959597	0.1841030151699698	0.055873804426030835	0.11968731952511441	0.20894472689765237
10.101010101010102	0.18410238561432338	0.055873520447913105	0.11968692549032939	0.20893093294149048
10.606060606060607	0.18410196564885561	0.05587334065779229	0.11968667351173039	0.20892220432249475
