Networkname,Timepoints,TP,TN,FP,FN,Pre,Rec,ACC,BACC,MCC
Gold_7_14_10_2018_15_50.sif,Namespace(dir='120'),1,32,6,10,0.14285714285714285,0.09090909090909091,0.673469387755102,0.4665071770334928,-0.07987230638308718
Gold_6_14_10_2018_15_50.sif,Namespace(dir='120'),1,22,5,8,0.16666666666666666,0.1111111111111111,0.6388888888888888,0.4629629629629629,-0.08606629658238704
