,,,Slide ID,a,e,c,d,b
,,,Antibody Name,a,e,c,d,b
,,,HUGO ID,a,e,c,d,b
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,0.0,0.3190413061078854,0.3755242921690647,0.4132513941109457,0.9248990554027329,0.5073557451915611
C1,no,Insulin,0.5050505050505051,0.18628266057803802,0.23694660858690478,0.2755330058666175,0.4206184105122424,0.27960741380714854
C1,no,Insulin,1.0101010101010102,0.13304686585373332,0.16869569343718355,0.2035610219410772,0.2601019669302174,0.18908784584313681
C1,no,Insulin,1.5151515151515151,0.10883147380869711,0.13387613749319055,0.16490770579847397,0.20356596247835476,0.15005154907355212
C1,no,Insulin,2.0202020202020203,0.09711641478628731,0.11591044414011609,0.1441189055537399,0.1814050936539175,0.13220369777750485
C1,no,Insulin,2.5252525252525255,0.09132277734216922,0.1066506062965229,0.13304396031751303,0.17191619911108788,0.12375108068980158
C1,no,Insulin,3.0303030303030303,0.08844416619205449,0.10190542425724006,0.12721596674588553,0.16760145352951492,0.11967131484521835
C1,no,Insulin,3.5353535353535355,0.08701570117399976,0.09949022177128221,0.12418476303471197,0.16556777853070012,0.1176832389743015
C1,no,Insulin,4.040404040404041,0.08630865316635997,0.09826868013749998,0.12262400340143986,0.16459003721742155,0.11670994580357674
C1,no,Insulin,4.545454545454546,0.08595949007181333,0.0976541912538607,0.12182704293015505,0.16411498362140722,0.11623241249091695
C1,no,Insulin,5.050505050505051,0.08578735344074985,0.09734644901074088,0.12142284834465027,0.16388289280869694,0.11599787780371235
C1,no,Insulin,5.555555555555556,0.08570258616833058,0.09719288223249599,0.12121897684502424,0.16376917607366048,0.11588263428993077
C1,no,Insulin,6.0606060606060606,0.08566087438635948,0.09711647422759104,0.12111660643262764,0.16371337631206845,0.1158259964678213
C1,no,Insulin,6.565656565656566,0.08564035713337258,0.09707854382656482,0.12106538787351205,0.16368597233876128,0.11579815690063032
C1,no,Insulin,7.070707070707071,0.08563026818430095,0.09705975018118293,0.12103983854145046,0.1636725089345653,0.11578447281776923
C1,no,Insulin,7.575757575757576,0.08562530802557185,0.09705045270731784,0.12102712537694518,0.16366589318654198,0.11577774672802729
C1,no,Insulin,8.080808080808081,0.08562286930761669,0.09704585803216981,0.12102081125530557,0.1636626413534058,0.11577444014752993
C1,no,Insulin,8.585858585858587,0.0856216705988387,0.0970435900187856,0.12101768101066554,0.1636610430440448,0.11577281487723591
C1,no,Insulin,9.090909090909092,0.08562108124890397,0.09704247144182736,0.12101613138297994,0.1636602577721772,0.11577201612893502
C1,no,Insulin,9.595959595959597,0.08562079139915511,0.09704191960291512,0.12101536448469889,0.1636598712167075,0.11577162310846324
C1,no,Insulin,10.101010101010102,0.08562064958530041,0.09704164875593856,0.12101498691984068,0.16365968214757665,0.11577143076546637
C1,no,Insulin,10.606060606060607,0.085620579673535,0.09704151527624442,0.12101480047701886,0.16365958898347224,0.11577133607209178
C1,no,Insulin,11.111111111111112,0.08562054560038208,0.0970414494845344,0.12101470834339889,0.16365954318052875,0.11577128953318895
C1,no,Insulin,11.616161616161618,0.085620528223098,0.09704141663086502,0.12101466231811342,0.16365952037503512,0.11577126625958789
C1,no,Insulin,12.121212121212121,0.08562051976978464,0.09704140042110623,0.12101463955330284,0.16365950906038526,0.11577125480423632
C1,no,Insulin,12.626262626262626,0.08562051598854568,0.09704139286991982,0.12101462891317465,0.16365950382992986,0.1157712494951962
C1,no,Insulin,13.131313131313131,0.08562051402588954,0.09704138917425946,0.12101462371260521,0.16365950130587584,0.11577124688354921
C1,no,Insulin,13.636363636363637,0.08562051291545568,0.0970413872475342,0.12101462100915897,0.16365949996411816,0.11577124551127707
C1,no,Insulin,14.141414141414142,0.08562051239924612,0.09704138627305683,0.12101461963730226,0.16365949926848158,0.11577124482279265
C1,no,Insulin,14.646464646464647,0.08562051217417879,0.09704138575218486,0.12101461889926886,0.16365949890802073,0.11577124446075314
C1,no,Insulin,15.151515151515152,0.08562051193881963,0.09704138526404875,0.12101461820970769,0.16365949855466294,0.1157712441187434
C1,no,Insulin,15.656565656565657,0.08562051179981205,0.09704138498382708,0.12101461781403185,0.1636594983553517,0.11577124392199316
C1,no,Insulin,16.161616161616163,0.08562051175715604,0.0970413849115199,0.12101461771224134,0.16365949831008708,0.11577124387050246
C1,no,Insulin,16.666666666666668,0.08562051178633763,0.09704138499272906,0.12101461782741195,0.1636594983779546,0.11577124392633978
C1,no,Insulin,17.171717171717173,0.08562051175712329,0.09704138493845833,0.1210146177508748,0.16365949834159135,0.11577124388798972
C1,no,Insulin,17.67676767676768,0.08562051175699066,0.09704138494282602,0.12101461775713207,0.1636594983469997,0.11577124389080984
C1,no,Insulin,18.181818181818183,0.08562051178593974,0.0970413850058321,0.1210146178461838,0.16365949839417954,0.11577124393480015
C1,no,Insulin,18.68686868686869,0.0856205118182772,0.09704138508279953,0.12101461795506499,0.16365949845463312,0.11577124398822372
C1,no,Insulin,19.191919191919194,0.08562051183944729,0.09704138512380894,0.12101461801295514,0.1636594984831969,0.11577124401709683
C1,no,Insulin,19.6969696969697,0.08562051186061738,0.09704138516481836,0.12101461807084528,0.16365949851176073,0.11577124404596993
C1,no,Insulin,20.202020202020204,0.08562051188178746,0.09704138520582778,0.12101461812873542,0.16365949854032452,0.11577124407484304
C1,no,Insulin,20.70707070707071,0.08562051189850119,0.09704138523820381,0.12101461817443868,0.16365949856287446,0.1157712440976377
C1,no,Insulin,21.212121212121215,0.08562051189922705,0.09704138523960615,0.12101461817641958,0.1636594985638487,0.11577124409862495
C1,no,Insulin,21.71717171717172,0.08562051189995291,0.09704138524100848,0.12101461817840048,0.16365949856482293,0.1157712440996122
C1,no,Insulin,22.222222222222225,0.08562051190067876,0.09704138524241082,0.12101461818038137,0.16365949856579717,0.11577124410059945
C1,no,Insulin,22.72727272727273,0.08562051190140463,0.09704138524381316,0.12101461818236227,0.1636594985667714,0.1157712441015867
C1,no,Insulin,23.232323232323235,0.08562051190213049,0.0970413852452155,0.12101461818434316,0.16365949856774564,0.11577124410257396
C1,no,Insulin,23.73737373737374,0.08562051190285634,0.09704138524661783,0.12101461818632406,0.16365949856871986,0.11577124410356121
C1,no,Insulin,24.242424242424242,0.0856205119035822,0.09704138524802017,0.12101461818830495,0.1636594985696941,0.11577124410454846
C1,no,Insulin,24.747474747474747,0.08562051190430807,0.0970413852494225,0.12101461819028585,0.16365949857066833,0.11577124410553571
C1,no,Insulin,25.252525252525253,0.08562051190503392,0.09704138525082484,0.12101461819226675,0.16365949857164258,0.11577124410652297
C1,no,Insulin,25.757575757575758,0.08562051190575978,0.09704138525222718,0.12101461819424764,0.1636594985726168,0.11577124410751022
C1,no,Insulin,26.262626262626263,0.08562051190648565,0.09704138525362951,0.12101461819622854,0.16365949857359105,0.11577124410849747
C1,no,Insulin,26.767676767676768,0.0856205119072115,0.09704138525503185,0.12101461819820943,0.1636594985745653,0.11577124410948474
C1,no,Insulin,27.272727272727273,0.08562051190793736,0.09704138525643419,0.12101461820019033,0.16365949857553952,0.11577124411047199
C1,no,Insulin,27.77777777777778,0.08562051190866322,0.09704138525783652,0.12101461820217123,0.16365949857651377,0.11577124411145924
C1,no,Insulin,28.282828282828284,0.08562051190938907,0.09704138525923886,0.12101461820415212,0.163659498577488,0.11577124411244649
C1,no,Insulin,28.78787878787879,0.08562051191011494,0.0970413852606412,0.12101461820613302,0.16365949857846224,0.11577124411343374
C1,no,Insulin,29.292929292929294,0.0856205119108408,0.09704138526204355,0.1210146182081139,0.16365949857943646,0.115771244114421
C1,no,Insulin,29.7979797979798,0.08562051191156665,0.09704138526344588,0.12101461821009481,0.1636594985804107,0.11577124411540825
C1,no,Insulin,30.303030303030305,0.08562051191229252,0.09704138526484822,0.1210146182120757,0.16365949858138493,0.1157712441163955
C1,no,Insulin,30.80808080808081,0.08562051191301838,0.09704138526625056,0.1210146182140566,0.16365949858235918,0.11577124411738275
C1,no,Insulin,31.313131313131315,0.08562051191374423,0.0970413852676529,0.1210146182160375,0.1636594985833334,0.11577124411837
C1,no,Insulin,31.81818181818182,0.0856205119144701,0.09704138526905523,0.12101461821801839,0.16365949858430764,0.11577124411935726
C1,no,Insulin,32.323232323232325,0.08562051191519596,0.09704138527045757,0.12101461821999929,0.16365949858528187,0.11577124412034451
C1,no,Insulin,32.82828282828283,0.08562051191592181,0.0970413852718599,0.12101461822198017,0.1636594985862561,0.11577124412133176
C1,no,Insulin,33.333333333333336,0.08562051191664767,0.09704138527326224,0.12101461822396108,0.16365949858723036,0.11577124412231901
C1,no,Insulin,33.83838383838384,0.08562051191737353,0.09704138527466458,0.12101461822594196,0.16365949858820458,0.11577124412330626
C1,no,Insulin,34.343434343434346,0.08562051191809938,0.09704138527606691,0.12101461822792287,0.16365949858917883,0.11577124412429352
C1,no,Insulin,34.84848484848485,0.08562051191882525,0.09704138527746925,0.12101461822990377,0.16365949859015305,0.11577124412528077
C1,no,Insulin,35.35353535353536,0.08562051191955111,0.09704138527887159,0.12101461823188465,0.1636594985911273,0.11577124412626802
C1,no,Insulin,35.85858585858586,0.08562051192027696,0.09704138528027392,0.12101461823386556,0.16365949859210152,0.11577124412725529
C1,no,Insulin,36.36363636363637,0.08562051192100283,0.09704138528167626,0.12101461823584644,0.16365949859307577,0.11577124412824254
C1,no,Insulin,36.86868686868687,0.08562051192172869,0.0970413852830786,0.12101461823782735,0.16365949859405,0.11577124412922979
C1,no,Insulin,37.37373737373738,0.08562051192245454,0.09704138528448093,0.12101461823980823,0.16365949859502424,0.11577124413021704
C1,no,Insulin,37.87878787878788,0.0856205119231804,0.09704138528588327,0.12101461824178913,0.16365949859599846,0.11577124413120429
C1,no,Insulin,38.38383838383839,0.08562051192390627,0.0970413852872856,0.12101461824377004,0.1636594985969727,0.11577124413219154
C1,no,Insulin,38.88888888888889,0.08562051192463212,0.09704138528868794,0.12101461824575092,0.16365949859794693,0.1157712441331788
C1,no,Insulin,39.3939393939394,0.08562051192535798,0.09704138529009028,0.12101461824773183,0.16365949859892118,0.11577124413416605
C1,no,Insulin,39.8989898989899,0.08562051192608384,0.09704138529149262,0.12101461824971271,0.16365949859989543,0.1157712441351533
C1,no,Insulin,40.40404040404041,0.0856205119268097,0.09704138529289495,0.12101461825169361,0.16365949860086965,0.11577124413614055
C1,no,Insulin,40.909090909090914,0.08562051192723369,0.09704138529371405,0.12101461825285065,0.16365949860143866,0.11577124413671719
C1,no,Insulin,41.41414141414142,0.08562051192725854,0.097041385293762,0.12101461825291841,0.16365949860147191,0.11577124413675094
C1,no,Insulin,41.919191919191924,0.0856205119272834,0.09704138529380994,0.12101461825298618,0.16365949860150517,0.11577124413678469
C1,no,Insulin,42.42424242424243,0.08562051192730824,0.09704138529385789,0.12101461825305394,0.16365949860153842,0.11577124413681844
C1,no,Insulin,42.929292929292934,0.0856205119273331,0.09704138529390584,0.12101461825312172,0.1636594986015717,0.11577124413685219
C1,no,Insulin,43.43434343434344,0.08562051192735795,0.09704138529395379,0.12101461825318949,0.16365949860160495,0.11577124413688594
C1,no,Insulin,43.939393939393945,0.08562051192738279,0.09704138529400173,0.12101461825325725,0.1636594986016382,0.1157712441369197
C1,no,Insulin,44.44444444444445,0.08562051192740765,0.09704138529404968,0.12101461825332502,0.16365949860167145,0.11577124413695344
C1,no,Insulin,44.949494949494955,0.0856205119274325,0.09704138529409763,0.12101461825339278,0.1636594986017047,0.1157712441369872
C1,no,Insulin,45.45454545454546,0.08562051192745736,0.09704138529414558,0.12101461825346055,0.16365949860173795,0.11577124413702095
C1,no,Insulin,45.959595959595966,0.0856205119274822,0.09704138529419351,0.12101461825352833,0.16365949860177123,0.1157712441370547
C1,no,Insulin,46.46464646464647,0.08562051192750705,0.09704138529424146,0.12101461825359609,0.16365949860180448,0.11577124413708845
C1,no,Insulin,46.969696969696976,0.08562051192753191,0.0970413852942894,0.12101461825366386,0.16365949860183773,0.1157712441371222
C1,no,Insulin,47.47474747474748,0.08562051192755675,0.09704138529433735,0.12101461825373162,0.16365949860187098,0.11577124413715595
C1,no,Insulin,47.979797979797986,0.0856205119275816,0.0970413852943853,0.12101461825379939,0.16365949860190424,0.1157712441371897
C1,no,Insulin,48.484848484848484,0.08562051192760646,0.09704138529443325,0.12101461825386717,0.16365949860193751,0.11577124413722345
C1,no,Insulin,48.98989898989899,0.08562051192763132,0.0970413852944812,0.12101461825393493,0.16365949860197077,0.1157712441372572
C1,no,Insulin,49.494949494949495,0.08562051192765616,0.09704138529452914,0.1210146182540027,0.16365949860200402,0.11577124413729095
C1,no,Insulin,50.0,0.08562051192768101,0.09704138529457709,0.12101461825407046,0.16365949860203727,0.1157712441373247
