NON $ % + - . 0 1 2
#NON	e	c	d	b	a	g	f	h
30.80808080808081	0.12085253835114895	0.13278612776595417	0.0168780076188816	4.4026764593416647e-17	0.009858199583118992	0.17240121150274662	0.19088430606349543	0.06448223581170999
31.313131313131315	0.12085253831839318	0.13278612770075196	0.016878007605915745	3.713962896024186e-17	0.00985819957030869	0.17240121144515413	0.190884306023432	0.06448223575299715
31.81818181818182	0.1208525382856374	0.13278612763554976	0.016878007592949894	3.0252493327067084e-17	0.009858199557498388	0.17240121138756162	0.19088430598336859	0.06448223569428431
32.323232323232325	0.12085253825288161	0.13278612757034755	0.016878007579984044	2.3365357693892306e-17	0.009858199544688084	0.17240121132996913	0.19088430594330513	0.06448223563557147
32.82828282828283	0.12085253822012584	0.13278612750514535	0.016878007567018193	1.647822206071752e-17	0.009858199531877783	0.17240121127237665	0.1908843059032417	0.06448223557685862
33.333333333333336	0.12085253818924485	0.13278612744367457	0.01687800755478195	1.0088424389175497e-17	0.009858199519800591	0.17240121121793744	0.19088430586547106	0.0644822355215059
33.83838383838384	0.12085253817661834	0.13278612741853638	0.016878007549649875	8.5411639761166e-18	0.009858199514861644	0.17240121119420174	0.19088430585002494	0.06448223549887047
34.343434343434346	0.12085253816399184	0.13278612739339815	0.0168780075445178	6.9939035630577e-18	0.009858199509922698	0.17240121117046603	0.19088430583457885	0.06448223547623502
34.84848484848485	0.12085253815136533	0.13278612736825995	0.01687800753938572	5.4466431499988025e-18	0.00985819950498375	0.17240121114673032	0.19088430581913274	0.06448223545359959
35.35353535353536	0.12085253813873884	0.13278612734312176	0.016878007534253645	3.899382736939904e-18	0.009858199500044804	0.1724012111229946	0.19088430580368662	0.06448223543096414
35.85858585858586	0.12085253812611232	0.13278612731798356	0.01687800752912157	2.352122323881006e-18	0.009858199495105857	0.17240121109925893	0.19088430578824053	0.0644822354083287
36.36363636363637	0.12085253812495775	0.1327861273156848	0.016878007528649513	2.2567654831003627e-18	0.00985819949465421	0.17240121109705714	0.19088430578682808	0.06448223540625879
36.86868686868687	0.12085253812421236	0.13278612731420064	0.016878007528343675	2.213195173410599e-18	0.009858199494362613	0.1724012110956234	0.19088430578591617	0.06448223540492243
37.37373737373738	0.12085253812346695	0.1327861273127165	0.016878007528037833	2.169624863720835e-18	0.009858199494071017	0.17240121109418965	0.19088430578500426	0.06448223540358605
37.87878787878788	0.12085253812272155	0.13278612731123235	0.01687800752773199	2.1260545540310714e-18	0.00985819949377942	0.1724012110927559	0.19088430578409235	0.06448223540224969
38.38383838383839	0.12085253812197615	0.13278612730974823	0.016878007527426152	2.082484244341308e-18	0.009858199493487825	0.17240121109132217	0.19088430578318044	0.06448223540091332
38.88888888888889	0.12085253812123076	0.13278612730826408	0.01687800752712031	2.038913934651544e-18	0.009858199493196228	0.17240121108988846	0.19088430578226853	0.06448223539957695
39.3939393939394	0.12085253812048535	0.13278612730677994	0.016878007526814467	1.99534362496178e-18	0.009858199492904632	0.17240121108845471	0.19088430578135662	0.06448223539824058
39.8989898989899	0.12085253811973995	0.1327861273052958	0.016878007526508625	1.9517733152720163e-18	0.009858199492613035	0.17240121108702097	0.19088430578044474	0.06448223539690422
40.40404040404041	0.12085253811899455	0.13278612730381165	0.016878007526202787	1.9082030055822525e-18	0.009858199492321439	0.17240121108558723	0.19088430577953283	0.06448223539556784
40.909090909090914	0.12085253811824916	0.1327861273023275	0.016878007525896944	1.8646326958924888e-18	0.009858199492029842	0.17240121108415352	0.19088430577862092	0.06448223539423148
41.41414141414142	0.12085253811750375	0.13278612730084335	0.016878007525591102	1.821062386202725e-18	0.009858199491738247	0.17240121108271977	0.190884305777709	0.0644822353928951
41.919191919191924	0.12085253811675835	0.1327861272993592	0.016878007525285264	1.7774920765129612e-18	0.00985819949144665	0.17240121108128603	0.1908843057767971	0.06448223539155874
42.42424242424243	0.12085253811601296	0.13278612729787506	0.01687800752497942	1.7339217668231976e-18	0.009858199491155054	0.1724012110798523	0.1908843057758852	0.06448223539022237
42.929292929292934	0.12085253811526755	0.13278612729639092	0.01687800752467358	1.6903514571334337e-18	0.009858199490863457	0.17240121107841855	0.19088430577497328	0.064482235388886
43.43434343434344	0.12085253811452215	0.13278612729490677	0.016878007524367737	1.6467811474436697e-18	0.00985819949057186	0.17240121107698483	0.1908843057740614	0.06448223538754963
43.939393939393945	0.12085253811377675	0.13278612729342262	0.0168780075240619	1.6032108377539061e-18	0.009858199490280264	0.1724012110755511	0.1908843057731495	0.06448223538621327
44.44444444444445	0.12085253811303136	0.13278612729193848	0.016878007523756056	1.5596405280641424e-18	0.00985819948998867	0.17240121107411735	0.19088430577223758	0.0644822353848769
44.949494949494955	0.12085253811228595	0.13278612729045436	0.016878007523450214	1.5160702183743784e-18	0.009858199489697073	0.1724012110726836	0.19088430577132567	0.06448223538354052
45.45454545454546	0.12085253811154055	0.1327861272889702	0.016878007523144372	1.4724999086846148e-18	0.009858199489405476	0.1724012110712499	0.19088430577041376	0.06448223538220416
45.959595959595966	0.12085253811079515	0.13278612728748607	0.016878007522838533	1.4289295989948508e-18	0.00985819948911388	0.17240121106981615	0.19088430576950186	0.06448223538086778
46.46464646464647	0.12085253811004976	0.13278612728600192	0.01687800752253269	1.3853592893050873e-18	0.009858199488822283	0.1724012110683824	0.19088430576858995	0.06448223537953142
46.969696969696976	0.12085253810930435	0.13278612728451777	0.01687800752222685	1.3417889796153233e-18	0.009858199488530686	0.17240121106694867	0.19088430576767806	0.06448223537819504
47.47474747474748	0.12085253810855895	0.13278612728303363	0.01687800752192101	1.2982186699255595e-18	0.009858199488239091	0.17240121106551493	0.19088430576676615	0.06448223537685868
47.979797979797986	0.12085253810781355	0.13278612728154948	0.016878007521615168	1.254648360235796e-18	0.009858199487947495	0.1724012110640812	0.19088430576585425	0.0644822353755223
48.484848484848484	0.12085253810706816	0.13278612728006534	0.016878007521309326	1.2110780505460327e-18	0.009858199487655898	0.17240121106264747	0.19088430576494234	0.06448223537418594
48.98989898989899	0.12085253810632275	0.1327861272785812	0.016878007521003484	1.1675077408562688e-18	0.009858199487364301	0.17240121106121373	0.19088430576403043	0.06448223537284957
49.494949494949495	0.12085253810557735	0.13278612727709704	0.016878007520697645	1.123937431166505e-18	0.009858199487072705	0.17240121105977999	0.19088430576311852	0.06448223537151321
50.0	0.12085253810483194	0.1327861272756129	0.016878007520391803	1.0803671214767412e-18	0.009858199486781108	0.17240121105834627	0.1908843057622066	0.06448223537017683
