NON $ % + - .
#NON	a	b	e	c	d
26.262626262626263	0.22034969183503333	0.18260324823489157	0.2503214913407107	0.15668849822816894	0.1807810547003565
26.767676767676768	0.22034969183625286	0.1826032482543275	0.2503214913479528	0.15668849822923356	0.1807810547008079
27.272727272727273	0.22034969183747238	0.18260324827376342	0.2503214913551949	0.1566884982302982	0.18078105470125935
27.77777777777778	0.2203496918386919	0.18260324829319932	0.250321491362437	0.15668849823136285	0.18078105470171077
28.282828282828284	0.22034969183991143	0.18260324831263525	0.25032149136967907	0.15668849823242748	0.1807810547021622
28.78787878787879	0.22034969184113096	0.18260324833207117	0.2503214913769211	0.15668849823349212	0.18078105470261366
29.292929292929294	0.22034969184235048	0.18260324835150707	0.2503214913841632	0.15668849823455674	0.18078105470306507
29.7979797979798	0.22034969184357	0.182603248370943	0.2503214913914053	0.1566884982356214	0.18078105470351652
30.303030303030305	0.2203496918446226	0.18260324838772327	0.2503214913976561	0.15668849823653813	0.18078105470390887
30.80808080808081	0.22034969184472644	0.18260324838940856	0.25032149139827187	0.15668849823661424	0.18078105470396558
31.313131313131315	0.2203496918448303	0.18260324839109388	0.25032149139888765	0.15668849823669034	0.18078105470402225
31.81818181818182	0.22034969184493414	0.18260324839277917	0.2503214913995035	0.15668849823676645	0.18078105470407893
32.323232323232325	0.22034969184503797	0.18260324839446448	0.2503214914001193	0.15668849823684255	0.1807810547041356
32.82828282828283	0.22034969184514183	0.18260324839614978	0.25032149140073506	0.15668849823691866	0.18078105470419228
33.333333333333336	0.22034969184524567	0.18260324839783507	0.25032149140135085	0.15668849823699477	0.18078105470424896
33.83838383838384	0.2203496918453495	0.18260324839952038	0.25032149140196663	0.15668849823707087	0.18078105470430564
34.343434343434346	0.22034969184545333	0.18260324840120568	0.2503214914025825	0.15668849823714698	0.18078105470436234
34.84848484848485	0.2203496918455572	0.182603248402891	0.25032149140319826	0.15668849823722308	0.18078105470441902
35.35353535353536	0.22034969184566103	0.18260324840457628	0.25032149140381404	0.1566884982372992	0.1807810547044757
35.85858585858586	0.22034969184576486	0.1826032484062616	0.25032149140442983	0.1566884982373753	0.18078105470453237
36.36363636363637	0.2203496918458687	0.1826032484079469	0.2503214914050456	0.15668849823745143	0.18078105470458905
36.86868686868687	0.22034969184597256	0.1826032484096322	0.25032149140566146	0.15668849823752753	0.18078105470464573
37.37373737373738	0.2203496918460764	0.1826032484113175	0.25032149140627724	0.15668849823760364	0.18078105470470243
37.87878787878788	0.22034969184618022	0.18260324841300282	0.250321491406893	0.15668849823767975	0.1807810547047591
38.38383838383839	0.22034969184628408	0.1826032484146881	0.2503214914075088	0.15668849823775585	0.18078105470481579
38.88888888888889	0.2203496918463878	0.1826032484163717	0.250321491408124	0.15668849823783187	0.18078105470487243
39.3939393939394	0.22034969184638883	0.1826032484163893	0.25032149140813026	0.15668849823783257	0.18078105470487307
39.8989898989899	0.2203496918463899	0.18260324841640693	0.25032149140813653	0.1566884982378333	0.18078105470487374
40.40404040404041	0.22034969184639092	0.18260324841642453	0.2503214914081428	0.156688498237834	0.1807810547048744
40.909090909090914	0.22034969184639194	0.18260324841644215	0.2503214914081491	0.15668849823783473	0.18078105470487507
41.41414141414142	0.22034969184639297	0.18260324841645975	0.25032149140815535	0.15668849823783546	0.18078105470487574
41.919191919191924	0.22034969184639402	0.18260324841647738	0.2503214914081617	0.15668849823783615	0.18078105470487638
42.42424242424243	0.22034969184639505	0.182603248416495	0.25032149140816795	0.15668849823783687	0.18078105470487704
42.929292929292934	0.22034969184639608	0.1826032484165126	0.2503214914081742	0.1566884982378376	0.1807810547048777
43.43434343434344	0.22034969184639713	0.18260324841653022	0.2503214914081805	0.15668849823783831	0.18078105470487837
43.939393939393945	0.22034969184639816	0.18260324841654782	0.25032149140818677	0.156688498237839	0.18078105470487904
44.44444444444445	0.2203496918463992	0.18260324841656544	0.2503214914081931	0.15668849823783973	0.18078105470487968
44.949494949494955	0.22034969184640021	0.18260324841658304	0.25032149140819937	0.15668849823784045	0.18078105470488035
45.45454545454546	0.22034969184640127	0.18260324841660067	0.25032149140820564	0.15668849823784117	0.180781054704881
45.959595959595966	0.2203496918464023	0.18260324841661826	0.2503214914082119	0.1566884982378419	0.18078105470488168
46.46464646464647	0.22034969184640332	0.1826032484166359	0.2503214914082182	0.1566884982378426	0.18078105470488234
46.969696969696976	0.22034969184640438	0.18260324841665349	0.2503214914082245	0.1566884982378433	0.18078105470488298
47.47474747474748	0.2203496918464054	0.1826032484166711	0.2503214914082308	0.15668849823784403	0.18078105470488365
47.979797979797986	0.22034969184640643	0.1826032484166887	0.25032149140823706	0.15668849823784475	0.18078105470488431
48.484848484848484	0.22034969184640749	0.18260324841670633	0.25032149140824334	0.15668849823784545	0.18078105470488498
48.98989898989899	0.2203496918464085	0.18260324841672396	0.2503214914082496	0.15668849823784617	0.18078105470488562
49.494949494949495	0.22034969184640954	0.18260324841674155	0.2503214914082559	0.1566884982378469	0.18078105470488628
50.0	0.22034969184641057	0.18260324841675918	0.2503214914082622	0.1566884982378476	0.18078105470488695
