NON $ % + - . 0 1
#NON	a	f	b	c	d	g	e
0.0	0.6269945177698587	0.3191947673222634	0.27492260825688875	0.755852429887226	0.23686420397678565	0.17392679089595608	0.0124742106212119
0.33557046979865773	0.4769779756709282	0.22226233753717448	0.20884788554581113	0.49499954909824206	0.20759791380209552	0.18638493981848767	0.08867482324464752
0.6711409395973155	0.37792450966491375	0.1597118838414905	0.16311974424684997	0.34565143656455516	0.1853516101699257	0.18346468002986122	0.12090375298280824
1.0067114093959733	0.31090181699500247	0.1186706622271272	0.130847974480632	0.2603752089505142	0.1681234460709794	0.17534301762479865	0.1317707622307613
1.342281879194631	0.26514601415715816	0.0913522182109823	0.10774639390131209	0.21126718463952485	0.15449450045772367	0.16609106886300867	0.1326135580955918
1.6778523489932886	0.23398045257882089	0.0729335690678397	0.09103802810068955	0.18254236372835	0.14355199045148218	0.15730189490992966	0.12911357712544952
2.0134228187919465	0.2129082480685046	0.060374058498425046	0.07886918297336733	0.1653479080355356	0.13470912345828615	0.14954764063645187	0.12408699810975005
2.348993288590604	0.19876210206728537	0.05172480163307477	0.0699682789957924	0.15473527907718332	0.1275682156749958	0.14297516474702882	0.11889080009368452
2.684563758389262	0.18929975782949593	0.04571642243580765	0.06344147143726715	0.1479403600019168	0.12183559854973161	0.13755137245155577	0.11413631039258017
3.0201342281879198	0.18296082300674166	0.041509890795870474	0.0586484767613528	0.14341541731908605	0.11727457377085586	0.13316662303056204	0.11005441899130143
3.3557046979865772	0.17868499475796681	0.03854367313685814	0.055125076794028074	0.14028708960556646	0.11368273314426863	0.12968151033912603	0.10668509147263612
3.691275167785235	0.17576746784548444	0.036438073069530334	0.052532559040194826	0.13805450782250145	0.11088306425169596	0.12695070188959667	0.1039774577800136
4.026845637583893	0.17374735005246528	0.03493409883989959	0.050623113855568114	0.1364224032116804	0.10872147735086254	0.12483625749333983	0.10184326428665719
4.3624161073825505	0.1723260039478043	0.03385369342139125	0.04921526939167995	0.13520966545724264	0.10706630860799274	0.12321491744580078	0.10018515472548742
4.697986577181208	0.17131018007576532	0.03307351691839969	0.048176086347597354	0.13429966712945138	0.10580764543796795	0.12198130930984255	0.0989109084779028
5.033557046979866	0.1705740063077996	0.03250750129131661	0.04740814179558335	0.13361341515063702	0.10485581664205096	0.12104837000117895	0.0979397385422851
5.369127516778524	0.17003437869163518	0.032095155647126235	0.04683999576509374	0.1330949713658322	0.10413914429908383	0.12034604848972222	0.09720418411995581
5.704697986577181	0.16963537206252027	0.03179366672926762	0.04641921001578266	0.1327033612498697	0.10360130619021518	0.11981912847155253	0.09664969800390735
6.0402684563758395	0.16933852723844384	0.03157253806536349	0.046107250903836626	0.13240791522561332	0.10319865438501222	0.11942476635198092	0.09623316183186889
6.375838926174497	0.16911680023978745	0.03140991168272828	0.04587576240891806	0.132185392309359	0.10289773206991913	0.11913011642690938	0.09592105223649076
6.7114093959731544	0.16895079424479353	0.03129003537587441	0.04570384861706125	0.13201809234998643	0.10267310623846647	0.118910218718886	0.0956876164055683
7.046979865771813	0.16882636397414405	0.03120150009185734	0.0455760886759832	0.13189252315791875	0.10250556620224394	0.1187462302848573	0.09551324799257827
7.38255033557047	0.16873306656451334	0.03113600585750495	0.04548108610074942	0.13179841639350462	0.10238066830685816	0.1186239925914469	0.09538311713538389
7.718120805369128	0.1686631245514018	0.03108748985043356	0.0454104057267223	0.13172797747553225	0.10228758552606625	0.1185328975834373	0.0952860568678282
8.053691275167786	0.16861071783540527	0.03105151087724516	0.045357799347722313	0.13167530848018227	0.10221822388583006	0.11846501863467575	0.09521368980382058
8.389261744966444	0.1685714744678942	0.03102480429413727	0.04531863183850548	0.1316359581801038	0.10216654218446601	0.11841444187017697	0.09515974673776181
8.724832214765101	0.168542107350499	0.03100496527390105	0.04528946194774102	0.13160657748096644	0.10212803260130834	0.11837675467885952	0.09511954110771888
9.060402684563758	0.16852014429959744	0.03099021747275459	0.04526773164580934	0.1315846491941692	0.10209933651656537	0.11834867097819152	0.09508957541891563
9.395973154362416	0.1685037299819243	0.030979250296240667	0.04525154269138109	0.13156829068532477	0.10207795360258957	0.118327743653493	0.09506724375908777
9.731543624161075	0.16849146841137366	0.03097109089635586	0.045239480175301536	0.13155609052483205	0.10206201931243486	0.11831214826027331	0.09505060131143905
10.067114093959733	0.16848231152882573	0.03096501671807696	0.045230489093800647	0.13154699070395426	0.10205014236469087	0.11830052390313145	0.0950381957972773
10.40268456375839	0.1684754787327149	0.030960496254738644	0.045223790429389454	0.13154020779723585	0.10204129290356183	0.11829186230299897	0.09502895235202591
10.738255033557047	0.16847038024497626	0.030957130799939604	0.04521879870555098	0.13153515221190362	0.10203469757788436	0.11828540632293906	0.09502206366057432
11.073825503355705	0.16846657666235035	0.03095462389904438	0.045215077764139876	0.1315313829328444	0.10202978209723541	0.11828059484983712	0.09501692937730685
11.409395973154362	0.16846374060346353	0.03095275635542267	0.04521230414411042	0.13152857253061506	0.10202611908509522	0.11827700987922034	0.09501310298775383
11.74496644295302	0.16846162515201224	0.030951365132781693	0.04521023669830305	0.13152647785076615	0.1020233877237917	0.11827433623750006	0.09501025012661936
12.080536912751679	0.16846004646641408	0.03095032885884016	0.04520869582533434	0.131524917309789	0.10202135030020701	0.11827234084721548	0.09500812268015227
12.416107382550337	0.16845886973840232	0.03094955707451418	0.04520754779042555	0.13152375453474632	0.10201983243673259	0.11827085424366243	0.0950065377353476
12.751677852348994	0.16845799454829505	0.030948981507312234	0.04520669170176028	0.13152288616692695	0.10201870369793153	0.11826975046683443	0.09500535806993282
13.087248322147651	0.16845734331919593	0.03094855201435779	0.04520605295932529	0.1315222375383193	0.10201786358610279	0.11826893018980611	0.09500447938939985
13.422818791946309	0.16845685529988086	0.03094823222442824	0.04520557688046867	0.13152175547822417	0.10201723403584008	0.11826831365775703	0.09500382208172196
