NON $ % + - . 0 1
#NON	a	f	b	c	d	g	e
13.758389261744966	0.16845648958381418	0.030947995308369027	0.04520522357240935	0.13152139944397728	0.10201676224995261	0.11826784901420757	0.09500333098809327
14.093959731543626	0.1684562193598337	0.030947817592482593	0.0452049590571351	0.13152113097874063	0.10201641382578419	0.11826750846215213	0.09500296673339069
14.429530201342283	0.16845601795189863	0.03094768503918628	0.04520476175835947	0.13152093067806817	0.10201615413670101	0.11826725476847977	0.09500269518666114
14.76510067114094	0.1684558673965746	0.030947586150045836	0.04520461451102998	0.13152078131602038	0.10201596000310811	0.11826706493810919	0.09500249229578492
15.100671140939598	0.16845575503878746	0.030947512426343915	0.04520450471018968	0.13152066998373987	0.10201581512453788	0.11826692320872421	0.0950023409203222
15.436241610738255	0.16845567113174398	0.030947457428562735	0.045204422780644925	0.13152058694763805	0.10201570692950089	0.11826681731514639	0.09500222790391138
15.771812080536913	0.1684556087144039	0.030947416526218182	0.045204361842936164	0.1315205251904583	0.10201562644701091	0.11826673853989525	0.09500214383811036
16.107382550335572	0.16845556208025086	0.03094738596101392	0.04520431630462921	0.13152047903367542	0.1020155663185622	0.11826667969558596	0.09500208102756516
16.44295302013423	0.16845552703268385	0.030947362982351432	0.04520428206908528	0.13152044432605678	0.10201552113215533	0.1182666354842363	0.09500203381973346
16.778523489932887	0.1684555021151552	0.030947346636287853	0.045204257715404435	0.1315204196283406	0.10201548900924073	0.11826660406608872	0.09500200025303968
17.114093959731544	0.16845548338828853	0.030947334343009707	0.04520423940098073	0.1315204010485413	0.10201546486891343	0.11826658046478611	0.09500197502223139
17.449664429530202	0.16845546984824866	0.030947325445856835	0.045204226147491915	0.13152038759628723	0.10201544741634636	0.1182665634114327	0.09500195677572129
17.78523489932886	0.16845545940906004	0.03094731858119629	0.04520421592304375	0.13152037721531132	0.10201543396074801	0.11826655026823694	0.095001942705279
18.120805369127517	0.1684554516020485	0.030947313444559005	0.0452042082733631	0.13152036944707976	0.10201542389752155	0.11826654044081673	0.09500193218091695
18.456375838926174	0.16845544553539665	0.030947309458586675	0.04520420233639293	0.13152036342270146	0.10201541607617394	0.11826653279634217	0.09500192400487012
18.79194630872483	0.16845544095083162	0.030947306456656117	0.045204197863134093	0.13152035889143157	0.10201541016362645	0.11826652700646535	0.0950019178306167
19.12751677852349	0.1684554374329585	0.03094730417105077	0.04520419445341463	0.13152035545040003	0.10201540562422011	0.11826652254295571	0.0950019131009925
19.46308724832215	0.1684554347944398	0.030947302478923557	0.04520419192418891	0.131520352913961	0.1020154022163969	0.11826651916957315	0.09500190956361292
19.798657718120808	0.16845543278190037	0.03094730121391281	0.04520419002763018	0.13152035103063311	0.10201539961344964	0.11826651656699914	0.09500190687701553
20.134228187919465	0.16845543126569507	0.03094730027788396	0.04520418862041349	0.13152034964584952	0.10201539764993664	0.11826651458667323	0.09500190486057397
20.469798657718123	0.1684554301101848	0.030947299566454055	0.0452041875504017	0.13152034859442652	0.10201539615307631	0.11826651307521459	0.09500190332458305
20.80536912751678	0.16845542924990003	0.030947299020351194	0.04520418673279807	0.13152034777855445	0.10201539504114271	0.11826651196930768	0.09500190217373583
21.140939597315437	0.1684554282878439	0.030947298434485144	0.04520418585014524	0.13152034691606004	0.10201539379392092	0.1182665107032714	0.0950019008977478
21.476510067114095	0.16845542749367418	0.03094729794496907	0.045204185114003544	0.13152034619217434	0.10201539276527374	0.11826650966510187	0.09500189984182718
21.812080536912752	0.16845542688173268	0.03094729755904218	0.045204184535624865	0.1315203456167489	0.10201539197402142	0.11826650887543469	0.09500189902433387
22.14765100671141	0.1684554264520194	0.03094729727670447	0.04520418411500919	0.13152034518978373	0.10201539142016394	0.11826650833426988	0.09500189844526791
22.483221476510067	0.16845542620453438	0.03094729709795594	0.045204183852156535	0.1315203449112788	0.10201539110370132	0.11826650804160745	0.09500189810462928
22.818791946308725	0.16845542613927758	0.03094729702279659	0.04520418374706689	0.13152034478123417	0.10201539102463356	0.11826650799744737	0.09500189800241798
23.154362416107382	0.168455426256249	0.03094729705122642	0.045204183799740255	0.13152034479964977	0.10201539118296066	0.11826650820178966	0.09500189813863401
23.48993288590604	0.16845542607458516	0.03094729692692381	0.04520418361561375	0.13152034460917714	0.10201539094957567	0.11826650797881362	0.09500189789163944
23.8255033557047	0.16845542594603904	0.030947296837388758	0.04520418348331125	0.13152034447121774	0.1020153907846721	0.118266507822884	0.09500189771616421
24.161073825503358	0.16845542587704038	0.03094729678604857	0.0452041834081085	0.13152034439054971	0.10201539069666185	0.11826650774303732	0.09500189762052029
24.496644295302016	0.16845542586758913	0.030947296772903244	0.0452041833900055	0.13152034436717305	0.1020153906855449	0.11826650773927354	0.09500189760470769
24.832214765100673	0.16845542591768534	0.030947296797952783	0.04520418342900226	0.13152034440108776	0.10201539075132125	0.11826650781159267	0.09500189766872641
25.16778523489933	0.16845542602732896	0.030947296861197186	0.04520418352509877	0.13152034449229383	0.1020153908939909	0.11826650795999473	0.09500189781257644
25.503355704697988	0.16845542597967944	0.030947296802139465	0.04520418344303579	0.1315203443889689	0.10201539083686101	0.11826650793258842	0.09500189773607198
25.838926174496645	0.16845542606310068	0.030947296857817233	0.04520418352579925	0.13152034447361377	0.1020153909442384	0.11826650803661232	0.09500189784886502
26.174496644295303	0.16845542614652192	0.030947296913495	0.04520418360856271	0.13152034455825865	0.10201539105161579	0.11826650814063622	0.09500189796165805
26.51006711409396	0.16845542622994317	0.03094729696917277	0.04520418369132617	0.13152034464290352	0.10201539115899318	0.11826650824466013	0.09500189807445107
26.845637583892618	0.1684554263133644	0.030947297024850537	0.04520418377408963	0.13152034472754842	0.10201539126637056	0.11826650834868403	0.09500189818724411
27.181208053691275	0.16845542639678565	0.030947297080528305	0.04520418385685309	0.1315203448121933	0.10201539137374795	0.11826650845270793	0.09500189830003714
27.516778523489933	0.1684554264802069	0.030947297136206073	0.04520418393961655	0.13152034489683817	0.10201539148112534	0.11826650855673185	0.09500189841283016
27.85234899328859	0.16845542656082416	0.030947297190010284	0.04520418401959546	0.13152034497863369	0.10201539158489384	0.11826650865726174	0.09500189852183102
28.18791946308725	0.16845542656747325	0.03094729719439097	0.045204184026119226	0.1315203449852643	0.1020153915934619	0.11826650866562124	0.09500189853079631
28.52348993288591	0.16845542657412235	0.03094729719877166	0.045204184032643	0.13152034499189488	0.10201539160202995	0.11826650867398075	0.09500189853976161
28.859060402684566	0.16845542658077148	0.030947297203152348	0.04520418403916677	0.1315203449985255	0.10201539161059801	0.11826650868234026	0.0950018985487269
29.194630872483224	0.16845542658742058	0.030947297207533038	0.045204184045690536	0.1315203450051561	0.10201539161916606	0.11826650869069977	0.09500189855769219
29.53020134228188	0.1684554265940697	0.030947297211913725	0.04520418405221431	0.13152034501178672	0.10201539162773413	0.11826650869905928	0.09500189856665747
29.86577181208054	0.1684554266007188	0.03094729721629441	0.04520418405873808	0.13152034501841733	0.10201539163630217	0.11826650870741878	0.09500189857562277
30.201342281879196	0.1684554266073679	0.030947297220675102	0.04520418406526185	0.13152034502504795	0.10201539164487024	0.11826650871577829	0.09500189858458806
30.536912751677853	0.16845542661401702	0.03094729722505579	0.04520418407178562	0.13152034503167853	0.10201539165343829	0.1182665087241378	0.09500189859355335
30.87248322147651	0.16845542662066612	0.03094729722943648	0.045204184078309395	0.13152034503830914	0.10201539166200635	0.11826650873249732	0.09500189860251865
31.20805369127517	0.16845542662731522	0.030947297233817166	0.04520418408483316	0.13152034504493976	0.1020153916705744	0.11826650874085683	0.09500189861148393
31.543624161073826	0.16845542663396434	0.030947297238197852	0.04520418409135694	0.13152034505157037	0.10201539167914246	0.11826650874921633	0.09500189862044922
31.879194630872483	0.16845542664061344	0.030947297242578543	0.045204184097880705	0.13152034505820098	0.10201539168771051	0.11826650875757584	0.09500189862941452
32.214765100671144	0.16845542664726254	0.03094729724695923	0.04520418410440447	0.13152034506483157	0.10201539169627857	0.11826650876593535	0.09500189863837981
32.5503355704698	0.16845542665391167	0.03094729725133992	0.04520418411092825	0.13152034507146218	0.10201539170484662	0.11826650877429486	0.0950018986473451
32.88590604026846	0.16845542666056076	0.030947297255720606	0.045204184117452015	0.1315203450780928	0.10201539171341469	0.11826650878265436	0.0950018986563104
33.22147651006711	0.1684554266672099	0.030947297260101293	0.04520418412397579	0.1315203450847234	0.10201539172198273	0.11826650879101387	0.09500189866527568
