NON $ % + -
#NON	c	d	b	a
18.120805369127517	8.606774269987968e-11	1.3574117050422756e-05	9.217055223196298e-09	7.538565405680134e-10
18.456375838926174	5.99389011370148e-11	1.1296516476927964e-05	6.833462708402433e-09	5.351598473373072e-10
18.79194630872483	4.177059241949354e-11	9.41002747976091e-06	5.0718134443970275e-09	3.801743015316182e-10
19.12751677852349	2.9284948638669655e-11	7.84129344050728e-06	3.773282492951055e-09	2.7133870385929946e-10
19.46308724832215	2.0616753772561604e-11	6.532415029649758e-06	2.8091407119223017e-09	1.942293313793132e-10
19.798657718120808	1.4545919282929495e-11	5.445693750871565e-06	2.094279806710539e-09	1.3927282798176302e-10
20.134228187919465	1.0296973925805669e-11	4.543641219769907e-06	1.5640318753418624e-09	1.0013204271732327e-10
20.469798657718123	7.275031845684754e-12	3.7966997883168107e-06	1.169013356014723e-09	7.191232447511796e-11
20.80536912751678	5.131996240657075e-12	3.1815717515601965e-06	8.769209047780657e-10	5.167427445586585e-11
21.140939597315437	3.515299740331626e-12	2.6743258288538398e-06	6.543977469025245e-10	3.640274665783685e-11
21.476510067114095	2.3447170916245007e-12	2.2547188727179545e-06	4.860490014852231e-10	2.5187143485895008e-11
21.812080536912752	1.4804831799052036e-12	1.8887734610718536e-06	3.5303241423981453e-10	1.6776434776852103e-11
22.14765100671141	9.315669567641233e-13	1.565197105626494e-06	2.518691510423237e-10	1.1113268432480527e-11
22.483221476510067	6.009761789348468e-13	1.2829109762305431e-06	1.7785492978082376e-10	7.44773924141621e-12
22.818791946308725	4.0724529094287335e-13	1.0579684907193894e-06	1.2665459733453821e-10	5.11827484108563e-12
23.154362416107382	2.87851010184354e-13	8.884868784217745e-07	9.508378205798135e-11	3.658285879592949e-12
23.48993288590604	2.0393733830570693e-13	7.250816988267606e-07	6.939832720948647e-11	2.611481583767807e-12
23.8255033557047	1.436959385244532e-13	5.971262865080184e-07	5.11580152178446e-11	1.860454591829129e-12
24.161073825503358	1.0012247859629443e-13	4.931860368566923e-07	3.766666581835288e-11	1.3144587061136809e-12
24.496644295302016	6.896058045158171e-14	4.0863084967970147e-07	2.7695329580789788e-11	9.210145790730623e-13
24.832214765100673	4.7392678968456505e-14	3.400482689782049e-07	2.045377299460119e-11	6.455867146656501e-13
25.16778523489933	3.3210403295155837e-14	2.848029078935775e-07	1.5350582442200148e-11	4.613405743897018e-13
25.503355704697988	2.4521738724728898e-14	2.406769963348415e-07	1.1896179690419735e-11	3.4543108248533355e-13
25.838926174496645	nan	nan	nan	nan
26.174496644295303	nan	nan	nan	nan
26.51006711409396	nan	nan	nan	nan
26.845637583892618	nan	nan	nan	nan
27.181208053691275	nan	nan	nan	nan
27.516778523489933	nan	nan	nan	nan
27.85234899328859	nan	nan	nan	nan
28.18791946308725	nan	nan	nan	nan
28.52348993288591	nan	nan	nan	nan
28.859060402684566	nan	nan	nan	nan
29.194630872483224	nan	nan	nan	nan
29.53020134228188	nan	nan	nan	nan
29.86577181208054	nan	nan	nan	nan
30.201342281879196	nan	nan	nan	nan
30.536912751677853	nan	nan	nan	nan
30.87248322147651	nan	nan	nan	nan
31.20805369127517	nan	nan	nan	nan
31.543624161073826	nan	nan	nan	nan
31.879194630872483	nan	nan	nan	nan
32.214765100671144	nan	nan	nan	nan
32.5503355704698	nan	nan	nan	nan
32.88590604026846	nan	nan	nan	nan
33.22147651006711	nan	nan	nan	nan
