NON $ % + - . 0 1
#NON	b	d	e	g	f	c	a
8.585858585858587	0.19032185124539064	0.0014606868825700647	0.010887428806119166	0.14596075910324907	0.1424307020144775	0.16621854082646412	0.005758789980206841
9.090909090909092	0.19032039128901332	0.0014394512738826837	0.010792424628929475	0.14595946537044965	0.14242990891445945	0.16621776336861543	0.005658603050240395
9.595959595959597	0.1903196719567635	0.0014248355722687488	0.01072655302395208	0.14595882834818863	0.1424295181237583	0.16621738052475515	0.005589458231578302
10.101010101010102	0.19031931742583694	0.0014147536215970825	0.010680880776556559	0.14595851452767486	0.14242932551182813	0.16621719190484407	0.005541697691234297
10.606060606060607	0.1903191425602659	0.0014077875954505862	0.010649210873912822	0.1459583597931182	0.14242923050753936	0.16621709889476524	0.005508682062423804
11.111111111111112	0.19031905691656578	0.0014029702521161683	0.010627251286466594	0.1459582840353587	0.14242918397031973	0.16621705335363543	0.005485850240626091
11.616161616161618	0.19031901464177212	0.0013996360876177398	0.010612030705044212	0.14595824663804569	0.14242916101266573	0.16621703087225553	0.0054700527280953214
12.121212121212121	0.19031899366939894	0.0013973272641785272	0.01060147786865183	0.14595822808952283	0.14242914961403663	0.1662170197201283	0.005459118160749288
12.626262626262626	0.1903189833745666	0.0013957275081542865	0.010594156851697784	0.14595821898759617	0.14242914401666718	0.16621701424622262	0.005451545345045597
13.131313131313131	0.1903189783763866	0.0013946195648951692	0.010589088095582943	0.1459582145602497	0.1424291413249616	0.16621701158933486	0.0054463031443050865
13.636363636363637	0.19031897583447563	0.0013938517641675402	0.01058557503123316	0.1459582123129039	0.1424291399414796	0.16621701024008992	0.005442671931111186
14.141414141414142	0.19031897449984514	0.0013933194845226467	0.01058313164534164	0.14595821114238025	0.14242913917239125	0.16621700952288762	0.0054401555670577665
14.646464646464647	0.19031897386414853	0.001392950555639223	0.010581440676045793	0.145958210574652	0.14242913884665687	0.16621700918292812	0.005438412046239389
15.151515151515152	0.19031897353688076	0.0013926947947056456	0.010580277213193517	0.1459582102771718	0.14242913873181035	0.16621700903105888	0.00543720369893014
15.656565656565657	0.19031897333117706	0.0013925174307838737	0.010579460644528164	0.1459582101080317	0.14242913855321707	0.16621700891168834	0.005436365940201083
16.161616161616163	0.19031897323898583	0.001392394558085952	0.01057888990217682	0.1459582100295884	0.14242913844401855	0.16621700883179877	0.005435785685242918
16.666666666666668	0.1903189732026644	0.001392309326415826	0.010578504047705608	0.14595820999199785	0.1424291384793172	0.16621700883332471	0.005435383252582955
17.171717171717173	0.1903189731824265	0.0013922501851437864	0.010578234111253543	0.14595820997248266	0.1424291384801787	0.16621700882599344	0.0054351040491963775
17.67676767676768	0.19031897317192817	0.0013922090977344103	0.010578046149623424	0.14595820996269074	0.1424291384775065	0.16621700882111895	0.005434910099981727
18.181818181818183	0.19031897316668608	0.0013921806454266544	0.010577915830234553	0.14595820995791564	0.14242913847514016	0.16621700881833182	0.005434775806762499
18.68686868686869	0.19031897316422616	0.001392160827693721	0.010577825059796308	0.14595820995565115	0.14242913847472488	0.1662170088174103	0.005434682275468734
19.191919191919194	0.19031897316357885	0.001392147226351504	0.010577762775768796	0.14595820995499914	0.1424291384760496	0.16621700881794982	0.0054346180885869845
19.6969696969697	0.19031897316396104	0.0013921380179783421	0.01057772061655976	0.14595820995524922	0.1424291384788477	0.16621700881961932	0.005434574636574428
20.202020202020204	0.19031897316476046	0.0013921317775507508	0.01057769204694453	0.1459582099558406	0.1424291384829736	0.16621700882219265	0.005434545191023233
20.70707070707071	0.19031897316553284	0.0013921273318602226	0.010577671684415979	0.1459582099563422	0.14242913848861127	0.16621700882565668	0.005434524213010417
21.212121212121215	0.1903189731663687	0.001392124192761945	0.010577657289148478	0.1459582099567981	0.14242913849636	0.16621700883035187	0.0054345093991035025
21.71717171717172	0.19031897316752078	0.0013921219601568387	0.010577647025489285	0.14595820995738876	0.1424291385070914	0.16621700883680562	0.005434498862007136
22.222222222222225	0.19031897316955557	0.0013921203652782212	0.010577639663478385	0.1459582099585533	0.1424291385225482	0.1662170088461048	0.005434491334705208
22.72727272727273	0.19031897317285829	0.0013921192602193446	0.01057763452906712	0.14595820996057599	0.14242913854444386	0.16621700885929352	0.005434486119609176
23.232323232323235	0.1903189731779229	0.0013921184860149344	0.010577630900916393	0.14595820996380798	0.14242913857546033	0.16621700887799098	0.005434482466623774
23.73737373737374	0.19031897318526975	0.0013921179398444822	0.01057762832019223	0.14595820996857736	0.14242913861962828	0.1662170089046102	0.005434479890011453
24.242424242424242	0.1903189731954439	0.00139211756156202	0.010577626521080161	0.14595820997522885	0.14242913868093351	0.16621700894155245	0.005434478105626731
24.747474747474747	0.1903189732075805	0.0013921172834006484	0.01057762520793963	0.14595820998317605	0.1424291387548478	0.16621700898609942	0.005434476793425579
25.252525252525253	0.1903189732052123	0.0013921170123353153	0.010577623958431938	0.14595820998164233	0.14242913873952764	0.16621700897680283	0.005434475514712216
25.757575757575758	0.19031897319998137	0.0013921168108935568	0.010577623057055006	0.1459582099782456	0.1424291387070173	0.166217008957132	0.005434474564335684
26.262626262626263	0.1903189731918877	0.0013921166790753729	0.010577622503808833	0.14595820997298586	0.1424291386573168	0.16621700892708693	0.005434473942295986
26.767676767676768	0.19031897318093133	0.0013921166168807638	0.01057762229869342	0.14595820996586312	0.14242913859042614	0.16621700888666766	0.005434473648593121
27.272727272727273	0.19031897317075194	0.0013921165853699364	0.010577622231508122	0.14595820995924463	0.142429138528388	0.16621700884918483	0.005434473499643253
27.77777777777778	0.19031897316681662	0.0013921165260534596	0.010577621986521511	0.1459582099566863	0.14242913850431171	0.1662170088346317	0.005434473219694687
28.282828282828284	0.19031897316395488	0.001392116494247637	0.010577621862336172	0.1459582099548251	0.14242913848688418	0.16621700882409968	0.0054344730695392324
28.78787878787879	0.19031897316216673	0.0013921164899524685	0.010577621858952104	0.14595820995366116	0.14242913847610542	0.16621700881758875	0.005434473049176888
29.292929292929294	0.1903189731614522	0.001392116513167954	0.010577621976369309	0.14595820995319442	0.14242913847197547	0.16621700881509893	0.005434473158607654
29.7979797979798	0.19031897315685925	0.0013921164756232887	0.010577621843041009	0.14595820995020706	0.14242913844412955	0.16621700879827633	0.005434472981280683
30.303030303030305	0.1903189731578301	0.0013921165024571628	0.010577621959896626	0.14595820995083678	0.1424291384501268	0.16621700880190074	0.005434473107881184
30.80808080808081	0.19031897315880095	0.0013921165292910367	0.010577622076752244	0.14595820995146647	0.1424291384561241	0.16621700880552515	0.005434473234481685
31.313131313131315	0.1903189731597718	0.0013921165561249108	0.010577622193607862	0.14595820995209619	0.14242913846212138	0.16621700880914955	0.005434473361082186
31.81818181818182	0.19031897316074267	0.0013921165829587849	0.01057762231046348	0.1459582099527259	0.14242913846811867	0.16621700881277396	0.005434473487682688
32.323232323232325	0.19031897316090798	0.0013921165891443187	0.010577622337751624	0.14595820995283307	0.14242913846914043	0.16621700881339144	0.005434473516865586
32.82828282828283	0.1903189731609368	0.001392116591830889	0.010577622349862115	0.14595820995285172	0.14242913846931904	0.16621700881349935	0.005434473529540591
33.333333333333336	0.1903189731609656	0.0013921165945174592	0.010577622361972606	0.14595820995287034	0.14242913846949767	0.16621700881360726	0.005434473542215594
33.83838383838384	0.19031897316099441	0.0013921165972040296	0.010577622374083098	0.145958209952889	0.1424291384696763	0.16621700881371518	0.0054344735548905974
34.343434343434346	0.19031897316102322	0.0013921165998906	0.01057762238619359	0.14595820995290762	0.14242913846985494	0.16621700881382306	0.005434473567565601
34.84848484848485	0.19031897316105204	0.0013921166025771703	0.01057762239830408	0.14595820995292627	0.14242913847003358	0.16621700881393098	0.005434473580240605
35.35353535353536	0.19031897316108085	0.0013921166052637407	0.010577622410414574	0.14595820995294492	0.14242913847021219	0.1662170088140389	0.0054344735929156085
35.85858585858586	0.19031897316110966	0.001392116607950311	0.010577622422525065	0.14595820995296355	0.14242913847039082	0.1662170088141468	0.005434473605590612
36.36363636363637	0.19031897316113847	0.0013921166106368812	0.010577622434635557	0.1459582099529822	0.14242913847056946	0.16621700881425472	0.005434473618265615
36.86868686868687	0.19031897316116728	0.0013921166133234516	0.010577622446746048	0.14595820995300082	0.1424291384707481	0.16621700881436263	0.00543447363094062
37.37373737373738	0.1903189731611961	0.001392116616010022	0.01057762245885654	0.14595820995301947	0.14242913847092672	0.16621700881447055	0.005434473643615623
37.87878787878788	0.1903189731612249	0.0013921166186965923	0.010577622470967031	0.14595820995303813	0.14242913847110536	0.16621700881457846	0.0054344736562906264
38.38383838383839	0.1903189731612537	0.0013921166213831627	0.010577622483077522	0.14595820995305675	0.14242913847128397	0.16621700881468637	0.005434473668965631
38.88888888888889	0.19031897316128252	0.0013921166240697328	0.010577622495188014	0.1459582099530754	0.1424291384714626	0.1662170088147943	0.005434473681640634
39.3939393939394	0.19031897316131133	0.0013921166267563032	0.010577622507298507	0.14595820995309403	0.14242913847164124	0.1662170088149022	0.0054344736943156375
39.8989898989899	0.19031897316134014	0.0013921166294428736	0.010577622519408999	0.14595820995311268	0.14242913847181987	0.16621700881501011	0.005434473706990641
40.40404040404041	0.19031897316136895	0.001392116632129444	0.01057762253151949	0.14595820995313133	0.1424291384719985	0.16621700881511803	0.005434473719665645
40.909090909090914	0.19031897316139776	0.0013921166348160143	0.010577622543629981	0.14595820995314995	0.14242913847217714	0.16621700881522591	0.005434473732340649
41.41414141414142	0.19031897316142657	0.0013921166375025847	0.010577622555740473	0.1459582099531686	0.14242913847235575	0.16621700881533383	0.005434473745015652
41.919191919191924	0.19031897316145538	0.0013921166401891548	0.010577622567850964	0.14595820995318723	0.14242913847253438	0.16621700881544174	0.005434473757690656
42.42424242424243	0.1903189731614842	0.0013921166428757252	0.010577622579961456	0.14595820995320588	0.14242913847271302	0.16621700881554966	0.00543447377036566
42.929292929292934	0.190318973161513	0.0013921166455622956	0.010577622592071949	0.1459582099532245	0.14242913847289165	0.16621700881565757	0.005434473783040663
43.43434343434344	0.1903189731615418	0.001392116648248866	0.01057762260418244	0.14595820995324316	0.1424291384730703	0.16621700881576548	0.0054344737957156665
43.939393939393945	0.19031897316157062	0.0013921166509354363	0.010577622616292932	0.1459582099532618	0.1424291384732489	0.1662170088158734	0.005434473808390671
44.44444444444445	0.19031897316159066	0.0013921166528615852	0.010577622624979884	0.14595820995327474	0.14242913847337305	0.16621700881594836	0.005434473817478079
44.949494949494955	0.19031897316159152	0.0013921166531305463	0.010577622626205908	0.1459582099532753	0.14242913847337835	0.16621700881595158	0.00543447381874703
45.45454545454546	0.19031897316159238	0.0013921166533995073	0.010577622627431933	0.14595820995327582	0.14242913847338368	0.1662170088159548	0.005434473820015982
45.959595959595966	0.1903189731615932	0.0013921166536684684	0.010577622628657957	0.14595820995327638	0.142429138473389	0.16621700881595802	0.005434473821284933
46.46464646464647	0.19031897316159407	0.0013921166539374293	0.010577622629883982	0.14595820995327694	0.1424291384733943	0.16621700881596121	0.005434473822553885
46.969696969696976	0.19031897316159493	0.0013921166542063903	0.010577622631110008	0.1459582099532775	0.14242913847339964	0.16621700881596443	0.005434473823822837
47.47474747474748	0.1903189731615958	0.0013921166544753514	0.010577622632336033	0.14595820995327805	0.14242913847340496	0.16621700881596765	0.005434473825091788
47.979797979797986	0.19031897316159663	0.0013921166547443125	0.010577622633562057	0.14595820995327857	0.14242913847341027	0.16621700881597087	0.00543447382636074
48.484848484848484	0.1903189731615975	0.0013921166550132733	0.010577622634788082	0.14595820995327913	0.1424291384734156	0.16621700881597407	0.005434473827629692
48.98989898989899	0.19031897316159835	0.0013921166552822344	0.010577622636014106	0.14595820995327968	0.14242913847342092	0.16621700881597729	0.005434473828898643
49.494949494949495	0.1903189731615992	0.0013921166555511955	0.01057762263724013	0.14595820995328024	0.14242913847342623	0.1662170088159805	0.005434473830167595
50.0	0.19031897316160004	0.0013921166558201563	0.010577622638466157	0.1459582099532808	0.14242913847343155	0.1662170088159837	0.005434473831436547
