NON $ % + - . 0 1 2
#NON	f	g	h	d	c	a	e	b
8.585858585858587	0.006696728080365817	0.007650285884680739	0.10397458810473847	0.07966757051555963	0.0071224919732979656	0.09136641196649864	0.058386090834304065	0.030546621048519303
9.090909090909092	0.006640543659589568	0.007581631255959272	0.10371682302371306	0.07934357258549216	0.00706090728826666	0.09096071936436623	0.0581562739710709	0.03036710876215264
9.595959595959597	0.006600089638431536	0.007532280126342776	0.10353004980457413	0.07910882786384199	0.007016568812268107	0.09066696926057946	0.057990003262707486	0.030237525471349964
10.101010101010102	0.006570912804101521	0.0074967273579719185	0.10339472752704634	0.07893877421035395	0.006984592467672014	0.09045427182806223	0.05786966847907403	0.03014389570904118
10.606060606060607	0.006549844675093014	0.00747107626361439	0.10329668990609828	0.07881559490874283	0.0069615040050754915	0.09030025892267411	0.05778256094773488	0.030076198976845856
11.111111111111112	0.006534617136304921	0.0074525468282380615	0.10322566192220722	0.07872636788258211	0.006944816894291831	0.09018872720962705	0.057719488458843476	0.030027221402680004
11.616161616161618	0.006523604816714437	0.007439152413866411	0.10317419599416669	0.07866173089229955	0.006932749352737279	0.09010795021163555	0.05767381141969312	0.029991778063722184
12.121212121212121	0.006515637081511868	0.007429463835756607	0.103136916056343	0.07861491306826118	0.006924018362177087	0.09004945057857446	0.057640732035548786	0.029966118773455147
12.626262626262626	0.006509869799166802	0.007422452659187504	0.10310990970142697	0.0785809978291825	0.006917698706743564	0.0900070779457928	0.057616776028412135	0.029947540319210795
13.131313131313131	0.006505696018801899	0.007417379395733594	0.1030903503075489	0.0785564379474745	0.006913125224652	0.08997639640281586	0.05759942874829549	0.029934091314763867
13.636363636363637	0.006502673418110883	0.007413705790392679	0.1030761784952724	0.07853864418068086	0.006909813189037463	0.08995416893981138	0.05758686130508109	0.029924349928239023
14.141414141414142	0.006500484221966838	0.007411045298760007	0.1030659104534606	0.07852575255211466	0.0069074143782617255	0.08993806589409814	0.05757775657099073	0.029917293460540756
14.646464646464647	0.006498897993135276	0.007409117692660527	0.1030584686191891	0.07851640950797846	0.0069056762748171885	0.0899263958487058	0.05757115830701622	0.0299121800876387
15.151515151515152	0.006497749787994907	0.007407722437044527	0.10305308034796072	0.07850964515727775	0.006904418138996705	0.0899179470196543	0.057566381092254176	0.02990847837565753
15.656565656565657	0.006496918085743044	0.007406711823594994	0.10304917764472579	0.07850474523744068	0.006903506813463222	0.08991182697891516	0.05756292107732613	0.02990579692703213
16.161616161616163	0.006496315625892686	0.007405979772315152	0.10304634964993001	0.07850119509554537	0.00690284667038129	0.08990739293997042	0.057560413994641395	0.029903854643324845
16.666666666666668	0.0064958792555577	0.007405449483879117	0.10304429920255552	0.07849862351640202	0.00690236853599411	0.08990418113210057	0.0575585958981512	0.029902446903965117
17.171717171717173	0.006495563180088044	0.007405065437033926	0.10304281864156827	0.07849676280817135	0.006902022223931175	0.08990185694276062	0.05755728250452936	0.02990142722538119
17.67676767676768	0.006495334069287806	0.00740478726257588	0.10304174949645623	0.0784954128527813	0.006901771138641677	0.08990017093872298	0.05755633575602272	0.02990069095606716
18.181818181818183	0.006495168038992268	0.007404585656698844	0.10304097521177805	0.07849443460833029	0.006901589182016275	0.08989894915954512	0.057555649427969535	0.02990015725871288
18.68686868686869	0.006495047705932448	0.007404439339379842	0.10304040721681514	0.0784937253082429	0.006901457346217911	0.08989806326416021	0.057555145337274315	0.029899768113691612
19.191919191919194	0.006494960533026312	0.007404333256121222	0.1030399914886195	0.07849321088529082	0.006901361857044132	0.08989742082617506	0.057554776595504835	0.029899485220471617
19.6969696969697	0.006494897444351389	0.007404256539933854	0.10303969132870021	0.07849283814693114	0.006901292735635634	0.08989695541225542	0.05755451096251477	0.02989928122544022
20.202020202020204	0.00649485180049967	0.007404201116921847	0.10303947720352165	0.078492568691046	0.0069012427114225035	0.08989661895352527	0.057554321585400546	0.029899134554166523
20.70707070707071	0.006494818794093544	0.007404161048352242	0.10303932371573751	0.07849237430198057	0.006901206538275906	0.08989637616527116	0.057554185520617175	0.02989902852857886
21.212121212121215	0.006494794831876499	0.007404131942438331	0.10303921227175164	0.07849223341101544	0.006901180282078419	0.08989620015720799	0.0575540865019101	0.029898951319961835
21.71717171717172	0.0064947774887451895	0.007404110853226959	0.10303913050373813	0.07849213128776521	0.0069011612828139635	0.08989607259430667	0.05755401390251293	0.029898895185255618
22.222222222222225	0.006494764907956038	0.007404095550693974	0.10303907071243677	0.07849205705452553	0.006901147500621328	0.0898959798893969	0.057553960911919	0.02989885443812977
22.72727272727273	0.006494755797840707	0.007404084472179634	0.1030390271802409	0.07849200315806679	0.006901137519131774	0.08989591260269195	0.05755392244106175	0.029898824983256255
23.232323232323235	0.006494749275006736	0.007404076552786705	0.10303899650372227	0.07849196460041134	0.006901130369835255	0.08989586446502056	0.05755389534366131	0.029898804039433034
23.73737373737374	0.00649474459034858	0.007404070867787822	0.10303897475597536	0.07849193699868107	0.00690112523527695	0.0898958299935156	0.05755387607780095	0.029898789013848855
24.242424242424242	0.006494741215494001	0.007404066772705143	0.10303895923744474	0.07849191717656559	0.0069011215366264105	0.08989580522916957	0.057553862288717145	0.029898778184277653
24.747474747474747	0.006494738760282269	0.007404063791226892	0.10303894798964233	0.07849190281009212	0.006901118846694286	0.08989578727227547	0.05755385225092626	0.029898770270172233
25.252525252525253	0.006494736955755652	0.007404061598407738	0.10303893966326903	0.07849189224659138	0.006901116869938433	0.08989577406889801	0.05755384482055994	0.029898764437102703
25.757575757575758	0.006494735655844261	0.007404060014632035	0.10303893336853852	0.07849188456424384	0.006901115446379694	0.0898957644757485	0.05755383924610815	0.02989876019856384
26.262626262626263	0.006494734675599731	0.007404058820422479	0.1030389286086966	0.07849187876265575	0.006901114372807947	0.08989575723237178	0.05755383503575193	0.029898757004976895
26.767676767676768	0.006494734013094974	0.007404058014244123	0.103038925312488	0.07849187479026128	0.0069011136466881244	0.0898957522803418	0.05755383215697599	0.029898754865837134
27.272727272727273	0.006494733511456667	0.00740405740403041	0.10303892281953032	0.07849187178016763	0.00690111309682251	0.08989574852833453	0.05755382998117117	0.029898753248742214
27.77777777777778	0.006494733200690965	0.0074040570281017435	0.10303892138855138	0.07849186993534607	0.0069011127558640676	0.0898957462267413	0.057553828724377774	0.029898752267872194
28.282828282828284	0.006494732975512672	0.007404056755977782	0.10303892036430001	0.07849186860047665	0.006901112508767372	0.08989574456120088	0.05755382782437582	0.029898751559825232
28.78787878787879	0.006494732837745384	0.007404056589421545	0.10303891980130125	0.0784918678148479	0.00690111235781599	0.089895743576578	0.0575538273093104	0.02989875112061429
29.292929292929294	0.00649473275407235	0.007404056488378466	0.10303891946515753	0.07849186733873358	0.006901112266118719	0.08989574297975043	0.05755382700135122	0.0298987508550335
29.7979797979798	0.006494732700115131	0.007404056422351601	0.1030389192152018	0.07849186702995956	0.006901112207160036	0.08989574259264294	0.0575538267730417	0.029898750674134583
30.303030303030305	0.0064947326618002765	0.0074040563772283545	0.1030389192347153	0.07849186687555468	0.006901112165356505	0.08989574239016622	0.05755382674576922	0.02989875055516314
30.80808080808081	0.006494732638864967	0.007404056350313536	0.1030389192831955	0.07849186679903725	0.00690111214041965	0.08989574228660414	0.05755382675184145	0.02989875048246428
31.313131313131315	0.006494732625997205	0.007404056334737741	0.10303891927507557	0.07849186674714509	0.006901112126469144	0.0898957422184058	0.05755382672925385	0.02989875043778752
31.81818181818182	0.0064947326178849945	0.007404056323631566	0.10303891912478867	0.07849186666661602	0.006901112117624661	0.08989574212202027	0.05755382661600187	0.02989875040288239
32.323232323232325	0.006494732615976101	0.007404056319988446	0.103038918989634	0.07849186661716646	0.006901112115555598	0.08989574206520348	0.05755382651958012	0.02989875038803686
32.82828282828283	0.006494732621634077	0.007404056326678947	0.10303891902388507	0.07849186665710539	0.006901112121837297	0.0898957421140755	0.05755382654537155	0.02989875040318339
33.333333333333336	0.006494732626364688	0.007404056332190615	0.103038919027643	0.07849186667998459	0.00690111212703531	0.08989574214327119	0.05755382655157791	0.029898750416636685
33.83838383838384	0.006494732626560647	0.007404056332141307	0.10303891897658818	0.07849186666103337	0.006901112127173238	0.08989574212235327	0.05755382651893981	0.02989875041734323
34.343434343434346	0.006494732618614667	0.007404056322148879	0.1030389188464009	0.0784918665754811	0.00690111211827468	0.0898957420208844	0.05755382642819782	0.02989875039424952
34.84848484848485	0.006494732620971551	0.007404056324844965	0.10303891881958427	0.07849186657398972	0.006901112120787423	0.08989574202114795	0.05755382641407596	0.029898750402475527
35.35353535353536	0.00649473262175355	0.007404056325716117	0.10303891879425137	0.07849186656599394	0.006901112121574968	0.0898957420129274	0.057553826399564564	0.029898750406149904
35.85858585858586	0.0064947326194889285	0.007404056322996239	0.10303891876611149	0.07849186654371221	0.006901112119026183	0.08989574198638559	0.057553826380316156	0.02989875040062746
36.36363636363637	0.00649473261302003	0.007404056315303978	0.10303891873381961	0.07849186650186155	0.0069011121118778	0.089895741934715	0.057553826354176385	0.02989875038220549
36.86868686868687	0.006494732606337499	0.007404056307247455	0.10303891870777296	0.07849186646397456	0.006901112104552884	0.08989574188721011	0.05755382633015594	0.029898750361091134
37.37373737373738	0.006494732601815792	0.007404056301911914	0.10303891868128251	0.07849186643215987	0.0069011120995304005	0.0898957418482758	0.057553826310075315	0.029898750349072103
37.87878787878788	0.006494732597098377	0.00740405629629306	0.10303891865882485	0.07849186640232772	0.006901112094324443	0.08989574181135326	0.057553826291533196	0.0298987503354092
38.38383838383839	0.006494732592185253	0.007404056290390894	0.10303891864039995	0.07849186637447808	0.006901112088935011	0.08989574177644251	0.057553826274529575	0.02989875032010242
38.88888888888889	0.006494732587076421	0.007404056284205414	0.10303891862600782	0.07849186634861098	0.006901112083362106	0.08989574174354353	0.05755382625906446	0.029898750303151766
39.3939393939394	0.006494732585511376	0.007404056282630611	0.10303891858985188	0.07849186632011051	0.006901112081447401	0.08989574171082229	0.05755382623955539	0.029898750304830846
39.8989898989899	0.00649473258419983	0.007404056281360386	0.10303891855462989	0.07849186629303809	0.006901112079810702	0.08989574167989252	0.057553826220914234	0.029898750307301426
40.40404040404041	0.006494732582941099	0.0074040562801321	0.10303891852172624	0.07849186626764143	0.006901112078245846	0.08989574165085262	0.05755382620344057	0.0298987503094755
40.909090909090914	0.006494732581735184	0.007404056278945752	0.10303891849114094	0.07849186624392052	0.00690111207675283	0.08989574162370263	0.0575538261871344	0.02989875031135307
41.41414141414142	0.006494732580582085	0.007404056277801342	0.10303891846287398	0.07849186622187537	0.006901112075331654	0.08989574159844253	0.05755382617199573	0.029898750312934135
41.919191919191924	0.0064947325794818015	0.0074040562766988696	0.10303891843692538	0.07849186620150599	0.00690111207398232	0.08989574157507232	0.057553826158024554	0.029898750314218698
42.42424242424243	0.006494732578434334	0.007404056275638336	0.10303891841329513	0.07849186618281236	0.0069011120727048274	0.08989574155359199	0.05755382614522087	0.029898750315206755
42.929292929292934	0.006494732577439682	0.007404056274619741	0.10303891839198322	0.0784918661657945	0.006901112071499175	0.08989574153400157	0.05755382613358469	0.029898750315898306
43.43434343434344	0.006494732576497846	0.007404056273643083	0.10303891837298965	0.07849186615045238	0.006901112070365364	0.08989574151630104	0.057553826123116	0.02989875031629335
43.939393939393945	0.006494732575608825	0.007404056272708364	0.10303891835631444	0.07849186613678603	0.006901112069303394	0.0898957415004904	0.05755382611381481	0.029898750316391894
44.44444444444445	0.00649473257477262	0.007404056271815583	0.10303891834195757	0.07849186612479545	0.006901112068313265	0.08989574148656965	0.057553826105681105	0.029898750316193934
44.949494949494955	0.006494732573989231	0.00740405627096474	0.10303891832991906	0.0784918661144806	0.006901112067394976	0.08989574147453878	0.05755382609871491	0.029898750315699465
45.45454545454546	0.006494732573258657	0.007404056270155835	0.10303891832019889	0.07849186610584154	0.006901112066548529	0.08989574146439781	0.0575538260929162	0.029898750314908493
45.959595959595966	0.006494732572580899	0.007404056269388869	0.10303891831279707	0.07849186609887822	0.006901112065773923	0.08989574145614675	0.057553826088284986	0.02989875031382102
46.46464646464647	0.006494732571955957	0.00740405626866384	0.1030389183077136	0.07849186609359066	0.006901112065071158	0.08989574144978556	0.05755382608482127	0.029898750312437036
46.969696969696976	0.0064947325713838305	0.0074040562679807504	0.10303891830494848	0.07849186608997887	0.006901112064440234	0.08989574144531427	0.05755382608252505	0.02989875031075655
47.47474747474748	0.00649473257086452	0.007404056267339598	0.1030389183045017	0.07849186608804282	0.00690111206388115	0.08989574144273288	0.05755382608139632	0.029898750308779563
47.979797979797986	0.006494732570398024	0.007404056266740384	0.10303891830637327	0.07849186608778254	0.006901112063393908	0.08989574144204136	0.0575538260814351	0.029898750306506065
48.484848484848484	0.006494732569984346	0.0074040562661831085	0.1030389183105632	0.07849186608919802	0.006901112062978507	0.08989574144323975	0.05755382608264136	0.02989875030393607
48.98989898989899	0.006494732569623482	0.007404056265667771	0.10303891831707146	0.07849186609228925	0.006901112062634947	0.08989574144632803	0.05755382608501513	0.029898750301069563
49.494949494949495	0.006494732569315434	0.007404056265194372	0.10303891832589807	0.07849186609705625	0.0069011120623632275	0.0898957414513062	0.05755382608855639	0.029898750297906555
50.0	0.006494732569060201	0.00740405626476291	0.10303891833704304	0.07849186610349901	0.006901112062163349	0.08989574145817426	0.05755382609326514	0.02989875029444704
