NON $ % + - . 0 1 2 3 4 5 6 7
#NON	G10	G11	G9	G1	G12	G8	G2	G5	G13	G4	G6	G7	G3
0.0	0.5795947742145033	0.3101398423159306	0.8277099758207311	0.9455802659730268	0.11336422870882712	0.35565505579118395	0.9197244418780665	0.005751501974862738	0.9420993938373213	0.8303345192339934	0.3336132701926967	0.33258707041106694	0.5990287759284034
0.5050505050505051	0.4682187165298454	0.10018606555086851	0.7304941361931466	0.43101266123557613	0.23196053216956597	0.6246974005854682	0.3742758024821703	0.017159793187592896	0.9832373836074325	0.3013002628621	0.2607869142166391	0.561282525762798	0.6435559493225839
1.0101010101010102	0.4339963605863281	0.040637949242925346	0.6981338234563277	0.2564599109562334	0.2787598044639305	0.7814027383507306	0.24886780659553498	0.022855315020446437	0.9951471101763191	0.13633568790359987	0.2292194435852737	0.6487703210129264	0.6536613438588689
1.5151515151515151	0.4232574818930123	0.023149186268725242	0.687561044678975	0.19837893556084785	0.29689340653790447	0.8726767070118456	0.22422005295930278	0.025189506996724866	0.9985950555733065	0.08382218750334557	0.2149750600521199	0.6825388161038376	0.6559481956472899
2.0202020202020203	0.4198378280389832	0.017849597201403746	0.6841482764829367	0.17904594671379342	0.30384969437382753	0.925839780360331	0.2206442031993899	0.026068521776834507	0.9995932590792724	0.06691913410737656	0.2084074662951414	0.6956404084323982	0.6564634443554916
2.5252525252525255	0.4187372751921998	0.016227493127654424	0.6830561080916618	0.17255573710184133	0.30650281612011143	0.9568049330943675	0.22062040509022848	0.0264021491375006	0.9998822458700722	0.06152578478943696	0.2053464262355923	0.7007395029093	0.6565790619928786
3.0303030303030303	0.41838049451943876	0.015742559232180812	0.6827088220996872	0.17035907087062377	0.3075112932154386	0.9748407729519993	0.22089863841896326	0.02654223378494276	0.9999659094213313	0.05986778122986849	0.20391220998441206	0.7027278381179062	0.6566050148277309
3.5353535353535355	0.418264319904938	0.015609254656486491	0.6825989480914245	0.1696118907993793	0.3078938708577444	0.9853458548647194	0.22106169086230512	0.02661109513704992	0.9999901304293296	0.059401505552747265	0.20323853437745606	0.7035040718252744	0.6566109439903247
4.040404040404041	0.4182264290498697	0.01558126875523057	0.6825643428074312	0.16935756525124052	0.30803884687466243	0.9914646026840502	0.22113395204793723	0.026650191845436183	0.9999971426384408	0.059298678056643815	0.20292172022145846	0.703807332613415	0.6566123946820548
4.545454545454546	0.4182140926030771	0.015581965640047876	0.6825535005122638	0.1692714347184238	0.3080937543959274	0.9950285009987613	0.22116305008362008	0.026674402836812112	0.9999991727042445	0.0592959026410168	0.2027726464966756	0.7039258701536066	0.6566128175043169
