NON $ % + - . 0 1 2 3 4 5
#NON	G9	G4	G2	G5	G11	G10	G6	G7	G3	G8	G1
0.0	0.5021367251269114	0.432725336412486	0.2665538430054094	0.9256129168845659	0.08156099204669964	0.0431830383866042	0.044438148063514094	0.9790510327327305	0.7126566581231176	0.5252422743570272	0.9755981343138219
0.5050505050505051	0.4199432764569203	0.31652998770495666	0.2857526293841544	0.6294789714964384	0.12313595539342963	0.1449750249028803	0.25802409605582904	0.509397324402218	0.5035247714515966	0.3471104529906203	0.4452757202485504
1.0101010101010102	0.3487226375576117	0.29812511461995245	0.28407797568955556	0.4770228535235212	0.1536177762797571	0.19656118684590487	0.3000454786963235	0.3804839847747008	0.42344733660489225	0.2549205269013301	0.2574313187024359
1.5151515151515151	0.29924355571882305	0.3013187623989265	0.2795130530053058	0.39430574509836447	0.1748011562854559	0.2240211450232809	0.3065061027104509	0.3420146856916188	0.39235298377806843	0.2074633169743787	0.18191853981610187
2.0202020202020203	0.2684285389174004	0.3074399859702983	0.2764217936351304	0.3482385930699712	0.18912598595849966	0.2395238396222954	0.3066569334716071	0.33005366282018467	0.38052673175439444	0.1833245315180739	0.14832480054507835
2.5252525252525255	0.2504285739118926	0.312512347967225	0.2749979566306893	0.32236045417925063	0.1986649270529989	0.24875281929371337	0.306258427120256	0.32631946025859965	0.3762955739716173	0.1711269681880573	0.13231765366666184
3.0303030303030303	0.24033533895430717	0.31611166118111644	0.27461324553058164	0.30783731705685025	0.20495899240878296	0.2544759988411694	0.3061366732226035	0.32525170242947055	0.3749839732365326	0.16497913586135643	0.12436583031416121
3.5353535353535355	0.2348296648501058	0.31853733751992264	0.27472587581415575	0.2997305642072781	0.2090886529205818	0.25812642853048995	0.30622879426660315	0.32505829606627334	0.37473137573073256	0.16188483961399527	0.1203210400091432
4.040404040404041	0.23188471066184937	0.3201394276830597	0.27501378429672313	0.2952365534438452	0.2117886375943784	0.26049660280484993	0.3064027812624154	0.3251335056678177	0.3748171206899416	0.16033098972732407	0.11823682067809146
4.545454545454546	0.230332587489639	0.3211885197947356	0.27531984787894914	0.29276243833972676	0.21354993315980264	0.26205163573735174	0.30658096169440135	0.3252689023804366	0.3749768020101037	0.1595541324210671	0.11715538545001034
