,,,Slide ID,f,a,c,e,b,d
,,,Antibody Name,f,a,c,e,b,d
,,,HUGO ID,f,a,c,e,b,d
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,9.663865546218487,0.005648370959703338,0.056044486942983245,0.0075251623478005,0.2313034253338571,0.04289061851962442,0.008587036058895721
C1,no,Insulin,10.084033613445378,0.00561997931012229,0.055892696584726946,0.007498094659968717,0.2313945998763423,0.04277639700837923,0.008559187068217722
C1,no,Insulin,10.504201680672269,0.005598255457002212,0.055776302281390036,0.00747733621827606,0.23146734246921025,0.04268856551258514,0.008537822222429537
C1,no,Insulin,10.92436974789916,0.005581617827250214,0.05568701546388194,0.007461410191341081,0.23152521800046602,0.042621044324243414,0.008521426818033799
C1,no,Insulin,11.344537815126051,0.005568866907267078,0.05561849671527279,0.007449188434538463,0.23157115135050893,0.04256914551681807,0.008508842303230445
C1,no,Insulin,11.764705882352942,0.0055590928140478195,0.05556591515263057,0.0074398106952203585,0.23160752197747733,0.042529269719174895,0.008499184516693974
C1,no,Insulin,12.184873949579831,0.005551591814743996,0.055525551177182275,0.007432608417805777,0.23163626429344986,0.04249862522923785,0.008491766712121977
C1,no,Insulin,12.605042016806722,0.005545834613898247,0.05549456658487689,0.007427075518137134,0.2316589361812625,0.0424750825361115,0.008486068312481276
C1,no,Insulin,13.025210084033613,0.005541418782567477,0.05547074994699036,0.0074228307225746954,0.23167679163997087,0.042456991344655845,0.008481695416857955
C1,no,Insulin,13.445378151260504,0.005538027921367552,0.05545248048201701,0.007419568486624737,0.23169083073421676,0.04244309699502619,0.008478335000912883
C1,no,Insulin,13.865546218487395,0.0055354243548673,0.05543843159213532,0.007417067458559735,0.23170185520212727,0.04243241023700425,0.008475757567822649
C1,no,Insulin,14.285714285714286,0.005533425219665344,0.055427653022417485,0.007415143277291766,0.2317104994737136,0.042424210266306155,0.008473775396477042
C1,no,Insulin,14.705882352941178,0.005531890115252997,0.05541937367610985,0.007413665797617405,0.23171726985846136,0.042417910573032444,0.008472253281349373
C1,no,Insulin,15.126050420168067,0.005530711197252062,0.05541301400132643,0.007412531563351924,0.2317225667024164,0.042413069963118014,0.008471084584608029
C1,no,Insulin,15.546218487394958,0.005529805807710973,0.05540812958305442,0.007411659983018281,0.2317267065747897,0.04240935272011119,0.008470186667693901
C1,no,Insulin,15.966386554621849,0.005529110425362239,0.05540437812786455,0.007410990674917015,0.23172993903659214,0.04240649700100621,0.008469497057948042
C1,no,Insulin,16.386554621848738,0.005528576288838571,0.05540149622266001,0.007410476501650941,0.23173246101695022,0.04240430325038322,0.008468967310618955
C1,no,Insulin,16.80672268907563,0.005528165905064033,0.05539928201055556,0.0074100814683609045,0.23173442733884755,0.042402617577765124,0.0084685602935837
C1,no,Insulin,17.22689075630252,0.005527850458912379,0.05539758021760832,0.00740977782880901,0.2317359597317358,0.042401321871613794,0.00846824740127124
C1,no,Insulin,17.647058823529413,0.005527608062662205,0.0553962724194027,0.007409544460713289,0.2317371530248613,0.04240032632140733,0.008468006910000792
C1,no,Insulin,18.067226890756302,0.005527422466543728,0.05539527038121605,0.007409365704619032,0.23173807941065128,0.04239956397767516,0.00846782276085658
C1,no,Insulin,18.487394957983195,0.0055272798821689355,0.05539450012866569,0.0074092284247534515,0.2317387995608061,0.04239897779146328,0.008467681432407156
C1,no,Insulin,18.907563025210084,0.0055271698589843665,0.05539390691594536,0.007409122601100647,0.2317393605445808,0.04239852522585464,0.008467572481117337
C1,no,Insulin,19.327731092436974,0.005527085732290839,0.05539345458054203,0.007409041665279206,0.2317397941804309,0.04239817978452272,0.008467489013155376
C1,no,Insulin,19.747899159663866,0.005527021090471822,0.05539310664174285,0.00740897935585572,0.23174013118670653,0.04239791517363673,0.008467424610497378
C1,no,Insulin,20.168067226890756,0.005526971497102681,0.055392836950397116,0.007408931652719229,0.23174039271651434,0.042397711006015,0.00846737550135617
C1,no,Insulin,20.58823529411765,0.005526933272154282,0.05539263018317074,0.007408894914472155,0.23174059560990842,0.04239755315185476,0.008467337823281572
C1,no,Insulin,21.008403361344538,0.005526903904867394,0.0553924729368945,0.007408866518985627,0.23174075276243108,0.04239743305052992,0.008467308543955577
C1,no,Insulin,21.42857142857143,0.0055268813753937,0.055392351075712436,0.007408844841355226,0.2317408746472511,0.04239734062668933,0.008467286146164179
C1,no,Insulin,21.84873949579832,0.0055268640462587,0.055392257333336505,0.007408828186719455,0.23174096907876618,0.04239726930228967,0.008467268990413722
C1,no,Insulin,22.26890756302521,0.005526850736025263,0.05539218540325349,0.007408815381020732,0.2317410421685724,0.042397214578762187,0.008467255796267956
C1,no,Insulin,22.689075630252102,0.005526840368570495,0.05539212942735369,0.007408805398902964,0.23174109948488344,0.04239717197986155,0.008467245512232298
C1,no,Insulin,23.10924369747899,0.0055268324456382925,0.05539208670424503,0.00740879775997998,0.2317411436405541,0.04239713945937688,0.00846723764353025
C1,no,Insulin,23.529411764705884,0.0055268265507644725,0.05539205496043805,0.0074087920617673195,0.23174117682347012,0.04239711530771526,0.008467231776108784
C1,no,Insulin,23.949579831932773,0.005526822012107575,0.055392030528293244,0.007408787654975026,0.23174120256313538,0.04239709676695267,0.008467227242016307
C1,no,Insulin,24.369747899159663,0.005526818628429906,0.055392012268356564,0.007408784347640936,0.2317412219407048,0.042397082996980064,0.008467223844763443
C1,no,Insulin,24.789915966386555,0.005526815971668479,0.055391997752695696,0.007408781731687884,0.23174123725838527,0.04239707220933791,0.008467221166750579
C1,no,Insulin,25.210084033613445,0.00552681395618489,0.055391986471705006,0.007408779735570896,0.2317412489909891,0.042397064008457344,0.008467219135626473
C1,no,Insulin,25.630252100840337,0.0055268123678504175,0.055391977137696474,0.0074087781861001895,0.23174125833376424,0.04239705738393953,0.008467217576805753
C1,no,Insulin,26.050420168067227,0.005526811150474185,0.05539196949095832,0.007408777046893641,0.2317412655717779,0.0423970520418365,0.008467216454760253
C1,no,Insulin,26.47058823529412,0.005526810173833102,0.05539196299535136,0.00740877624125728,0.23174127134164363,0.04239704727670385,0.008467215695800936
C1,no,Insulin,26.89075630252101,0.0055268093304258565,0.05539195795000785,0.007408775503356712,0.2317412762482925,0.042397043454768794,0.008467214960139163
C1,no,Insulin,27.310924369747898,0.005526808614391059,0.055391954375186445,0.007408774817619423,0.23174128032513036,0.04239704060104953,0.008467214227763229
C1,no,Insulin,27.73109243697479,0.005526808063825977,0.0553919521392121,0.0074087742852620405,0.23174128335502908,0.04239703855293536,0.008467213628743194
C1,no,Insulin,28.15126050420168,0.005526807678730609,0.05539195124208482,0.007408773906284565,0.23174128533798866,0.0423970373104263,0.008467213163079058
C1,no,Insulin,28.571428571428573,0.005526807324898295,0.05539194992611889,0.0074087735655958675,0.23174128726524806,0.04239703601486814,0.008467212773887588
C1,no,Insulin,28.991596638655462,0.005526807051995663,0.05539194884179114,0.007408773305788382,0.23174128876997382,0.04239703498402798,0.008467212482219887
C1,no,Insulin,29.411764705882355,0.005526806877504075,0.0553919482180525,0.007408773141853537,0.23174128972305005,0.042397034329751546,0.0084672122954854
C1,no,Insulin,29.831932773109244,0.005526806488022284,0.05539194687601898,0.0074087727729850285,0.23174129182296416,0.04239703289441501,0.008467211871846231
C1,no,Insulin,30.252100840336134,0.005526806518074315,0.05539194697363124,0.0074087728046206645,0.23174129167724175,0.042397032988728975,0.008467211909494302
C1,no,Insulin,30.672268907563026,0.005526806548126346,0.05539194707124351,0.007408772836256301,0.23174129153151932,0.04239703308304295,0.008467211947142372
C1,no,Insulin,31.092436974789916,0.005526806578178376,0.055391947168855774,0.007408772867891938,0.2317412913857969,0.04239703317735692,0.008467211984790442
C1,no,Insulin,31.51260504201681,0.005526806602995498,0.055391947252123715,0.007408772893872013,0.23174129126483367,0.04239703325661436,0.00846721201550472
C1,no,Insulin,31.932773109243698,0.005526806611314605,0.05539194729018504,0.007408772902028379,0.23174129122189996,0.04239703328842059,0.008467212024366897
C1,no,Insulin,32.35294117647059,0.005526806619633713,0.055391947328246365,0.0074087729101847445,0.23174129117896625,0.04239703332022682,0.008467212033229074
C1,no,Insulin,32.773109243697476,0.005526806627952821,0.05539194736630768,0.00740877291834111,0.23174129113603253,0.04239703335203304,0.008467212042091252
C1,no,Insulin,33.19327731092437,0.005526806636271929,0.05539194740436901,0.007408772926497475,0.23174129109309885,0.042397033383839274,0.008467212050953429
C1,no,Insulin,33.61344537815126,0.005526806644591036,0.05539194744243033,0.007408772934653841,0.23174129105016514,0.0423970334156455,0.008467212059815606
C1,no,Insulin,34.03361344537815,0.005526806652910145,0.05539194748049165,0.007408772942810207,0.23174129100723143,0.04239703344745173,0.008467212068677784
C1,no,Insulin,34.45378151260504,0.005526806661229252,0.055391947518552975,0.007408772950966572,0.2317412909642977,0.04239703347925796,0.00846721207753996
C1,no,Insulin,34.87394957983194,0.00552680666954836,0.0553919475566143,0.007408772959122938,0.231741290921364,0.042397033511064185,0.008467212086402137
C1,no,Insulin,35.294117647058826,0.0055268066778674674,0.05539194759467562,0.007408772967279304,0.23174129087843032,0.042397033542870416,0.008467212095264316
C1,no,Insulin,35.714285714285715,0.005526806682289107,0.055391947615694936,0.0074087729715878285,0.23174129085529324,0.04239703356009259,0.008467212099890977
C1,no,Insulin,36.134453781512605,0.005526806684612984,0.05539194762754162,0.007408772973825303,0.23174129084281148,0.042397033569465094,0.008467212102237926
C1,no,Insulin,36.554621848739494,0.005526806686936861,0.0553919476393883,0.007408772976062777,0.2317412908303297,0.04239703357883759,0.008467212104584875
C1,no,Insulin,36.97478991596639,0.0055268066892607375,0.055391947651234986,0.007408772978300252,0.23174129081784794,0.04239703358821009,0.008467212106931825
C1,no,Insulin,37.39495798319328,0.005526806691584615,0.05539194766308168,0.007408772980537726,0.23174129080536618,0.04239703359758259,0.008467212109278775
C1,no,Insulin,37.81512605042017,0.005526806693908492,0.05539194767492836,0.0074087729827752,0.2317412907928844,0.04239703360695509,0.008467212111625724
C1,no,Insulin,38.23529411764706,0.005526806696232369,0.055391947686775043,0.007408772985012674,0.23174129078040262,0.04239703361632759,0.008467212113972673
C1,no,Insulin,38.65546218487395,0.005526806698556245,0.05539194769862173,0.007408772987250149,0.23174129076792085,0.04239703362570009,0.008467212116319622
C1,no,Insulin,39.075630252100844,0.005526806700880123,0.05539194771046841,0.007408772989487623,0.2317412907554391,0.042397033635072585,0.008467212118666573
C1,no,Insulin,39.49579831932773,0.005526806703071724,0.055391947721641965,0.007408772991597727,0.23174129074366678,0.04239703364391195,0.008467212120879848
C1,no,Insulin,39.91596638655462,0.005526806703165546,0.05539194772214034,0.007408772991687848,0.23174129074314556,0.04239703364429624,0.008467212120973143
C1,no,Insulin,40.33613445378151,0.005526806703259368,0.0553919477226387,0.00740877299177797,0.23174129074262437,0.04239703364468053,0.00846721212106644
C1,no,Insulin,40.7563025210084,0.00552680670335319,0.05539194772313707,0.007408772991868092,0.23174129074210317,0.042397033645064815,0.008467212121159737
C1,no,Insulin,41.1764705882353,0.005526806703447012,0.05539194772363543,0.007408772991958214,0.23174129074158198,0.042397033645449105,0.008467212121253034
C1,no,Insulin,41.596638655462186,0.0055268067035408345,0.0553919477241338,0.007408772992048335,0.23174129074106078,0.042397033645833394,0.008467212121346329
C1,no,Insulin,42.016806722689076,0.005526806703634656,0.05539194772463217,0.007408772992138457,0.2317412907405396,0.042397033646217684,0.008467212121439626
C1,no,Insulin,42.436974789915965,0.005526806703728479,0.055391947725130536,0.007408772992228579,0.2317412907400184,0.042397033646601974,0.008467212121532923
C1,no,Insulin,42.85714285714286,0.005526806703822301,0.0553919477256289,0.007408772992318701,0.2317412907394972,0.042397033646986264,0.00846721212162622
C1,no,Insulin,43.27731092436975,0.005526806703916123,0.055391947726127266,0.007408772992408823,0.231741290738976,0.042397033647370554,0.008467212121719515
C1,no,Insulin,43.69747899159664,0.005526806704009945,0.05539194772662564,0.007408772992498944,0.2317412907384548,0.04239703364775484,0.008467212121812812
C1,no,Insulin,44.11764705882353,0.005526806704103767,0.055391947727124004,0.007408772992589067,0.23174129073793362,0.04239703364813913,0.008467212121906108
C1,no,Insulin,44.53781512605042,0.0055268067041975896,0.05539194772762237,0.007408772992679188,0.2317412907374124,0.04239703364852342,0.008467212121999404
C1,no,Insulin,44.957983193277315,0.005526806704291411,0.055391947728120734,0.0074087729927693104,0.2317412907368912,0.04239703364890771,0.0084672121220927
C1,no,Insulin,45.378151260504204,0.005526806704385234,0.055391947728619106,0.007408772992859432,0.23174129073637,0.042397033649291996,0.008467212122185997
C1,no,Insulin,45.79831932773109,0.005526806704479055,0.05539194772911747,0.007408772992949553,0.23174129073584881,0.042397033649676286,0.008467212122279294
C1,no,Insulin,46.21848739495798,0.005526806704572878,0.05539194772961584,0.007408772993039676,0.23174129073532762,0.042397033650060575,0.00846721212237259
C1,no,Insulin,46.63865546218487,0.0055268067046667,0.0553919477301142,0.007408772993129797,0.23174129073480643,0.042397033650444865,0.008467212122465886
C1,no,Insulin,47.05882352941177,0.005526806704760522,0.055391947730612574,0.007408772993219919,0.23174129073428523,0.042397033650829155,0.008467212122559183
C1,no,Insulin,47.47899159663866,0.005526806704854345,0.05539194773111094,0.007408772993310041,0.23174129073376404,0.042397033651213445,0.00846721212265248
C1,no,Insulin,47.89915966386555,0.005526806704948166,0.055391947731609305,0.007408772993400163,0.23174129073324284,0.042397033651597735,0.008467212122745775
C1,no,Insulin,48.319327731092436,0.005526806705041989,0.05539194773210767,0.007408772993490285,0.23174129073272165,0.042397033651982025,0.008467212122839072
C1,no,Insulin,48.739495798319325,0.00552680670513581,0.05539194773260604,0.007408772993580406,0.23174129073220046,0.042397033652366314,0.00846721212293237
C1,no,Insulin,49.15966386554622,0.005526806705229633,0.05539194773310441,0.007408772993670528,0.23174129073167926,0.042397033652750604,0.008467212123025666
C1,no,Insulin,49.57983193277311,0.0055268067053234555,0.05539194773360277,0.00740877299376065,0.23174129073115804,0.042397033653134894,0.008467212123118961
C1,no,Insulin,50.0,0.005526806705417277,0.05539194773410114,0.007408772993850772,0.23174129073063685,0.04239703365351918,0.008467212123212258
