NON $ % + - .
#NON	e	b	d	c	a
26.262626262626263	0.0028046684893194666	0.06288124039793215	0.0017037549107234966	0.0015439104500661626	0.3327640655558452
26.767676767676768	0.0028046679116572764	0.06288123366853317	0.001703754578703107	0.0015439101800022543	0.33276406555765675
27.272727272727273	0.0028046674678864976	0.06288122844295513	0.001703754323393748	0.0015439099707098677	0.33276406555874816
27.77777777777778	0.0028046670999992166	0.06288122407014417	0.0017037541106976705	0.0015439097917230036	0.3327640655585819
28.282828282828284	0.002804666803979704	0.0628812206338039	0.0017037539359144825	0.001543909631823452	0.3327640655577752
28.78787878787879	0.0028046665594180934	0.06288121791996572	0.0017037537868150256	0.0015439094782221244	0.33276406555627647
29.292929292929294	0.0028046663738909247	0.06288121590633691	0.0017037536737784828	0.0015439093620355211	0.332764065555154
29.7979797979798	0.002804666246842682	0.06288121457564748	0.0017037535968279264	0.0015439092843727372	0.3327640655547493
30.303030303030305	0.0028046661629045973	0.06288121366696421	0.001703753547795358	0.0015439092403251888	0.3327640655548722
30.80808080808081	0.0028046661429622756	0.06288121351038896	0.0017037535382549746	0.0015439092386189631	0.3327640655561021
31.313131313131315	0.00280466616966918	0.06288121388714744	0.0017037535570005753	0.0015439092654570873	0.3327640655580036
31.81818181818182	0.0028046661905529037	0.06288121409073717	0.0017037535718146945	0.0015439092862338723	0.33276406555926824
32.323232323232325	0.0028046661973094435	0.06288121403309262	0.0017037535774081678	0.001543909295074702	0.332764065559737
32.82828282828283	0.002804666252768187	0.06288121455037476	0.0017037536139271365	0.0015439093414432187	0.3327640655613055
33.333333333333336	0.0028046662791037387	0.06288121475449246	0.0017037536306169494	0.001543909361378264	0.33276406556187826
33.83838383838384	0.0028046662415035953	0.06288121431848137	0.0017037536042669326	0.0015439093245830343	0.3327640655606319
34.343434343434346	0.0028046662202977804	0.06288121401766376	0.0017037535897590883	0.0015439093062950763	0.33276406555976557
34.84848484848485	0.0028046661788686225	0.06288121353299113	0.0017037535627241454	0.0015439092745798964	0.33276406555851956
35.35353535353536	0.002804666125426355	0.06288121298507403	0.0017037535292585952	0.001543909238740139	0.33276406555737514
35.85858585858586	0.0028046660598376773	0.06288121232268203	0.0017037534884439594	0.001543909195174874	0.33276406555604726
36.36363636363637	0.0028046659935895358	0.06288121164626635	0.0017037534476683062	0.0015439091524028638	0.3327640655548063
36.86868686868687	0.002804665947309533	0.06288121116118667	0.001703753420638669	0.0015439091276258446	0.33276406555428356
37.37373737373738	0.002804665924681832	0.06288121090345286	0.0017037534093650069	0.0015439091223326178	0.33276406555450144
37.87878787878788	0.002804665904656808	0.06288121069131267	0.0017037533992320306	0.0015439091168914427	0.3327640655547548
38.38383838383839	0.0028046659009480146	0.06288121063480302	0.0017037533985459227	0.0015439091198747742	0.332764065555245
38.88888888888889	0.002804665910278216	0.06288121069368177	0.0017037534043244868	0.0015439091258324436	0.33276406555569416
39.3939393939394	0.0028046659332054517	0.06288121090381509	0.001703753418864356	0.0015439091420839934	0.33276406555646787
39.8989898989899	0.0028046659578206505	0.06288121114186564	0.0017037534336482034	0.0015439091568400555	0.33276406555706056
40.40404040404041	0.0028046659698839835	0.06288121127797347	0.0017037534398147715	0.0015439091606573349	0.33276406555712873
40.909090909090914	0.0028046660175660297	0.0628812117460482	0.0017037534672560946	0.0015439091851686452	0.3327640655577663
41.41414141414142	0.0028046660843154547	0.0628812123954721	0.0017037535059516882	0.0015439092203192244	0.3327640655586428
41.919191919191924	0.0028046661468165333	0.06288121301480275	0.0017037535418710985	0.0015439092522313083	0.3327640655593185
42.42424242424243	0.002804666191673126	0.06288121348263327	0.0017037535673286289	0.001543909274169571	0.3327640655596271
42.929292929292934	0.0028046662017522	0.06288121364437363	0.001703753572557696	0.0015439092777328398	0.33276406555937493
43.43434343434344	0.0028046661679725195	0.06288121341546145	0.0017037535524345119	0.0015439092586253577	0.3327640655584804
43.939393939393945	0.002804666182283905	0.06288121359506994	0.0017037535594376179	0.0015439092619370697	0.3327640655580556
44.44444444444445	0.0028046661852417394	0.06288121365718535	0.0017037535599086723	0.0015439092593427482	0.33276406555748167
44.949494949494955	0.0028046661756514477	0.06288121358525012	0.0017037535534496998	0.0015439092511540101	0.33276406555684335
45.45454545454546	0.0028046661529336353	0.0628812133678494	0.0017037535401119228	0.0015439092383076306	0.3327640655562637
45.959595959595966	0.002804666117229701	0.06288121299968358	0.0017037535204662444	0.0015439092224515758	0.33276406555590804
46.46464646464647	0.00280466607248352	0.06288121252967034	0.0017037534958903586	0.00154390920280977	0.33276406555557364
46.969696969696976	0.0028046660246556243	0.06288121203196395	0.0017037534685015567	0.0015439091783153956	0.3327640655549576
47.47474747474748	0.002804665976122982	0.06288121151656881	0.001703753440811883	0.0015439091538728559	0.3327640655544565
47.979797979797986	0.0028046659330737992	0.06288121104574514	0.001703753416329197	0.0015439091325540686	0.33276406555415466
48.484848484848484	0.0028046659033067294	0.0628812106984566	0.0017037533994597727	0.001543909118180928	0.3327640655541499
48.98989898989899	0.0028046658963627215	0.06288121057175831	0.0017037533955806925	0.0015439091153829356	0.3327640655545541
49.494949494949495	0.0028046658790713223	0.06288121034315651	0.0017037533859252795	0.0015439091077710846	0.33276406555486204
50.0	0.002804665861645101	0.0628812101184589	0.0017037533762168722	0.0015439091001881685	0.33276406555517013
