NON $ % + - .
#NON	e	b	d	c	a
0.0	0.07942447492690685	0.028203247067621895	0.5242698357752853	0.16063394622775273	0.9739195644731617
0.5050505050505051	0.05082842934727215	0.11293110809716066	0.13593101740009736	0.05832738295616428	0.6653851891323348
1.0101010101010102	0.03348911474930425	0.13649245063967683	0.043065297605635336	0.026562045637741682	0.5113806865175465
1.5151515151515151	0.02173886665702925	0.13492556069029527	0.017471605347320212	0.01371324270013749	0.43106912225116045
2.0202020202020203	0.01434417452140378	0.12375177897103745	0.009067594520629567	0.007959723010935187	0.38774813487540083
2.5252525252525255	0.009918694456589855	0.11052916081691602	0.005740814222452125	0.005216011046015002	0.3638277767157223
3.0303030303030303	0.00730699817650262	0.09861619149584551	0.00417379306840201	0.0038094683480659817	0.35041991300707176
3.5353535353535355	0.005744681991322895	0.08908605539867313	0.0033219918078756577	0.003025357480657878	0.342834944397437
4.040404040404041	0.004781817076111479	0.08191442982617869	0.0028080361675237035	0.0025519252382371197	0.3385203891998063
4.545454545454546	0.004166947017082843	0.07667750013923864	0.0024759671666949893	0.0022475496154060535	0.3360582115411919
5.050505050505051	0.0037608719547094095	0.07289818302776883	0.0022521210968464572	0.0020431848175096376	0.3346504864318469
5.555555555555556	0.0034850639996307367	0.07017569022439069	0.0020971917576510994	0.0019020324513098778	0.33384477064374257
6.0606060606060606	0.003293615175515742	0.06820907460754218	0.0019880944574099417	0.0018027176819138016	0.3333833267898967
6.565656565656566	0.003158548815757384	0.0667825665706451	0.0019103440433635096	0.0017319541199915522	0.33311895600840413
7.070707070707071	0.0030621174236029457	0.0657436765434821	0.0018544474563266448	0.001681080152208	0.3329674594639802
7.575757575757576	0.0029926676522904123	0.06498456734257665	0.001813999323681773	0.0016442643324679944	0.3328806391576453
8.080808080808081	0.002942329424814488	0.06442847343234606	0.0017845856761140105	0.0016174906394150394	0.33283087892534585
8.585858585858587	0.0029056724992065955	0.06402031898227149	0.0017631169377360127	0.0015979481131901884	0.332802360521876
9.090909090909092	0.0028788861298220864	0.06372033084415908	0.001747403385952284	0.0015836441180510582	0.3327860148983163
9.595959595959597	0.0028592635443770737	0.06349962012861304	0.001735878728279836	0.0015731531577400028	0.33277665039265053
10.101010101010102	0.002844860498791699	0.06333711348316227	0.001727412319729174	0.0015654461750357147	0.33277127746771595
10.606060606060607	0.0028342746542821106	0.06321737559946791	0.0017211861247259865	0.0015597782571127646	0.3327681995089068
11.111111111111112	0.002826486279472468	0.0631291378964337	0.001716602888443543	0.0015556062072635244	0.33276643476291995
11.616161616161618	0.002820751712125804	0.06306407915785894	0.0017132273220802246	0.0015525333390646145	0.33276542356282485
12.121212121212121	0.0028165272774037576	0.06301610835944478	0.0017107400190545757	0.0015502691245304107	0.3327648441034551
12.626262626262626	0.0028134136068471136	0.06298072662548698	0.001708906391541513	0.0015485999458166278	0.3327645117152683
13.131313131313131	0.0028111176445885975	0.0629546231930079	0.0017075541309609788	0.0015473689938447551	0.332764320894744
13.636363636363637	0.0028094251552363936	0.0629353728708237	0.001706557207501267	0.001546461452545654	0.33276421227427183
14.141414141414142	0.0028081768056114815	0.06292117124966261	0.001705821821685969	0.0015457920130770308	0.33276414967303986
14.646464646464647	0.0028072558820657774	0.06291069195018084	0.0017052793006331179	0.0015452982149537847	0.3327641137444209
15.151515151515152	0.0028065766234564075	0.06290295958949677	0.0017048792158038107	0.001544933918064578	0.33276409342666896
15.656565656565657	0.002806075623385696	0.0628972576825229	0.0017045840893415102	0.0015446649846428263	0.3327640818143003
16.161616161616163	0.002805706086803055	0.06289305403896077	0.0017043661756207056	0.0015444666972799124	0.33276407494873245
16.666666666666668	0.002805433521001047	0.0628899483679742	0.0017042054740475034	0.0015443211215170755	0.3327640709697477
17.171717171717173	0.0028052321076973185	0.06288765048429616	0.0017040871295409615	0.0015442137878122323	0.33276406874410247
17.67676767676768	0.002805083234813886	0.06288595567282466	0.0017039994934690066	0.0015441337172607955	0.33276406740795594
18.181818181818183	0.002804973224613285	0.06288470629055695	0.001703934591678855	0.0015440741737667535	0.33276406658222935
18.68686868686869	0.002804892148108028	0.06288378645945451	0.0017038866854240514	0.0015440303201725016	0.3327640660870272
19.191919191919194	0.0028048325203872573	0.0628831084973569	0.0017038515176741953	0.001543998369488451	0.33276406582556545
19.6969696969697	0.00280478865058357	0.0628826084945979	0.0017038257043464346	0.0015439749728369334	0.3327640656996222
20.202020202020204	0.0028047563507583133	0.06288224012536368	0.0017038067050851565	0.001543957696393286	0.33276406563902067
20.70707070707071	0.002804732557023646	0.06288196888492541	0.0017037927031779462	0.0015439449424406526	0.33276406560763183
21.212121212121215	0.0028047151804764885	0.06288177137349793	0.0017037824533405078	0.001543935511235969	0.3327640655931519
21.71717171717172	0.0028047024736128326	0.06288162715637345	0.0017037749463692808	0.0015439285970701676	0.33276406558629745
22.222222222222225	0.0028046931348007244	0.0628815210896213	0.0017037694344703936	0.0015439235775092607	0.3327640655831031
22.72727272727273	0.0028046862414271385	0.0628814425179419	0.0017037653773511112	0.0015439199332806961	0.33276406558243765
23.232323232323235	0.0028046810177837383	0.06288138271104456	0.0017037623099490852	0.0015439172057125517	0.33276406557769705
23.73737373737374	0.0028046770843955077	0.06288133768272579	0.0017037599992260784	0.0015439151543217102	0.3327640655713876
24.242424242424242	0.0028046741356898422	0.06288130401976894	0.0017037582614905073	0.0015439135810101767	0.3327640655647912
24.747474747474747	0.002804671965133492	0.06288127948897196	0.0017037569720333829	0.0015439123698998487	0.33276406555876803
25.252525252525253	0.002804670387334976	0.06288126174156411	0.0017037560339285601	0.0015439114870102492	0.3327640655554038
25.757575757575758	0.0028046692860727467	0.06288124942567525	0.0017037553789981874	0.0015439108710459007	0.3327640655550004
