NON $ % + - . 0 1 2 3 4 5 6 7 8 9 : ; < > ? @ A B
#NON	CDK1CCNBComplex	STMNCanAct	AJUBA	AURKAActive	PLK1	Cytokinesis	GWL_MASTL	AURKAPresent	CentrosomeMat	hCPEB	BORA	GSK3B	MTCanAct	NEDD9	TPX2	CDC25B	WEE1	STMN	PP1	SpindleAssembly	MT	ENSA	PP2A
0.0	0.820290261505159	0.7828253324101752	0.6948336153791228	0.816519110745875	0.5284918139936557	0.5506130714950344	0.3954662748710621	0.5406328609188165	0.24615364306962062	0.498605625271199	0.08331637221263444	0.5739269999310783	0.2728432378999872	0.9921985678178296	0.12050417463468299	0.14175003455591673	0.5936964917594166	0.17265581440571642	0.8578147117416705	0.5839254907313947	0.7008820597790079	0.7794418008839309	0.9696688067635694
0.5050505050505051	0.7082171602070821	0.583790771049341	0.4796012307335141	0.3314980217854183	0.5442809960039537	0.35346808936360885	0.300881225080925	0.635866979279587	0.22935879201502457	0.32841253750843175	0.3619006841428227	0.4136187192334914	0.2012835885614149	0.5095109172032797	0.27998806386398745	0.3436851022593576	0.6773424718024815	0.4735784044415376	0.5109654849739769	0.2280165185433059	0.7266359019217603	0.41256321855961625	0.45100254583584154
1.0101010101010102	0.6639755604503141	0.4701950106860633	0.3994008216251776	0.20197258711001756	0.5073748724027137	0.24979351578997216	0.2851793019914442	0.7009787727697366	0.2275177518156096	0.24149750278212403	0.5383011911761637	0.3569627717297666	0.1724024778302591	0.3191020178663853	0.3181519457133809	0.39061427361310946	0.7170920282574675	0.6475245077516855	0.4087919213793259	0.1517199727182921	0.7097520974771554	0.30915364313871	0.31170580966193767
1.5151515151515151	0.6485044423122205	0.40311829276524497	0.36787581766860855	0.16770370695142878	0.4691810960646512	0.20162276184718766	0.2839716062144251	0.7360781396320841	0.2275917700183964	0.2027348025376422	0.650988502073251	0.3355721254068367	0.160051611472674	0.24390283796011017	0.32237488735481284	0.40041690516950396	0.7394479026292373	0.7397984194321938	0.38648565886673303	0.13749428017998688	0.6896581009124841	0.28127025241711795	0.273424731774784
2.0202020202020203	0.6439582135999322	0.36240625078499267	0.35513914874663294	0.15872057767502648	0.44226501507609134	0.18162688717406866	0.2844011856408628	0.7522112000519516	0.2274772813340004	0.18793685119360093	0.72201935270266	0.3272468922433454	0.15460861007327892	0.21568430585744283	0.31871184401815295	0.4018904903495056	0.7533152683706379	0.7850031137148562	0.38525330727373464	0.13579865041349568	0.6746909442531052	0.27411780007902237	0.26375786428376574
2.5252525252525255	0.6429318707236118	0.3371779811650747	0.3499285324772509	0.15638098661402874	0.4254981262538553	0.17389214829847852	0.2846579226744929	0.7588335152755777	0.2272952290577906	0.18287704072769945	0.7658840123636689	0.32396485420910054	0.15217476119918585	0.20563321328409562	0.3145234868311377	0.4013873394359685	0.7621480065447698	0.8060512315449836	0.3875661341822474	0.1360304968972996	0.6651456276347236	0.27236498623594124	0.2619200158280676
3.0303030303030303	0.6428024004556011	0.3213096674042371	0.3477853335757104	0.15576965880169408	0.41548515930004076	0.17102214723020603	0.2847285454030471	0.7613140805601536	0.22716933228892608	0.18126371349999307	0.7925063944129119	0.32266419713360023	0.15107904901901223	0.20218864468468287	0.3114131327321184	0.40048717523824306	0.7677390162868918	0.8155714372037022	0.38944689468056176	0.13630415553951153	0.6595280194555274	0.27194773679666207	0.26191904024025275
3.5353535353535355	0.6428051459936485	0.31122468384207447	0.3469018073038147	0.1556045033182867	0.40956219625719914	0.16998291114392453	0.28472522800964567	0.7621626496897315	0.22710222981277317	0.1807703171820259	0.808472016676181	0.32214766843501286	0.15058422260934262	0.20103818181922067	0.3093824733845013	0.39966803320497934	0.7712296234608869	0.8198089740614498	0.3905152173303635	0.136440927763943	0.6563819614671865	0.2718451461326285	0.2621801719544266
4.040404040404041	0.6427812907408408	0.3047699974193113	0.34653723464245484	0.15555532866005953	0.4060427430249812	0.16961182387861043	0.28470272282407494	0.7624211037486929	0.227068373149813	0.18062189538375187	0.8179746362748853	0.32194236861576575	0.1503604406402317	0.20065933289598076	0.30812177257644047	0.3990501686148321	0.7733835340335435	0.8216791930453317	0.39104794415760025	0.1364960404500979	0.6546783604355978	0.2718141991437475	0.26237676723383924
4.545454545454546	0.6427289835707422	0.30061933415195846	0.3463867406212817	0.15553766981958472	0.4039299940218218	0.16948028161210732	0.28467966943236545	0.7624850690772111	0.22704947196541841	0.18057649265255432	0.8236046904950259	0.32186074243345164	0.15025917139850214	0.20053469967324758	0.3073530439571576	0.39862362045338834	0.7747031002350645	0.8225013809398265	0.39129844379484474	0.13651545829984216	0.6537778803968701	0.2718001364984293	0.26248811140449346
5.050505050505051	0.6426690871342625	0.2979419455752571	0.3463246066714057	0.15552956338933097	0.402646471630357	0.169433746815959	0.28466085591978374	0.7624927748514441	0.2270369805275724	0.18056159804025737	0.8269313715279412	0.3218282835849997	0.1502133297646794	0.20049295007936896	0.30688551133238234	0.39834257862212363	0.7755092683698109	0.8228625292157377	0.3914138377518061	0.13652099454584177	0.653310407689786	0.27179118828193344	0.2625447688317377
5.555555555555556	0.6426152640825081	0.29621135935426146	0.34629895163028507	0.15552491815234812	0.40185751684128135	0.16941719932324956	0.2846467073490767	0.7624879948371823	0.2270277372830725	0.18055593965793232	0.828894020323818	0.3218153753535218	0.1501925757449082	0.20047824764023198	0.3065997994875065	0.39816182097035724	0.7760021622390143	0.8230214433735262	0.39146743409994467	0.13652154616051448	0.6530710452454528	0.2717847631434246	0.2625723765333974
6.0606060606060606	0.6425725695573614	0.29509126097405336	0.3462883585617876	0.15552182410945797	0.40136736913060583	0.16941119933300902	0.28463649926015444	0.7624826262162584	0.22702069271369216	0.18055327454645145	0.8300509784414561	0.3218102420299215	0.1501831791818326	0.2004725181640696	0.3064238130844317	0.39804683073712893	0.7763045289085503	0.8230917097624552	0.39149318888717644	0.1365205423332283	0.6529497839098198	0.27178008934106257	0.2625857556491957
6.565656565656566	0.6425411021764	0.29436565975290213	0.34628398444170283	0.15551957989098414	0.40106003122187767	0.16940891581367734	0.2846293310376879	0.7624789124328596	0.2270154085555493	0.18055171623664867	0.8307327352607122	0.3218082005025972	0.1501789246325175	0.20046989107189722	0.30631446235932885	0.3979739172097184	0.7764909511527043	0.8231230776320442	0.39150626952788325	0.13651925426233383	0.6528888572412009	0.2717767429037208	0.2625923935257234
7.070707070707071	0.6425189626898816	0.29389534693938607	0.34628217836493247	0.1555178858118774	0.4008658154398409	0.1694079616276528	0.28462439917804655	0.7624766726748278	0.22701156062397584	0.18055065844301246	0.831134435977833	0.3218073886561642	0.15017699827927394	0.2004684338261175	0.3062459448073356	0.3979276358400814	0.7766065761178559	0.8231373202793596	0.3915133753123448	0.13651811338742917	0.6528584333283445	0.27177439476099	0.26259584154736915
7.575757575757576	0.6425038530090587	0.29359039473963167	0.3462814325999228	0.155516591500878	0.4007422984788806	0.1694075038537632	0.2846210604350173	0.7624753836022321	0.22700883978215428	0.18054988358185545	0.8313711415510292	0.3218070657691595	0.15017612611089634	0.20046748893738334	0.3062026919279605	0.397898166414582	0.7766787427048134	0.8231439714322684	0.3915174987154104	0.13651722660218238	0.6528433055883177	0.2717727771533266	0.26259773981886847
