NON $ % + - . 0 1 2 3 4 5 6 7 8 9 : ; < > ? @ A B
#NON	AJUBA	Cytokinesis	AURKAPresent	ENSA	hCPEB	CentrosomeMat	CDC25B	PP2A	NEDD9	PP1	AURKAActive	MTCanAct	WEE1	BORA	TPX2	GSK3B	PLK1	CDK1CCNBComplex	STMN	GWL_MASTL	SpindleAssembly	STMNCanAct	MT
0.0	0.5570558065167965	0.4453076212069075	0.4799226963874279	0.718181549169146	0.27409643378539805	0.3170056323741285	0.05480634313069355	0.1434831031794357	0.9666406360375945	0.6138644908247203	0.12002434930561368	0.8954772871537566	0.3103180618611495	0.8073484234646034	0.5433081135583907	0.9087180428590452	0.20254987923828272	0.4448247676273779	0.527870792120296	0.8585327026109795	0.42939700170506634	0.9090279260852239	0.5500499725082747
0.5050505050505051	0.41656103035560194	0.2638765117434352	0.716731856820349	0.4705078431388045	0.22023480291957592	0.29505740369648775	0.20691733593772862	0.1731455126147897	0.3669133894313844	0.49498511399950745	0.11254147573892992	0.5242008890195334	0.5670846841335752	0.814837196540843	0.3681799106469517	0.3941914645172397	0.39180143791769556	0.573928973770748	0.6873845122674955	0.5872956978466982	0.2974035209473645	0.48646050990809653	0.6468084060421798
1.0101010101010102	0.338102614010182	0.19082495070775954	0.7900498095324052	0.3776413423783747	0.19003669134311865	0.29693330132186274	0.2643786564611217	0.18135217524317707	0.215860079067569	0.4670251365068691	0.10746980080771987	0.3708675563743441	0.6398270316103694	0.8282802080604518	0.28822781430687194	0.226452265311422	0.4061203510940639	0.6236442949637315	0.7686173313177719	0.43792934458335947	0.2563024802215799	0.33982069292707684	0.6881015620192992
1.5151515151515151	0.29253044516587146	0.16188312510072925	0.8126080111583978	0.3348982256215072	0.17255142972613868	0.30144531261654894	0.2825336790470054	0.18522972419197273	0.17617336686052745	0.46458759461135707	0.10269619861792365	0.30378366392712247	0.6659301189244246	0.840077833804888	0.24687571231092967	0.16335514052504982	0.3908526602418227	0.6446785346932408	0.8106064668868066	0.355018338574849	0.2459350055959726	0.2830777081032988	0.7053708410079554
2.0202020202020203	0.2652463682657604	0.15087544913467094	0.8190845778024038	0.3118079008370491	0.16197996912800244	0.3044437823826226	0.28649239200517307	0.18796420264498115	0.16434086360201966	0.46732982742351015	0.09879750558069007	0.2731793084291091	0.6777725475080915	0.8476723546758426	0.22411249211949	0.13692206695375897	0.3768628837973745	0.6530473036763272	0.8328340180080586	0.3087149320820595	0.24449698379009	0.25957808857633413	0.7122575549636259
2.5252525252525255	0.248548774885702	0.14689997313064643	0.8205295425965732	0.2983413040129546	0.15535506083252687	0.30594422777576447	0.2860647808139321	0.1899554534781284	0.15984133510034146	0.4700350778175797	0.09592267298302141	0.2588569083045478	0.6839930911114476	0.8517533237185058	0.21124418375336523	0.1250817831822461	0.3679670091446025	0.655809308686844	0.8449221201774777	0.28269189154513036	0.24498839383064178	0.24949260094176157	0.7147469039207793
3.0303030303030303	0.23817278177917361	0.14555014051801618	0.8205250235501845	0.29032380494369575	0.15110571185051105	0.3065703481730262	0.28473180027800576	0.1913165826664348	0.1575947483786234	0.47188302190696574	0.09393635293951166	0.2520604444749911	0.6874414532297092	0.8536906376404498	0.2039145271870033	0.11957827510019521	0.36286658548006057	0.6563365342976987	0.8516725829122653	0.2679765049840867	0.24556072325018188	0.24508943846585038	0.7154505588213487
3.5353535353535355	0.2316581807023519	0.14512691223806745	0.8202073685675872	0.2855613398162534	0.14834966383467751	0.3067814143281377	0.28353931578896935	0.1921960896240096	0.15626645384747662	0.47303258332668174	0.09262331823786472	0.24881223549936024	0.6893707458079348	0.8545233876993771	0.1997416804292404	0.11697078858078572	0.36003940449656463	0.6561314322296643	0.855530824352047	0.25961023580257203	0.2459045000250026	0.24315192135347918	0.7154868653092649
4.040404040404041	0.22753987072941578	0.14500903799909334	0.8199035486347188	0.28275487313906184	0.14655852306491418	0.30682390289773176	0.2826883408493958	0.19274362679022122	0.15543209158984803	0.4737316234982168	0.09178199322149218	0.24725432855401083	0.6904467811132603	0.8548487007958624	0.19737274448247388	0.11572353938074063	0.35848282183961544	0.6557833568752814	0.8577768097104553	0.2548326873194566	0.24606792135170705	0.2422963355776655	0.7153173899257221
4.545454545454546	0.22492471368796657	0.14498276269741736	0.8196813616776243	0.2811132607958284	0.14539866960594827	0.3068101623129464	0.2821344412728013	0.1930769243560465	0.15490396015696184	0.4741564152129201	0.09125468144126465	0.2465058313434132	0.6910451680979515	0.8549619783897188	0.19603156671504157	0.11512413340793166	0.3576218813948091	0.6554822719184796	0.8591016389587081	0.25209510983755457	0.2461330848882196	0.24191792113318852	0.7151196760592771
5.050505050505051	0.22325922382027077	0.14498001590689963	0.8195345062972869	0.2801581002079451	0.14465247766941455	0.30678474959267016	0.2817900156310906	0.19327720127263848	0.15457274981711164	0.4744155380392516	0.09092921301453906	0.24614591174539976	0.6913780898469847	0.854994780984412	0.19527361785247516	0.1148354096697372	0.35714142832759005	0.6552652150503391	0.8598899912400553	0.2505223526176832	0.24615359447196947	0.24175043378627598	0.7149523068665765
5.555555555555556	0.22219654077977438	0.14498147296078465	0.8194420891700624	0.279604181676315	0.14417603361974016	0.3067623385051465	0.28158098708139	0.1933966742018426	0.15436749578203027	0.4745740017639043	0.0907303733263447	0.24597277402165874	0.6915640185580413	0.8550005949201755	0.19484556143481865	0.11469618409428467	0.3568705725230759	0.6551209618621041	0.8603616479964099	0.2496169904154097	0.2461567249463607	0.24167628206384423	0.71482693076201
6.0606060606060606	0.22151766094058148	0.14498271130384524	0.8193854501512153	0.27928353365710346	0.14387410534265274	0.3067460103849424	0.2814557460715271	0.19346765350391873	0.1542415612320239	0.4746709391563522	0.09060966359565711	0.24588946770284795	0.6916684976841756	0.8549991324851178	0.19460371619603342	0.11462900981525756	0.3567163326090316	0.6550290581992251	0.8606447162469288	0.2490949968448876	0.24615442984000055	0.24164344587683562	0.7147388466548406
6.565656565656566	0.22108362942100135	0.144983254329267	0.8193512544289285	0.2790980666264103	0.14368408586133674	0.3067350830977028	0.28138115718314166	0.1935097247902215	0.15416483619291235	0.47473017069031237	0.09053662958159808	0.24584938123891034	0.6917276543340274	0.854996734604873	0.1944668925532939	0.11459659138974428	0.35662766131931134	0.654971837230169	0.8608148984239216	0.2487936511192083	0.24615126196020357	0.24162890519490468	0.7146793371701711
7.070707070707071	0.2208060008421007	0.14498336881844698	0.8193307892065929	0.27899080877267723	0.1435652120458515	0.30672808822041014	0.2813368172410621	0.19353462788924283	0.15411829068048774	0.4747663026553302	0.09049249032891253	0.2458300911725531	0.6917614255592075	0.8549949655035811	0.19438931744454954	0.11458094438539604	0.35657623214901285	0.6549366550429715	0.8609173188724827	0.2486194940838553	0.24614862567382187	0.24162246580981236	0.7146401702251411
7.575757575757576	0.22062835655649057	0.14498330670134732	0.8193186036398044	0.2789287617705685	0.1434912156429475	0.306723718982237	0.2813104347692259	0.19354935917757307	0.15409010732187728	0.4747883123826114	0.09046579754990905	0.24582080796593977	0.6917808684285346	0.8549939218392927	0.19434520556796692	0.1145733914473327	0.35654615544247487	0.6549151631307435	0.8609790087010303	0.24851873895789586	0.24614675247114828	0.24161961423836184	0.7146148641600418
8.080808080808081	0.22051466552784246	0.14498320090577713	0.8193113705012642	0.27889285268376895	0.14344533755044914	0.30672102638283344	0.2812946962303322	0.19355807252827134	0.154073041716984	0.4748017084592786	0.09044962606019116	0.24581634068937266	0.6917921558394423	0.8549933784550758	0.19432003372032786	0.11456974567361106	0.35652843147847935	0.6549020740867906	0.8610161976668612	0.24846039336906595	0.24614551508507296	0.24161835149971103	0.7145987343753962
8.585858585858587	0.22044189579687412	0.14498310495211486	0.8193070815956047	0.2788720550134783	0.14341697984281845	0.30671937933599386	0.2812852750675227	0.19356322611177776	0.1540626992065778	0.47480986169229916	0.09043980260477423	0.24581419109721872	0.6917987593998906	0.8549931230572626	0.1943056121117122	0.11456798598384764	0.35651791012628126	0.6548941090707471	0.861038640477318	0.24842657523716924	0.2461447291312445	0.2416177924276541	0.7145885581461955
