NON $ % + - . 0 1 2 3 4
#NON	Cdc20	CycA	CycB	E2F	CycE	UbcH10	Rb	cdh1	CycD	p27
0.0	0.03274722870005864	0.7345610203335565	0.4355064148298974	0.5638736181410525	0.3447241370971603	0.4278180356255603	0.37045095521661286	0.6785008853630217	0.8422813312500057	0.022000183387236194
1.0204081632653061	0.20423686572219238	0.18522559879057704	0.449067995655693	0.44371718278530053	0.2660563414024694	0.14885491499053463	0.4474476230449782	0.6333534163548429	0.35628325596796845	0.022848720449625506
2.0408163265306123	0.22863606240803439	0.1522586977449944	0.4297711419565525	0.4383084089729257	0.23688343878691054	0.06942080420378731	0.5098622657838414	0.6582817878157686	0.21288761995662248	0.02562522018508871
3.0612244897959187	0.23095869428480797	0.1483041199970846	0.424820352285063	0.4360709441499695	0.22608798244938227	0.04408930202812726	0.5491331485501852	0.6655024804037919	0.16233955471593894	0.028294698844494974
4.081632653061225	0.23097823445069604	0.14690397517453613	0.4238974623839706	0.43411927952190393	0.22146553834466684	0.034821544769769563	0.5709179544524654	0.6673959250934165	0.14232705090030173	0.030251093668966715
5.1020408163265305	0.23091517734711658	0.1462108873658257	0.4237250649740361	0.43293410054739456	0.2192869363119432	0.031096057906308608	0.5821874710181871	0.668061803128513	0.1338894589079126	0.03152595138373306
6.122448979591837	0.23088989577315785	0.1458648557978986	0.4236769400609282	0.43232253057577436	0.21822700009281643	0.029519184561784262	0.5877751425246709	0.6683735312343417	0.13022071450287073	0.032305449870215906
7.142857142857143	0.23088017847595002	0.14569660844817803	0.4236553070351089	0.4320310410116566	0.21771192433061126	0.02883437827086331	0.590470047807842	0.6685371229815217	0.12860245222553995	0.0327636345102725
8.16326530612245	0.23087576305692575	0.1456166521423828	0.42364379490451537	0.4318985420188202	0.21746481829158892	0.02853326711528086	0.5917452739848037	0.6686247485930097	0.12788396331030324	0.033025894163246174
9.183673469387756	0.23087351834077724	0.14557931137506527	0.42363758087572	0.4318404482531122	0.21734809218719933	0.028400068444874377	0.5923405025617536	0.6686714785478052	0.12756402501922667	0.03317320111953702
10.204081632653061	0.23087233500572202	0.14556210814955067	0.4236342650666047	0.43181584618203056	0.21729377975615097	0.028340969227250858	0.5926155036642606	0.6686962228905151	0.12742137417804003	0.03325479441463743
11.224489795918368	0.2308717086021937	0.14555426924507583	0.4236325123701425	0.43180583647546716	0.2172688568773396	0.028314703188384558	0.5927415678181897	0.6687092550822004	0.1273577297511631	0.03329951250239365
12.244897959183675	0.23087137813616485	0.14555073095458915	0.42363159089511976	0.4318019780834579	0.21725756665822496	0.02830301833223902	0.5927989977598365	0.6687160947138054	0.1273293267648926	0.03332381901402805
13.26530612244898	0.23087120440689862	0.14554914823523707	0.42363110809134474	0.4318006124435774	0.21725251451199348	0.028297817136205303	0.5928250275373641	0.6687196768040072	0.1273166500055459	0.03333694453359608
14.285714285714286	0.23087111329321874	0.14554844693057087	0.42363085565406505	0.43180020361466687	0.21725028093603563	0.028295500779652746	0.592836776065218	0.6687215507424479	0.12731099130689955	0.03334399529575737
15.306122448979592	0.2308710657076433	0.14554813610318715	0.42363072333251517	0.4318001301366744	0.2172493065100135	0.028294469252549945	0.5928420575465013	0.6687225280822495	0.12730846601499454	0.0333477662027449
16.3265306122449	0.23087104083471416	0.145548001518129	0.4236306544060908	0.4318001573150118	0.21724888790225946	0.028294010379030614	0.5928444206745358	0.6687230387892764	0.127307340569597	0.033349774321492526
17.346938775510203	0.2308710278155452	0.14554794346033706	0.42363061845993055	0.43180020092925614	0.21724871014764097	0.02829380526835866	0.5928454793108886	0.6687233057947358	0.12730683667727752	0.03335084164356709
18.367346938775512	0.23087102098300294	0.14554791865061067	0.42363059967149	0.4318002372164302	0.2172486359577659	0.028293713395474804	0.5928459533185265	0.6687234456813563	0.12730661060872722	0.03335140878279944
19.387755102040817	0.23087101756744255	0.14554790578504204	0.42363058923662644	0.4318002616682594	0.21724860616934996	0.028293672431626532	0.592846164529184	0.6687235173706679	0.12730650947897656	0.03335171161150637
20.408163265306122	0.2308710162550243	0.14554789529007983	0.4236305826984137	0.4318002750248347	0.217248595968019	0.028293655252525623	0.5928462531666963	0.6687235495960782	0.12730646665346668	0.03335186858121105
21.42857142857143	0.23087101463330875	0.14554790185535332	0.42363058191508574	0.4318002883304722	0.2172485911900621	0.02829364700367271	0.5928462937397551	0.66872357622261	0.12730644674940528	0.03335195123609301
22.448979591836736	0.2308710141666851	0.14554790054434613	0.4236305803529428	0.4318002936498791	0.2172485896743578	0.028293643212126973	0.592846312753825	0.6687235863128003	0.12730643732578753	0.03335199600050278
23.46938775510204	0.2308710138776267	0.14554790034007462	0.42363057959447464	0.43180029699585837	0.21724858918170187	0.028293641405743867	0.592846321634712	0.6687235921706606	0.1273064328502907	0.0333520206043474
24.48979591836735	0.23087101371181357	0.14554790057346778	0.4236305792790682	0.4318002989460822	0.21724858915374579	0.02829364067772166	0.5928463250776644	0.6687235953094456	0.1273064310575019	0.0333520329364712
25.510204081632654	0.23087101363554963	0.14554790072672263	0.4236305791365745	0.43180029993825964	0.21724858928309596	0.02829364045088137	0.5928463260663227	0.6687235967483665	0.12730643049796145	0.033352038630484936
26.53061224489796	0.2308710136123174	0.14554790093979875	0.4236305791437598	0.43180030029798205	0.2172485894942874	0.028293640559151356	0.5928463254079211	0.6687235970933216	0.12730643077039122	0.03335203964072963
27.551020408163264	0.23087101361880666	0.14554790094027534	0.4236305791436765	0.4318003003314939	0.21724858963237667	0.02829364067626825	0.5928463247771469	0.668723596993726	0.1273064310557707	0.03335203941560913
28.571428571428573	0.2308710136245824	0.14554790088829173	0.4236305791304776	0.4318003003235882	0.21724858967775962	0.028293640709753844	0.592846324600098	0.6687235969293364	0.12730643113432183	0.033352039388684224
29.591836734693878	0.23087101362753315	0.14554790080617255	0.4236305791044118	0.4318003003171619	0.21724858966366778	0.028293640679735423	0.5928463247610016	0.6687235969321901	0.12730643105588946	0.03335203966421935
30.612244897959183	0.23087101361889187	0.14554790076996568	0.42363057907096	0.43180030041810236	0.21724858963146906	0.028293640601775548	0.5928463251533712	0.6687235971272271	0.12730643086168889	0.033352040562512904
31.63265306122449	0.2308710136100711	0.14554790071533316	0.4236305790335462	0.4318003005004322	0.21724858956294751	0.02829364049263623	0.592846325716124	0.668723597332293	0.12730643059047464	0.03335204151530612
32.6530612244898	0.23087101360158954	0.14554790068764537	0.42363057900556716	0.4318003005851441	0.2172485895190727	0.0282936404121104	0.5928463261262147	0.6687235975146806	0.12730643039078962	0.03335204231465031
33.673469387755105	0.2308710135977765	0.14554790063537645	0.42363057897996453	0.43180030061578045	0.2172485894657862	0.02829364033786444	0.5928463265145606	0.6687235976207696	0.12730643020572108	0.033352042865279215
34.69387755102041	0.2308710135942941	0.14554790061015488	0.4236305789638108	0.43180030064891123	0.2172485894372143	0.028293640292276448	0.5928463267499837	0.668723597704287	0.12730643009229514	0.03335204326264884
35.714285714285715	0.23087101359114226	0.14554790061198072	0.4236305789571058	0.43180030068453645	0.21724858943335698	0.028293640275346425	0.592846326832484	0.6687235977652328	0.1273064300505118	0.03335204350675919
36.734693877551024	0.23087101358832104	0.1455479006408539	0.4236305789598497	0.4318003007226562	0.2172485894542142	0.02829364028707437	0.5928463267620613	0.6687235978036071	0.127306430080371	0.033352043597610265
37.755102040816325	0.23087101358599976	0.1455479006800337	0.42363057896698664	0.43180030075805187	0.2172485894857387	0.028293640312315606	0.5928463266203534	0.6687235978261562	0.1273064301439186	0.033352043601497496
38.775510204081634	0.23087101358466813	0.14554790068110965	0.42363057896389644	0.43180030077563275	0.2172485894873086	0.028293640307275283	0.5928463266434373	0.6687235978523894	0.12730643013139997	0.03335204371013168
39.79591836734694	0.23087101358391746	0.14554790068448517	0.4236305789627811	0.4318003007879937	0.217248589492827	0.028293640308504665	0.5928463266342827	0.6687235978660244	0.12730643013441653	0.033352043763510635
40.816326530612244	0.2308710135837477	0.14554790069016033	0.4236305789636407	0.4318003007951346	0.2172485895022938	0.028293640316003753	0.5928463265928895	0.6687235978670609	0.12730643015296825	0.03335204376163435
41.83673469387755	0.23087101358415887	0.14554790069813506	0.4236305789664752	0.4318003007970555	0.2172485895157091	0.02829364032977254	0.5928463265192578	0.6687235978554992	0.12730643018705515	0.03335204370450282
42.85714285714286	0.23087101358358236	0.14554790071596235	0.42363057896936535	0.4318003008179649	0.21724858954297832	0.028293640351622757	0.5928463263987379	0.6687235978590613	0.12730643024118532	0.03335204369641547
43.87755102040816	0.23087101358416603	0.14554790071583368	0.42363057897060696	0.4318003008118794	0.21724858954443543	0.028293640355288228	0.5928463263804623	0.6687235978477787	0.12730643025022592	0.03335204365154502
44.89795918367347	0.23087101358474968	0.145547900715705	0.4236305789718486	0.43180030080579396	0.21724858954589255	0.0282936403589537	0.5928463263621867	0.6687235978364962	0.12730643025926652	0.03335204360667457
45.91836734693878	0.23087101358533335	0.14554790071557633	0.4236305789730902	0.43180030079970844	0.21724858954734966	0.028293640362619166	0.5928463263439111	0.6687235978252135	0.12730643026830712	0.033352043561804115
46.93877551020408	0.23087101358591702	0.14554790071544765	0.4236305789743318	0.43180030079362297	0.21724858954880677	0.028293640366284636	0.5928463263256355	0.6687235978139309	0.12730643027734775	0.03335204351693367
47.95918367346939	0.23087101358648685	0.14554790071532228	0.4236305789755442	0.4318003007876812	0.2172485895502287	0.028293640369862864	0.5928463263077951	0.6687235978029157	0.1273064302861732	0.0333520434731246
48.9795918367347	0.23087101358650244	0.1455479007153291	0.42363057897558487	0.4318003007874918	0.21724858955024187	0.02829364036994932	0.5928463263073738	0.6687235978026005	0.12730643028638783	0.03335204347179611
50.0	0.23087101358651801	0.1455479007153359	0.4236305789756255	0.43180030078730236	0.21724858955025506	0.028293640370035778	0.5928463263069524	0.6687235978022853	0.12730643028660243	0.033352043470467614
