NON $ % + - . 0
#NON	e	c	f	d	a	b
25.757575757575758	0.19870433326554143	0.024060825103542523	0.20111133367479497	0.12806317551700544	0.03362642000521354	0.13022024220440792
26.262626262626263	0.1987043332741803	0.02406082510574207	0.20111133368616838	0.12806317552414145	0.03362642001210116	0.13022024221396913
26.767676767676768	0.19870433328281917	0.024060825107941615	0.2011113336975418	0.12806317553127747	0.03362642001898877	0.13022024222353035
27.272727272727273	0.19870433329145804	0.02406082511014116	0.20111133370891524	0.12806317553841348	0.03362642002587639	0.13022024223309156
27.77777777777778	0.1987043333000969	0.024060825112340707	0.20111133372028864	0.1280631755455495	0.03362642003276401	0.13022024224265275
28.282828282828284	0.19870433330873577	0.024060825114540257	0.20111133373166207	0.12806317555268548	0.033626420039651626	0.13022024225221396
28.78787878787879	0.19870433331737464	0.024060825116739803	0.2011113337430355	0.1280631755598215	0.03362642004653924	0.13022024226177517
29.292929292929294	0.1987043333260135	0.02406082511893935	0.20111133375440893	0.1280631755669575	0.033626420053426864	0.13022024227133638
29.7979797979798	0.19870433333465237	0.024060825121138895	0.20111133376578233	0.12806317557409352	0.03362642006031448	0.1302202422808976
30.303030303030305	0.19870433334329127	0.02406082512333844	0.20111133377715576	0.12806317558122954	0.033626420067202095	0.13022024229045878
30.80808080808081	0.19870433335193013	0.024060825125537987	0.2011113337885292	0.12806317558836555	0.03362642007408972	0.13022024230002
31.313131313131315	0.198704333360569	0.024060825127737533	0.2011113337999026	0.12806317559550154	0.03362642008097733	0.1302202423095812
31.81818181818182	0.19870433336920787	0.02406082512993708	0.20111133381127602	0.12806317560263755	0.03362642008786495	0.13022024231914242
32.323232323232325	0.19870433337784674	0.024060825132136626	0.20111133382264945	0.12806317560977357	0.033626420094752564	0.1302202423287036
32.82828282828283	0.19870433337971266	0.024060825132612606	0.2011113338251076	0.12806317561131678	0.03362642009624079	0.13022024233076945
33.333333333333336	0.19870433338038745	0.02406082513278546	0.2011113338259978	0.12806317561187633	0.033626420096779415	0.13022024233151705
33.83838383838384	0.19870433338106225	0.024060825132958315	0.20111133382688798	0.1280631756124359	0.03362642009731805	0.13022024233226467
34.343434343434346	0.19870433338173704	0.02406082513313117	0.20111133382777818	0.12806317561299546	0.03362642009785667	0.13022024233301227
34.84848484848485	0.19870433338241184	0.024060825133304025	0.2011113338286684	0.12806317561355504	0.033626420098395296	0.1302202423337599
35.35353535353536	0.19870433338308663	0.02406082513347688	0.2011113338295586	0.12806317561411462	0.03362642009893392	0.1302202423345075
35.85858585858586	0.1987043333837614	0.024060825133649735	0.2011113338304488	0.12806317561467417	0.033626420099472545	0.13022024233525512
36.36363636363637	0.1987043333844362	0.02406082513382259	0.20111133383133897	0.12806317561523375	0.03362642010001117	0.1302202423360027
36.86868686868687	0.19870433338511098	0.024060825133995444	0.20111133383222918	0.1280631756157933	0.033626420100549795	0.13022024233675034
37.37373737373738	0.19870433338578578	0.0240608251341683	0.20111133383311938	0.1280631756163529	0.033626420101088426	0.13022024233749796
37.87878787878788	0.19870433338646057	0.024060825134341154	0.2011113338340096	0.12806317561691244	0.03362642010162705	0.13022024233824556
38.38383838383839	0.19870433338713536	0.02406082513451401	0.20111133383489976	0.12806317561747202	0.033626420102165676	0.13022024233899318
38.88888888888889	0.19870433338781016	0.024060825134686863	0.20111133383578997	0.12806317561803157	0.0336264201027043	0.13022024233974078
39.3939393939394	0.19870433338848492	0.024060825134859718	0.20111133383668017	0.12806317561859115	0.033626420103242925	0.1302202423404884
39.8989898989899	0.19870433338915972	0.024060825135032573	0.20111133383757038	0.1280631756191507	0.03362642010378155	0.130220242341236
40.40404040404041	0.1987043333898345	0.024060825135205428	0.20111133383846058	0.12806317561971028	0.033626420104320175	0.13022024234198362
40.909090909090914	0.1987043333905093	0.024060825135378282	0.20111133383935076	0.12806317562026984	0.033626420104858806	0.13022024234273122
41.41414141414142	0.1987043333911841	0.024060825135551137	0.20111133384024096	0.12806317562082942	0.03362642010539743	0.13022024234347884
41.919191919191924	0.1987043333918589	0.024060825135723992	0.20111133384113117	0.128063175621389	0.033626420105936056	0.13022024234422644
42.42424242424243	0.19870433339253366	0.024060825135896847	0.20111133384202137	0.12806317562194855	0.03362642010647468	0.13022024234497406
42.929292929292934	0.1987043333932048	0.02406082513606877	0.20111133384290675	0.12806317562250508	0.033626420107010405	0.13022024234571764
43.43434343434344	0.19870433339321047	0.02406082513607023	0.20111133384291424	0.1280631756225098	0.033626420107014936	0.13022024234572394
43.939393939393945	0.19870433339321616	0.024060825136071686	0.20111133384292174	0.1280631756225145	0.03362642010701947	0.1302202423457302
44.44444444444445	0.19870433339322183	0.024060825136073143	0.20111133384292923	0.12806317562251923	0.033626420107024	0.1302202423457365
44.949494949494955	0.19870433339322752	0.0240608251360746	0.20111133384293672	0.12806317562252395	0.03362642010702853	0.1302202423457428
45.45454545454546	0.19870433339323318	0.024060825136076058	0.20111133384294422	0.12806317562252867	0.03362642010703307	0.13022024234574908
45.959595959595966	0.19870433339323887	0.02406082513607752	0.2011113338429517	0.12806317562253336	0.0336264201070376	0.13022024234575538
46.46464646464647	0.19870433339324453	0.024060825136078975	0.2011113338429592	0.12806317562253808	0.03362642010704213	0.13022024234576166
46.969696969696976	0.19870433339325022	0.024060825136080433	0.2011113338429667	0.1280631756225428	0.03362642010704666	0.13022024234576796
47.47474747474748	0.19870433339325588	0.02406082513608189	0.2011113338429742	0.12806317562254751	0.03362642010705119	0.13022024234577426
47.979797979797986	0.19870433339326157	0.024060825136083347	0.2011113338429817	0.12806317562255223	0.03362642010705572	0.13022024234578053
48.484848484848484	0.19870433339326724	0.024060825136084808	0.20111133384298918	0.12806317562255695	0.033626420107060254	0.13022024234578683
48.98989898989899	0.19870433339327292	0.024060825136086265	0.20111133384299668	0.12806317562256164	0.033626420107064785	0.13022024234579313
49.494949494949495	0.1987043333932786	0.024060825136087722	0.20111133384300417	0.12806317562256636	0.03362642010706932	0.1302202423457994
50.0	0.19870433339328428	0.02406082513608918	0.20111133384301166	0.12806317562257108	0.033626420107073854	0.1302202423458057
