NON $ % + - . 0
#NON	e	c	f	d	a	b
0.0	0.44622553833257717	0.2845377417539189	0.22964158213352803	0.4166467488799126	0.5452642946428037	0.6211501135657573
0.5050505050505051	0.3397784733054529	0.11157088029697443	0.2766906449892153	0.26306275073237007	0.29802732813725386	0.3884820374829444
1.0101010101010102	0.27847175306310723	0.05930229757469593	0.27061210147018433	0.20231288274713027	0.17152373582861608	0.2667416856951918
1.5151515151515151	0.2446344544150562	0.04078927614819122	0.2521487210363831	0.17161036912022926	0.10632360781949345	0.20344583996794488
2.0202020202020203	0.22566138334326735	0.032879972400075994	0.23494748544823857	0.1538270761316956	0.07235654961763052	0.17017166565936037
2.5252525252525255	0.21467306756271284	0.028952686811697263	0.2222987705163258	0.14317591364010115	0.05445615996263154	0.1523382902907136
3.0303030303030303	0.20816298948742842	0.026829564495158772	0.2139280384860869	0.13683833312553637	0.04492127943302011	0.1425942716397273
3.5353535353535355	0.20427742943692986	0.025638137228562664	0.20869804155443722	0.13311904355636317	0.039794262378867136	0.1371896062954344
4.040404040404041	0.20196521785614266	0.024960544610291263	0.2055400939675746	0.13096111183028164	0.03701483454039476	0.1341613353274341
4.545454545454546	0.2005995081607117	0.0245738190982764	0.2036732841317479	0.12971879960780694	0.035497486903988046	0.13245398329502853
5.050505050505051	0.19979950574793973	0.024353086303306872	0.20258455000650857	0.12900713953957876	0.03466414978516287	0.13148788329739539
5.555555555555556	0.19933435193508056	0.02422720968372405	0.2019551464659435	0.12860071376300727	0.03420412158397454	0.1309401148915921
6.0606060606060606	0.19906552165705638	0.02415549452855801	0.20159337439689806	0.12836903981661354	0.033949049507893	0.13062919138370618
6.565656565656566	0.1989108786905376	0.024114668991646264	0.20138622636183753	0.12823713353701652	0.03380709069262149	0.13045260549815596
7.070707070707071	0.19882222825069437	0.024091439951049745	0.20126791478787537	0.12816208404188428	0.03372782547972854	0.13035228018012568
7.575757575757576	0.19877153885755355	0.02407822964456362	0.20120045266057743	0.12811940102913233	0.03368344766658452	0.1302952751667283
8.080808080808081	0.1987426081575273	0.024070718286484796	0.20116203004775216	0.128095133677566	0.033658544509865225	0.13026288254164894
8.585858585858587	0.19872611556690653	0.02406644751883682	0.20114016377575575	0.12808134007718974	0.033644540638842285	0.13024447302303055
9.090909090909092	0.19871672618720007	0.02406402175764801	0.20112772310500973	0.12807349729496964	0.03363665386842986	0.1302340128833323
9.595959595959597	0.19871137876432274	0.02406263962338945	0.20112065170213222	0.12806904304951036	0.033632205236170824	0.13022806685433805
10.101010101010102	0.1987083393731964	0.024061856747047337	0.20111662956285634	0.12806650969288855	0.033629693270378805	0.13022468891734065
10.606060606060607	0.19870661090178934	0.02406141158696427	0.20111434373139842	0.12806507036435447	0.033628273477128115	0.13022276942144467
11.111111111111112	0.19870562825796492	0.02406115850435877	0.20111304476465625	0.12806425256369972	0.03362747033049986	0.1302216787452828
11.616161616161618	0.19870506822528572	0.024061014293350693	0.20111230466368812	0.12806378667114998	0.033627014459365244	0.1302210573624525
12.121212121212121	0.19870475428877926	0.024060933477786817	0.20111188988012438	0.12806352559620593	0.033626759841614395	0.13022070912875855
12.626262626262626	0.1987045729619242	0.024060886771129542	0.20111165028282244	0.12806337476603866	0.03362661305706563	0.13022050799340487
13.131313131313131	0.198704466393614	0.024060859311377508	0.2011115094112183	0.12806328606274905	0.0336265268455233	0.1302203897606733
13.636363636363637	0.19870440810267903	0.024060844351818274	0.20111143244399998	0.12806323764960442	0.03362647994974892	0.13022032514232265
14.141414141414142	0.19870437506988173	0.02406083591169753	0.2011113889966571	0.12806321038917393	0.03362645355192953	0.13022028859711035
14.646464646464647	0.19870435694118072	0.024060831251799503	0.20111136522054607	0.1280631954808513	0.03362643909542247	0.13022026856121435
15.151515151515152	0.19870434712849633	0.024060828668003045	0.2011113522308858	0.12806318727133684	0.03362643121047332	0.1302202576653069
15.656565656565657	0.1987043415202705	0.024060827167183184	0.20111134459107202	0.12806318236509703	0.033626426614669795	0.13022025135821724
16.161616161616163	0.1987043381822394	0.024060826325771206	0.20111133996979175	0.12806317939747064	0.033626423856456956	0.13022024758120646
16.666666666666668	0.19870433615789568	0.024060825876364707	0.20111133732852526	0.12806317777643983	0.03362642225410313	0.13022024535182158
17.171717171717173	0.19870433484113104	0.02406082558241178	0.20111133575529716	0.12806317685802357	0.033626421269787106	0.1302202439537523
17.67676767676768	0.19870433383437616	0.02406082538102648	0.20111133449784555	0.12806317611440987	0.033626420497127565	0.13022024286599904
18.181818181818183	0.19870433329769574	0.024060825238038423	0.20111133380002513	0.12806317567659725	0.033626420072028464	0.13022024227489623
18.68686868686869	0.19870433319506506	0.024060825151002538	0.20111133362057854	0.12806317552356963	0.03362641996863181	0.1302202421430441
19.191919191919194	0.19870433295690462	0.02406082508126019	0.2011113333071942	0.1280631753230471	0.03362641977810232	0.13022024187912168
19.6969696969697	0.19870433289305944	0.024060825049841254	0.2011113332147224	0.12806317525578628	0.0336264197228419	0.13022024180480107
20.202020202020204	0.1987043330035295	0.024060825056745727	0.20111133334316322	0.12806317532178715	0.03362641980285055	0.13022024192008227
20.70707070707071	0.19870433294350334	0.02406082502245249	0.20111133325263997	0.1280631752531058	0.033626419749169745	0.13022024184872713
21.212121212121215	0.19870433305439522	0.02406082505029436	0.20111133339784337	0.12806317534378858	0.033626419837273165	0.1302202419711374
21.71717171717172	0.19870433316528713	0.024060825078136235	0.20111133354304678	0.12806317543447138	0.033626419925376586	0.13022024209354768
22.222222222222225	0.19870433320506936	0.0240608250881457	0.201111333595181	0.12806317546705337	0.03362641995700021	0.13022024213747949
22.72727272727273	0.19870433321370823	0.024060825090345246	0.20111133360655442	0.12806317547418938	0.033626419963887835	0.1302202421470407
23.232323232323235	0.1987043332223471	0.024060825092544792	0.20111133361792785	0.1280631754813254	0.03362641997077545	0.1302202421566019
23.73737373737374	0.19870433323098596	0.02406082509474434	0.20111133362930128	0.1280631754884614	0.033626419977663066	0.1302202421661631
24.242424242424242	0.19870433323962483	0.024060825096943884	0.20111133364067468	0.12806317549559743	0.03362641998455069	0.1302202421757243
24.747474747474747	0.1987043332482637	0.02406082509914343	0.2011113336520481	0.1280631755027334	0.033626419991438304	0.13022024218528552
25.252525252525253	0.19870433325690257	0.024060825101342977	0.20111133366342154	0.12806317550986943	0.03362641999832592	0.13022024219484674
