NON $ % + - . 0 1 2 3 4 5 6 7 8
#NON	G11	G2	G13	G5	G12	G8	G10	G3	G14	G1	G9	G6	G4	G7
0.0	0.12202675530350793	0.42812450945907154	0.23433004052575035	0.5791727293566599	0.42775954791446147	0.3468252571862336	0.4337340854329249	0.3277723574191903	0.7051480571615321	0.15056940397875906	0.42807429668472274	0.6443169340302445	0.9590923305477396	0.6638188251139441
0.5050505050505051	0.5637731964252626	0.6563726760933807	0.22739635079397108	0.5014632117522001	0.6830168427436182	0.28943671889118305	0.6172520987101758	0.25375888903926563	0.42411735705849046	0.5053920308204402	0.3139461956184017	0.742409723491166	0.6547844609298216	0.3400290946302834
1.0101010101010102	0.6982175360968043	0.7521636190110668	0.2104540154593727	0.493859828815811	0.7566310398891487	0.28230222195129073	0.7028340291341505	0.22158522516549106	0.28538589170772466	0.6212847547989281	0.30752528263952567	0.7865433708858826	0.5573071686697157	0.20273997524312398
1.5151515151515151	0.7413382719125464	0.7930287303285773	0.19118228288887834	0.49657990150704023	0.7803940281004809	0.28466342438107345	0.743036309122325	0.20696245862385768	0.21258595492538299	0.6607668983496886	0.3129266155095969	0.8067995273642382	0.5278220598715784	0.13949212888798374
2.0202020202020203	0.756111207057543	0.810721994482784	0.17372987507790774	0.4992207041006544	0.7890524219631203	0.28742598569032207	0.7620010433894431	0.20015401904147592	0.17252486761728805	0.6743437358124598	0.31690614694939145	0.8162141420443517	0.5194840006281356	0.10806950161941516
2.5252525252525255	0.7615565125374727	0.8184861968857358	0.1596569844664983	0.5007634807539483	0.7925506903363125	0.28920274465717877	0.7709697956268159	0.19694478579743424	0.14974494257371435	0.6790258353817452	0.3188966706164259	0.820625061688352	0.5173874788113281	0.09148567348397815
3.0303030303030303	0.7637107344568314	0.8219349723167133	0.14908241605557665	0.5015586508992482	0.7940698815753922	0.29017568131338756	0.775218028569123	0.19542290308893853	0.13651767081351762	0.6806419976769876	0.3197668312837953	0.8227025240636239	0.5169996016068121	0.08233970674669532
3.5353535353535355	0.7646154421547989	0.8234836644910679	0.1415014970118014	0.5019500739646047	0.7947589835724751	0.2906720262658513	0.7772324741136052	0.19469907940434508	0.12873858412788133	0.6812000125544153	0.3201218380243843	0.8236844283813446	0.5170130936293514	0.07714221799180246
4.040404040404041	0.7650128641930145	0.8241858459614596	0.13624421339130835	0.5021390799906911	0.7950791283561904	0.29091581312072945	0.7781884405490225	0.19435433739355054	0.12412875599580116	0.6813926786389779	0.3202606903609407	0.8241496491509311	0.5170837341674626	0.07413014021786349
4.545454545454546	0.7651929342070976	0.8245069038768397	0.13268640276831475	0.5022295518017036	0.7952297226296065	0.29103278102562324	0.7786423687821398	0.19419003303735974	0.12138472524565873	0.6814591928656072	0.320313465392117	0.8243704438657705	0.5171381240436566	0.07236260256961503
5.050505050505051	0.7652761711588444	0.8246547641971951	0.1303230551697588	0.5022726681648852	0.7953010017260427	0.29108796276261384	0.7788580082675258	0.19411169983655646	0.11974696747489019	0.681482149148692	0.3203331050251407	0.824475359750012	0.5171707014927975	0.07131716761321007
5.555555555555556	0.765315128603959	0.8247232794663848	0.1287757896285802	0.5022931618120003	0.7953348400711429	0.29111361803183566	0.7789604851158428	0.1940743471014812	0.11876790762890248	0.681490069837798	0.320340291291947	0.8245252566175968	0.5171883445700849	0.07069575029330842
6.0606060606060606	0.7653334938458953	0.8247551843113108	0.12777447684817816	0.5023028811858684	0.7953509219997242	0.2911253637783576	0.7790091899481861	0.19405653621325467	0.11818204167407778	0.6814927954458527	0.3203428788432277	0.8245489981873393	0.5171974180952089	0.07032521750087613
6.565656565656566	0.7653421916827732	0.8247701060052561	0.1271325607443192	0.5023074812069325	0.7953585686734549	0.291130641922574	0.7790323430730399	0.19404804238609746	0.11783123683148386	0.6814937337947112	0.3203437963735204	0.8245603001830205	0.5172019410517819	0.07010383585502876
7.070707070707071	0.7653463220685405	0.8247771086208624	0.12672423600559612	0.50230965263747	0.7953622042279708	0.2911329539178929	0.779043349563679	0.1940439916958328	0.11762109081114043	0.6814940566853779	0.320344114917973	0.8245656816571554	0.5172041509999441	0.06997139607592615
7.575757575757576	0.7653482854548529	0.8247804033783086	0.12646618656508601	0.5023106745209992	0.7953639315335047	0.2911339290968085	0.7790485809954879	0.1940420599693707	0.11749516548491805	0.6814941667901036	0.32034422215570535	0.824568244212112	0.5172052168387468	0.06989209734359109
8.080808080808081	0.7653492193226014	0.8247819569722772	0.12630400208440457	0.5023111535760467	0.7953647515415504	0.29113431571712667	0.779051067136177	0.19404113864605763	0.1174196878802977	0.6814942039228284	0.3203442564345786	0.8245694645653636	0.5172057256749067	0.06984458838499108
8.585858585858587	0.7653496637325843	0.8247826904946576	0.12620255169982528	0.5023113768151888	0.7953651404072346	0.2911344517803006	0.7790522478044756	0.1940406993399474	0.1173744416183139	0.6814942163142741	0.32034426605900057	0.8245700455072427	0.5172059662112085	0.06981611515914089
9.090909090909092	0.7653498749984273	0.8247830366820634	0.12613935861967376	0.502311479888922	0.7953653243674136	0.2911344868840531	0.7790528073666694	0.19404049015336203	0.11734732008860946	0.6814942203034953	0.3203442678076838	0.824570321616841	0.517206078781664	0.06979904957452841
9.595959595959597	0.7653499760606673	0.824783201577204	0.1261001237566246	0.5023115274400319	0.7953654118349442	0.29113448605951736	0.779053074395597	0.19404038979193985	0.11733104956484597	0.6814942216847206	0.3203442676812353	0.8245704538042602	0.5172061313642925	0.0697888118864779
10.101010101010102	0.7653500235990055	0.824783278875183	0.1260758444141848	0.502311548938383	0.795365452658182	0.2911344744297304	0.7790531999081318	0.19404034228084746	0.11732129480153547	0.6814942218756705	0.32034426701591895	0.8245705161985888	0.5172061555000906	0.06978267399428345
10.606060606060607	0.7653500462467545	0.8247833157621763	0.12606086074380127	0.5023115584146391	0.7953654719367463	0.2911344623184848	0.7790532596764559	0.19404031947539002	0.11731544372046004	0.6814942219710787	0.32034426659845444	0.8245705460534615	0.5172061664854832	0.06977899214643762
11.111111111111112	0.765350056732215	0.8247833327663815	0.12605163523158816	0.5023115633761963	0.795365480525785	0.29113445232520463	0.7790532873588518	0.19404030878515108	0.11731193456353751	0.6814942217872401	0.32034426611162814	0.8245705599763739	0.51720617139242	0.06977678391257906
11.616161616161618	0.7653500623173561	0.8247833412192577	0.12604596836910692	0.5023115627431985	0.7953654857161	0.2911344451280956	0.7790533008564098	0.19404030352047738	0.11730982934691335	0.6814942219391478	0.3203442658027325	0.8245705668109905	0.5172061733977342	0.06977545897153709
12.121212121212121	0.7653500639871196	0.8247833448333934	0.12604249329105208	0.5023115671955759	0.7953654860384927	0.29113444023597357	0.7790533068002425	0.194040301144737	0.11730856657018289	0.6814942217251595	0.32034426578314124	0.8245705698586794	0.5172061744209541	0.06977466425109785
12.626262626262626	0.7653500658360092	0.8247833467746317	0.1260403667827437	0.502311565086142	0.7953654882800699	0.2911344368724804	0.7790533098174788	0.1940402999259208	0.11730780907086749	0.6814942218169331	0.3203442654279332	0.8245705714201569	0.5172061746519585	0.06977418743539208
13.131313131313131	0.7653500661718153	0.8247833476006258	0.1260390671657444	0.5023115651985388	0.7953654883895586	0.2911344347852879	0.7790533111230198	0.19404029937791162	0.11730735467847478	0.6814942217987089	0.32034426545044714	0.8245705721105813	0.5172061747843664	0.06977390141377075
13.636363636363637	0.7653500663767752	0.8247833479875594	0.1260382732549835	0.5023115650481053	0.7953654885450057	0.29113443344401746	0.7790533117235828	0.19404029911606185	0.1173070817564995	0.6814942217912122	0.32034426543292416	0.8245705724357372	0.5172061748148615	0.06977372960901584
14.141414141414142	0.7653500664712014	0.8247833481659576	0.12603779022216027	0.5023115650978924	0.7953654885821893	0.29113443260147265	0.7790533119944699	0.19404029899173056	0.11730691830645981	0.6814942217862837	0.3203442654172545	0.8245705725871586	0.5172061748128342	0.06977362671079072
14.646464646464647	0.7653500665181446	0.8247833482465934	0.12603749775945214	0.50231156508347	0.7953654886053049	0.29113443207817646	0.779053312112823	0.19404029893336439	0.11730682080813322	0.6814942217836273	0.3203442654045731	0.8245705726564259	0.5172061748011624	0.06977356532822052
15.151515151515152	0.7653500665414682	0.8247833482842859	0.12603732003232895	0.5023115650373858	0.7953654886229663	0.2911344317551133	0.7790533121658527	0.19404029890489774	0.11730676231782335	0.681494221782137	0.3203442653962058	0.8245705726892432	0.5172061747899381	0.06977352850232817
15.656565656565657	0.7653500665550034	0.8247833483068415	0.1260372087718756	0.502311564921819	0.7953654886465693	0.29113443155278373	0.7790533121972564	0.19404029888774735	0.11730672595750145	0.6814942217812365	0.3203442653915973	0.8245705727089054	0.5172061747826983	0.06977350560903749
16.161616161616163	0.7653500665604732	0.8247833483177857	0.1260371390047493	0.5023115648421038	0.7953654886527655	0.2911344314246821	0.7790533122116298	0.1940402988789633	0.11730670338640065	0.6814942217806231	0.3203442653887971	0.8245705727186228	0.5172061747771198	0.06977349139720969
16.666666666666668	0.7653500665586198	0.8247833483166721	0.12603710134743512	0.5023115648887059	0.7953654886273078	0.29113443135229106	0.779053312207745	0.19404029887853064	0.11730669154163342	0.6814942217802302	0.320344265386437	0.8245705727181525	0.5172061747715577	0.06977348393835134
17.171717171717173	0.7653500665592173	0.8247833483145991	0.12603707724614624	0.502311565149643	0.7953654885883307	0.2911344313048162	0.7790533122029804	0.19404029887909605	0.11730668404197529	0.6814942217800508	0.32034426538353405	0.8245705727167367	0.5172061747672758	0.06977347921550206
17.67676767676768	0.7653500665614644	0.8247833483140774	0.12603706317018637	0.5023115654213195	0.7953654885725423	0.2911344312773668	0.779053312201312	0.1940402988790162	0.1173066797037305	0.6814942217800022	0.32034426538188376	0.8245705727164573	0.5172061747650238	0.06977347648344287
18.181818181818183	0.7653500665623733	0.8247833483143359	0.12603705482451816	0.5023115654850482	0.7953654885938364	0.29113443126173716	0.7790533122012517	0.19404029887862742	0.11730667714948996	0.6814942217799701	0.32034426538199046	0.8245705727167456	0.517206174764052	0.0697734748748316
18.68686868686869	0.7653500665609908	0.8247833483144414	0.12603704970867072	0.5023115652480902	0.7953654886328635	0.2911344312524802	0.7790533122011267	0.19404029887842233	0.11730667559000543	0.6814942217799155	0.3203442653828366	0.8245705727168774	0.5172061747635465	0.06977347389266166
19.191919191919194	0.7653500665591162	0.8247833483143315	0.1260370464938577	0.5023115648659104	0.7953654886554762	0.2911344312465738	0.7790533122007547	0.194040298878402	0.1173066746136388	0.6814942217798651	0.32034426538317234	0.8245705727168158	0.5172061747631407	0.06977347327771667
