NON $ % + - . 0 1 2 3 4 5 6 7
#NON	G5	G11	G8	G13	G2	G9	G10	G12	G3	G1	G7	G4	G6
0.0	0.3041905833622538	0.9439454607852968	0.1861214731473927	0.5202380105082798	0.32811903376874996	0.7136128668075225	0.6919627990840495	0.31779887846224	0.9393234037743935	0.7139529244754371	0.9858745643532322	0.21864475900210167	0.16801165583535305
0.5050505050505051	0.1683534289884979	0.47955114166879015	0.7951442695213607	0.863313051060987	0.42751464545073387	0.6601252388336631	0.6769202361823274	0.5159033789412468	0.8190479168056344	0.5604936845451755	0.7869222165905353	0.10212581691508066	0.16467375911004428
1.0101010101010102	0.11353459518369603	0.2559823328194285	0.9484371812549648	0.9610571020340807	0.4767373813126449	0.642789202423327	0.6630635153486715	0.6110284994218393	0.7894706958076753	0.5201791916035509	0.7265622510439812	0.060375958365468566	0.163097348423712
1.5151515151515151	0.0901506211925672	0.1484698448644737	0.9870214943334129	0.9889049513778613	0.5003764445792696	0.6368622171795895	0.655673823573201	0.6507645468744673	0.7821301197709988	0.5085008215463537	0.708563465294437	0.04379148006854757	0.16235006406222194
2.0202020202020203	0.07971093516584174	0.09679868042963408	0.9967332773861497	0.9968389609438219	0.5115450300365371	0.6347241994025342	0.6523876303578999	0.666708861032668	0.7802618820336961	0.5046427217774443	0.7034142878461965	0.036619888846124216	0.16199518548122557
2.5252525252525255	0.07491178907927891	0.07197279436633072	0.9991777577117058	0.9990994031584445	0.516780302145519	0.6339184127127774	0.6510559652823642	0.6729745585164655	0.7797629249616858	0.5031957347135351	0.7020701791341574	0.03333914199317111	0.16182651270515622
3.0303030303030303	0.07266954440395293	0.06004683722864422	0.9997930402149342	0.9997434156025036	0.5192251671445154	0.633604582998375	0.6505480179583301	0.6754059207111106	0.77961890806053	0.5025991523534972	0.7017930613024052	0.031788757032451286	0.16174631033964335
3.5353535353535355	0.07161321100123653	0.05431827270189005	0.9999479061494689	0.9999268963476656	0.5203648933173488	0.6334793903218223	0.6503635313779478	0.6763417543640969	0.7795727774707952	0.5023384208171033	0.701780799965735	0.031043293802447924	0.16170816748593156
4.040404040404041	0.07111354162278315	0.05156671191569791	0.9999868878147142	0.9999791718975779	0.5208957555978888	0.6334285487602325	0.650299755873404	0.6767000063234652	0.7795562369282724	0.5022207956581572	0.7018145152519185	0.03068167371763579	0.16169002572734134
4.545454545454546	0.07087672485980039	0.050245099479278035	0.9999967011551575	0.9999940671112806	0.521142924837185	0.6334076089151813	0.6502790282124828	0.6768366384735851	0.7795496970358683	0.502166868806526	0.7018436019323194	0.030505477290128254	0.1616813965794752
