Networkname,Nodes,Bin_method,Learn_method,Timepoints,Runtime_in_sec.,TP,TN,FP,FN,Pre,Rec,ACC,BACC,MCC
Gold_6_16_10_2018_14_36.sif,6,KM3,BESTFIT,100,0,2,21,4,9,0.3333333333333333,0.18181818181818182,0.6388888888888888,0.3194444444444444,0.026967994498529685
Gold_4_16_10_2018_14_36.sif,4,KM3,BESTFIT,100,0,1,6,3,6,0.25,0.14285714285714285,0.4375,0.21875,-0.21821789023599236
Gold_5_16_10_2018_14_36.sif,5,KM3,BESTFIT,100,1,2,12,3,8,0.4,0.2,0.56,0.28,0.0
