NON $ % + -
#NON	a	b	d	c
0.0	0.5713068232876853	0.7368450441843496	0.11231410358999594	0.41432836876100765
0.5050505050505051	0.2542258240048914	0.40719121393536184	0.16590238658247028	0.2887478288341276
1.0101010101010102	0.12526644052538113	0.23573916129283118	0.16985373752468957	0.22656073148180306
1.5151515151515151	0.07124333323828434	0.14493346593828912	0.1544635797536356	0.1967570977751482
2.0202020202020203	0.04764234957915532	0.0960022585850655	0.13544556663806828	0.18358809286829122
2.5252525252525255	0.03673298112922795	0.06917002791018892	0.11934937429653342	0.17889480091952453
3.0303030303030303	0.03135512817395998	0.05421287401986416	0.10770123108119194	0.1782693187904507
3.5353535353535355	0.028541609483924073	0.04576220038801412	0.09993664468515452	0.1793286722446325
4.040404040404041	0.02700280816021079	0.04094185149106888	0.09499282636522528	0.1808568814873049
4.545454545454546	0.02613822494316326	0.03817657112020665	0.09192827529421187	0.1823045111171604
5.050505050505051	0.025646296451967473	0.03658622641884876	0.09006077662755535	0.18347738206545347
5.555555555555556	0.02536560219150891	0.03567151561659549	0.0889367997120221	0.1843505799686466
6.0606060606060606	0.02520596337062381	0.03514632179754296	0.08826737008322562	0.18496656293315922
6.565656565656566	0.02511581817957754	0.0348457249384093	0.08787257290433889	0.18538496941127944
7.070707070707071	0.025065414301256285	0.03467442822647362	0.08764204232670138	0.18566122410693864
7.575757575757576	0.02503756985775323	0.03457734110014952	0.0875088195648475	0.18583957474007068
8.080808080808081	0.02502241109802709	0.03452267492480053	0.08743267808448818	0.18595260980346745
8.585858585858587	0.025014302262999364	0.03449213171782466	0.0873896864632277	0.1860231212852251
9.090909090909092	0.02501005691953373	0.03447521723375214	0.08736573565540871	0.18606649044214366
9.595959595959597	0.025007896087757452	0.034465951282624425	0.08735259709604877	0.1860928264954138
10.101010101010102	0.025006836871802048	0.034460938240183175	0.08734551886316905	0.1861086264325614
10.606060606060607	0.02500634636647121	0.03445826845183977	0.08734178837615289	0.1861179955292613
11.111111111111112	0.025006140064224802	0.0344568726664188	0.0873398724351419	0.18612348731214048
11.616161616161618	0.025006066084867735	0.03445615976463272	0.08733893213404299	0.18612667257015525
12.121212121212121	0.025006055024535564	0.03445581095508562	0.08733849097638341	0.18612848785910507
12.626262626262626	0.025006064610895436	0.034455644742789886	0.08733830361194783	0.18612951874832626
13.131313131313131	0.025006081358827863	0.034455572915386756	0.08733823676494733	0.1861300903677916
13.636363636363637	0.02500609735234883	0.034455545894434884	0.08733822456772539	0.18613040366632963
14.141414141414142	0.025006110521524075	0.03445553922881318	0.0873382332963756	0.186130571912864
14.646464646464647	0.025006120514612148	0.03445554160638264	0.08733824913563272	0.18613065660932132
15.151515151515152	0.025006127455577835	0.0344555461805482	0.08733826416355318	0.18613069856704412
15.656565656565657	0.025006131931940952	0.034455550104296864	0.08733827557285145	0.18613071997911385
16.161616161616163	0.025006134778637244	0.03445555303779757	0.08733828359029185	0.18613073086772047
16.666666666666668	0.02500613665298891	0.03445555526389404	0.0873382890948326	0.18613073592374899
17.171717171717173	0.025006137902755503	0.03445555692019097	0.08733829278491484	0.1861307379297979
17.67676767676768	0.025006138690585423	0.03445555806336391	0.08733829526235531	0.18613073859433962
18.181818181818183	0.02500613915385721	0.034455558817246934	0.08733829695717805	0.1861307386619898
18.68686868686869	0.025006139590920358	0.03445555950339748	0.08733829845407562	0.18613073877311845
19.191919191919194	0.025006139901870228	0.034455560007493086	0.08733829954116303	0.18613073874710662
19.6969696969697	0.025006140072110532	0.03445556031291497	0.08733830018774259	0.18613073855722576
20.202020202020204	0.02500614010164127	0.03445556041966312	0.08733830039381431	0.1861307382034759
20.70707070707071	0.025006140141757845	0.03445556052541317	0.08733830060436464	0.18613073795415463
21.212121212121215	0.025006140191776858	0.034455560629272214	0.08733830081738364	0.1861307378080501
21.71717171717172	0.025006140192717564	0.03445556065417874	0.0873383008593985	0.18613073766056953
22.222222222222225	0.02500614014457997	0.034455560600132745	0.08733830073040924	0.18613073751171305
22.72727272727273	0.02500614014352274	0.034455560649605727	0.08733830081118206	0.18613073719165388
23.232323232323235	0.025006140098912465	0.0344555605731976	0.08733830064834236	0.1861307372170087
23.73737373737374	0.02500614005430219	0.03445556049678947	0.08733830048550266	0.1861307372423635
24.242424242424242	0.025006140009691914	0.03445556042038133	0.08733830032266296	0.1861307372677183
24.747474747474747	0.025006139972413043	0.03445556035641481	0.08733830018641286	0.18613073728968413
25.252525252525253	0.025006139968996012	0.03445556034991287	0.08733830017297319	0.18613073729599702
25.757575757575758	0.025006139965578985	0.034455560343410935	0.0873383001595335	0.18613073730230992
26.262626262626263	0.025006139962161958	0.034455560336909	0.08733830014609383	0.1861307373086228
26.767676767676768	0.025006139958744927	0.03445556033040706	0.08733830013265413	0.1861307373149357
27.272727272727273	0.0250061399553279	0.03445556032390512	0.08733830011921445	0.18613073732124863
27.77777777777778	0.02500613995191087	0.03445556031740318	0.08733830010577477	0.18613073732756152
28.282828282828284	0.025006139948493843	0.034455560310901245	0.08733830009233509	0.18613073733387442
28.78787878787879	0.025006139945076816	0.03445556030439931	0.08733830007889541	0.1861307373401873
29.292929292929294	0.025006139941659785	0.03445556029789737	0.08733830006545573	0.1861307373465002
29.7979797979798	0.025006139938242758	0.03445556029139543	0.08733830005201605	0.1861307373528131
30.303030303030305	0.025006139934825727	0.034455560284893494	0.08733830003857637	0.18613073735912603
30.80808080808081	0.0250061399314087	0.034455560278391556	0.08733830002513669	0.18613073736543892
31.313131313131315	0.02500613992799167	0.03445556027188962	0.08733830001169701	0.18613073737175181
31.81818181818182	0.025006139924574643	0.03445556026538768	0.08733829999825732	0.1861307373780647
32.323232323232325	0.025006139921157616	0.03445556025888574	0.08733829998481764	0.1861307373843776
32.82828282828283	0.025006139917740585	0.034455560252383804	0.08733829997137796	0.18613073739069053
33.333333333333336	0.025006139914323558	0.03445556024588187	0.08733829995793828	0.18613073739700342
33.83838383838384	0.025006139910906527	0.03445556023937993	0.0873382999444986	0.18613073740331632
34.343434343434346	0.0250061399074895	0.03445556023287799	0.08733829993105892	0.1861307374096292
34.84848484848485	0.02500613990407247	0.034455560226376046	0.08733829991761924	0.1861307374159421
35.35353535353536	0.025006139900655443	0.03445556021987411	0.08733829990417956	0.186130737422255
35.85858585858586	0.025006139897238416	0.03445556021337217	0.08733829989073988	0.18613073742856792
36.36363636363637	0.025006139893821385	0.03445556020687023	0.0873382998773002	0.18613073743488082
36.86868686868687	0.025006139891149796	0.03445556020177634	0.08733829986677644	0.186130737439888
37.37373737373738	0.02500613989089709	0.034455560201251435	0.08733829986571458	0.18613073744065836
37.87878787878788	0.025006139890644378	0.03445556020072653	0.0873382998646527	0.18613073744142872
38.38383838383839	0.02500613989039167	0.03445556020020162	0.08733829986359083	0.18613073744219905
38.88888888888889	0.025006139890138963	0.034455560199676716	0.08733829986252897	0.1861307374429694
39.3939393939394	0.025006139889886255	0.03445556019915181	0.0873382998614671	0.18613073744373976
39.8989898989899	0.025006139889633544	0.0344555601986269	0.08733829986040523	0.18613073744451009
40.40404040404041	0.025006139889380836	0.034455560198101996	0.08733829985934337	0.18613073744528044
40.909090909090914	0.02500613988912813	0.03445556019757709	0.0873382998582815	0.1861307374460508
41.41414141414142	0.02500613988887542	0.03445556019705218	0.08733829985721962	0.18613073744682113
41.919191919191924	0.02500613988862271	0.03445556019652728	0.08733829985615776	0.18613073744759148
42.42424242424243	0.025006139888370003	0.03445556019600237	0.08733829985509589	0.18613073744836184
42.929292929292934	0.025006139888117295	0.034455560195477464	0.08733829985403402	0.1861307374491322
43.43434343434344	0.025006139887864584	0.03445556019495256	0.08733829985297216	0.18613073744990252
43.939393939393945	0.025006139887611877	0.03445556019442765	0.08733829985191029	0.18613073745067288
44.44444444444445	0.02500613988735917	0.034455560193902744	0.08733829985084841	0.18613073745144323
44.949494949494955	0.02500613988710646	0.03445556019337784	0.08733829984978655	0.18613073745221356
