Networkname,Nodes,Bin_method,Learn_method,Timepoints,Runtime_in_sec.,TP,TN,FP,FN,Pre,Rec,ACC,BACC,MCC
Gold_6_16_10_2018_14_15.sif,6,KM3,BESTFIT,100,1,3,22,3,8,0.5,0.2727272727272727,0.6944444444444444,0.3472222222222222,0.1887759614897078
Gold_5_16_10_2018_14_15.sif,5,KM3,BESTFIT,100,0,2,14,3,6,0.4,0.25,0.64,0.32,0.08574929257125442
Gold_4_16_10_2018_14_15.sif,4,KM3,BESTFIT,100,1,2,7,2,5,0.5,0.2857142857142857,0.5625,0.28125,0.07273929674533079
