,,,Slide ID,f,a,d,g,c,h,b,e
,,,Antibody Name,f,a,d,g,c,h,b,e
,,,HUGO ID,f,a,d,g,c,h,b,e
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,6.0606060606060606,0.1663294730287919,0.023239833716095074,0.1927295643442843,0.22525748217024874,0.13920728003890825,0.029169053093247053,0.19004300915217728,0.17428239095707887
C1,no,Insulin,6.565656565656566,0.1663283458001659,0.023004327306700767,0.19272795834062884,0.22525615164266088,0.13920647135127895,0.028852080945129942,0.19002211987453735,0.17428114698238323
C1,no,Insulin,7.070707070707071,0.16632791032975305,0.02285157154453754,0.19272733838832734,0.22525563787672792,0.13920616252362059,0.028637238012508337,0.1900102152695259,0.17428066471573436
C1,no,Insulin,7.575757575757576,0.16632774234878797,0.022751036350937056,0.1927270994253091,0.22525543919322705,0.13920604440998874,0.028491463320002332,0.1900034502181882,0.1742804777126073
C1,no,Insulin,8.080808080808081,0.16632767681180088,0.02268417763661657,0.19272700743539822,0.22525536277118682,0.1392059974833321,0.028392479706646802,0.1899996132035189,0.1742804058835738
C1,no,Insulin,8.585858585858587,0.16632765131290156,0.02263939209139828,0.19272697051332813,0.2252553346055035,0.13920597992777584,0.028325234044875715,0.18999744001488938,0.17428037914572128
C1,no,Insulin,9.090909090909092,0.1663276419284647,0.02260924275311442,0.19272695811802706,0.225255321959297,0.13920597304953264,0.02827953411082298,0.18999620972897044,0.17428036735736716
C1,no,Insulin,9.595959595959597,0.16632763850443288,0.02258887783717248,0.19272695223995512,0.22525531762532924,0.13920597103161653,0.02824846953992725,0.1899955141273898,0.17428036320901333
C1,no,Insulin,10.101010101010102,0.1663276371359338,0.022575091013654704,0.1927269501181906,0.22525531589839368,0.13920597014754169,0.02822735052373264,0.18999512086093884,0.17428036157036536
C1,no,Insulin,10.606060606060607,0.16632763658308808,0.02256574264647879,0.19272694932664303,0.2252553152380154,0.13920596976828326,0.028212990455426534,0.18999489855523835,0.17428036094545626
C1,no,Insulin,11.111111111111112,0.16632763636152667,0.022559395684908945,0.19272694904538976,0.225255314966248,0.13920596960632828,0.02820322299609486,0.18999477275508692,0.17428036069049332
C1,no,Insulin,11.616161616161618,0.16632763635295444,0.022555085055881788,0.1927269490830802,0.22525531469153764,0.13920596958893192,0.028196580758498853,0.1899947017851578,0.17428036044955655
C1,no,Insulin,12.121212121212121,0.16632763632864003,0.022552157694544748,0.19272694883932337,0.2252553148041555,0.13920596962405823,0.028192066222546622,0.1899946619047851,0.17428036053835191
C1,no,Insulin,12.626262626262626,0.16632763598930658,0.022550166997543794,0.1927269489147996,0.22525531507291133,0.13920596924010178,0.028188995104555446,0.1899946391848147,0.17428036077501127
C1,no,Insulin,13.131313131313131,0.16632763717738727,0.022548812703410963,0.19272694926465325,0.22525531344807403,0.13920597043800886,0.02818690466990976,0.1899946262245918,0.17428035936711694
C1,no,Insulin,13.636363636363637,0.1663276410908098,0.022547894618195414,0.1927269458542922,0.22525531141972613,0.13920597552823952,0.028185486519811745,0.18999461960765648,0.1742803574696689
C1,no,Insulin,14.141414141414142,0.16632763914508022,0.022547269583852694,0.19272694732388906,0.22525531258738932,0.1392059730537438,0.02818452178232528,0.18999461537316686,0.17428035854390633
C1,no,Insulin,14.646464646464647,0.16632763697090458,0.022546843739425684,0.1927269490442887,0.22525531383937905,0.13920597026897846,0.02818386461682371,0.18999461278256644,0.17428035970127748
C1,no,Insulin,15.151515151515152,0.16632763632250666,0.022546554203036376,0.1927269488952258,0.22525531468207555,0.13920596960501097,0.02818341767904341,0.18999461147413846,0.17428036043258366
C1,no,Insulin,15.656565656565657,0.1663276362376716,0.02254635711086831,0.1927269488560256,0.22525531480248492,0.13920596952333603,0.028183113379816296,0.1899946107082013,0.1742803605363215
C1,no,Insulin,16.161616161616163,0.16632763623343516,0.02254622267680053,0.19272694881779057,0.22525531483248976,0.13920596952847458,0.028182905796169447,0.18999461027430006,0.17428036056111282
C1,no,Insulin,16.666666666666668,0.1663276362354709,0.02254613160564452,0.19272694882267027,0.22525531482582753,0.13920596952946737,0.028182765159329135,0.18999461002721463,0.17428036055545323
C1,no,Insulin,17.171717171717173,0.166327636263797,0.022546068904612377,0.19272694885869673,0.22525531476695798,0.13920596955113715,0.028182668326943067,0.18999460987981778,0.17428036050526463
C1,no,Insulin,17.67676767676768,0.16632763636032533,0.02254602794745492,0.19272694888822417,0.22525531463407525,0.139205969648431,0.028182605067430134,0.18999460980408658,0.17428036039006342
C1,no,Insulin,18.181818181818183,0.16632763663478892,0.022546000329851237,0.19272694875390825,0.22525531441222602,0.13920596998002752,0.02818256240318901,0.18999460977781973,0.17428036019091128
C1,no,Insulin,18.68686868686869,0.16632763711194876,0.022545981538813018,0.19272694781195326,0.22525531453251987,0.1392059707351748,0.028182533369090542,0.1899946098907198,0.17428036026111338
C1,no,Insulin,19.191919191919194,0.16632763702547831,0.022545968311986204,0.19272694769204904,0.22525531471816806,0.1392059706715974,0.02818251294708122,0.18999460989497696,0.17428036041912212
C1,no,Insulin,19.6969696969697,0.16632763642963141,0.022545958865673177,0.19272694881387809,0.2252553146066995,0.1392059697423182,0.028182498375407542,0.18999460972018872,0.17428036036334613
C1,no,Insulin,20.202020202020204,0.16632763608541815,0.0225459519387274,0.19272694895027803,0.22525531490791012,0.1392059693346116,0.028182487689483168,0.18999460970614046,0.17428036063201147
C1,no,Insulin,20.70707070707071,0.16632763608168874,0.022545947356723908,0.19272694889355058,0.22525531495271048,0.13920596934486323,0.028182480613850952,0.18999460971002727,0.1742803606691078
C1,no,Insulin,21.212121212121215,0.16632763608501747,0.022545943972512566,0.19272694886727892,0.22525531496759552,0.13920596935509294,0.028182475387498275,0.18999460971029172,0.1742803606811575
C1,no,Insulin,21.71717171717172,0.16632763615999985,0.02254594200354877,0.19272694882875052,0.22525531490825484,0.13920596944612507,0.028182472344199603,0.1899946097109957,0.17428036062779573
C1,no,Insulin,22.222222222222225,0.16632763619231275,0.022545940160697175,0.192726948813098,0.22525531488199899,0.13920596948511382,0.028182469497054236,0.18999460971021945,0.17428036060423735
C1,no,Insulin,22.72727272727273,0.16632763621868824,0.022545939802733738,0.19272694881914804,0.2252553148471332,0.13920596951219386,0.028182468943111324,0.18999460970818136,0.17428036057395108
C1,no,Insulin,23.232323232323235,0.16632763622184854,0.02254593965365953,0.1927269488214749,0.22525531484181288,0.1392059695150349,0.028182468712706736,0.18999460970778645,0.17428036056938173
C1,no,Insulin,23.73737373737374,0.16632763622500882,0.022545939504585322,0.19272694882380176,0.22525531483649253,0.13920596951787592,0.02818246848230215,0.18999460970739152,0.17428036056481236
C1,no,Insulin,24.242424242424242,0.16632763622816912,0.022545939355511118,0.19272694882612865,0.2252553148311722,0.13920596952071693,0.02818246825189756,0.1899946097069966,0.17428036056024301
C1,no,Insulin,24.747474747474747,0.16632763623079533,0.022545939223189582,0.19272694882810912,0.2252553148267176,0.139205969523066,0.028182468047393015,0.18999460970666826,0.1742803605564184
C1,no,Insulin,25.252525252525253,0.16632763623111196,0.022545939163310314,0.19272694882859168,0.22525531482600678,0.1392059695232878,0.028182467954885992,0.18999460970662777,0.1742803605558143
C1,no,Insulin,25.757575757575758,0.1663276362314286,0.022545939103431046,0.19272694882907423,0.22525531482529595,0.13920596952350958,0.02818246786237897,0.18999460970658724,0.1742803605552102
C1,no,Insulin,26.262626262626263,0.16632763623174524,0.022545939043551774,0.1927269488295568,0.22525531482458513,0.13920596952373138,0.028182467769871947,0.18999460970654675,0.1742803605546061
C1,no,Insulin,26.767676767676768,0.1663276362319622,0.022545939000928317,0.19272694882989028,0.22525531482409605,0.1392059695238827,0.02818246770402379,0.18999460970651957,0.1742803605541905
C1,no,Insulin,27.272727272727273,0.16632763623196625,0.022545938995179857,0.19272694882990513,0.22525531482408076,0.13920596952388334,0.028182467695144604,0.18999460970652093,0.17428036055417767
C1,no,Insulin,27.77777777777778,0.1663276362319703,0.022545938989431396,0.19272694882991998,0.2252553148240655,0.13920596952388398,0.02818246768626542,0.18999460970652227,0.17428036055416485
C1,no,Insulin,28.282828282828284,0.16632763623197436,0.02254593898368293,0.19272694882993485,0.22525531482405023,0.13920596952388464,0.028182467677386233,0.1899946097065236,0.17428036055415205
C1,no,Insulin,28.78787878787879,0.1663276362319784,0.02254593897793447,0.1927269488299497,0.22525531482403496,0.13920596952388528,0.028182467668507048,0.18999460970652493,0.17428036055413923
C1,no,Insulin,29.292929292929294,0.16632763623198243,0.02254593897218601,0.19272694882996458,0.2252553148240197,0.13920596952388592,0.028182467659627862,0.1899946097065263,0.1742803605541264
C1,no,Insulin,29.7979797979798,0.1663276362319865,0.02254593896643755,0.19272694882997943,0.2252553148240044,0.13920596952388659,0.028182467650748676,0.18999460970652762,0.17428036055411358
C1,no,Insulin,30.303030303030305,0.16632763623199054,0.02254593896068909,0.1927269488299943,0.22525531482398914,0.13920596952388722,0.02818246764186949,0.18999460970652896,0.1742803605541008
C1,no,Insulin,30.80808080808081,0.1663276362319946,0.022545938954940628,0.19272694883000915,0.22525531482397387,0.13920596952388786,0.028182467632990305,0.1899946097065303,0.17428036055408797
C1,no,Insulin,31.313131313131315,0.16632763623199864,0.022545938949192167,0.19272694883002403,0.2252553148239586,0.13920596952388853,0.02818246762411112,0.18999460970653165,0.17428036055407514
C1,no,Insulin,31.81818181818182,0.1663276362320027,0.022545938943443707,0.19272694883003888,0.22525531482394334,0.13920596952388917,0.028182467615231934,0.18999460970653298,0.17428036055406235
C1,no,Insulin,32.323232323232325,0.16632763623200675,0.022545938937695246,0.19272694883005373,0.22525531482392805,0.13920596952388983,0.02818246760635275,0.1899946097065343,0.17428036055404952
C1,no,Insulin,32.82828282828283,0.1663276362320108,0.022545938931946785,0.1927269488300686,0.22525531482391278,0.13920596952389047,0.028182467597473563,0.18999460970653564,0.1742803605540367
C1,no,Insulin,33.333333333333336,0.16632763623201482,0.022545938926198324,0.19272694883008346,0.22525531482389752,0.1392059695238911,0.028182467588594374,0.189994609706537,0.1742803605540239
C1,no,Insulin,33.83838383838384,0.16632763623201888,0.02254593892044986,0.19272694883009833,0.22525531482388225,0.13920596952389178,0.02818246757971519,0.18999460970653834,0.17428036055401108
C1,no,Insulin,34.343434343434346,0.16632763623202293,0.0225459389147014,0.19272694883011318,0.22525531482386696,0.13920596952389241,0.028182467570836003,0.18999460970653967,0.17428036055399826
C1,no,Insulin,34.84848484848485,0.16632763623202698,0.02254593890895294,0.19272694883012806,0.2252553148238517,0.13920596952389305,0.028182467561956817,0.189994609706541,0.17428036055398546
C1,no,Insulin,35.35353535353536,0.16632763623203103,0.022545938903204478,0.1927269488301429,0.22525531482383643,0.13920596952389372,0.02818246755307763,0.18999460970654236,0.17428036055397264
C1,no,Insulin,35.85858585858586,0.1663276362320351,0.022545938897456017,0.19272694883015776,0.22525531482382116,0.13920596952389436,0.028182467544198446,0.1899946097065437,0.17428036055395982
C1,no,Insulin,36.36363636363637,0.16632763623203914,0.022545938891707556,0.19272694883017263,0.2252553148238059,0.139205969523895,0.02818246753531926,0.18999460970654503,0.17428036055394702
C1,no,Insulin,36.86868686868687,0.1663276362320432,0.022545938885959096,0.19272694883018748,0.2252553148237906,0.13920596952389566,0.028182467526440075,0.18999460970654636,0.1742803605539342
C1,no,Insulin,37.37373737373738,0.16632763623204724,0.022545938880210635,0.19272694883020236,0.22525531482377534,0.1392059695238963,0.02818246751756089,0.18999460970654772,0.17428036055392138
C1,no,Insulin,37.87878787878788,0.16632763623205127,0.022545938874462174,0.1927269488302172,0.22525531482376007,0.13920596952389697,0.028182467508681704,0.18999460970654905,0.17428036055390858
C1,no,Insulin,38.38383838383839,0.16632763623205532,0.022545938868713714,0.1927269488302321,0.2252553148237448,0.1392059695238976,0.028182467499802518,0.18999460970655038,0.17428036055389576
C1,no,Insulin,38.88888888888889,0.16632763623205937,0.02254593886296525,0.19272694883024694,0.22525531482372954,0.13920596952389824,0.028182467490923332,0.18999460970655171,0.17428036055388293
C1,no,Insulin,39.3939393939394,0.16632763623205987,0.022545938861813292,0.192726948830249,0.22525531482372751,0.13920596952389824,0.02818246748914403,0.18999460970655208,0.17428036055388124
C1,no,Insulin,39.8989898989899,0.16632763623205987,0.022545938861261553,0.19272694883024938,0.22525531482372724,0.13920596952389816,0.02818246748829185,0.18999460970655227,0.17428036055388102
C1,no,Insulin,40.40404040404041,0.16632763623205987,0.022545938860709817,0.1927269488302498,0.22525531482372693,0.13920596952389805,0.02818246748743967,0.1899946097065525,0.17428036055388077
C1,no,Insulin,40.909090909090914,0.16632763623205987,0.02254593886015808,0.19272694883025018,0.22525531482372665,0.13920596952389797,0.028182467486587492,0.1899946097065527,0.17428036055388055
C1,no,Insulin,41.41414141414142,0.1663276362320599,0.022545938859606342,0.19272694883025057,0.22525531482372635,0.13920596952389788,0.028182467485735312,0.1899946097065529,0.1742803605538803
C1,no,Insulin,41.919191919191924,0.1663276362320599,0.022545938859054607,0.192726948830251,0.22525531482372607,0.13920596952389777,0.028182467484883133,0.1899946097065531,0.17428036055388005
C1,no,Insulin,42.42424242424243,0.1663276362320599,0.02254593885850287,0.19272694883025138,0.22525531482372577,0.1392059695238977,0.028182467484030953,0.18999460970655332,0.17428036055387983
C1,no,Insulin,42.929292929292934,0.1663276362320599,0.022545938857951132,0.1927269488302518,0.2252553148237255,0.13920596952389758,0.028182467483178774,0.18999460970655352,0.17428036055387958
C1,no,Insulin,43.43434343434344,0.16632763623205993,0.022545938857399396,0.19272694883025218,0.22525531482372518,0.1392059695238975,0.028182467482326595,0.18999460970655374,0.17428036055387935
C1,no,Insulin,43.939393939393945,0.16632763623205993,0.022545938856847657,0.19272694883025257,0.2252553148237249,0.13920596952389738,0.02818246748147442,0.18999460970655394,0.1742803605538791
C1,no,Insulin,44.44444444444445,0.16632763623205993,0.02254593885629592,0.192726948830253,0.22525531482372463,0.1392059695238973,0.02818246748062224,0.18999460970655416,0.17428036055387888
C1,no,Insulin,44.949494949494955,0.16632763623205993,0.022545938855744185,0.19272694883025338,0.22525531482372432,0.13920596952389722,0.02818246747977006,0.18999460970655435,0.17428036055387863
C1,no,Insulin,45.45454545454546,0.16632763623205993,0.022545938855192446,0.19272694883025376,0.22525531482372405,0.1392059695238971,0.02818246747891788,0.18999460970655457,0.1742803605538784
C1,no,Insulin,45.959595959595966,0.16632763623205996,0.02254593885464071,0.19272694883025418,0.22525531482372374,0.13920596952389702,0.0281824674780657,0.1899946097065548,0.17428036055387816
C1,no,Insulin,46.46464646464647,0.16632763623205996,0.022545938854088975,0.19272694883025457,0.22525531482372346,0.1392059695238969,0.02818246747721352,0.189994609706555,0.17428036055387794
C1,no,Insulin,46.969696969696976,0.16632763623205996,0.022545938853537235,0.19272694883025496,0.22525531482372316,0.13920596952389683,0.028182467476361342,0.1899946097065552,0.1742803605538777
C1,no,Insulin,47.47474747474748,0.16632763623205996,0.0225459388529855,0.19272694883025537,0.22525531482372288,0.13920596952389674,0.028182467475509163,0.1899946097065554,0.17428036055387744
C1,no,Insulin,47.979797979797986,0.16632763623205998,0.02254593885243376,0.19272694883025576,0.22525531482372257,0.13920596952389663,0.028182467474656983,0.18999460970655563,0.17428036055387722
C1,no,Insulin,48.484848484848484,0.16632763623205998,0.022545938851882025,0.19272694883025615,0.2252553148237223,0.13920596952389655,0.028182467473804804,0.18999460970655582,0.17428036055387697
C1,no,Insulin,48.98989898989899,0.16632763623205998,0.02254593885133029,0.19272694883025657,0.22525531482372202,0.13920596952389644,0.028182467472952624,0.18999460970655604,0.17428036055387675
C1,no,Insulin,49.494949494949495,0.16632763623205998,0.02254593885077855,0.19272694883025696,0.22525531482372171,0.13920596952389636,0.028182467472100445,0.18999460970655624,0.1742803605538765
C1,no,Insulin,50.0,0.16632763623205998,0.022545938850226814,0.19272694883025734,0.22525531482372144,0.13920596952389627,0.028182467471248265,0.18999460970655646,0.17428036055387627
