,,,Slide ID,c,d,b,a
,,,Antibody Name,c,d,b,a
,,,HUGO ID,c,d,b,a
Cell Line,Inhibitor,Stimulus,Timepoint
C1,no,Insulin,38.38383838383839,0.09829342199433015,0.05801976535579894,0.02908532535740701,0.0858920312351175
C1,no,Insulin,38.88888888888889,0.09829342199611599,0.05801976535686198,0.029085325358116993,0.08589203123708329
C1,no,Insulin,39.3939393939394,0.09829342199790184,0.05801976535792502,0.02908532535882698,0.0858920312390491
C1,no,Insulin,39.8989898989899,0.09829342199968769,0.05801976535898805,0.029085325359536965,0.08589203124101488
C1,no,Insulin,40.40404040404041,0.09829342200147353,0.05801976536005109,0.029085325360246952,0.08589203124298068
C1,no,Insulin,40.909090909090914,0.09829342200325938,0.058019765361114126,0.029085325360956937,0.08589203124494647
C1,no,Insulin,41.41414141414142,0.09829342200504523,0.05801976536217716,0.029085325361666924,0.08589203124691228
C1,no,Insulin,41.919191919191924,0.09829342200683107,0.058019765363240196,0.02908532536237691,0.08589203124887806
C1,no,Insulin,42.42424242424243,0.09829342200861692,0.058019765364303234,0.029085325363086896,0.08589203125084387
C1,no,Insulin,42.929292929292934,0.09829342201040277,0.05801976536536627,0.02908532536379688,0.08589203125280966
C1,no,Insulin,43.43434343434344,0.09829342201218862,0.058019765366429304,0.029085325364506868,0.08589203125477546
C1,no,Insulin,43.939393939393945,0.09829342201397447,0.05801976536749234,0.029085325365216852,0.08589203125674125
C1,no,Insulin,44.44444444444445,0.09829342201576032,0.05801976536855538,0.02908532536592684,0.08589203125870705
C1,no,Insulin,44.949494949494955,0.09829342201754615,0.05801976536961841,0.029085325366636824,0.08589203126067285
C1,no,Insulin,45.45454545454546,0.098293422019332,0.05801976537068145,0.02908532536734681,0.08589203126263864
C1,no,Insulin,45.959595959595966,0.09829342202111785,0.05801976537174449,0.029085325368056796,0.08589203126460444
C1,no,Insulin,46.46464646464647,0.0982934220229037,0.05801976537280753,0.029085325368766783,0.08589203126657023
C1,no,Insulin,46.969696969696976,0.09829342202468955,0.05801976537387056,0.029085325369476767,0.08589203126853603
C1,no,Insulin,47.47474747474748,0.0982934220264754,0.0580197653749336,0.029085325370186755,0.08589203127050182
C1,no,Insulin,47.979797979797986,0.09829342202826123,0.05801976537599664,0.02908532537089674,0.08589203127246763
C1,no,Insulin,48.484848484848484,0.09829342203004708,0.05801976537705967,0.029085325371606727,0.08589203127443341
C1,no,Insulin,48.98989898989899,0.09829342203183293,0.05801976537812271,0.02908532537231671,0.08589203127639922
C1,no,Insulin,49.494949494949495,0.09829342203361878,0.058019765379185746,0.0290853253730267,0.085892031278365
C1,no,Insulin,50.0,0.09829342203540463,0.05801976538024878,0.029085325373736683,0.08589203128033081
